# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = Hbeta_C_sim5_cor_model
# start_datetime = 2022-02-18 19:22:36 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpoJNH5n/standata-158c68bb215f.json
# init = 2 (Default)
# random
#   seed = 1862562355
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/Hbeta_C_sim5_cor-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/Hbeta_C_sim5_cor-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=Hbeta_C_sim5_cor_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,mu_aHS,bP,bAHS.1,bAHS.2,bAHS.3,mu_bAHS,sigma_abHS.1,sigma_abHS.2,Rho.1.1,Rho.2.1,Rho.1.2,Rho.2.2,m_c,s_c,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,m_M,s_M,M.1,M.2,M.3,M.4,M.5,M.6,M.7,M.8,M.9,M.10,M.11,M.12,M.13,M.14,M.15,M.16,M.17,M.18,M.19,M.20,M.21,M.22,M.23,M.24,M.25,M.26,M.27,M.28,M.29,M.30,M.31,M.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0582581
# Diagonal elements of inverse mass matrix:
# 0.189539, 0.703839, 0.348086, 0.336812, 0.170741, 0.0192248, 0.0576081, 0.0297682, 0.0322206, 0.0447731, 0.992713, 0.795589, 0.265, 0.178103, 0.0319673, 0.247536, 0.254771, 0.240756, 0.264739, 0.258763, 0.247122, 0.247847, 0.217582, 0.274017, 0.243711, 0.245845, 0.263202, 0.298531, 0.360256, 0.273448, 0.287694, 0.322254, 0.260973, 0.299397, 0.275088, 0.267883, 0.297453, 0.261543, 0.375315, 0.253174, 0.314239, 0.245722, 0.284252, 0.279849, 0.239799, 0.309902, 0.247112, 0.0148326, 0.1095, 0.0839273, 0.0814452, 0.100511, 0.145474, 0.0881453, 0.124254, 0.10293, 0.0969714, 0.111904, 0.0997524, 0.0896021, 0.0891442, 0.187191, 0.0812766, 0.0876085, 0.132827, 0.0741071, 0.145059, 0.116457, 0.0885278, 0.148564, 0.124499, 0.137514, 0.114728, 0.109627, 0.120659, 0.106952, 0.108095, 0.125859, 0.303016, 0.104002, 0.0915981
145.196,0.591506,0.0582581,6,63,0,-106.256,-0.900141,-0.599931,-0.519111,-0.563481,-0.787813,-0.139815,0.160183,-0.134458,-0.210382,0.0115153,0.190588,0.286468,1,0.148141,0.148141,1,0.441795,0.433363,0.980909,0.90057,0.927054,0.154873,-0.286044,0.897935,0.119298,0.493854,1.1547,1.34626,0.606432,0.367738,0.12302,0.314927,1.01845,0.657294,0.510871,0.20071,0.328039,0.14901,0.415055,0.175442,-0.685539,0.449403,0.0740368,0.217785,0.778274,0.87387,0.72021,0.766721,0.077649,0.537629,1.44361,0.485689,3.20067,1.40251,3.05435,3.99066,4.13206,5.63199,3.33768,5.31754,4.1179,3.45606,3.15423,1.50149,9.50455,2.84661,2.29339,13.9758,2.71938,5.19074,9.70175,5.75517,5.98018,2.9068,5.37635,3.47532,2.24691,6.40809,3.46308,6.50304,4.63392,18.0409,9.81816,4.35155,0.227876,0.0715784,0.108914,-0.641565,-1.01195,0.161179,-0.574053,-0.123538,0.34741,0.636629,-0.162878,-0.211674,-1.65298,-1.56958,-0.7316,-1.12531,-1.24885,-1.26415,-1.5402,-1.48168,-1.25904,-1.49441,-2.69692,-2.0153,-1.86138,-2.03111,-1.09326,-1.42928,-1.30867,-0.984229,-2.15496,-1.32183,0.443276,0.482113,0.472798,0.655107,0.733401,0.459792,0.639698,0.530845,0.414011,0.346009,0.54063,0.552722,0.839293,0.827724,0.675156,0.754973,0.777101,0.77974,0.823493,0.814826,0.778861,0.816739,0.936845,0.882394,0.865458,0.884024,0.748995,0.806789,0.78729,0.727947,0.896132,0.789487
153.204,0.995793,0.0582581,6,63,0,-117.795,-0.38965,0.671983,-0.776786,-0.596017,-0.121889,-0.00507816,-0.0992274,-0.0312217,-0.395921,-0.243533,1.08074,0.150898,1,-0.0884997,-0.0884997,1,0.112543,0.578789,0.00112307,0.442383,0.411264,-0.821637,-1.16384,0.547929,-0.777912,-0.182583,0.523794,0.901071,0.227119,0.198137,-0.00892964,0.314143,0.517969,0.945739,0.199097,-0.0341199,0.44243,0.160177,0.304704,-0.554015,-0.601788,0.433201,-0.332722,0.534845,0.328462,1.01711,0.0699989,0.932474,0.659855,0.524699,1.56727,0.33025,2.20749,6.60127,6.56085,5.74349,4.4659,7.35692,4.54252,3.89462,4.12451,4.72118,3.42049,4.09969,6.43905,3.38301,6.72477,3.08884,4.79965,7.54806,3.52367,3.83055,6.86647,7.01801,3.03751,5.44088,5.67078,4.21556,6.85789,6.66167,6.7582,7.25559,2.7847,5.62053,-0.109592,0.328908,0.298183,-0.933929,-1.27357,0.437805,-0.88646,-0.288372,0.411108,0.791932,0.115812,0.0937278,-1.26734,-0.948206,-0.713158,-0.28657,-1.05872,-1.20221,-0.819327,-1.06661,-0.923664,-1.75589,-2.38391,-2.14195,-2.11209,-1.64418,-1.0603,-1.16389,-1.32448,-0.840189,-1.51858,-1.25191,0.527371,0.418506,0.426002,0.717872,0.781353,0.392264,0.708159,0.571598,0.398647,0.311754,0.471079,0.476585,0.780287,0.720754,0.671099,0.571156,0.742446,0.768918,0.694094,0.743953,0.715788,0.852694,0.915592,0.894914,0.892072,0.838103,0.742748,0.762039,0.789926,0.698505,0.82033,0.777629
157.685,0.96749,0.0582581,6,63,0,-116.342,-0.150536,-0.910504,-0.838557,-0.875421,-0.83799,-0.170643,0.157711,-0.291598,-0.247497,0.19679,0.116538,0.538673,1,0.578726,0.578726,1,0.0783651,0.625026,0.903448,0.462064,0.881482,-0.484149,-0.328798,0.438262,-0.660671,0.0827427,1.01859,1.03876,0.0811761,-0.142384,0.482887,0.924386,0.708728,0.0639114,0.888177,-0.0243526,0.421816,0.0213096,0.25927,-0.163695,-0.241579,-0.0962498,0.336223,0.248047,0.42281,0.936575,0.316274,0.433704,0.0874718,0.223052,1.38037,0.358461,3.14079,1.62975,4.17861,4.37027,4.75949,4.08366,2.95479,4.68742,5.22625,4.83903,4.10883,2.12942,6.63074,3.86104,2.93932,9.65245,3.18276,4.57924,7.72631,2.83949,3.55264,3.25477,4.46617,4.4905,3.62225,6.03703,4.289,4.55428,3.60105,6.51457,8.43112,4.7741,0.603001,0.0689095,0.501571,-0.837572,-0.596136,0.15768,-0.888278,-0.0521566,0.651924,0.791285,-0.239137,-0.230929,-1.32409,-1.01503,-0.939092,-1.62364,-0.898936,-1.06911,-1.49774,-1.48083,-1.29584,-1.58614,-1.91752,-2.30692,-1.24702,-1.70851,-1.09172,-1.0862,-1.3903,-0.924389,-1.84921,-1.26748,0.353657,0.482779,0.377171,0.697954,0.644772,0.460662,0.708535,0.513036,0.342556,0.311893,0.559501,0.557477,0.789862,0.734004,0.718916,0.835297,0.710731,0.744428,0.817237,0.814698,0.785135,0.830072,0.871862,0.909449,0.776783,0.846642,0.748706,0.747665,0.80064,0.715936,0.864035,0.780311
146.869,0.359686,0.0582581,6,63,0,-111.854,0.139866,-0.511028,-0.911368,-1.10012,-0.482596,-0.151853,0.0719846,-0.269548,-0.176334,0.012777,0.733021,0.408687,1,0.329854,0.329854,1,0.354219,0.472674,0.48111,0.377749,0.877565,-0.633238,-1.07979,0.571891,-0.705108,0.274255,1.02555,0.631774,0.1968,-0.529521,0.404659,0.73873,0.592945,0.429318,0.276413,-0.189412,0.0843071,-0.00539428,0.672996,-0.124085,-0.797871,-0.68074,-0.177796,0.0168012,0.899277,0.63638,0.469652,0.567566,-0.0701331,0.354731,1.27994,0.452032,2.28264,1.68629,4.58953,2.36878,4.67301,4.51075,3.42505,5.38063,6.69804,4.62114,4.05719,1.96043,8.11752,3.71277,2.32104,3.80428,3.2222,3.68733,5.59889,3.34851,6.50479,2.74391,5.31491,3.61779,3.4546,4.6106,4.12319,5.55196,2.98412,9.57855,7.46995,9.0277,0.513348,0.327487,0.839089,-0.648142,-1.01809,0.621808,-0.608049,0.453814,0.998858,0.711155,0.21136,-0.308713,-1.12485,-0.908632,-0.784869,-0.983852,-1.23542,-1.01045,-1.54538,-1.25357,-0.622319,-1.29128,-2.24872,-2.51962,-1.54615,-1.63985,-0.451845,-1.0792,-1.05236,-0.60043,-1.7091,-0.93112,0.374409,0.418852,0.301727,0.656592,0.734601,0.34937,0.647496,0.388454,0.269166,0.329344,0.447356,0.576571,0.754887,0.71272,0.686728,0.727872,0.774765,0.733108,0.824245,0.777917,0.650746,0.784364,0.90454,0.925506,0.824357,0.837514,0.611078,0.746342,0.741228,0.645755,0.84672,0.717303
154.322,0.991335,0.0582581,6,63,0,-111.017,0.220887,-0.754338,-1.37816,-1.26242,-0.964931,-0.0420993,0.107066,-0.0958047,-0.246513,-0.0855685,0.395935,0.172195,1,0.205668,0.205668,1,0.364974,0.646951,0.489313,0.503638,0.222313,-0.722938,-0.238115,0.383162,-0.675966,-0.268577,0.754138,1.48595,-0.226534,0.685568,0.0617636,0.372928,0.581369,0.0831556,0.607169,-0.0802929,0.288659,0.438856,-0.386427,-0.534751,-0.419842,-0.241165,0.212703,0.0928568,0.312105,0.963598,0.285162,0.689336,0.279061,0.130708,1.49763,0.407011,3.18003,3.35583,4.61028,5.86911,6.3557,4.76776,3.99487,4.6917,3.68583,5.98692,4.57559,1.58659,5.44314,4.60331,4.64733,4.50204,3.90485,12.477,7.10578,3.21159,6.65796,4.04207,4.4281,4.3053,2.66748,5.06977,5.1064,8.25322,3.68308,3.52246,5.71769,4.23023,0.416135,0.407589,0.129531,-0.809185,-0.303125,0.314885,-0.731173,-0.300912,0.664623,1.42585,-0.304613,0.664669,-1.36889,-1.09039,-0.786149,-1.29416,-0.818579,-1.2513,-1.16976,-0.892721,-1.73107,-1.8228,-1.99264,-2.31679,-1.33722,-1.73462,-1.03542,-0.880218,-1.10974,-0.805043,-1.54352,-1.39635,0.397442,0.39949,0.467663,0.691936,0.575206,0.421923,0.675063,0.574666,0.339702,0.193747,0.57557,0.339692,0.7972,0.748456,0.687004,0.784851,0.693935,0.777525,0.763102,0.709451,0.84955,0.860902,0.880022,0.910258,0.792033,0.850003,0.737965,0.706867,0.75208,0.691052,0.823975,0.801603
150.347,0.7764,0.0582581,6,63,0,-105.066,-0.800459,0.600436,-0.468771,-0.73008,0.182565,0.207623,0.0743483,0.0401271,-0.106959,0.0710445,0.714239,0.0677472,1,-0.0400817,-0.0400817,1,0.274932,0.546674,0.443319,0.746046,0.218362,-0.510724,0.145002,0.489808,-0.605359,-0.0823161,0.644694,0.710583,-0.163054,0.549852,-0.34084,0.30199,0.50856,-0.172481,0.428423,0.281759,0.106263,0.244646,-0.291169,-0.582073,-0.260007,-0.485423,-0.254302,-0.156388,0.188623,0.61241,-0.189218,1.02996,0.163663,0.0317578,1.50252,0.584921,2.14474,2.81485,5.07239,3.74218,2.9047,7.71073,3.63989,4.47435,4.47796,2.36812,2.13275,4.10187,8.98973,2.54403,4.58756,8.29108,4.02474,2.89074,4.34566,6.05296,5.75086,4.49653,3.80466,3.57044,7.62136,4.99782,5.27059,4.49131,7.697,37.9129,4.90124,5.24594,0.382822,0.798347,0.254549,-0.506764,0.0442203,0.405141,-0.754483,-0.344238,0.664768,0.58563,-0.19938,0.231531,-1.55893,-0.754958,-0.588516,-1.22121,-0.813836,-0.919742,-0.974857,-1.02968,-1.50104,-1.63871,-1.81588,-2.20687,-1.92297,-1.77894,-1.15555,-0.929568,-1.29974,-0.912651,-1.48306,-1.74971,0.405446,0.310379,0.436704,0.624048,0.488947,0.400078,0.680155,0.58522,0.339669,0.357638,0.54968,0.442374,0.8262,0.680258,0.643024,0.772277,0.692926,0.714989,0.726086,0.736854,0.81773,0.837359,0.860071,0.900865,0.87247,0.855565,0.760523,0.716988,0.785791,0.713542,0.815034,0.851916
