# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = CJD_NC_sim5_re_model
# start_datetime = 2022-03-14 08:21:19 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpyMdfRF/standata-a006a3f462d.json
# init = 2 (Default)
# random
#   seed = 648544908
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_NC_sim5_re-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_NC_sim5_re-profile-2.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=CJD_NC_sim5_re_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,z_i.1,z_i.2,z_i.3,z_i.4,z_i.5,z_i.6,z_i.7,z_i.8,z_i.9,z_i.10,z_i.11,z_i.12,z_i.13,z_i.14,z_i.15,z_i.16,z_i.17,z_i.18,z_i.19,z_i.20,z_i.21,z_i.22,z_i.23,z_i.24,z_i.25,z_i.26,z_i.27,z_i.28,z_i.29,z_i.30,z_i.31,z_i.32,m_k,s_SI,z_k.1,z_k.2,z_k.3,z_k.4,z_k.5,z_k.6,z_k.7,z_k.8,z_k.9,z_k.10,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,re_k.1,re_k.2,re_k.3,re_k.4,re_k.5,re_k.6,re_k.7,re_k.8,re_k.9,re_k.10,m_SI.1,m_SI.2,m_SI.3,m_SI.4,m_SI.5,m_SI.6,m_SI.7,m_SI.8,m_SI.9,m_SI.10,m_SI.11,m_SI.12,m_SI.13,m_SI.14,m_SI.15,m_SI.16,m_SI.17,m_SI.18,m_SI.19,m_SI.20,m_SI.21,m_SI.22,m_SI.23,m_SI.24,m_SI.25,m_SI.26,m_SI.27,m_SI.28,m_SI.29,m_SI.30,m_SI.31,m_SI.32
# Adaptation terminated
# Step size = 0.0294605
# Diagonal elements of inverse mass matrix:
# 0.173863, 0.100686, 0.0976053, 0.0937311, 0.0115463, 0.00617699, 0.174696, 0.0204174, 0.274315, 0.169591, 0.193849, 0.281296, 0.210028, 0.280955, 0.315811, 0.257493, 0.187685, 0.216145, 0.189822, 0.231421, 0.220404, 0.172266, 0.269139, 0.240077, 0.213148, 0.211376, 0.196998, 0.249413, 0.162574, 0.213838, 0.254005, 0.273804, 0.198909, 0.26023, 0.290313, 0.323338, 0.220703, 0.267586, 0.206783, 0.185889, 0.166816, 1.25083, 0.827293, 0.79642, 0.849786, 0.718657, 0.799408, 0.745719, 0.855943, 0.835164, 0.816046, 0.82572
-4227.05,0.977376,0.0294605,7,255,0,4256.17,0.203264,0.0499468,0.338274,0.00701318,-0.254513,0.148772,-0.432714,0.503131,-1.17479,-0.878955,-0.451247,0.181713,0.587569,0.855492,0.707413,-0.166754,-0.435962,0.375861,-0.422765,-0.481139,0.772084,-0.317225,-0.667709,0.170135,-0.466665,0.0461101,-0.390741,-2.15795,-0.319973,-1.70121,-1.43121,-1.22673,-0.810156,0.0827225,-0.475822,0.385262,-1.63907,1.37586,-1.1065,-0.565661,-0.0367382,0.0589485,-1.98228,-1.65896,-1.21679,-1.46835,0.621792,1.01817,0.693862,-0.973,0.108774,0.0791103,-1.02379,-0.874944,-0.659751,-0.341289,-0.13709,-0.00228933,-0.0767926,-0.516613,-0.65206,-0.243607,-0.64542,-0.67479,-0.0442545,-0.59232,-0.768659,-0.347114,-0.667508,-0.409515,-0.629308,-1.51845,-0.593703,-1.28865,-1.1528,-1.04992,-0.840329,-0.391094,-0.672115,-0.238877,-1.25738,0.259524,-0.98943,-0.717316,-0.153591,-0.134532,-0.108466,-0.123295,-8.44898e-05,0.0232813,0.00416389,-0.0940951,-0.0303261,-0.0320748,0.205222,0.00827589,0.102639,0.275496,0.307018,1.137,0.197805,0.594731,0.234761,0.674323,-0.128727,-0.0057244,0.826583,0.164455,-0.174192,0.0431337,0.0752963,0.533908,-0.0316743,-0.446993,0.183811,-0.666672,-0.647933,-1.17758,-0.625802,-0.252754,-0.0942279,0.266425,-1.13258,0.813071,-0.740194,-0.198478
-4226.65,0.988551,0.0294605,7,127,0,4255.92,0.42967,0.0772737,0.553167,0.0670569,-0.278183,0.267682,-0.342412,0.442648,-1.75693,-1.05056,-0.606307,1.69006,1.78598,1.70535,1.34322,-0.0458178,0.185837,1.47611,-0.271981,-0.663946,1.18471,-0.679784,-0.952834,0.588289,-0.588046,0.573837,-0.508756,-2.34687,-0.176012,-1.78048,-0.65659,-0.173034,-0.71429,1.22486,-0.895478,-0.153472,-0.736913,1.39715,-1.22847,0.248632,-0.851857,0.0944921,0.914294,1.88916,-0.247145,0.723218,-0.253748,0.337893,1.26356,-0.879047,0.128865,0.845218,-1.12011,-0.80744,-0.610793,0.405689,0.448147,0.412456,0.252161,-0.362693,-0.260152,0.310986,-0.462804,-0.636307,0.181997,-0.643317,-0.764182,-0.0820072,-0.60271,-0.0884042,-0.567612,-1.38125,-0.420324,-1.13054,-0.633051,-0.419005,-0.658592,0.199769,-0.738794,-0.410346,-0.668606,0.276034,-0.886194,-0.232356,-0.765464,-0.673347,-0.875211,-0.783519,-0.875835,-0.819929,-0.732461,-0.93492,-0.839681,-0.771991,0.768604,0.598254,0.767907,1.31002,1.26882,2.30818,0.782481,1.29234,1.25455,1.85969,0.4372,0.64039,1.73491,0.784922,0.591729,0.840543,0.705186,1.54384,0.581612,0.496011,1.03058,0.150361,0.290738,-0.186571,-0.0521457,0.617869,0.580028,0.82914,-0.0551527,1.46318,-0.136737,0.811777
-4232.84,0.976986,0.0294605,7,127,0,4259.13,0.463351,0.275888,0.4676,0.169771,-0.246818,0.176633,-0.505249,0.450187,-1.22765,-0.664202,-0.502928,0.301014,0.304946,0.492729,1.57479,-0.133582,0.447813,0.124763,0.111227,-0.552538,1.52727,-0.682688,-0.441871,1.1877,-0.219843,0.820028,-0.456023,-2.05556,0.079749,-2.07179,-0.97646,-0.562492,-1.43627,0.0503991,-0.0825012,0.847387,-1.24154,2.03989,-1.23865,-0.0961992,-0.592955,0.0618235,-0.364047,1.18075,-1.23951,-1.60618,0.0997168,1.01804,0.885387,0.528478,1.41977,0.758738,-1.05792,-0.804265,-0.731661,-0.369737,-0.367967,-0.283429,0.203699,-0.565386,-0.30365,-0.449083,-0.455177,-0.753995,0.182307,-0.812587,-0.704174,0.0294389,-0.60422,-0.136083,-0.710545,-1.43064,-0.469347,-1.43794,-0.944839,-0.758476,-1.15184,-0.48256,-0.54239,-0.123767,-1.06418,0.413083,-1.06287,-0.548557,-0.615462,-0.519957,-0.669586,-0.692255,-0.586791,-0.530017,-0.538218,-0.560283,-0.505181,-0.546048,0.724692,0.610654,0.59844,0.722083,0.588757,1.44453,0.963678,1.07076,1.14712,1.03186,0.571938,0.485604,1.49732,0.391813,0.375184,0.846034,0.554272,1.24932,0.307165,0.111288,0.755163,-0.36427,0.00632526,-0.420715,-0.482238,0.0807995,0.576665,0.924898,-0.449224,1.47617,-0.327251,0.448515
-4239.83,0.970547,0.0294605,7,127,0,4278.52,0.0420654,0.520534,0.420499,0.13233,-0.309481,0.121414,-0.0540518,0.388456,-2.0197,-1.26745,-0.341392,-0.312314,0.123361,0.806302,0.735634,-0.475227,-0.00898598,0.434091,-0.709762,-0.52567,2.09914,-0.178073,0.0784074,1.51428,-0.640968,0.970677,-0.474406,-2.49994,0.470243,-1.98963,-0.91228,0.092266,-1.20422,0.368933,0.988662,1.78167,-0.694055,2.9549,-1.39956,-0.197097,-0.564788,0.00369803,-0.729026,0.18073,1.03166,-0.195489,-0.778462,-0.813575,0.401447,-1.50187,1.57675,0.379599,-0.838617,-0.5464,-0.186667,-0.175372,-0.00613142,0.259161,0.231709,-0.238656,-0.0575424,0.114573,-0.329763,-0.258251,0.761372,-0.123225,-0.0235939,0.53418,-0.303039,0.323014,-0.238337,-1.02517,0.128617,-0.826937,-0.408432,-0.0182105,-0.521839,0.0892623,0.33,0.63805,-0.323661,1.0938,-0.597718,-0.130615,-0.567483,-0.564119,-0.560972,-0.56551,-0.567666,-0.567796,-0.563303,-0.570341,-0.558957,-0.563384,0.732061,0.663297,0.816614,0.829323,0.729105,1.66125,0.820314,1.24843,1.09704,1.30699,0.493735,0.631551,1.50538,0.482085,0.324866,0.753292,0.344771,1.15528,0.23295,-0.0967029,0.759145,-0.385541,0.0646883,-0.314227,-0.401765,0.176184,0.713445,0.933234,-0.372176,1.50713,-0.494927,0.300005
-4231.18,0.998609,0.0294605,7,127,0,4267.3,-0.0979483,0.0293201,-0.00760485,-0.621171,-0.213035,0.108346,0.267309,0.446762,-1.15835,-1.40295,-0.446942,0.209311,0.693732,1.30684,0.607049,-0.282235,0.177576,0.721618,-1.27682,-0.640159,1.75962,-0.740799,-0.336224,0.0764051,-0.410021,0.983708,-0.577912,-1.35189,-0.125647,-1.70835,-0.677067,-0.123757,-0.370749,1.22635,0.99344,1.01008,-0.43003,2.38433,-0.505497,0.158866,-0.157107,0.00160246,-0.309846,0.0313843,-0.33648,2.10883,0.395967,1.10584,0.254005,1.65915,-0.244895,0.814009,-0.250199,-0.359475,0.0676321,0.360821,0.577242,0.851157,0.538516,0.141217,0.346643,0.589701,-0.303127,-0.0186902,1.05344,-0.0636524,0.117096,0.301444,0.0841268,0.706793,0.00911957,-0.336665,0.211174,-0.495917,-0.0351792,0.212019,0.101672,0.815196,0.71114,0.718575,0.0751876,1.33254,0.0414716,0.338284,-0.157604,-0.157057,-0.157647,-0.153728,-0.156473,-0.155335,-0.1567,-0.154449,-0.1575,-0.155803,0.449405,0.0668735,0.376662,0.596515,0.65222,1.45948,0.487789,0.758512,0.759826,1.02892,-0.167393,0.212225,1.19116,-0.0214057,0.00730697,0.0530763,0.13086,0.905269,-0.0656595,-0.0472015,0.27078,-0.566502,-0.523898,-0.806145,-0.630071,0.0358633,0.235001,0.18168,-0.747835,0.852203,-0.677398,-0.154921
-4226.88,0.987626,0.0294605,7,255,0,4247.49,0.208165,0.268934,0.0556681,-0.360532,-0.192598,0.121801,0.173782,0.516279,-0.669097,-0.871778,-0.792024,0.400908,0.198457,0.774464,0.407837,-0.0863947,-0.00757574,0.503094,-0.464986,-1.43948,1.2844,0.0608336,0.307875,1.04744,-0.0834598,0.958917,-0.253468,-1.27194,0.825361,-0.83275,-0.408397,0.138285,-0.282966,0.0311103,0.484737,1.44151,-0.28249,2.61413,-0.832648,0.686585,-0.733089,0.0396207,0.326228,-1.53777,0.0554248,0.34964,-0.0305777,-0.206659,-0.776789,-1.04603,-0.0647742,0.750059,-0.171659,-0.276298,-0.235123,0.380762,0.276241,0.573621,0.38434,0.129178,0.169871,0.433519,-0.0662804,-0.569392,0.83689,0.205189,0.332731,0.714553,0.130693,0.668851,0.0429217,-0.482895,0.599898,-0.256149,-0.0370646,0.245176,0.0276929,0.189844,0.424041,0.918005,0.0279382,1.5234,-0.256097,0.528251,-0.720164,-0.794017,-0.730893,-0.719236,-0.734301,-0.741277,-0.763866,-0.774534,-0.735656,-0.703371,1.07152,0.695992,0.654952,1.13299,0.90702,1.75813,0.877623,1.2741,1.15411,1.4413,0.619426,0.250062,1.36836,0.650342,0.664282,0.873122,0.556053,1.25525,0.358426,0.209607,1.06074,0.0869952,0.0427151,-0.153699,-0.112237,-0.0169607,0.586741,1.02578,-0.170667,1.65846,-0.36054,0.627824
