# 0.257561, 0.115979, 0.106491, 0.10985, 0.0144261, 0.00719153, 0.266585, 0.0195712, 0.334475, 0.308929, 0.321269, 0.338591, 0.312925, 0.342699, 0.347572, 0.32751, 0.315096, 0.312518, 0.319317, 0.328938, 0.312811, 0.314014, 0.346932, 0.319506, 0.31823, 0.320132, 0.320123, 0.324563, 0.314473, 0.319035, 0.323964, 0.337111, 0.31265, 0.3246, 0.334151, 0.339788, 0.320891, 0.31487, 0.311012, 0.308245, 0.129444, 0.0109691, 0.179592, 0.170836, 0.172376, 0.18562, 0.181738, 0.175891, 0.173813, 0.178551, 0.178968, 0.177463, 0.172602, 0.18058, 0.180105, 0.183172, 0.171337, 0.172177, 0.168644, 0.178379, 0.175562, 0.175139, 0.180304, 0.181714, 0.179476, 0.178946, 0.174678, 0.178637, 0.183212, 0.174539, 0.168712, 0.185357, 0.181624, 0.170603, 0.170045, 0.195367, 0.186096, 0.176493, 0.173443, 0.16827, 0.177623, 0.198011, 0.181881, 0.176757, 0.183461, 0.170456, 0.17363, 0.175487, 0.167398, 0.17643, 0.170623, 0.169689, 0.185803, 0.164826, 0.180486, 0.174962, 0.180241, 0.170551, 0.178399, 0.182471, 0.177559, 0.173831, 0.178085, 0.181019, 0.165662, 0.176457, 0.182556, 0.175899, 0.183198, 0.185611, 0.16777, 0.172345, 0.181117, 0.174777, 0.17757, 0.172094, 0.176944, 0.173632, 0.178741, 0.167783, 0.174089, 0.175043, 0.127123, 0.672116, 0.128433, 0.12971, 0.128483, 0.128191, 0.12915, 0.129292, 0.131663, 0.128172, 0.130358, 0.12796
-3774.8,0.973317,0.0152689,7,127,0,3838.17,-0.855209,-0.046612,0.189224,-0.233965,-0.228764,0.321692,-0.310129,0.6693,-0.756882,-0.622439,-0.429093,0.578897,0.259151,0.281994,0.982538,-0.140312,0.0444863,0.270148,-0.208261,-0.823329,0.640496,-0.52117,-0.428745,0.49105,-0.255214,0.259795,-0.482504,-0.991381,-0.119493,-1.18869,-0.386591,-0.535819,-0.343816,0.127264,-0.475325,-0.142826,-0.447908,0.8186,-0.838272,-0.128179,-0.29536,0.628797,-0.0637813,-0.198655,-0.667757,-0.236748,-0.406145,-0.172265,-1.04475,-0.244572,0.0513091,-0.542582,-0.18629,-0.318683,0.705155,0.0775133,-0.520522,-0.8365,-0.743707,-0.831139,-0.951124,0.493435,-1.00422,0.570545,-0.179574,-1.33061,-1.16004,-0.565801,0.231042,-0.175607,-0.883117,-1.30847,-0.603372,-0.957901,-0.314716,-0.901016,0.278839,-0.856704,0.0612109,-0.318639,0.36485,-2.0601,-0.351607,-0.870274,0.0821464,-0.0825336,0.0102597,0.266477,-0.411821,0.116708,-1.00618,-0.395392,-0.517689,-0.105366,-0.810838,-0.0845394,0.0947089,0.577412,-0.472878,0.576397,-0.373048,0.163006,0.438169,0.527636,-1.00952,-0.208126,-0.643321,0.435672,-0.996631,-0.0146075,-0.47474,0.479919,-0.546082,-0.824529,-0.51351,-0.497633,0.206663,0.566723,0.0840102,-0.13784,-0.300846,-0.784636,0.282009,0.0643564,0.269388,0.27571,0.2569,0.312865,0.295056,0.312645,0.338901,0.358456,0.325733,0.326971,-0.217712,-0.582046,-0.309334,0.00386753,-0.283115,0.928491,0.0999402,0.105126,0.276088,0.529711,-0.685284,-0.787452,0.646439,-0.61775,-0.483241,-0.122947,-0.552323,0.330979,-0.910097,-0.617146,-0.197432,-1.40643,-1.02301,-1.74077,-1.2412,-1.02657,-0.482194,-0.214937,-1.23796,0.601882,-1.51649,-0.564066
-3779.88,0.999191,0.0152689,7,127,0,3856.09,-0.208682,0.143263,0.00498974,-0.0908001,-0.0328061,0.318412,0.101137,0.616815,-0.287126,-0.460765,-0.203395,1.08221,0.366085,0.535812,0.882394,0.29227,0.132363,0.382418,0.124149,-0.559028,1.05642,0.0509111,-0.284402,0.420066,0.34369,0.701415,-0.0419239,-0.504911,0.140472,-0.65538,-0.212105,-0.647807,-0.546763,0.417678,-0.781751,-0.00492666,-0.953017,0.935728,-0.790969,-0.106336,-0.287782,0.50685,-0.0686514,-0.148214,-0.341733,0.118211,-0.21924,-0.356419,-1.18823,-0.197269,0.381907,-0.957306,-0.129294,-1.12529,0.176237,-0.07628,0.10423,-0.680529,-0.707081,-0.341088,-1.11939,0.215212,-0.960101,-0.343294,-0.0489249,-1.04142,-0.871517,-0.722026,0.289797,-0.173073,-0.972026,-1.2367,-0.382362,-1.06518,-0.236139,-0.807601,0.778128,-0.622141,0.207295,-0.495078,0.525869,-2.04741,0.0173209,-0.794557,-0.422201,0.28784,-0.537752,0.00878899,0.0087157,-0.134032,-1.23135,-0.204521,-0.330515,-0.515417,-1.21153,-0.626711,0.223536,0.251868,-0.175047,-0.0151456,-0.742299,0.324054,0.0080711,0.784733,-0.53405,-0.397181,-0.843311,0.162151,-1.08302,-0.262574,-0.704526,0.502616,-0.28451,-0.866394,-0.526352,-0.908702,0.314357,0.195541,0.446163,-0.29588,-0.244319,-0.210419,0.310166,0.0821061,0.208521,0.386263,0.128294,0.290312,0.240674,0.348563,0.324483,0.235669,0.461634,0.372005,0.67094,0.153494,0.694525,1.06365,0.624507,1.78155,0.819731,0.935934,1.04632,1.30039,0.391928,0.326862,1.49364,0.473433,0.416435,0.496108,0.465176,1.148,0.06085,0.257409,0.565668,-0.250233,-0.17438,-0.691613,-0.546462,0.108923,0.163093,0.930562,-0.665045,1.5782,-0.486958,0.232426
-3773.2,0.997182,0.0152689,7,127,0,3834.07,0.193816,-0.00231882,-0.176556,-0.246096,-0.0381219,0.257693,-0.123642,0.617908,-0.334601,-0.460192,-0.502873,0.743501,0.242022,0.384378,0.627987,0.22361,0.139105,0.27909,-0.199841,-0.687705,1.03227,0.00109746,-0.320483,0.180956,0.283266,0.529044,-0.30548,-0.497519,0.187445,-0.695935,-0.266496,-0.997593,-0.57213,0.193571,-0.741448,-0.166969,-0.999084,0.802484,-0.875744,-0.172179,-0.303519,0.451971,-0.625841,-0.289303,-0.964142,0.0013207,-0.563705,0.0241245,-0.732324,-0.11941,-0.301569,-0.975692,-0.0337405,-0.491022,-0.203014,-0.180723,0.0503491,-0.505305,-0.86711,-0.851126,-0.524833,0.428855,-1.06793,-0.343452,-0.105715,-1.48903,-0.946537,-0.268145,0.628439,0.0292301,-0.958188,-1.21229,-0.981402,-0.775099,-0.595368,-0.93107,0.756883,-0.326268,-0.123019,-0.795187,0.20835,-2.24481,-0.147982,-0.957403,-0.246149,0.0870527,-0.319559,-0.166336,-0.390267,-0.245187,-1.39275,-0.1792,-0.162643,-0.35684,-0.957923,-0.343303,0.363066,0.346053,-0.347393,0.270018,-0.648953,0.15168,0.0464558,0.0154692,-0.165121,-0.362999,-0.935993,0.546902,-0.910441,-0.0989854,-0.692544,0.345748,-0.579668,-0.689226,-0.509315,-0.608286,0.151752,0.754075,0.191858,-0.621474,-0.536318,-0.384335,0.374376,0.106564,0.32155,0.475518,0.155621,0.248845,0.409607,0.437966,0.383246,0.360902,0.465125,0.367535,0.709281,0.296488,0.471117,0.989456,0.697521,1.65023,0.822687,1.01446,1.13173,1.27638,0.26653,0.272307,1.56967,0.521414,0.410932,0.410964,0.566082,1.07732,-0.0444084,0.305341,0.710869,-0.195809,-0.0392423,-0.865082,-0.388365,0.130515,0.20297,0.766577,-0.59335,1.50785,-0.451371,0.292576
-3764.57,0.988156,0.0152689,7,127,0,3835.26,-0.554922,-0.199682,-0.132685,-0.450158,-0.126011,0.115498,-0.543104,0.565527,-0.916122,-0.959496,-0.832304,-0.0526652,-0.299497,0.383374,-0.119592,-0.386149,-0.116086,0.114966,-0.755571,-0.74926,0.503263,-0.580708,-0.639329,-0.218701,-0.412509,0.0670036,-0.868578,-1.02135,-0.296987,-1.0664,-0.895654,-0.968983,-0.845988,-0.354899,-0.56499,0.0850178,-1.00819,0.574397,-1.1694,-0.511832,-0.32127,0.514579,0.378083,0.0703574,-0.949221,-0.108746,-0.206975,-0.167259,-0.848004,-0.0371501,0.197718,-0.437881,-0.16995,-0.456935,0.24345,0.226108,-0.246342,-0.575795,-0.908213,-0.40607,-0.902137,-0.195776,-0.898004,-0.119529,-0.669642,-1.16564,-1.07412,-0.643808,-0.111853,-0.358013,-0.785198,-1.22343,-0.38176,-0.613326,-0.267666,-1.7553,0.862542,-0.64824,-0.171598,-0.354573,-0.406992,-1.74926,-0.0575742,-0.225116,-0.395364,-0.0225856,-0.687388,0.508513,-0.492378,-0.254508,-0.771198,-0.580051,-0.539871,-0.585763,-0.656573,-0.175902,-0.163038,0.147282,-0.788858,-0.15186,-0.582192,0.0517464,0.640077,0.382948,-1.04099,-0.271676,-0.974451,0.131232,-0.483158,-0.46891,-0.0806233,-0.0122399,-0.844151,-0.918382,-0.117309,-0.444938,0.304238,0.167329,-0.230918,-0.462093,-0.594622,-0.709433,0.358566,0.0808674,0.312957,0.436219,0.249666,0.265294,0.424671,0.402971,0.439342,0.377339,0.399268,0.354924,-1.06208,-1.3185,-1.20929,-0.627261,-0.917746,0.234832,-0.863607,-0.632205,-0.431464,-0.185011,-1.33788,-1.17245,0.0623751,-1.07807,-1.17521,-0.939372,-0.958626,-0.337947,-1.48657,-1.32107,-0.784079,-1.6305,-1.71304,-2.09954,-1.80712,-1.3956,-1.2207,-0.606632,-1.97191,-0.135206,-2.07151,-1.28046
-3761.07,0.994652,0.0152689,7,127,0,3830.15,-0.598119,-0.159488,-0.370571,-0.50776,-0.22347,0.151119,-0.433015,0.574102,-1.33021,-1.04087,-0.547789,-0.0167297,-0.371638,0.16748,0.056959,-0.536579,-0.343758,0.0672836,-0.688966,-0.900901,0.53836,-0.427843,-0.346101,0.0959193,-0.136915,0.200475,-0.527538,-1.00194,-0.123031,-1.02117,-0.976283,-0.931619,-0.834745,-0.459161,-0.677146,0.144834,-1.14047,0.544195,-1.46004,-0.371827,-0.344423,0.494122,0.313625,-0.359596,-1.14232,0.120831,-0.275264,0.214968,-0.933827,0.104059,-0.202978,-0.882551,-0.374467,-0.498025,0.0661722,0.115822,-0.158001,-0.364064,-0.942613,-0.575244,-0.785592,0.251563,-1.18025,-0.0694158,-0.0961089,-1.36034,-0.866226,-0.323447,0.142651,0.0797997,-0.973907,-1.04888,-0.714219,-0.673111,-0.0582053,-1.1759,0.236494,-0.423374,-0.324441,-0.588771,-0.134164,-1.89972,-0.0822925,-0.544389,-0.535636,0.29605,-0.71473,0.240294,-0.425047,-0.281321,-0.963113,0.125732,-0.349595,-0.400166,-0.679131,-0.369663,-0.268345,0.302757,-0.301123,0.600637,-0.201988,-0.005135,0.552292,0.672762,-0.236004,-0.294816,-0.686821,0.523369,-1.06723,-0.427988,-0.168308,-0.120575,-0.676568,-0.668556,-0.454364,-0.459981,0.328426,0.451402,-0.0115037,-0.61388,-0.508347,-0.649388,0.342806,0.0529513,0.31819,0.354322,0.375993,0.36132,0.296694,0.372543,0.360331,0.301896,0.360678,0.369485,-1.16956,-1.20433,-0.796842,-0.455107,-0.941139,0.269847,-0.68187,-0.499731,-0.483556,-0.0452006,-1.19473,-1.2319,-0.100209,-1.16656,-1.20684,-0.985116,-0.908394,-0.374362,-1.42648,-1.44386,-0.843541,-1.87825,-1.80301,-2.31373,-1.9164,-1.6282,-1.37828,-0.620032,-2.28041,-0.198803,-2.49072,-1.16579
-3765.42,0.9775,0.0152689,7,127,0,3824.59,-0.61699,-0.423151,-0.500686,-0.74946,-0.201724,0.192666,-0.29081,0.493131,-0.786258,-0.79404,-0.401915,0.494558,0.0760247,0.33721,0.229514,-0.261449,-0.159232,0.161252,-0.487866,-0.849954,0.901541,-0.345077,-0.194893,0.311301,-0.310301,0.509481,-0.283089,-0.704854,-0.210606,-1.06964,-0.49873,-0.659729,-0.598517,-0.0670515,-0.400957,0.0811535,-0.868129,0.896288,-0.737137,-0.0460778,-0.346293,0.524819,-0.0411064,-0.0995369,-1.05753,-0.440296,-0.758369,-0.441788,-0.669061,-0.285921,0.517671,-0.930152,-0.0483856,-0.586303,0.539313,0.205129,-0.0144888,-0.0518241,-0.782652,-0.249138,-0.792326,0.169024,-0.788964,0.0196002,-0.742229,-1.6079,-0.767868,-0.351179,0.165303,-0.38777,-0.576038,-1.18354,-0.342751,-0.761834,0.00931252,-1.08501,0.822488,-0.363317,-0.0605392,-0.910208,-0.00730392,-2.44434,-0.295567,-0.568099,-0.0955348,-0.162177,-0.728001,0.153979,-0.568861,0.110806,-0.916353,-0.535132,-0.155099,-0.582741,-0.532846,-0.278744,0.220984,0.392538,-0.205192,0.0370384,-0.937789,-0.0557737,0.128769,0.188828,-0.44274,-0.0554136,-0.5237,0.357826,-0.432469,-0.471785,-0.0520568,0.106003,-0.871123,-1.19489,-0.257014,-0.512826,0.0872473,0.419987,0.117101,-0.261137,-0.717362,-0.51049,0.293859,0.0475231,0.303634,0.369418,0.256805,0.289272,0.334227,0.298656,0.363798,0.289873,0.29324,0.321993,-0.828738,-1.18534,-0.814233,-0.257418,-0.738062,0.298368,-0.793677,-0.471939,-0.472926,-0.127786,-1.24442,-1.33624,0.194367,-1.14266,-1.04636,-0.851535,-1.1937,-0.140163,-1.28155,-1.17827,-0.991747,-1.97406,-1.55694,-2.21927,-1.88685,-1.49052,-1.17704,-0.752458,-2.15282,0.0261646,-1.92321,-1.01846
-3782.79,0.981625,0.0152689,7,127,0,3845.54,-0.800999,-0.557012,-0.429447,-0.782089,-0.0639732,0.316469,-0.218589,0.523427,-0.578816,-0.553152,-0.627741,0.473806,0.155611,0.379625,0.5421,0.294118,-0.0170017,0.205583,-0.195963,-0.644458,0.682143,-0.367741,-0.79161,0.115915,0.00539013,0.211806,-0.579136,-1.20935,-0.120267,-1.10327,-0.467016,-0.994419,-0.542122,0.321949,-0.729806,-0.253774,-1.03742,0.42066,-1.17282,-0.292643,-0.397696,0.60211,0.235416,-0.704516,-0.645215,0.107578,-0.0847673,-0.433413,-0.77065,-0.0664936,0.0468771,-0.604254,-0.447173,-0.418502,0.156686,-0.0509905,-0.0580128,-0.291912,-0.830059,-0.571635,-0.907409,0.0239919,-1.14208,-0.195848,-0.162736,-1.2632,-1.23067,-0.461462,0.133379,-0.500735,-0.767112,-1.38416,-1.16094,-1.02478,-0.198446,-1.43757,0.716343,-0.312177,-0.290488,-0.559827,-0.0479292,-1.80733,0.122524,-0.769113,-0.0978878,-0.0509452,-0.0319352,0.785771,-0.379598,-0.199489,-1.02661,-0.216224,-0.476685,-0.861762,-0.743209,0.0320414,0.509354,0.460561,-0.667957,0.000472409,-0.329551,0.401787,0.200062,0.327147,-0.582498,-0.270275,-0.449563,0.549696,-0.680182,-0.168423,-0.78366,0.371432,-0.593101,-0.886089,-0.419352,-0.645664,-0.0395622,0.868941,-0.250741,-0.572607,-0.338173,-0.266165,0.239932,0.103392,0.295256,0.220566,0.180104,0.153532,0.291246,0.462836,0.300683,0.3492,0.305272,0.141168,-0.854332,-1.19466,-1.02054,-0.792819,-0.875343,0.36063,-0.810535,-0.290048,-0.378529,-0.148126,-1.20867,-1.06072,0.0926153,-0.985939,-1.17153,-0.873485,-0.895393,-0.359477,-1.51641,-1.46937,-0.733252,-1.75535,-1.69698,-2.38338,-1.84507,-1.27922,-1.1042,-0.646409,-2.08384,-0.238923,-2.18797,-1.24002
-3768.51,0.998637,0.0152689,7,127,0,3844.52,-0.665974,-0.015193,-0.361515,-0.509326,-0.168223,0.190708,-0.264247,0.635523,-0.854802,-0.802961,-0.557122,0.0971505,0.0717809,0.553475,0.346485,-0.0435842,0.050722,0.0706555,-0.351094,-0.678667,0.884045,0.0595099,-0.056826,0.615812,0.178234,0.852344,-0.169678,-0.59877,0.205004,-0.755221,-0.564237,-0.401909,-0.438758,0.201403,-0.294009,0.312585,-0.741227,1.12934,-0.807857,0.0198003,-0.404196,0.502614,0.220853,-0.359284,-0.709875,0.0560018,-0.0208326,-0.203689,-0.869696,0.0191996,0.130097,-0.583672,0.293878,-0.563459,0.167338,-0.208444,-0.00227945,-0.273399,-0.709331,-0.44832,-1.01774,0.310452,-0.885882,-0.216333,-0.17235,-1.56671,-1.27244,-0.38839,0.137808,-0.448207,-0.716178,-1.31978,-0.647993,-0.634697,-0.448841,-1.33305,0.551855,-0.174191,-0.222385,-0.622852,0.129787,-1.76478,-0.163622,-0.674424,-0.567084,0.091165,-0.300731,0.218071,-0.37039,-0.163548,-0.772075,-0.357735,-0.609298,-0.662365,-0.485869,-0.0872828,-0.0774872,0.658758,-0.71948,-0.0567791,-0.0139384,-0.00198224,0.656888,0.149878,-1.16667,-0.302199,-0.810759,0.256594,-0.593289,-0.210735,-0.447863,0.493572,-0.888916,-0.779852,-0.189203,-0.790922,-0.330716,0.117759,0.329321,-0.595408,-0.237706,-0.65787,0.407746,0.110951,0.193826,0.406635,0.334414,0.391889,0.431166,0.339173,0.460724,0.366164,0.4149,0.568891,-0.613877,-0.882964,-0.624614,-0.343707,-0.390835,0.827472,-0.320546,0.0271942,0.0654742,0.105969,-0.765733,-0.807843,0.258962,-0.640964,-0.772204,-0.419299,-0.623849,0.275236,-1.06771,-0.998877,-0.481762,-1.54479,-1.45245,-1.7082,-1.51887,-1.02144,-0.856831,-0.298213,-1.78827,0.458059,-1.77266,-0.766801
-3781.28,0.990317,0.0152689,7,127,0,3844.94,-0.944535,0.000637417,-0.262747,-0.462176,-0.15814,0.229565,-0.261333,0.588191,-0.863784,-0.790298,-0.571795,0.189552,0.125848,0.393132,0.52891,-0.00787553,0.00280069,0.141102,-0.311262,-0.641965,0.766728,0.067145,-0.198221,0.542329,0.053549,0.721873,-0.0976693,-0.630522,0.100485,-0.841235,-0.554759,-0.47563,-0.42148,0.228355,-0.413353,0.192267,-0.83215,0.998532,-0.799159,-0.0275645,-0.430299,0.596575,0.147726,-0.076297,-1.04549,-0.0420244,-0.129811,-0.0871503,-0.610897,-0.21756,-0.132568,-0.783821,-0.295783,-0.523034,-0.0523617,-0.126834,-0.549484,-0.462201,-1.25107,-0.736895,-0.844389,0.349547,-0.915956,-0.349856,-0.245935,-1.55944,-1.25795,-0.376625,0.178097,-0.310801,-0.451855,-1.43995,-0.979574,-0.97018,-0.174404,-1.76084,0.746479,-0.306181,-0.475307,-0.733923,0.174137,-1.98675,0.030708,-0.773223,0.0330294,-0.0494174,-0.105023,0.655938,-0.0429364,-0.105501,-0.69337,-0.812311,-0.349209,-0.239047,-1.06615,-0.098109,0.282895,0.0165842,-0.442436,-0.188061,-0.463102,-0.0287604,0.200426,0.0205943,-0.730369,0.271558,-0.722551,0.00637883,-0.588946,-0.209229,-1.07782,0.442896,-0.677124,-0.896132,-0.568408,-0.797313,-0.120804,0.0281225,0.263943,-0.650476,0.33557,-0.132168,0.448228,0.0788582,0.283575,0.449414,0.399037,0.333029,0.369784,0.384377,0.50139,0.339631,0.440209,0.544751,-0.789997,-1.06849,-0.787939,-0.528442,-0.56231,0.548297,-0.401699,-0.144324,-0.136028,0.0216023,-0.954321,-0.916094,0.0383072,-0.732147,-0.961236,-0.621829,-0.89155,0.0385532,-1.13297,-1.09716,-0.685921,-1.72428,-1.6413,-1.95519,-1.68842,-1.22305,-1.04315,-0.482627,-2.01772,0.216489,-1.90741,-0.968301
-3781.86,0.978166,0.0152689,7,127,0,3863.51,0.123666,0.215529,0.155167,-0.575834,-0.137786,0.297791,-0.194296,0.541153,-0.947608,-1.05124,-0.839852,0.244783,-0.198953,0.20568,0.514267,-0.0314216,-0.12118,0.219491,-0.46754,-1.16761,0.626651,-0.376708,-0.802888,0.22318,-0.272001,0.369196,-0.641763,-1.06001,-0.335705,-1.34784,-0.215838,-0.484127,-0.123298,0.619453,-0.529987,0.202405,-0.59813,1.14955,-0.4555,0.187806,-0.374029,0.509027,0.186013,0.0912559,-0.994045,0.0980454,-0.572451,-0.0957972,-0.591812,0.274605,0.232155,-1.00354,-0.0413474,-0.26569,0.381287,-0.13675,0.405393,-0.503433,-0.654159,-0.243326,-0.745105,-0.311473,-0.486001,-0.00165066,-0.173906,-1.54158,-0.732552,-0.413237,0.825644,0.079076,-0.800278,-1.42636,-0.27096,-0.696387,-0.214411,-1.04937,0.607151,-0.382765,-0.419514,-0.412551,0.381773,-1.92018,-0.152108,-0.755642,-0.355365,-0.0167806,-0.547472,-0.257678,-0.350929,-0.553017,-1.10542,-0.291587,-0.321273,-0.621264,-0.529095,-0.228322,0.340487,0.19968,-0.566738,0.148769,-0.421439,0.631528,0.662677,0.886116,-0.47831,-0.415502,-1.06085,0.721654,-0.802678,-0.59116,-0.47506,-0.0398993,-1.06001,-0.746913,-0.197195,-0.437423,0.119353,0.328333,0.374343,-0.706522,-0.972189,-1.02726,0.2002,0.0771224,0.28741,0.249897,0.161121,0.233541,0.296132,0.343238,0.312565,0.180535,0.247534,0.184421,0.571607,0.0635216,0.426749,0.780806,0.460837,1.89357,0.86504,1.20684,1.21278,1.5703,0.231546,0.0484658,1.51826,0.453148,0.15635,0.637359,0.333042,1.3001,-0.115311,0.157452,0.505379,-0.590961,-0.291273,-0.901995,-0.355916,0.12834,0.0858589,0.778956,-0.66207,1.53497,-0.452076,0.337185
-3762.95,0.995358,0.0152689,7,127,0,3837.54,0.29687,0.381353,0.147093,-0.41545,-0.228457,0.275588,-0.0367269,0.479895,-1.06307,-0.690683,-0.58576,0.222666,0.013253,0.29376,0.476992,-0.512898,-0.154008,-0.0248132,-0.473571,-0.735894,0.764029,-0.181214,-0.299777,0.39926,-0.0330785,0.402128,-0.0928839,-0.825005,0.183498,-0.815354,-0.220147,-0.157075,-0.0847832,0.511549,-0.0976586,0.348336,-0.482174,1.01378,-0.530565,0.0973613,-0.200063,0.537775,-0.00756942,-0.631721,-0.771644,0.183887,-0.055571,0.173671,-0.859843,0.227987,-0.181109,-0.544935,-0.128444,-0.414452,0.279929,-0.22675,-0.0329906,-0.0584846,-0.916335,-0.352322,-0.875823,0.360804,-1.05386,-0.109563,-0.463995,-1.44511,-0.81616,-0.814516,0.500971,0.0237959,-0.556128,-1.44093,-0.686976,-0.54855,0.0174481,-1.30156,0.449736,-0.584969,-0.222444,-0.51343,0.280032,-2.02407,-0.154118,-0.869429,-0.00793537,0.329477,0.0949587,0.172833,0.117081,0.0351916,-1.03616,-0.354487,-0.151568,-0.499556,-0.61021,-0.323989,-0.126734,0.186961,-0.0553149,0.405154,-0.712155,0.41177,0.784252,0.462167,-0.699355,0.0419109,-0.95603,0.344869,-0.424853,-0.727004,-0.435399,0.170097,-0.648478,-1.25305,-0.273175,-0.224753,-0.0383169,0.430137,0.0785597,-0.0539894,-0.798163,-0.534835,0.307009,0.0564046,0.235211,0.292872,0.231286,0.218254,0.352021,0.16397,0.283063,0.259252,0.345273,0.317699,0.917197,0.837146,0.975656,1.22724,1.00488,2.33553,1.17441,1.2197,1.5191,1.67622,0.583208,0.741752,1.78767,0.740044,0.617836,0.849468,0.733593,1.49093,0.543479,0.520765,1.12337,-0.0150969,0.0677512,-0.43695,-0.0575024,0.328396,0.681924,1.06276,-0.393383,1.62947,-0.330082,0.539846
-3763.44,0.999981,0.0152689,7,127,0,3827.6,0.579807,-0.194748,-0.0144937,-0.348991,-0.117637,0.146979,-0.36309,0.455742,-0.677518,-0.683281,-0.36681,0.357817,-0.178352,0.399024,0.299862,-0.0778277,-0.0311857,0.148706,-0.659789,-0.726671,0.495636,-0.488481,-0.482874,-0.0413238,-0.475464,0.0736007,-0.57351,-0.962099,-0.50014,-1.19786,-1.02311,-0.912892,-0.922335,-0.0335604,-0.619922,0.0637306,-1.02273,0.701874,-1.136,-0.286968,-0.27143,0.519618,0.0884439,0.383793,-0.814455,0.201048,-0.549728,-0.244574,-0.654383,0.0720931,0.347796,-0.595086,-0.235453,-0.344596,0.196511,0.298973,-0.130572,-0.438879,-0.674521,-0.529786,-0.361166,0.150596,-0.909697,-0.0365482,-0.0571322,-1.14387,-0.961465,-0.0407505,0.0493477,-0.336085,-0.800703,-0.850388,-0.488435,-0.91089,-0.408883,-0.973126,0.888353,-0.283663,-0.185591,-0.348553,0.185577,-1.87834,-0.035871,-0.483258,-0.282382,-0.0434751,-0.760695,0.19934,-0.648312,-0.330265,-0.844789,-0.0548172,-0.21282,-0.352538,-0.833043,-0.124961,0.355104,0.234425,-0.933657,-0.0239492,-0.36103,0.22657,0.0246916,0.431636,-0.284018,-0.372347,-0.856842,0.390664,-0.786155,0.303895,-0.658179,0.307936,-0.617598,-0.189811,-0.378231,-0.580281,0.1231,0.108027,0.114925,-0.588958,-0.214072,-0.537981,0.22652,0.0856558,0.144044,0.235005,0.0452818,0.185138,0.346666,0.179195,0.245232,0.112175,0.2506,0.22716,0.393208,0.149404,0.488242,0.910921,0.373156,1.5065,0.694806,0.860297,0.88138,1.07565,-0.0747309,0.0852471,1.36959,0.332749,0.341552,0.532278,0.261092,0.981099,0.0959476,0.0827936,0.330674,-0.438938,-0.577915,-0.760057,-0.611339,0.164006,0.09367,0.743773,-0.674988,1.326,-0.730745,0.242898
-3768.32,0.999459,0.0152689,7,127,0,3836.33,-0.510743,0.102149,-0.048827,-0.266981,-0.235629,0.19317,-0.0623314,0.468994,-0.890543,-0.793182,-0.60707,-0.00315257,0.0634186,0.464213,0.359142,-0.406618,-0.200698,0.0486727,-0.344336,-0.653567,0.791012,-0.186448,-0.0369953,0.350749,0.032618,0.561332,-0.188487,-0.762787,0.250324,-0.733128,-0.373857,-0.374503,-0.373716,0.0849753,-0.0468315,0.304643,-0.852095,0.961793,-0.877166,-0.178661,-0.21851,0.426181,-0.0485065,0.0506653,-0.58527,-0.152549,0.326273,-0.188712,-0.68595,0.205496,0.166056,-0.794857,-0.0617379,-0.285969,0.189757,0.464045,-0.0763267,-0.363878,-0.450982,-0.406286,-0.841696,0.0246357,-0.323666,-0.143915,0.0310431,-1.11623,-0.804431,-0.52808,0.507062,-0.394705,-0.689585,-1.41771,-0.879115,-0.804555,-0.266482,-1.05073,0.885731,-0.44415,-0.156502,-0.490571,0.24806,-1.59067,0.0644377,-0.550736,-0.203175,0.331958,-0.360543,0.0877463,-0.152172,0.130741,-0.633956,0.139954,0.0174088,-0.305773,-0.404904,-0.617329,-0.0462045,0.561273,0.0471434,0.806203,-0.484695,0.0908047,0.75216,0.418869,-0.929848,0.14219,-0.929994,0.430261,-0.294846,-0.174402,-0.337177,0.271894,-0.414894,-0.895422,-0.523497,-0.555748,-0.07361,0.654736,-0.147197,-0.2158,-0.266021,-0.532819,0.215436,0.0852303,0.236544,0.330622,0.250549,0.16707,0.199746,0.311839,0.375354,0.200653,0.212449,0.278249,-0.22943,-0.507637,-0.377954,-0.0751481,-0.113005,1.0977,-0.0296518,0.0901246,0.143617,0.421788,-0.45356,-0.510851,0.647181,-0.435878,-0.381253,-0.293449,-0.285182,0.484702,-0.640686,-0.665447,0.0200944,-1.10736,-0.823412,-1.40965,-1.09207,-0.759348,-0.262475,0.0218003,-1.59808,0.66818,-1.50795,-0.559846
