# 0.170677, 0.107608, 0.0973268, 0.10273, 0.0204775, 0.00968949, 0.178736, 0.0192429, 0.228799, 0.215904, 0.203435, 0.209509, 0.232776, 0.233225, 0.213561, 0.215528, 0.204144, 0.226594, 0.20014, 0.247255, 0.212986, 0.224779, 0.220938, 0.228171, 0.252041, 0.241365, 0.224253, 0.220115, 0.226412, 0.240623, 0.212375, 0.242161, 0.251563, 0.280652, 0.214966, 0.227759, 0.224244, 0.20796, 0.226333, 0.300383, 0.181793, 0.00638597, 0.186111, 0.185115, 0.184906, 0.186459, 0.186002, 0.186331, 0.186351, 0.186542, 0.186364, 0.185647, 0.18565, 0.185792, 0.185906, 0.185282, 0.186355, 0.186179, 0.185449, 0.186037, 0.186486, 0.185686, 0.18575, 0.18671, 0.185998, 0.185732, 0.185816, 0.185432, 0.186133, 0.18586, 0.18592, 0.184945, 0.18588, 0.18614, 0.185953, 0.185892, 0.185338, 0.18584, 0.186327, 0.185588, 0.186978, 0.186041, 0.186369, 0.186284, 0.185873, 0.186951, 0.185861, 0.185986, 0.186052, 0.18569, 0.185104, 0.186333, 0.186437, 0.185865, 0.185569, 0.186249, 0.185894, 0.186534, 0.186074, 0.186712, 0.185915, 0.186082, 0.186072, 0.18578, 0.185481, 0.186073, 0.185518, 0.186155, 0.186338, 0.185996, 0.18609, 0.186147, 0.185558, 0.185845, 0.185993, 0.186437, 0.186232, 0.186215, 0.186142, 0.186232, 0.185936, 0.184952, 0.0304164, 0.00249784, 0.00650102, 0.00263921, 0.00293504, 0.00330623, 0.00275887, 0.00276488, 0.00557419, 0.00231213, 0.00343343, 0.00253715, 0.00274059, 0.00268179, 0.00256925, 0.0022458, 0.0028335, 0.002522, 0.00252443, 0.00290934, 0.00288353, 0.00250633, 0.00464582, 0.00262551, 0.00290572, 0.00269848, 0.00266778, 0.0026957, 0.0022286, 0.00236922, 0.0025938, 0.00230428, 0.00251023
6487.58,0.965759,0.00205555,11,2047,0,-6408.41,-0.0900946,-0.0842852,-0.378724,-0.553117,-0.4304,0.145695,-0.148658,0.562278,-0.0626501,-0.161835,0.144767,-1.04156,-1.09537,1.12656,-1.0869,-0.36574,0.247713,0.930946,-0.80698,0.377515,-0.450261,-0.177997,0.235093,-0.326231,-0.0861396,-0.537188,-0.564607,0.251323,-0.055273,-0.00745179,-0.553472,-1.09152,-0.302011,-0.710924,1.27033,0.738267,-0.233147,0.144644,-0.263765,0.160007,0.154419,0.56834,0.467849,0.118035,-0.62438,0.796557,-0.00990717,0.455199,-0.350235,0.676843,0.309243,-0.179827,0.189227,-0.031847,0.761709,0.997093,0.675931,0.0945282,-0.299656,0.0365342,-0.229081,0.642289,-0.353938,0.420559,-0.146608,-0.763447,-0.393594,-0.240317,1.24722,0.101288,-0.128947,-1.12464,-0.293854,-0.422019,-0.0888917,-0.627885,1.70215,0.490328,0.54847,0.205316,0.539096,-1.26175,0.488341,0.0721186,0.36358,0.691572,0.509501,1.17002,0.472783,0.491831,-0.482594,0.112002,0.590709,0.0748655,-0.253759,0.44327,0.974853,1.21605,-0.128396,0.96443,-0.146916,0.637404,1.4268,1.241,0.00715113,0.174738,-0.418051,0.261598,0.171608,0.0368781,-0.441197,0.913406,-0.599031,-0.189711,0.0569846,-0.45377,0.880014,1.18539,0.983625,0.212755,0.0996664,-0.174623,3.39922,0.804161,0.0440514,0.558964,0.156199,0.043423,0.122071,0.254278,0.0576179,0.168974,0.0767342,0.330831,0.949355,0.369338,0.21885,0.369911,0.193418,0.589518,0.306367,0.110399,0.190225,0.231478,0.0538775,0.229421,0.402165,0.321809,0.307116,0.238915,0.544852,0.177262,0.19377,0.364241,0.160794,0.886049,0.307568,0.484451,-0.845668,-0.0667845,1.23876,-0.537618,0.50117,0.922905,0.86931,-0.275577,1.1364,-0.516852,-0.322564,-0.296725,-0.59861,-0.969441,-0.204365,-0.677221,0.344498,-0.263746,-0.47155,-1.27566,-1.67182,-1.52138,-1.52325,0.422239,0.467237,-0.823708,-0.383918,-0.582725,-0.828061
6481.7,0.82926,0.00205555,11,2047,0,-6411.02,0.0235257,-0.111469,-0.200463,-0.561801,-0.0324162,0.267279,-0.48708,0.753142,0.231201,-0.344806,0.115152,-1.21926,-0.764046,1.3894,-1.14549,0.0804153,0.482168,0.76795,-0.682927,0.168304,-0.80687,-0.855684,-0.25666,-1.16924,-0.928022,-0.518593,-1.22079,0.0371666,-0.731264,-0.991988,-0.911657,-1.0285,-0.90969,-1.91259,0.550146,0.336685,-0.990985,-0.288897,-0.798744,-1.20268,0.200735,0.573679,0.405427,0.0609927,-0.669649,0.725184,-0.0959265,0.382746,-0.449398,0.556948,0.211302,-0.226628,0.0904891,-0.0833782,0.695154,0.91547,0.6111,0.00523341,-0.378129,-0.0403007,-0.295047,0.578954,-0.403743,0.305513,-0.233076,-0.850103,-0.476399,-0.309123,1.20355,0.0245153,-0.238833,-1.19474,-0.375973,-0.515674,-0.161278,-0.703374,1.62395,0.398654,0.477107,0.150025,0.466594,-1.28959,0.398098,0.0147023,0.278255,0.614911,0.448637,1.05786,0.374596,0.409988,-0.543776,0.0442331,0.536199,-0.0102507,-0.343762,0.321337,0.863796,1.16738,-0.243716,0.862873,-0.220523,0.533444,1.33886,1.15678,-0.0767197,0.0753218,-0.487849,0.172137,0.112129,-0.0466876,-0.519081,0.831129,-0.646913,-0.277408,-0.00505142,-0.51009,0.793443,1.08519,0.902776,0.140503,0.0289501,-0.250326,2.83371,0.777447,0.0577622,0.509739,0.140675,0.0541356,0.125875,0.271625,0.0574608,0.199497,0.0782584,0.31823,0.919423,0.364486,0.219436,0.380922,0.180617,0.566754,0.335561,0.115073,0.185287,0.223913,0.0501205,0.229959,0.441994,0.367638,0.308462,0.235602,0.549834,0.200306,0.197087,0.362119,0.143954,0.99676,0.384654,0.578537,-0.766704,0.00752904,1.32304,-0.410013,0.583509,0.970822,0.944804,-0.205102,1.17587,-0.440902,-0.239283,-0.182036,-0.562464,-0.879871,-0.122543,-0.601985,0.415167,-0.119677,-0.399654,-1.19958,-1.56203,-1.49136,-1.43838,0.50905,0.595357,-0.756379,-0.305927,-0.543682,-0.741707
6487.31,0.948914,0.00205555,11,2047,0,-6405.55,-0.476887,1.06342,-0.0193244,-0.059954,-0.111048,0.215922,-0.253108,0.579807,-0.183093,-0.660966,-0.257795,-1.57462,-1.18918,0.896439,-1.51369,-0.385197,0.0678189,0.392169,-1.10573,-0.110562,-0.167847,-0.119498,0.380906,-0.394478,-0.193697,0.0602234,-0.499302,0.65005,-0.0405528,-0.194378,-0.580168,-0.836035,-0.54689,-1.29956,0.965758,0.72412,-0.517474,0.0959304,-0.346768,-0.586254,-0.122335,0.530265,0.175716,-0.202954,-0.9315,0.470615,-0.310781,0.139573,-0.671625,0.333377,-0.0175592,-0.503446,-0.117197,-0.345812,0.43924,0.685825,0.355833,-0.240697,-0.648397,-0.296723,-0.540948,0.349749,-0.644192,0.10099,-0.449355,-1.08894,-0.747039,-0.556317,0.915608,-0.225563,-0.479682,-1.45353,-0.601123,-0.771965,-0.379339,-0.937537,1.37489,0.150405,0.233632,-0.106962,0.203179,-1.55493,0.163094,-0.248499,0.0571521,0.379826,0.212355,0.828994,0.164941,0.160824,-0.763959,-0.191292,0.268547,-0.213603,-0.544949,0.0983386,0.634822,0.908315,-0.49981,0.627084,-0.482725,0.293416,1.12061,0.925727,-0.329917,-0.171481,-0.722531,-0.0387122,-0.158787,-0.274096,-0.771252,0.610879,-0.893031,-0.495501,-0.269713,-0.780579,0.552486,0.848815,0.685856,-0.117736,-0.212914,-0.473243,3.33308,0.749887,0.0509614,0.515911,0.153397,0.0477988,0.11014,0.261508,0.0554261,0.170509,0.0818497,0.323354,0.989664,0.333903,0.232716,0.388159,0.186569,0.602998,0.332985,0.104608,0.19691,0.228986,0.0583026,0.219153,0.392909,0.352549,0.274033,0.238986,0.524381,0.183329,0.190335,0.379929,0.145937,1.2282,0.626662,0.818033,-0.535886,0.242726,1.55691,-0.205451,0.826662,1.23021,1.18612,0.0195657,1.43009,-0.203618,0.00294305,0.0467712,-0.305014,-0.618519,0.127506,-0.368617,0.655501,0.0653993,-0.15438,-0.959055,-1.35665,-1.23239,-1.16672,0.732716,0.818297,-0.505739,-0.0546686,-0.264957,-0.49875
6486.07,0.786455,0.00205555,11,2047,0,-6405.22,-0.188751,0.29569,-0.0430322,-0.279738,-0.311756,0.125627,0.604094,0.584651,0.925388,0.617097,0.943061,-0.321058,-0.17241,1.86781,-0.261857,0.54368,1.07944,1.60045,-0.0385804,1.22705,0.277556,0.556904,0.928199,0.341478,0.520698,0.317901,0.147352,1.05864,0.682625,0.627936,0.136726,-0.330816,0.29979,-0.0598153,1.90132,1.57621,0.46553,0.883661,0.472165,0.75776,-0.695653,0.664663,-0.469786,-0.790667,-1.5527,-0.132546,-0.930293,-0.465264,-1.29155,-0.289567,-0.636488,-1.09863,-0.76854,-0.940149,-0.145549,0.0639055,-0.261721,-0.858386,-1.25254,-0.901891,-1.12749,-0.287039,-1.27418,-0.515866,-1.06872,-1.70168,-1.34798,-1.18573,0.326953,-0.825025,-1.08645,-2.07406,-1.23003,-1.36356,-0.997758,-1.54744,0.739271,-0.447118,-0.358424,-0.734559,-0.391026,-2.15316,-0.449142,-0.833095,-0.592132,-0.261381,-0.391735,0.195474,-0.481205,-0.438667,-1.37619,-0.801751,-0.338929,-0.854822,-1.2118,-0.517216,0.0509188,0.293875,-1.07955,0.0199344,-1.10369,-0.283902,0.521664,0.323851,-0.928858,-0.78912,-1.32913,-0.6895,-0.764818,-0.900742,-1.36784,-0.00671833,-1.53148,-1.12711,-0.887901,-1.39027,-0.106142,0.234395,0.0440247,-0.73065,-0.81637,-1.11592,2.35388,0.775712,0.0492382,0.568328,0.142591,0.050633,0.120817,0.248136,0.0536881,0.203245,0.0754179,0.307759,0.887846,0.377184,0.224752,0.372479,0.186295,0.591086,0.323777,0.117394,0.203439,0.208594,0.0514505,0.246158,0.434874,0.323432,0.327952,0.22666,0.501126,0.182371,0.203626,0.337203,0.144635,1.9061,1.25064,1.46255,0.0942741,0.866164,2.18233,0.429544,1.44505,1.84194,1.80915,0.619773,2.09037,0.377311,0.620271,0.670878,0.312266,0.00878279,0.706967,0.233864,1.27412,0.699703,0.459855,-0.368873,-0.753738,-0.58603,-0.570424,1.32462,1.43759,0.0954602,0.538406,0.298827,0.119855
6482.33,0.997127,0.00205555,11,2047,0,-6389.74,1.17181,-0.280734,-0.590371,-0.505548,-0.362131,-0.0283184,-0.062334,0.619376,0.588608,0.283293,0.424121,-0.778327,-0.563722,1.0765,-0.574677,0.000440622,0.558762,0.983623,-0.493646,1.01101,-0.225718,0.25192,0.288581,0.0533535,-0.00886375,-0.235783,-0.155581,0.544377,0.375511,0.342722,-0.796853,-1.38089,-0.819972,-0.49036,1.15636,0.974054,-0.160066,0.114973,-0.118417,0.36261,-0.715071,0.654879,-0.481866,-0.820218,-1.58862,-0.13118,-0.95799,-0.49433,-1.3365,-0.269655,-0.670069,-1.13413,-0.741325,-0.97125,-0.174897,0.0539065,-0.281662,-0.863147,-1.25754,-0.918623,-1.18077,-0.308568,-1.31807,-0.551324,-1.09462,-1.72707,-1.35214,-1.17203,0.289837,-0.86281,-1.0876,-2.09031,-1.25607,-1.39718,-1.04099,-1.5747,0.726227,-0.467658,-0.395437,-0.741158,-0.414469,-2.1846,-0.472423,-0.832285,-0.620519,-0.283198,-0.440022,0.167776,-0.508865,-0.45334,-1.41891,-0.823277,-0.341664,-0.861148,-1.24392,-0.533132,0.0219284,0.277525,-1.1206,-0.0139377,-1.14267,-0.350673,0.475196,0.306337,-0.959578,-0.806679,-1.3438,-0.680762,-0.787774,-0.908165,-1.38131,-0.0357789,-1.53537,-1.16175,-0.927603,-1.42097,-0.132117,0.223925,0.0397541,-0.742725,-0.856896,-1.14899,3.46534,0.796588,0.0509758,0.53969,0.136237,0.0494775,0.110497,0.280951,0.0564263,0.180667,0.0777562,0.321762,0.88875,0.344861,0.227328,0.353311,0.192361,0.558772,0.307362,0.104148,0.193421,0.212729,0.0510511,0.238221,0.432487,0.348148,0.330456,0.212868,0.515027,0.188624,0.201181,0.358811,0.153414,1.97191,1.26332,1.44591,0.12248,0.886787,2.20869,0.472562,1.46583,1.86284,1.81865,0.68945,2.0837,0.392336,0.653463,0.666107,0.347358,0.07293,0.71833,0.272847,1.29685,0.723284,0.475418,-0.347947,-0.661706,-0.63848,-0.570007,1.34842,1.50075,0.09778,0.575888,0.367948,0.135097
6491.98,0.906131,0.00205555,11,2047,0,-6410.56,0.535967,0.144961,-0.247203,-0.561206,-0.0672655,0.00107456,0.212705,0.557749,0.873995,0.272934,0.441277,-0.833868,-0.188767,1.21963,-0.564516,0.39712,0.8253,0.875612,-0.379657,1.07351,-0.15575,0.0883664,0.157638,-0.174152,-0.405604,0.127451,-0.291767,0.693607,0.183262,-0.00456201,-0.557804,-1.03703,-0.779816,-0.716277,1.19203,1.24408,-0.0898692,0.33421,0.130213,0.0316152,-0.375615,0.584731,-0.193967,-0.586314,-1.30158,0.112175,-0.662362,-0.223207,-1.05304,-0.0408683,-0.382541,-0.852024,-0.501569,-0.697224,0.076502,0.297167,0.0154702,-0.596535,-0.994213,-0.641807,-0.901205,-0.0389847,-1.0442,-0.296596,-0.841392,-1.45471,-1.10281,-0.942893,0.582748,-0.584739,-0.847364,-1.80974,-0.971092,-1.12045,-0.759984,-1.2948,1.00016,-0.212288,-0.136475,-0.491826,-0.145134,-1.90511,-0.198796,-0.591191,-0.3061,0.0207029,-0.16202,0.450382,-0.216102,-0.190675,-1.1332,-0.564522,-0.0844251,-0.598571,-0.936659,-0.269532,0.297369,0.540964,-0.813191,0.278225,-0.85023,-0.0788993,0.789489,0.585438,-0.689893,-0.548253,-1.10285,-0.410691,-0.505967,-0.627976,-1.12382,0.219845,-1.27341,-0.852504,-0.624111,-1.12717,0.17009,0.480065,0.308317,-0.499664,-0.582967,-0.837466,3.3562,0.819407,0.0530035,0.521921,0.138004,0.0482097,0.115338,0.265514,0.0545896,0.181564,0.0796549,0.326822,0.905531,0.349872,0.238425,0.364859,0.192272,0.575504,0.340388,0.119666,0.198266,0.221465,0.0518136,0.221769,0.417046,0.350858,0.313118,0.213626,0.557537,0.190768,0.192666,0.336835,0.138823,1.66536,0.989389,1.15915,-0.138463,0.61508,1.94535,0.164424,1.1974,1.59561,1.55246,0.368184,1.81352,0.152485,0.36272,0.414861,0.0802259,-0.203313,0.49811,-0.01242,1.02681,0.447628,0.219853,-0.617082,-1.05244,-0.8951,-0.854729,1.09138,1.21192,-0.171967,0.283497,0.0905625,-0.134303
6491.29,0.990661,0.00205555,11,2047,0,-6414.77,-0.324086,0.804449,0.0726154,-0.339316,-0.162985,0.0495366,0.262283,0.663096,0.644338,0.22502,0.425732,-0.823323,-0.35443,1.29956,-0.58936,0.273638,0.758232,0.975092,-0.351437,0.928301,0.200172,0.45836,0.674026,0.222522,0.0742881,0.362015,0.0775383,1.02718,0.544649,0.421151,0.0587269,-0.395715,-0.0641421,-0.109327,1.79763,1.65157,0.446052,0.852644,0.569131,0.633727,-0.338687,0.596227,-0.175329,-0.524263,-1.23849,0.172162,-0.627896,-0.177764,-0.978867,0.00277913,-0.332569,-0.791346,-0.426961,-0.659662,0.146298,0.354079,0.0350971,-0.539712,-0.939919,-0.602035,-0.84139,0.0191972,-0.984711,-0.24218,-0.780486,-1.40303,-1.02932,-0.847817,0.637567,-0.521822,-0.793665,-1.74676,-0.927191,-1.07762,-0.688092,-1.23873,1.07178,-0.134469,-0.0941108,-0.421824,-0.07306,-1.85085,-0.135809,-0.542305,-0.264435,0.037404,-0.130185,0.519204,-0.158218,-0.13368,-1.09255,-0.502343,-0.0416005,-0.533244,-0.904875,-0.218413,0.364398,0.608738,-0.791638,0.29833,-0.785017,-0.0188377,0.815125,0.628275,-0.630761,-0.483165,-1.02477,-0.38148,-0.448111,-0.596883,-1.06477,0.28127,-1.22515,-0.841198,-0.582182,-1.08418,0.22909,0.559033,0.362104,-0.431766,-0.531647,-0.833531,2.57138,0.751251,0.0481325,0.528861,0.148076,0.0512759,0.117894,0.246132,0.0606046,0.172362,0.0839314,0.319085,0.865291,0.309701,0.218338,0.367508,0.1843,0.620215,0.350058,0.0987862,0.193154,0.208207,0.052975,0.234433,0.423141,0.358028,0.300761,0.226552,0.554525,0.197171,0.190113,0.354096,0.163411,1.53308,0.932265,1.08949,-0.214014,0.564567,1.88845,0.148135,1.13705,1.54904,1.49251,0.384923,1.73953,0.0897477,0.312771,0.393064,0.0285331,-0.339775,0.402841,-0.0559503,0.97726,0.37486,0.154561,-0.640216,-1.03529,-0.945723,-0.859312,1.04537,1.1122,-0.214318,0.221387,0.0116115,-0.182808
6475.27,0.928368,0.00205555,11,2047,0,-6406.6,-0.298384,0.532854,0.0506621,-0.232344,-0.108626,0.15946,0.146332,0.540286,0.599331,0.105123,0.48551,-0.855971,-0.408283,1.51227,-0.706481,0.341075,0.773481,1.04858,-0.452965,0.754839,-0.0481588,0.0464905,0.469538,-0.19927,-0.151698,0.199022,-0.332583,0.771862,0.133546,-0.0207349,-0.28286,-0.591815,-0.298616,-0.840939,1.30325,1.14585,-0.134538,0.418699,0.0179539,-0.122165,-0.422349,0.581246,-0.0980185,-0.460928,-1.20068,0.23552,-0.545798,-0.0980012,-0.94806,0.0980925,-0.288363,-0.744396,-0.359819,-0.567967,0.212703,0.425014,0.151874,-0.493334,-0.882284,-0.54057,-0.768173,0.0655793,-0.929438,-0.172044,-0.716387,-1.33785,-0.97142,-0.813672,0.671043,-0.472907,-0.731084,-1.68155,-0.855329,-1.02854,-0.628539,-1.18278,1.11543,-0.0770412,-0.0196823,-0.366154,-0.0377602,-1.79447,-0.0695872,-0.46496,-0.181633,0.115818,-0.0708555,0.566496,-0.119545,-0.0659088,-1.03901,-0.441484,0.0100111,-0.478912,-0.810902,-0.167587,0.38479,0.6777,-0.726913,0.387807,-0.73202,0.0624814,0.868828,0.667868,-0.555097,-0.41686,-0.952136,-0.301841,-0.393286,-0.554688,-0.993847,0.345275,-1.15277,-0.751367,-0.51444,-1.01944,0.298458,0.633501,0.431022,-0.370374,-0.450454,-0.770881,2.33587,0.77451,0.0473482,0.540377,0.143201,0.0457261,0.113324,0.250285,0.0540914,0.179644,0.0856784,0.3345,0.969223,0.331772,0.221401,0.376381,0.178352,0.6314,0.307884,0.10822,0.182281,0.211995,0.0529382,0.231689,0.391448,0.365308,0.271485,0.247491,0.558197,0.202194,0.183739,0.315953,0.133343,1.48531,0.870139,1.0951,-0.282673,0.49786,1.81907,0.0786962,1.08373,1.46775,1.43419,0.20501,1.7156,0.0510125,0.248671,0.328606,-0.0293476,-0.381339,0.398998,-0.122338,0.911355,0.319598,0.100801,-0.71083,-1.10667,-0.974755,-0.923593,0.966196,1.07712,-0.283911,0.162285,-0.0628716,-0.249173
6467.26,0.934994,0.00205555,11,2047,0,-6399.01,-0.264343,0.590347,0.146848,-0.00585833,-0.278179,0.11865,-0.186821,0.606059,0.385151,-0.0445119,0.247064,-0.992932,-0.777207,1.20237,-0.897963,-0.0667447,0.455087,0.920902,-0.627687,0.67052,-0.263507,-0.0172508,0.338922,-0.18814,-0.0796076,-0.201421,-0.415996,0.518018,0.102683,0.0366998,-0.556098,-0.922076,-0.455803,-0.777099,1.24628,0.890008,-0.208162,0.22785,-0.133227,0.0486555,-0.308734,0.590403,-0.000314438,-0.381712,-1.06917,0.329276,-0.480433,-0.0211897,-0.836336,0.195348,-0.157963,-0.627531,-0.271259,-0.476311,0.296375,0.514546,0.233411,-0.377624,-0.776767,-0.439042,-0.703546,0.146347,-0.793093,-0.0388393,-0.621264,-1.24841,-0.880228,-0.716934,0.742877,-0.369111,-0.605907,-1.59067,-0.772201,-0.881514,-0.543475,-1.09624,1.22276,0.00529466,0.075108,-0.221824,0.0791479,-1.703,0.0355321,-0.349854,-0.110739,0.233385,0.0311337,0.667297,0.00820958,0.0309859,-0.913966,-0.359974,0.106791,-0.390069,-0.701558,-0.0454502,0.492526,0.753984,-0.655108,0.498178,-0.637726,0.123498,0.968679,0.763258,-0.476074,-0.309175,-0.837089,-0.209583,-0.273054,-0.427508,-0.907433,0.448146,-1.04052,-0.664627,-0.427143,-0.918318,0.379372,0.735055,0.52649,-0.270087,-0.352503,-0.67853,3.49972,0.761681,0.0562897,0.554649,0.1571,0.057684,0.131528,0.260369,0.0575776,0.178525,0.0716671,0.302801,0.907765,0.335157,0.226487,0.351928,0.201578,0.561967,0.334031,0.111336,0.185012,0.21291,0.0534698,0.218788,0.403328,0.354656,0.328515,0.220234,0.529515,0.180768,0.181898,0.387102,0.158828,1.51048,0.771036,0.954288,-0.378643,0.399753,1.7136,-0.0307843,0.981239,1.37916,1.34426,0.203449,1.69765,-0.072064,0.148277,0.205193,-0.10522,-0.44051,0.248173,-0.229816,0.812722,0.226907,-0.00429307,-0.852859,-1.15162,-1.09839,-1.05867,0.892622,0.933808,-0.370883,0.0807174,-0.120406,-0.346501
6463.89,0.842471,0.00205555,11,2047,0,-6398.04,0.541888,-0.050988,-0.323986,-0.483224,-0.240195,0.0819348,0.0368883,0.652021,0.456775,6.26361e-05,0.226884,-0.986329,-0.678158,1.15364,-0.830216,-0.00862985,0.495472,0.865121,-0.658539,0.720837,-0.433157,-0.135351,0.131359,-0.380605,-0.392748,-0.337329,-0.559076,0.364959,-0.0716711,-0.146237,-0.771349,-1.16925,-0.702156,-0.95345,1.03702,0.750252,-0.385844,0.040637,-0.2588,-0.128064,-0.259253,0.568429,-0.0820637,-0.408401,-1.15992,0.222895,-0.53929,-0.111419,-0.905709,0.10102,-0.248488,-0.733693,-0.345151,-0.574172,0.209562,0.449788,0.0991952,-0.442654,-0.857922,-0.498688,-0.793632,0.0895924,-0.931586,-0.159666,-0.710968,-1.29785,-0.953389,-0.790124,0.726229,-0.476472,-0.670404,-1.62686,-0.849185,-0.962719,-0.624732,-1.17666,1.13972,-0.0742069,0.00822608,-0.356223,-0.028431,-1.78597,-0.0493872,-0.46184,-0.180106,0.151832,-0.0460883,0.588236,-0.0717339,-0.0553783,-1.00933,-0.435099,0.0334882,-0.465562,-0.819534,-0.136677,0.428185,0.665864,-0.668156,0.387613,-0.703363,0.0659195,0.906789,0.693763,-0.546876,-0.39361,-0.962818,-0.297543,-0.353447,-0.515466,-0.988524,0.39221,-1.14993,-0.755639,-0.500166,-0.99084,0.304063,0.595225,0.434753,-0.338918,-0.461365,-0.74621,2.78337,0.793969,0.0552007,0.511669,0.138754,0.0431586,0.115226,0.236498,0.0599831,0.177859,0.0836922,0.341275,0.90558,0.367995,0.223153,0.410106,0.16725,0.586674,0.323908,0.108035,0.198778,0.237938,0.0544584,0.233252,0.407109,0.348343,0.301416,0.235337,0.550395,0.192598,0.196365,0.315244,0.13854,1.57631,0.852119,1.00592,-0.287537,0.485962,1.80447,0.0664201,1.06464,1.46175,1.41957,0.227492,1.73507,0.0104698,0.265385,0.314729,-0.051197,-0.405531,0.3292,-0.140507,0.897747,0.293401,0.0761782,-0.756132,-1.07548,-0.965028,-0.98666,0.982599,1.0185,-0.295919,0.164537,-0.0173015,-0.259351
6474.22,0.959163,0.00205555,11,2047,0,-6389.78,0.111036,0.0296293,-0.179587,0.00446785,-0.421706,-0.0182987,-0.345007,0.730814,0.238815,0.100976,0.271246,-0.948436,-0.827829,0.907662,-0.786822,-0.248553,0.318745,0.857765,-0.703997,0.803581,-0.432216,-0.00473641,0.108478,-0.134254,-0.15705,-0.527006,-0.396995,0.259105,0.156658,0.155532,-1.09439,-1.72737,-1.01374,-0.741051,0.8897,0.558294,-0.443084,-0.201318,-0.484739,0.124744,0.139289,0.605332,0.399962,0.0471573,-0.72696,0.725334,-0.0792035,0.355698,-0.477334,0.576357,0.221448,-0.23988,0.0848738,-0.114048,0.719514,0.919966,0.604184,-0.0181789,-0.382521,-0.0524427,-0.318839,0.579656,-0.446784,0.324749,-0.236895,-0.868448,-0.4921,-0.333794,1.14058,0.0407091,-0.246792,-1.2083,-0.40227,-0.494623,-0.159321,-0.693291,1.60046,0.396923,0.45064,0.144901,0.488207,-1.32146,0.412509,0.0372594,0.263936,0.609127,0.437808,1.08106,0.395809,0.378638,-0.525048,0.0172067,0.509183,0.0197951,-0.335734,0.353386,0.893089,1.13636,-0.235325,0.873648,-0.251724,0.53057,1.36662,1.15908,-0.0782472,0.0697931,-0.461097,0.202358,0.0833235,-0.0401045,-0.520805,0.847225,-0.677326,-0.286373,-0.0262165,-0.554689,0.772566,1.08715,0.928525,0.12422,0.0246571,-0.275244,3.10592,0.810668,0.0471256,0.504089,0.145489,0.0419615,0.120402,0.238844,0.063868,0.183724,0.0815844,0.315718,0.954144,0.366271,0.229688,0.397927,0.172419,0.592208,0.331513,0.10719,0.200466,0.22842,0.0560951,0.233225,0.41613,0.335295,0.300516,0.243384,0.52833,0.20295,0.202515,0.339719,0.139134,0.99672,0.389266,0.593489,-0.767078,0.00834468,1.32912,-0.420262,0.590266,0.969718,0.947846,-0.193908,1.21446,-0.428766,-0.238738,-0.182849,-0.493486,-0.792762,-0.132211,-0.599689,0.419093,-0.139959,-0.391546,-1.21732,-1.55023,-1.46275,-1.43545,0.48236,0.555308,-0.759146,-0.295582,-0.534686,-0.741846
6480.2,0.927806,0.00205555,11,2047,0,-6407.04,0.243582,0.24327,-0.274501,-0.499785,-0.246364,-0.0457117,-0.0241383,0.688402,0.181243,-0.240638,-0.135828,-1.36838,-0.93246,0.524209,-1.07787,-0.395748,0.137458,0.373974,-1.00706,0.473729,-0.566976,-0.151047,-0.145614,-0.394689,-0.624846,-0.482744,-0.542966,0.245222,-0.0415616,-0.122113,-0.92704,-1.52019,-1.05358,-0.711332,0.97867,0.80081,-0.296455,-0.0308007,-0.209539,0.0821474,0.31131,0.592601,0.516567,0.175499,-0.571404,0.878658,0.0925519,0.562242,-0.28097,0.722113,0.37426,-0.106889,0.256921,0.0427726,0.817265,1.04367,0.756042,0.162114,-0.243044,0.10445,-0.149421,0.699538,-0.287129,0.490947,-0.0724573,-0.687823,-0.317084,-0.176808,1.31252,0.189873,-0.0645642,-1.03739,-0.207262,-0.372972,0.00641186,-0.527225,1.7629,0.550585,0.59539,0.264411,0.618053,-1.14332,0.551762,0.164132,0.437158,0.768857,0.586453,1.19171,0.523523,0.594144,-0.379204,0.216591,0.652767,0.151485,-0.185095,0.496252,1.02804,1.32217,-0.0575596,1.03931,-0.0917421,0.693159,1.51292,1.32656,0.065693,0.227409,-0.319134,0.329255,0.231166,0.121126,-0.352338,1.0015,-0.516288,-0.122024,0.104043,-0.388976,0.929563,1.22962,1.09403,0.272842,0.190887,-0.107094,3.04182,0.824258,0.0554895,0.522162,0.139829,0.0464469,0.123709,0.255148,0.0632851,0.170337,0.0841096,0.305281,0.922675,0.338009,0.210841,0.390821,0.173209,0.612216,0.340249,0.102644,0.201112,0.223254,0.0539611,0.236518,0.442023,0.336474,0.288508,0.217516,0.534347,0.20219,0.181738,0.350547,0.147564,0.923628,0.227394,0.38706,-0.927796,-0.14435,1.1751,-0.564117,0.428928,0.852394,0.796252,-0.374428,0.978355,-0.625875,-0.383689,-0.341703,-0.700491,-1.02213,-0.313016,-0.757318,0.277774,-0.310784,-0.537657,-1.35756,-1.74038,-1.63957,-1.58077,0.346974,0.37032,-0.909847,-0.479595,-0.667465,-0.887889
