# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = CJD_C_sim3_model
# start_datetime = 2022-03-14 08:50:28 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpiCX6tr/standata-4294254c279c.json
# init = 2 (Default)
# random
#   seed = 561085113
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_C_sim3-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_C_sim3-profile-3.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=CJD_C_sim3_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,m_j,s_j,re_j.1,re_j.2,re_j.3,re_j.4,re_j.5,re_j.6,re_j.7,re_j.8,re_j.9,re_j.10,re_j.11,re_j.12,re_j.13,re_j.14,re_j.15,re_j.16,re_j.17,re_j.18,re_j.19,re_j.20,re_j.21,re_j.22,re_j.23,re_j.24,re_j.25,re_j.26,re_j.27,re_j.28,re_j.29,re_j.30,re_j.31,re_j.32,re_j.33,re_j.34,re_j.35,re_j.36,re_j.37,re_j.38,re_j.39,re_j.40,re_j.41,re_j.42,re_j.43,re_j.44,re_j.45,re_j.46,re_j.47,re_j.48,re_j.49,re_j.50,re_j.51,re_j.52,re_j.53,re_j.54,re_j.55,re_j.56,re_j.57,re_j.58,re_j.59,re_j.60,re_j.61,re_j.62,re_j.63,re_j.64,re_j.65,re_j.66,re_j.67,re_j.68,re_j.69,re_j.70,re_j.71,re_j.72,re_j.73,re_j.74,re_j.75,re_j.76,re_j.77,re_j.78,re_j.79,re_j.80,r,s_SI.1,s_SI.2,s_SI.3,s_SI.4,s_SI.5,s_SI.6,s_SI.7,s_SI.8,s_SI.9,s_SI.10,s_SI.11,s_SI.12,s_SI.13,s_SI.14,s_SI.15,s_SI.16,s_SI.17,s_SI.18,s_SI.19,s_SI.20,s_SI.21,s_SI.22,s_SI.23,s_SI.24,s_SI.25,s_SI.26,s_SI.27,s_SI.28,s_SI.29,s_SI.30,s_SI.31,s_SI.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32
# Adaptation terminated
# Step size = 0.00184614
# Diagonal elements of inverse mass matrix:
# 0.241944, 0.104568, 0.098253, 0.0956425, 0.0123969, 0.00662286, 0.287744, 0.055272, 0.380474, 0.358793, 0.348658, 0.351361, 0.340671, 0.391766, 0.394835, 0.353772, 0.357898, 0.35082, 0.34811, 0.35316, 0.390116, 0.348421, 0.36027, 0.360217, 0.347833, 0.364266, 0.349874, 0.415774, 0.335397, 0.367892, 0.366191, 0.347573, 0.350663, 0.356281, 0.371153, 0.401129, 0.359123, 0.437725, 0.36964, 0.346319, 0.00279428, 0.0130343, 0.046808, 0.0415756, 0.0485897, 0.042218, 0.0426227, 0.0428466, 0.0466261, 0.0457211, 0.048555, 0.0426762, 0.0464291, 0.0425451, 0.0379075, 0.0446092, 0.0463712, 0.042888, 0.0429462, 0.0448967, 0.0398927, 0.0384054, 0.0494892, 0.0398595, 0.0437306, 0.0555533, 0.0428527, 0.0430549, 0.0514986, 0.0401929, 0.0418343, 0.0471849, 0.0476198, 0.0450343, 0.0452139, 0.0534498, 0.0484191, 0.0440508, 0.0436775, 0.0479366, 0.0419879, 0.0631954, 0.0394052, 0.0417556, 0.0442339, 0.0435945, 0.0388331, 0.0473879, 0.0428401, 0.0445972, 0.0447655, 0.0442528, 0.0421691, 0.0464901, 0.0414756, 0.0452566, 0.0469283, 0.0451504, 0.0481785, 0.0450449, 0.0415096, 0.0420659, 0.0461816, 0.0391631, 0.0451229, 0.0404179, 0.0514064, 0.0441521, 0.0444203, 0.0461991, 0.0402447, 0.0492468, 0.042785, 0.0438833, 0.0420581, 0.0404712, 0.0494751, 0.0521526, 0.0523584, 0.0447334, 0.0451343, 0.0400746, 0.193279, 1.5305, 1.59282, 1.76852, 1.65601, 1.44337, 1.52928, 1.5391, 1.53959, 1.62283, 1.81512, 1.48451, 1.70286, 1.69853, 1.51951, 1.35203, 1.59023, 1.44043, 1.49201, 1.60677, 1.5046, 1.5107, 1.68923, 1.56534, 1.54802, 1.82786, 1.52773, 1.55146, 1.77598, 1.52152, 1.64969, 1.47788, 1.61403, 0.650569, 0.651947, 0.649432, 0.649764, 0.657249, 0.66445, 0.647837, 0.655239, 0.655497, 0.663826, 0.646496, 0.651296, 0.649827, 0.655531, 0.652204, 0.66318, 0.655715, 0.64763, 0.654448, 0.653927, 0.651429, 0.652583, 0.644625, 0.64327, 0.659626, 0.653027, 0.657792, 0.658628, 0.653161, 0.656279, 0.656423, 0.65717
-3878.86,0.986395,0.00184614,10,1453,1,3966.92,-0.46889,0.490134,0.761162,0.0672343,-0.136941,0.144796,0.0707878,0.422573,0.113139,-0.470619,0.206944,0.443461,-0.10876,0.628931,0.435058,-0.0407561,0.233449,0.22533,-0.118624,-0.283269,0.495346,-0.427629,-0.36588,0.171258,-0.0809794,0.137821,0.437476,-0.150987,-0.0529248,-0.576247,-0.2692,-0.446137,-0.104504,-0.342763,0.0896133,0.584997,-0.342847,0.972345,0.183782,0.199239,-0.143842,0.484391,0.0993292,0.186282,-0.599135,0.414976,0.41688,-0.177414,-0.352146,-0.352004,0.245163,0.0268848,0.109615,-0.215228,0.154318,0.273676,0.247355,0.00868135,-0.544259,-0.715701,0.0789377,0.01765,-0.53162,-0.119415,-0.361362,-1.04429,-0.296098,-0.379188,0.382126,-0.265324,-0.257884,-0.152754,-0.463642,-0.493995,-0.226733,-0.311784,0.657256,0.0673764,0.247208,-0.21806,0.299422,-1.00303,-0.126799,-0.631134,-0.194971,0.599174,0.207998,0.939417,-0.00196757,-0.0619709,0.200443,0.25178,0.131715,-0.0309239,-0.309147,-0.0878281,0.380941,0.54655,0.162209,0.250492,-0.11256,0.265402,0.693239,0.582391,-0.0542965,0.105943,-0.41928,-0.010087,-0.22657,-0.370401,-0.243537,0.0159595,-0.790858,-0.389811,-0.167869,-0.251133,0.450408,0.976905,0.30966,-0.0149674,0.10434,0.290644,4.61831,0.211524,0.038041,0.25853,0.2659,0.0851605,0.087357,0.0922538,0.0459558,0.506793,0.848166,0.102075,0.098567,0.0873512,0.0334747,0.0835778,0.167685,0.46816,0.0104648,0.13299,0.265533,0.0406799,0.0425517,0.0865524,0.149602,0.193951,0.637962,0.976389,0.131617,0.0986953,0.00518987,0.344032,0.0548586,0.541082,-0.0370862,0.180151,0.240576,0.0479065,1.46719,0.45668,0.57208,0.733216,1.20811,0.132829,0.0514506,1.13809,0.11812,0.0327605,0.263021,0.350674,0.794375,0.670171,0.172457,0.490812,-0.143014,-0.418031,-0.854892,-0.725247,-0.049616,0.0667433,0.76045,-0.621941,0.952219,-0.535751,0.114531
-3862.5,0.919969,0.00184614,11,2047,0,3949.54,0.199037,-0.167675,0.0632467,-0.147672,-0.270576,0.2189,-0.0138561,0.43604,-0.0279956,-0.525209,-0.171966,0.0360873,0.373688,0.332578,0.881283,-0.186187,0.311365,0.320791,-0.350415,-0.00197942,0.726102,-0.081109,0.0644313,-0.119313,0.0529515,0.392684,0.315505,-0.904209,0.381178,-0.155068,-0.397218,-0.436935,-0.37323,0.637344,-0.462979,0.119232,-0.514874,0.628386,-0.628551,0.107652,-0.146369,0.423547,-0.196689,-0.0155932,-0.536366,0.303171,0.0367497,-0.160785,-0.579546,-0.0347823,0.480133,-0.577605,-0.0132445,0.297291,0.343061,-0.0380433,0.097282,-0.16623,-0.587918,-0.000560538,0.227549,0.304201,-0.557118,-0.350347,0.0287838,-1.20686,-0.78898,-0.388955,0.644705,-0.0258595,-0.566715,-0.80726,0.0417178,-0.655043,0.198231,-0.602397,0.722463,-0.320818,0.0715576,-0.351684,0.261284,-1.32117,0.00146264,-0.259973,0.0620315,0.0348673,-0.567232,0.373098,-0.2709,-0.124978,-0.523848,0.773348,-0.406033,-0.0989655,-0.371073,-0.406561,0.243865,0.234824,0.00933665,0.407609,-0.0576276,0.0504063,0.538906,0.222874,0.159603,-0.0750133,-0.387777,0.367221,-0.47143,0.31676,-0.319551,-0.110154,-0.157671,-0.424159,-0.229971,-0.496978,0.505595,0.534824,0.209857,-0.575555,-0.595977,0.377868,4.84047,0.551415,0.0168282,0.122463,0.0666707,0.284645,0.210511,0.623704,0.256035,0.0633901,0.128348,0.945108,0.117,0.0392846,0.395701,0.355314,0.594012,0.00158032,0.382313,0.116352,0.316597,0.872861,0.213328,0.248273,0.0539851,0.0601372,0.236259,0.00230495,0.330508,0.0578938,0.0464428,0.262966,0.0537615,0.95473,0.294139,0.421837,0.503011,0.394784,1.89271,0.754881,0.83405,1.13722,1.28931,0.464509,0.429286,1.47618,0.381471,0.339528,0.586416,0.590202,1.08144,0.810903,0.328193,0.78989,0.0775784,-0.27486,-0.703545,-0.249459,0.185286,0.223232,1.06576,-0.448205,1.19728,-0.418756,0.57631
-3861.05,0.977737,0.00184614,11,2047,0,3964.61,0.212871,0.31518,-0.136648,0.0923556,-0.228111,0.250772,-0.00301931,0.585656,-0.471436,-0.647683,-0.381221,0.264956,-0.0420565,0.0234397,0.49123,-0.425025,-0.045505,0.311602,-0.42263,-0.446762,1.15797,0.178353,0.222242,0.570209,0.52418,0.443756,0.736434,-0.150512,0.553193,-0.159078,-0.57248,-0.457561,-0.463012,0.0497497,-0.44553,0.182931,-0.684871,0.745093,-1.01115,-0.0999799,-0.0862753,0.414569,0.0861516,-0.215355,-1.03262,0.309431,0.295406,-0.0380982,-0.307662,0.096781,0.16633,-0.435901,0.0175457,-0.195058,0.215233,0.00230734,0.11036,0.189618,-0.563913,-0.0909975,0.0018549,-0.000141679,-0.41816,-0.537745,-0.184775,-0.840532,-0.743295,-0.122132,0.0796704,0.237815,-0.372376,-0.861371,-0.154382,-0.420202,-0.30927,-0.60696,0.74481,-0.238714,-0.274262,0.115381,0.262621,-1.46615,-0.257424,-0.620763,0.00755736,0.392181,-0.0465848,0.62892,0.124927,0.328664,-0.417634,0.599374,0.441052,-0.284985,-0.643439,-0.266064,0.783782,0.755755,-0.0184015,0.34687,-0.591713,0.624234,0.478853,0.649076,0.0754092,0.192978,-0.199805,0.0385226,-0.454961,0.00658083,-0.534511,0.763844,-0.319521,-0.830878,0.116967,-0.56465,0.399994,0.754745,0.100548,-0.276929,0.0208206,-0.130954,6.2292,0.217577,0.002356,0.0997983,0.00666389,0.00776724,0.0750345,0.364306,0.0132703,0.365193,0.0494965,0.158255,0.148505,0.0726238,0.0229462,0.083406,0.120987,0.00760706,0.29063,0.0578854,0.0541413,0.133671,0.0281047,0.154656,0.199321,0.169823,0.0265186,0.00676115,0.0954725,0.0989885,0.0618909,0.0272247,0.0475127,1.22625,0.67755,0.833881,1.11647,0.783368,2.02993,1.31683,1.12029,1.671,1.78344,0.573275,0.89816,1.75406,0.701327,0.637419,0.806164,0.899425,1.537,1.07768,0.872465,1.09563,0.193428,0.0589105,-0.540695,0.0230543,0.259795,0.669719,1.35259,-0.229093,1.68848,-0.436642,0.695357
-3846.94,0.603456,0.00184614,11,2047,0,3952.71,0.390922,0.222102,0.0309911,0.0232421,-0.276213,0.230247,-0.0670521,0.445895,-0.219015,-0.694826,-0.415319,-0.0151365,-0.249632,0.299378,0.212749,-0.608321,0.112772,0.299867,-0.369234,-0.644092,0.759666,0.0503277,-0.0940372,0.536885,0.25204,0.521249,0.644574,-0.371499,0.180316,-0.280936,-0.6692,-0.466854,-0.713866,-0.0195712,-0.277157,0.291937,-0.515263,0.745097,-1.03849,0.00183338,-0.103571,0.475021,-0.160791,-0.0211429,-0.698118,0.221444,0.221586,0.0280672,-0.480087,0.00373322,0.368033,-0.536951,-0.185002,-0.234599,0.451554,0.118536,0.124976,-0.156876,-0.636556,0.0321076,-0.00475266,-0.0625158,-0.770751,-0.473593,-0.175219,-0.719168,-0.825184,-0.361907,0.135994,0.30212,-0.397979,-0.860521,-0.287803,-0.526042,-0.0890802,-0.844386,0.746758,-0.342208,-0.0222499,0.273444,0.239871,-1.28062,-0.00423411,-0.66719,-0.014725,0.088898,-0.0895159,0.37108,0.0481723,0.145678,-0.666537,0.36312,0.449944,-0.33213,-0.799679,-0.362491,0.919273,0.686358,-0.0146289,0.363662,-0.368002,0.600759,0.26368,0.377177,0.37747,0.354102,-0.400549,-0.308472,-0.279762,0.0414218,-0.484369,0.498492,-0.328247,-0.728063,-0.111432,-0.364355,0.447682,0.829579,0.0916387,-0.304444,0.0316269,-0.163402,9.58818,0.1659,0.005792,0.160154,0.0331687,0.0399674,0.0171846,0.22095,0.0193596,0.27,0.00650416,0.241211,0.0783,0.0809917,0.0193,1.01411,0.0314349,0.0169593,0.0566262,0.0590974,0.149248,0.153232,0.150426,0.0790389,0.20884,0.144272,0.151812,0.0195255,0.0228143,0.0843416,0.142251,0.0447612,0.0601456,1.30028,0.739643,0.894048,1.0008,0.646595,2.13906,1.21238,1.10593,1.53703,1.84858,0.717637,0.749673,1.72057,0.843237,0.827641,0.893592,0.976538,1.57223,1.19241,0.842594,1.11378,0.528458,0.137069,-0.447304,-0.0350365,0.54425,0.828331,1.33085,-0.0334546,1.70882,-0.437292,0.89973
-3852.27,0.97842,0.00184614,11,2047,0,3944.08,0.198145,-0.280579,-0.0583607,-0.41701,-0.394742,0.178766,-0.00950447,0.417288,-0.665381,-0.255094,-0.094233,-0.0192097,0.182854,0.346429,0.0885906,-0.774105,0.0489399,0.25952,-0.100873,-0.22378,0.497028,-0.137169,0.132383,0.46118,0.0434864,0.479944,0.512512,-0.623835,0.225206,-0.437174,-0.397635,-0.371782,-0.347129,-0.0787344,-0.177872,0.680019,-0.388974,-0.0753229,-0.342256,-0.0649929,-0.0113131,0.453497,-0.0881881,-0.258652,-0.517646,0.147416,-0.0944453,0.116686,-0.432855,0.0781887,0.171694,-0.383751,-0.0339758,-0.224548,0.351765,-0.106299,0.389033,-0.0585138,-0.70414,-0.323462,-0.344987,-0.0096557,-0.0959,-0.286835,-0.305515,-0.687431,-0.407326,-0.233957,0.500882,0.308925,-0.67302,-0.908936,-0.455353,-0.472496,0.326037,-0.872612,0.472162,-0.163027,0.00247214,-0.183896,0.636818,-1.38344,-0.0242602,-0.156987,0.139094,0.0433179,-0.0965837,0.553572,0.324526,0.000905827,-0.56167,0.684002,0.157898,-0.117823,-0.810398,-0.263028,0.313099,0.305153,0.173447,0.52989,0.104361,0.753602,0.672218,0.238895,0.106653,-0.212984,-0.40773,-0.0840731,-0.0912667,0.176486,-0.630266,0.629936,-0.310728,-0.503373,-0.138107,-0.20992,0.516206,0.917583,-0.243488,0.0614008,-0.184513,0.0878699,5.43281,0.314696,0.126832,0.132172,0.117426,0.0142403,0.0590735,0.267864,0.584344,0.0916657,0.0355009,0.0733527,0.262474,0.0706374,0.0288692,0.202108,0.0586683,0.00242068,0.270912,0.176122,0.35073,0.00530384,0.0226932,0.0673349,0.307899,0.0268658,0.221256,0.13328,0.180796,0.0423831,0.494907,0.191399,0.210532,0.504141,0.285598,0.413895,0.419106,0.337636,1.3965,0.418805,0.668389,0.861446,1.03351,0.225042,0.0898191,1.10279,0.214296,0.144567,0.284689,0.443713,0.966781,0.460966,-0.0684639,0.613404,-0.251707,-0.260471,-0.986962,-0.61604,0.116158,-0.0167296,0.77788,-0.84334,0.989963,-0.91848,0.205344
-3856.54,0.998807,0.00184614,11,2047,0,3945.81,-0.37398,0.174512,0.492043,-0.105847,-0.168093,0.250808,0.14392,0.386659,-0.301748,-0.379116,-0.0185646,0.507387,-0.00975106,0.651336,1.24754,0.186015,0.537129,0.580349,-0.00219358,-0.441893,0.680855,-0.232308,-0.164561,0.0789056,0.139076,0.4076,0.279821,-0.604675,-0.379135,-0.347591,-0.49938,-0.174919,-0.328619,0.65413,-0.35653,0.376694,-0.0742189,0.778424,-0.502652,0.12753,-0.079923,0.446834,0.24966,0.123101,-0.798275,0.325533,0.152306,-0.300362,-0.599641,-0.336168,0.210767,-0.408579,0.167057,-0.16773,0.139258,0.0129637,0.217983,0.108899,-0.881087,0.0176553,-0.433864,0.639442,-0.6981,-0.0362031,-0.0305142,-0.619433,-0.385338,-0.0661477,0.543384,0.24141,-0.529643,-0.812133,-0.160811,-0.816271,-0.0756863,-0.677548,0.506682,0.0407083,0.0207517,-0.290971,0.447596,-0.525441,-0.0841337,-0.449847,0.0560827,0.459471,-0.329553,0.601609,-0.0117153,0.133657,-0.189801,0.432056,0.241856,-0.0991583,-0.415589,0.0639031,0.487135,0.516027,-0.33772,0.706678,-0.687192,0.378696,0.329713,0.487275,-0.241954,0.00442114,-0.186859,0.450836,0.00781599,-0.00353064,-0.355622,-0.0900035,-0.0129899,-0.339936,0.0541744,-0.373718,0.83107,0.424786,0.316432,-0.16938,0.14409,0.0765486,10.2744,0.057501,0.134775,0.226294,0.117518,0.128172,0.0871094,0.363225,0.110017,0.0314251,0.112446,0.293262,0.191478,0.0141967,0.02565,0.190618,0.160806,0.0115503,0.098649,0.183064,0.0344341,0.255065,0.400735,0.100184,0.112153,0.0367318,0.21826,0.168536,0.153989,0.297567,0.129159,0.241462,0.0106668,0.678839,0.072196,0.422944,0.544192,0.18553,1.64607,0.938752,0.761651,1.22199,1.2476,-0.0101861,0.157252,1.32,0.317684,0.296368,0.38215,0.550031,1.11067,0.767705,0.336313,0.427008,-0.0254593,-0.49045,-0.728356,-0.605598,-0.131554,0.149417,0.850657,-0.598715,1.09675,-0.946053,0.1562
