# 0.156427, 0.116003, 0.0932595, 0.0917322, 0.0201421, 0.0135218, 0.15191, 0.0272021, 0.246575, 0.229901, 0.254939, 0.220191, 0.227338, 0.19945, 0.229787, 0.241406, 0.244309, 0.267876, 0.231171, 0.256835, 0.245548, 0.263071, 0.236104, 0.22852, 0.257018, 0.204606, 0.27061, 0.241076, 0.192606, 0.258882, 0.229043, 0.368086, 0.249317, 0.275866, 0.233373, 0.268057, 0.265314, 0.211874, 0.254333, 0.207968, 0.0209969, 0.0910605, 0.0999671, 0.0956757, 0.119678, 0.237081, 0.100118, 0.290961, 0.118908, 0.114853, 0.159966, 0.122781, 0.10017, 0.0742758, 0.132842, 0.105895, 0.138285, 0.149875, 0.105768, 0.17066, 0.1182, 0.11455, 0.18646, 0.14446, 0.150456, 0.143086, 0.158564, 0.168294, 0.114571, 0.130001, 0.150114, 0.577845, 0.137665, 0.153414
110.938,0.793054,0.0834969,6,63,0,-85.6815,-1.07971,0.695752,-0.248832,-0.32414,-0.0268547,0.158433,0.0901161,0.513126,0.665806,-0.468172,0.547367,-0.924739,-0.413863,0.516563,-0.887311,0.278927,0.553179,0.366809,0.117417,-0.742157,0.298822,0.311759,0.37231,0.165097,-0.053527,0.454803,0.130548,0.482512,0.123535,-0.233777,-0.733702,-0.489332,-0.386179,-0.339025,0.96766,0.491665,0.0111212,0.692946,0.0974815,0.601682,1.31038,0.800957,1.7078,3.18673,3.16824,10.0865,3.78543,31.1038,2.93978,5.18398,5.27835,2.96364,6.18976,1.27862,6.28268,3.61625,5.98183,8.71317,3.39798,5.16559,3.60385,3.33267,9.06507,3.92297,9.10733,1.99019,2.43583,3.88484,4.67893,5.64771,4.11968,30.7546,7.92965,7.51191,0.935994,-0.212574,0.80505,-0.662888,-0.138465,0.789878,-0.60566,0.575168,0.812946,0.645335,0.384479,-0.438621,-0.54547,-0.553375,-0.651258,-0.864722,-0.894693,-0.882503,-0.73146,-0.518129,-0.885443,-1.4262,-1.84508,-1.2901,-1.48297,-1.29718,-0.315701,-0.476915,-1.30246,-0.368413,-0.85755,-0.480519,0.28171,0.552944,0.308946,0.659909,0.534561,0.312195,0.64695,0.360045,0.307263,0.344042,0.405047,0.60793,0.633084,0.634918,0.657294,0.703646,0.709858,0.707341,0.675126,0.62671,0.707949,0.806308,0.863549,0.784164,0.815021,0.785361,0.578276,0.617019,0.786249,0.591075,0.702149,0.61787
120.235,0.997377,0.0834969,6,63,0,-80.606,0.223871,0.232664,-0.498379,-0.801366,-0.346476,-0.170939,0.0493461,0.680244,0.357138,-0.597308,0.582802,-0.822705,-0.219644,0.890685,-1.00117,-0.0251315,1.10698,1.74064,-0.159685,-0.254021,-0.19356,0.343218,0.243544,-0.293573,0.0970505,-0.251938,0.379266,-0.495129,-0.290951,-1.06564,-0.441334,-0.927448,-0.317929,-0.307089,0.782011,1.22876,0.455894,0.00488055,1.03115,-0.527063,1.61166,0.599237,1.79537,4.40191,2.3917,21.6745,2.61044,12.1843,4.2082,4.03429,4.52584,5.42583,2.43536,2.66092,5.68914,3.59131,7.66262,11.1896,5.16551,7.91193,8.52949,3.95243,8.08583,3.29698,4.94852,9.25508,4.66776,14.4784,5.59191,7.97571,11.2014,13.221,6.45625,5.48832,0.393361,-0.74932,0.457681,-0.894045,-0.116194,0.967244,-0.817044,0.347225,1.00875,1.88443,-0.163798,0.212452,-0.865338,-0.597468,-0.526202,-1.14399,-0.534392,-0.63947,-0.521083,-0.969078,-0.872463,-1.7989,-1.67541,-2.58408,-1.36377,-1.77933,-0.455917,-0.377937,-1.17195,-0.583821,-0.40076,-1.38467,0.402909,0.679031,0.387536,0.709724,0.529016,0.27543,0.693608,0.414056,0.267224,0.131881,0.540858,0.447086,0.703775,0.645077,0.628597,0.758412,0.630507,0.654634,0.627401,0.724936,0.705258,0.858015,0.842296,0.92983,0.796372,0.855614,0.612045,0.593375,0.763497,0.641946,0.59887,0.79974
111.953,0.811065,0.0834969,6,63,0,-83.3721,-1.53027,0.935869,-0.269449,-0.142768,0.00579023,0.104904,0.56086,0.437994,0.354946,0.303291,0.989413,-0.443259,0.441785,0.757791,-0.176857,0.835743,1.37969,0.540107,0.644128,0.691984,0.90112,1.08755,0.841563,0.701951,0.400825,0.828142,0.703484,0.464338,0.999085,-0.049297,-0.0202871,-0.253178,0.148469,0.280566,0.941742,0.690296,0.0193329,0.8941,0.619825,0.613883,1.45169,0.418903,2.06709,2.6197,3.18235,13.7086,3.45712,4.53229,2.95066,2.20897,5.10115,2.45543,4.15436,2.06253,5.1357,4.52658,6.2051,6.06045,2.93194,3.91535,4.61773,3.99596,11.3776,5.69762,3.76091,4.25994,2.15722,3.10507,4.10634,6.31427,5.92693,5.17084,5.06968,4.38323,0.175754,0.127245,0.812918,-0.620653,0.26147,0.577926,-0.35852,0.650934,1.20274,0.359117,0.46561,0.505603,-0.585821,-0.394893,-0.745789,-0.884052,-1.08679,-0.969692,-0.779637,-1.12796,-0.591413,-1.73931,-1.47826,-1.5,-1.31265,-1.07138,-0.618216,-0.659404,-1.53411,-0.574661,-0.732796,-0.850384,0.456174,0.468232,0.307269,0.650367,0.435002,0.35941,0.588682,0.342779,0.230988,0.411173,0.385656,0.376225,0.642406,0.59746,0.67826,0.707661,0.747777,0.725058,0.685602,0.755462,0.643689,0.850599,0.81431,0.817574,0.787957,0.744859,0.649813,0.659127,0.822607,0.639838,0.675419,0.700648
109.302,0.933321,0.0834969,6,63,0,-73.2521,-1.55256,0.806026,-0.235876,-0.072363,0.020056,0.115812,0.481108,0.424799,0.0782355,0.359216,0.695308,-0.462048,0.279239,0.87522,0.144435,0.504449,1.49384,0.984491,0.535749,0.977573,0.698077,0.821888,1.00849,0.764779,0.50395,1.00247,0.911783,1.01504,0.699269,0.234798,-0.213221,-0.825274,0.298996,0.559545,1.01239,0.655104,-0.0364515,1.01894,0.385345,0.636871,1.55503,0.506239,1.89242,3.04748,3.58098,11.4041,2.38775,5.14024,3.30601,1.8975,6.47638,1.95539,3.9935,2.48405,4.24085,3.57815,6.9597,7.20447,2.97407,4.35415,4.73501,4.10512,8.80458,3.95643,4.15108,6.0264,2.3688,3.08381,5.54,6.07164,6.80939,8.08482,5.27075,5.28734,-0.220295,0.071581,0.406117,-0.754353,-0.0231829,0.574354,-0.162657,0.186461,1.20309,0.679733,0.239553,0.654137,-0.749607,-0.610231,-0.539443,-0.778482,-0.946069,-0.779417,-0.522671,-0.550017,-0.859558,-1.42116,-1.5883,-1.96406,-1.08698,-0.69583,-0.468382,-0.592488,-1.49465,-0.393497,-0.872365,-0.759999,0.554852,0.482112,0.399844,0.680126,0.505795,0.360233,0.540575,0.453519,0.230926,0.336321,0.440397,0.342058,0.679093,0.647993,0.631683,0.685353,0.720324,0.685555,0.627772,0.634139,0.702568,0.80552,0.830377,0.876971,0.747812,0.667263,0.615001,0.643936,0.816776,0.597124,0.705237,0.681353
107.49,0.992105,0.0834969,6,63,0,-72.8823,-0.192042,0.564059,0.0316149,-0.600881,-0.416058,-0.300653,0.447624,0.681875,0.388551,0.380759,1.27788,-0.0955111,0.0598836,1.58717,-0.114703,0.586859,1.69009,1.81384,0.677266,0.477147,-0.0260675,0.777172,0.710066,0.531185,-0.0919477,-0.394756,0.782779,-0.174435,0.00301717,-0.43943,-0.138907,0.605605,-0.351481,0.827641,1.45276,1.76877,1.06801,0.225361,1.37595,0.406448,1.53132,0.509047,2.1576,4.66997,3.61835,6.38323,4.25762,12.3322,3.49934,8.43282,3.0893,7.73077,2.80485,1.77737,9.44937,4.04604,3.1259,5.20734,5.64057,8.50423,5.29075,3.71658,6.15268,3.50382,5.75766,2.03773,8.56162,14.0669,3.04193,5.94761,4.10206,16.8972,3.72889,7.36449,-0.125692,-0.359521,0.569895,-0.738918,-0.373632,1.12136,-0.451346,0.476253,1.01439,1.42876,0.114586,0.479559,-0.949703,-0.469373,-0.235826,-0.51158,-0.967146,-0.690906,-0.415329,-0.765126,-0.716838,-1.24612,-1.91104,-1.86471,-1.89758,-1.32587,-0.228613,-0.546201,-1.08158,-0.771789,-0.729131,-0.913612,0.531382,0.588925,0.361261,0.676759,0.592336,0.245759,0.610959,0.383137,0.266121,0.193292,0.471385,0.382356,0.721055,0.615235,0.558685,0.625177,0.72455,0.666168,0.602365,0.682466,0.67191,0.776628,0.871136,0.865845,0.869617,0.790157,0.556906,0.633254,0.746792,0.683908,0.674614,0.713739
107.345,0.813201,0.0834969,6,63,0,-64.0913,-0.997098,0.465228,-0.708549,-0.346755,-0.0141221,0.0805714,0.340369,0.531015,0.112019,0.0433767,1.1101,-0.333617,-0.0193113,1.00844,-0.243652,0.434951,1.34632,1.1567,0.333027,0.654595,0.923609,1.02038,0.890772,0.619901,0.529195,1.31558,0.697242,0.59954,0.708666,0.150883,-0.282297,-0.769711,-0.500994,-0.298549,0.864904,0.351916,-0.112753,0.608024,0.815449,0.187002,1.71374,0.87447,1.7473,3.10695,3.05126,18.7843,2.25142,15.9073,3.07542,1.86904,10.0214,1.69521,4.35514,2.22909,2.85144,3.05117,5.85903,12.7933,3.57439,4.94101,5.57108,4.39565,15.5668,4.47827,8.29673,7.86603,2.37411,2.91621,7.65154,7.08238,8.78293,70.9596,4.84809,7.99209,-0.0868273,-0.163142,0.904681,-0.536847,-0.215417,0.811239,-0.43647,0.249806,1.142,0.962243,0.132537,0.473285,-0.535614,-0.449799,-0.659983,-0.934142,-0.928384,-0.394677,-0.771297,-0.939158,-0.834416,-1.48592,-1.47783,-1.80739,-1.68886,-1.41625,-0.418329,-0.77127,-1.41188,-0.561209,-0.300613,-0.99319,0.521693,0.540695,0.28809,0.631079,0.553647,0.307627,0.607418,0.437871,0.241954,0.276429,0.466914,0.383839,0.630792,0.610592,0.659256,0.717915,0.716747,0.597408,0.683801,0.71893,0.697288,0.815466,0.814245,0.859047,0.844074,0.804751,0.603083,0.683796,0.804062,0.636732,0.574592,0.729718
103.675,0.992877,0.0834969,6,63,0,-75.0667,-0.893251,0.425092,-0.877475,-0.409921,-0.0387441,0.0787957,0.454723,0.536028,0.0668714,0.0613867,1.3759,-0.452168,0.13933,1.14906,-0.383287,0.392862,1.21886,0.960645,0.162469,0.0793022,0.584892,0.46693,1.02731,0.405554,0.870155,1.3527,1.27457,0.257847,0.547718,0.0802565,-0.723993,-1.09411,-0.726751,-0.0618915,0.644522,0.838768,0.245391,0.621569,0.413275,0.103792,1.67635,0.86541,2.41092,3.43121,3.72879,12.9361,2.74706,10.5787,2.2485,2.24602,6.61619,1.29537,4.08937,2.11232,3.98257,4.85068,6.34449,14.417,3.14039,2.98033,5.79562,4.88268,16.9683,3.12815,7.59076,7.15486,2.78563,4.64364,8.05426,7.02466,5.04179,41.5646,7.82276,9.54412,-0.0566455,-0.0831792,1.23434,-0.587713,0.0233303,1.03006,-0.490266,0.306933,1.08031,0.849156,0.0344417,0.00389737,-0.936526,-1.08456,-0.602971,-1.23375,-0.646753,-0.430663,-0.272412,-1.33936,-1.06152,-1.64386,-1.90477,-2.12631,-1.88647,-1.17139,-0.634591,-0.285761,-1.07732,-0.487035,-0.691708,-1.03488,0.514158,0.520783,0.225422,0.64284,0.494168,0.263073,0.620169,0.423864,0.253448,0.29961,0.49139,0.499026,0.718397,0.747356,0.646336,0.774474,0.656278,0.606032,0.567685,0.792385,0.74298,0.838059,0.87043,0.893434,0.868353,0.763395,0.65353,0.570958,0.745987,0.619408,0.666347,0.737861
105.968,0.745514,0.0834969,6,63,0,-67.1127,-1.07385,0.441197,-0.758812,-0.297983,-0.0448607,0.0585223,0.38681,0.45571,0.658788,-0.459145,1.22305,-0.343463,0.121619,0.778087,0.368637,0.450903,1.37444,0.76841,0.381184,0.302025,0.671963,1.10729,1.22694,0.726066,1.06492,0.959655,0.813874,0.611124,0.631957,0.467454,-0.974062,-0.712727,0.0352095,-0.472858,0.716973,0.844214,0.201215,0.665669,0.715607,0.382064,1.67033,0.936983,1.68238,4.26918,3.06977,13.3444,2.7413,9.94901,3.63452,2.06093,6.44768,1.61946,3.11118,2.2216,3.97731,5.40163,5.00241,9.74722,3.16702,3.69417,6.02704,6.81904,17.4197,2.82161,8.12315,7.40168,2.95958,6.46172,8.45487,5.32377,6.77599,51.6137,8.35124,8.0228,0.29433,-0.847975,0.837697,-0.721848,-0.234135,0.418851,0.0233276,0.129966,0.992569,0.417878,0.0115034,-0.00672642,-0.970176,-0.569666,-0.508537,-1.01986,-0.571999,-0.887646,-0.85786,-1.08606,-1.07915,-1.34396,-2.2696,-1.90167,-1.23596,-1.71858,-0.659721,-0.418916,-1.22596,-0.546309,-0.524893,-0.864732,0.426944,0.700142,0.30202,0.673014,0.558268,0.396792,0.494168,0.467554,0.270405,0.397025,0.497124,0.501682,0.725155,0.638686,0.624463,0.734945,0.639224,0.708404,0.702213,0.747638,0.746333,0.79314,0.906328,0.87008,0.77486,0.847946,0.659198,0.603224,0.773111,0.633279,0.628291,0.703648
100.477,0.991916,0.0834969,5,63,0,-66.2403,-1.19977,0.546468,-0.572709,-0.300572,-0.0370999,0.0834486,0.584811,0.513563,0.693119,-0.745089,1.31505,-0.240093,0.0327865,1.10552,0.0960486,0.593141,1.88489,1.41723,0.0378836,0.159514,0.42947,0.834882,1.02322,0.66083,0.894399,0.956178,0.970645,0.711306,0.393138,0.466576,-0.56949,-0.718093,0.390699,-0.173877,1.1638,0.886175,-0.136124,0.721179,0.659933,0.263323,1.60236,0.903079,2.05438,5.45679,3.45582,16.3639,2.52801,8.08959,3.37649,2.11033,7.37127,2.08709,2.20451,3.33746,2.51489,5.30289,4.93397,9.79559,3.53685,5.46858,4.98666,8.90204,15.1867,2.75192,7.85336,7.51917,2.80798,7.54518,8.01545,4.41028,7.02739,44.5974,7.22807,5.20974,0.401816,-1.05655,1.00647,-0.542914,-0.251318,0.818536,-0.179417,0.337831,1.57919,1.13744,-0.257738,-0.0857187,-1.0803,-0.703677,-0.598783,-0.969815,-0.611047,-0.828408,-0.563595,-0.879028,-1.20871,-1.25328,-1.93664,-1.92698,-0.956292,-1.46477,-0.305508,-0.419118,-1.64719,-0.576862,-0.626645,-1.06351,0.400876,0.74203,0.267671,0.63249,0.562501,0.306075,0.544734,0.416336,0.17091,0.24279,0.56408,0.521417,0.74655,0.669002,0.645378,0.725083,0.64818,0.696018,0.637284,0.706621,0.770071,0.777867,0.873982,0.872915,0.722379,0.812262,0.575789,0.603272,0.83851,0.640345,0.651728,0.743361
92.0661,0.99525,0.0834969,6,63,0,-57.9638,0.127383,0.205081,-0.515052,-0.753761,-0.478666,-0.251502,0.250968,0.924224,0.236018,0.358511,1.1062,-0.341349,0.605224,1.19621,0.212989,0.350813,0.503802,1.32408,0.710959,-0.290838,0.265369,0.625826,0.112041,-0.213359,-0.361103,-0.368824,0.183257,-0.0466911,-0.056195,-1.04455,0.185171,0.360404,-0.989728,0.32359,1.29225,1.42506,1.00937,0.18577,1.45141,-0.0868113,1.46473,1.0536,1.3541,2.31125,3.98403,20.2761,2.60028,10.8923,3.4511,7.36666,1.95155,5.58572,3.51987,1.66965,17.783,4.78014,6.3246,10.2133,6.13798,7.88497,4.46215,1.84899,8.00536,2.84491,4.45699,3.15473,12.145,4.62565,2.64401,11.3587,11.0818,31.8156,3.88864,5.6927,-0.0735723,-0.21113,0.573713,-0.79954,0.388509,0.942347,0.107725,0.505599,0.00846048,1.16309,0.345643,-0.00602674,-0.717178,-0.728222,-0.990505,-1.42736,-1.28792,-0.91264,-1.11507,-0.740585,-0.89869,-2.08135,-1.37898,-1.81821,-2.29383,-1.58494,-0.261883,-0.669225,-1.08344,-0.486783,-0.401401,-1.13086,0.518385,0.552587,0.360381,0.689876,0.404076,0.280426,0.473095,0.376226,0.497885,0.238106,0.414439,0.501507,0.671985,0.674415,0.729188,0.806489,0.783796,0.71354,0.753072,0.677124,0.71068,0.889077,0.798828,0.860351,0.908365,0.829903,0.565099,0.66133,0.747144,0.619348,0.599024,0.755998
103.044,0.990581,0.0834969,5,31,0,-63.0695,0.0353144,0.0197647,-0.385478,-0.833475,-0.414771,-0.185675,0.223289,0.771217,0.983348,0.025811,1.76892,-0.0396093,-0.542052,1.5128,-1.03399,0.482137,1.77066,1.77225,0.237686,-0.0474617,-0.630857,0.303961,0.472017,0.175727,-0.124339,-0.333636,0.616969,-0.284464,-0.436445,-0.185264,-0.314903,-0.00168685,-0.170033,0.303466,0.872361,1.56178,0.527641,0.288539,1.17558,0.130881,1.46048,0.680675,2.422,3.92125,4.69562,14.6945,3.84396,16.5205,2.56117,3.86998,1.60191,4.93032,3.06957,2.09682,10.6262,5.83296,6.82054,7.37874,8.41711,11.9832,4.85495,4.181,7.94176,1.97061,3.43283,5.00611,4.63512,7.04378,3.43854,4.12228,7.17416,59.2019,5.17999,9.94082,0.6111,-0.571775,1.20352,-0.540622,-0.833822,1.18884,-1.22918,0.512278,1.23745,1.52876,-0.182849,0.0953482,-1.39972,-0.786818,-0.433086,-0.82595,-0.84492,-0.819103,-0.425523,-0.835465,-1.11621,-1.06565,-1.86115,-2.01586,-1.49094,-1.50893,-0.697454,-0.411577,-1.50895,-0.485121,-0.588539,-0.96469,0.351808,0.639173,0.230849,0.631957,0.697163,0.233467,0.773676,0.37466,0.22488,0.178174,0.545585,0.476181,0.80214,0.687148,0.60661,0.695498,0.6995,0.694046,0.604804,0.697509,0.753285,0.743768,0.865431,0.882452,0.81622,0.818903,0.667623,0.601466,0.818905,0.618956,0.64303,0.72406
101.958,0.999527,0.0834969,6,63,0,-71.1697,0.144652,-0.0270196,-0.319323,-0.772389,-0.385974,-0.188806,0.250777,0.805001,0.878108,0.0684152,1.58973,-0.29144,-0.650743,1.40541,-0.928835,0.730239,1.57001,1.39282,0.337353,-0.00251073,-0.52025,0.493852,0.418752,0.0493995,-0.612169,-0.561877,0.548813,-0.563329,-0.58682,-0.268502,-0.185863,0.0968731,-0.391758,0.328824,0.682408,1.51867,0.241648,0.0984253,1.00355,-0.172258,1.42772,0.707295,2.51827,3.94951,4.96665,13.3501,3.05053,13.0646,2.23758,3.81702,1.63694,4.76654,2.76339,2.19807,10.2008,6.66868,7.50867,5.70954,7.86556,10.3659,4.45284,4.71121,9.64767,1.42416,3.1637,6.27303,5.56711,9.7687,3.01055,5.04857,7.16143,67.2128,5.05277,9.22485,0.533994,-0.485392,1.06588,-0.755379,-0.919967,1.10623,-1.10819,0.760577,1.07612,1.16853,-0.0516954,0.132673,-1.13262,-0.418081,-0.304374,-0.763595,-1.17961,-0.862458,-0.318185,-0.956938,-1.10025,-0.952604,-1.54179,-1.72654,-1.53799,-1.2908,-0.679431,-0.250741,-1.55456,-0.538557,-0.571137,-1.1088,0.369586,0.61902,0.256187,0.68035,0.715035,0.248575,0.751792,0.318521,0.254242,0.23712,0.512921,0.46688,0.756322,0.603024,0.575511,0.682134,0.764877,0.703174,0.578882,0.722508,0.750308,0.721639,0.823725,0.848969,0.823173,0.784283,0.663612,0.562359,0.825571,0.631477,0.639026,0.751906
111.862,0.951134,0.0834969,6,63,0,-67.2197,-1.09942,0.814377,0.160414,-0.0120399,-0.134817,0.074261,-0.118086,0.48871,-0.25279,-0.296425,0.565548,-0.701197,-0.608601,0.863107,-0.577454,0.148385,1.36678,0.661516,-0.0713535,0.0471912,-0.342872,0.425515,0.1813,-0.0351339,-0.117375,0.250338,0.339048,0.180115,-0.298064,-1.0286,-1.1433,-0.331454,-0.391214,-0.419416,0.632117,0.682861,-0.412632,0.546411,0.014983,-0.0710329,1.56237,0.621692,1.60331,3.87812,3.08629,11.6338,2.28869,15.1643,3.0753,4.10313,14.9477,4.51144,4.31327,2.06988,5.94932,2.58805,3.14524,10.8,2.0189,7.05199,6.53425,3.0673,9.04914,6.09361,13.1302,3.00554,3.99781,6.0069,6.21796,8.1025,3.32531,21.6075,5.61328,5.9899,-0.138278,-0.255156,0.61728,-0.628538,-0.46793,0.993314,-0.405393,0.393689,1.42898,0.817882,0.0274635,0.329117,-1.01413,-0.35038,-0.668856,-0.91668,-0.772941,-0.732645,-0.421151,-0.554944,-1.07498,-2.00534,-2.22869,-1.29971,-1.40336,-1.4567,-0.595545,-0.406743,-1.79201,-0.287858,-1.00661,-1.00994,0.534515,0.563445,0.3504,0.652158,0.614894,0.270258,0.599983,0.40283,0.193258,0.306213,0.493135,0.418455,0.733828,0.58671,0.661247,0.714365,0.684157,0.675385,0.603759,0.635282,0.745542,0.881356,0.902797,0.785786,0.802717,0.811028,0.644636,0.600307,0.857174,0.571472,0.732356,0.733007
104.455,0.962123,0.0834969,6,63,0,-71.526,-0.0489729,0.279246,-0.37811,-0.729108,-0.28108,-0.128663,0.122323,0.754794,1.15589,-0.630279,1.20297,-0.379922,-0.509171,1.15062,-0.795225,0.209322,0.836811,0.888421,-0.317857,0.116556,-0.437462,0.398899,0.0840663,0.153749,-0.289922,-0.20003,0.685572,-0.221921,-0.445765,-0.461425,-0.42033,-0.0398795,-0.656106,-0.00283268,1.10657,1.4232,-0.187048,0.0258285,1.04467,-0.0562332,1.59612,0.612448,2.36234,2.57258,3.9181,11.2035,2.5593,8.59479,3.43866,3.59784,1.50464,3.89483,2.42155,1.74405,9.33764,6.01549,7.8007,4.73176,8.83025,8.57033,4.52148,5.68916,7.60956,1.90119,3.35272,6.14584,5.17308,6.73629,2.43817,6.64047,9.04895,17.3254,3.74083,7.26469,1.08523,-0.853645,1.00142,-0.537842,-0.525293,1.11268,-0.745901,0.411351,0.657076,0.905022,-0.421239,0.394938,-1.1568,-0.538588,-0.724757,-0.72052,-0.976535,-0.718805,-0.219192,-0.790778,-1.10188,-1.25066,-1.71104,-1.65336,-1.79411,-1.47675,-0.197281,-0.159792,-1.80721,-0.741321,-0.396518,-1.04153,0.252518,0.701331,0.268663,0.63131,0.628385,0.247372,0.678285,0.398588,0.341397,0.28802,0.60378,0.402529,0.76075,0.631484,0.673654,0.672722,0.72642,0.672344,0.55458,0.687998,0.750613,0.777414,0.846971,0.839345,0.857431,0.814081,0.549161,0.539863,0.859025,0.677285,0.597851,0.739146
100.829,0.955371,0.0834969,6,63,0,-59.598,0.0703584,0.516014,-0.197567,-0.658929,-0.120302,-0.145769,-0.0797991,0.57795,0.176257,-0.987784,0.714659,-0.779863,-0.0232896,1.07428,-1.11508,0.15557,1.35107,0.774303,0.421162,0.658061,-0.285831,0.276887,-0.303588,-0.40347,-0.104131,-0.557962,0.202954,-0.276913,-0.682944,-1.71592,-1.29064,0.24799,-0.931574,-0.629056,0.411451,1.03475,-0.747718,0.297135,0.70437,-0.0923359,1.55869,0.666265,1.57029,5.99853,4.01274,12.1179,3.2428,16.1121,2.78097,4.65027,19.2523,5.28534,3.68586,1.9748,7.07217,2.7233,2.71794,10.233,2.30991,7.93322,4.32116,2.84444,10.4072,7.69863,15.2602,2.49125,6.50845,6.43094,7.55038,7.63077,3.51719,30.3996,8.00691,5.30759,0.271025,-0.958374,0.753406,-0.722442,0.0948213,1.18306,-0.968959,0.36705,1.39916,0.906419,0.501926,0.90222,-0.810227,-0.340878,-0.775584,-0.903476,-0.614522,-0.724415,-0.400805,-0.646204,-1.08958,-2.08884,-2.28002,-1.06094,-1.85559,-1.78755,-0.492848,-0.170425,-1.7874,-0.468159,-0.440114,-0.950999,0.432655,0.722796,0.320079,0.673144,0.476312,0.234503,0.724912,0.409254,0.19795,0.287733,0.377088,0.288595,0.692158,0.584404,0.684728,0.711663,0.648972,0.673578,0.598881,0.656154,0.748303,0.889813,0.907209,0.74287,0.864783,0.856626,0.620777,0.542503,0.856608,0.614948,0.608286,0.721316
98.9932,0.893734,0.0834969,6,63,0,-62.6127,-0.0142992,0.964016,0.147748,-0.472012,-0.0674062,-0.19643,-0.109414,0.785884,0.10825,-0.359888,0.585683,-0.857982,-0.630119,0.303539,-0.523959,1.14472,1.16071,1.72626,-0.369184,0.363463,-0.269555,-0.0505922,-0.563615,-0.636974,-0.206807,-0.798739,-0.443838,-0.399288,-0.731121,-1.75046,-1.23563,-0.0725053,-0.638695,-0.116264,0.416189,0.521911,-0.259858,0.19821,0.40766,-0.346637,1.78867,0.767872,1.84049,5.43938,3.16029,19.9669,2.14987,7.81988,3.7107,5.26287,17.4349,5.75734,3.92352,1.97542,9.11547,3.3382,3.17864,7.76596,2.51555,6.9823,4.86952,2.98386,6.62591,8.07576,13.9791,1.85579,8.52824,7.94293,5.64187,7.86088,8.93519,32.0323,5.15265,5.99823,0.323498,-0.18126,0.769542,-0.663659,-0.401792,0.526634,-0.279937,1.42537,1.3498,1.96243,-0.161783,0.662416,-0.702918,-0.53627,-0.852863,-0.941916,-0.632322,-0.687279,-0.921669,-0.630989,-0.983748,-1.86943,-2.17603,-1.42146,-1.54247,-1.26617,-0.361782,-0.654153,-1.11369,-0.616631,-0.734399,-1.21379,0.419824,0.545191,0.316578,0.660082,0.599118,0.371302,0.569531,0.193822,0.205902,0.123204,0.540358,0.340197,0.668834,0.630944,0.701167,0.719487,0.653016,0.665361,0.715382,0.652714,0.727851,0.866392,0.898076,0.805567,0.823824,0.780086,0.589472,0.657946,0.752816,0.649452,0.67577,0.770969
106.868,0.988021,0.0834969,5,31,0,-65.8762,-0.583521,0.926808,0.0514006,-0.271826,-0.127333,-0.0241422,-0.0845024,0.627379,-0.0893132,-1.14531,0.616878,-0.980383,-0.217149,0.899117,-1.35175,-0.563181,1.0737,0.650616,0.186242,-0.687286,-0.194665,0.213423,0.283544,-0.376461,0.00650411,-0.253127,0.356584,-0.574365,-0.350454,-1.39003,-0.790518,-0.558357,-1.23706,-0.892466,0.353006,0.536045,-0.435441,0.353308,0.624959,0.073566,1.65428,0.522209,2.29391,3.51953,5.09594,19.1041,3.28119,8.06959,8.68217,5.58027,10.1658,6.81333,4.91868,2.07613,5.10596,3.25631,5.2577,6.10739,3.12103,7.94281,2.97426,2.37118,12.736,3.76488,7.47392,2.97333,4.3258,5.1298,6.73983,8.93658,8.14384,19.1915,4.91311,7.21375,0.254223,-0.870952,0.901119,-0.676377,0.151094,1.25748,-0.95386,-0.0961121,1.36783,1.03368,0.514955,-0.185628,-0.756748,-0.447485,-0.353223,-1.04287,-0.540755,-0.826785,-0.2895,-1.10242,-0.918042,-2.05206,-1.80981,-1.65558,-2.18717,-1.9606,-0.706377,-0.581504,-1.63812,-0.428799,-0.428354,-0.807366,0.436784,0.704944,0.288821,0.66293,0.462298,0.221408,0.721891,0.52401,0.202971,0.262371,0.374033,0.546274,0.680647,0.610041,0.587399,0.739404,0.631988,0.695675,0.571874,0.750714,0.714643,0.886156,0.859338,0.839643,0.899091,0.876598,0.6696,0.641414,0.837279,0.605587,0.605481,0.691548
