# 0.156427, 0.116003, 0.0932595, 0.0917322, 0.0201421, 0.0135218, 0.15191, 0.0272021, 0.246575, 0.229901, 0.254939, 0.220191, 0.227338, 0.19945, 0.229787, 0.241406, 0.244309, 0.267876, 0.231171, 0.256835, 0.245548, 0.263071, 0.236104, 0.22852, 0.257018, 0.204606, 0.27061, 0.241076, 0.192606, 0.258882, 0.229043, 0.368086, 0.249317, 0.275866, 0.233373, 0.268057, 0.265314, 0.211874, 0.254333, 0.207968, 0.0209969, 0.0910605, 0.0999671, 0.0956757, 0.119678, 0.237081, 0.100118, 0.290961, 0.118908, 0.114853, 0.159966, 0.122781, 0.10017, 0.0742758, 0.132842, 0.105895, 0.138285, 0.149875, 0.105768, 0.17066, 0.1182, 0.11455, 0.18646, 0.14446, 0.150456, 0.143086, 0.158564, 0.168294, 0.114571, 0.130001, 0.150114, 0.577845, 0.137665, 0.153414
111.443,0.960346,0.0834969,6,63,0,-70.918,-0.264567,0.17146,-0.566131,-0.665741,0.0126269,0.283654,-0.741634,0.538175,-0.842517,-0.946845,-0.281532,-1.50088,-1.23432,0.0474337,-1.81518,-0.225131,-0.251036,0.300744,-0.879924,-1.19536,-0.912036,-0.781152,0.053341,-0.557029,-1.15544,-0.140202,-0.626711,-0.559001,-1.17065,-0.981151,-0.946507,-2.08718,-1.27918,-0.953573,-0.27307,-0.269295,-0.484278,-0.0830918,-0.5507,-0.890063,1.47065,0.629855,1.96315,3.17223,5.25154,7.32489,5.94831,25.243,2.61584,3.4556,3.71384,3.27098,4.21533,2.35436,6.61854,1.78999,5.0464,6.1108,3.50129,5.06006,5.85459,6.00134,7.44508,2.56538,3.81127,4.89215,3.79986,3.19132,7.14042,9.22942,3.2821,18.3188,6.20703,8.74853,0.189393,0.0919246,0.756257,-0.465052,-0.204857,1.07787,-0.788656,0.794528,0.785774,1.32873,0.153456,-0.179127,-0.895982,-0.755298,-0.204459,-0.811889,-1.14086,-0.966781,-0.602327,-0.827581,-1.43531,-1.5177,-1.29804,-1.86846,-1.63758,-1.019,-0.901885,-0.329821,-1.09888,-0.458142,-0.617596,-1.25531,0.452793,0.477035,0.319459,0.614212,0.551036,0.253909,0.687543,0.311197,0.313077,0.209369,0.461711,0.544662,0.710123,0.680332,0.550937,0.692512,0.757838,0.724477,0.646188,0.695843,0.807728,0.8202,0.785504,0.86628,0.837205,0.734778,0.711337,0.581716,0.750051,0.612573,0.649672,0.778218
105.734,0.80972,0.0834969,6,63,0,-67.4813,0.145311,0.25051,-0.213916,-0.517015,-0.29454,-0.0307619,-0.572029,0.642061,-0.708456,-0.663782,-0.0572107,-1.3878,-0.609336,0.241515,-1.81257,0.18129,0.541123,0.793868,-0.819245,-0.649015,-0.835564,-0.367791,0.0250909,-0.722007,-1.0946,-0.855978,-0.41336,-0.589798,-1.32696,-1.7803,-1.15735,-1.03293,-0.943723,-0.892911,0.0279489,0.340969,-0.453816,0.0653786,0.191967,-0.490512,1.72351,0.609349,2.52449,5.63995,2.98541,11.1178,1.71702,3.64682,3.20933,4.10382,5.94196,4.16949,2.77827,2.11222,9.08675,7.4157,4.99672,7.44319,5.38819,9.78053,4.34966,3.12294,7.41392,5.61234,12.0106,3.43473,3.88186,10.5368,2.61447,5.89215,12.1502,20.0039,4.61068,4.3932,-0.211729,-0.327073,0.302358,-0.982511,-0.055459,0.772532,-1.19011,0.963765,0.923551,1.38203,-0.356808,0.213469,-0.898229,-0.659054,-0.23541,-1.05109,-1.12298,-1.02067,-0.670333,-0.598841,-1.42744,-2.12433,-1.85811,-1.86379,-1.48446,-1.68158,-0.790636,-0.561999,-1.60387,-0.0867452,-0.562413,-0.871234,0.552735,0.581047,0.424981,0.727606,0.513861,0.315932,0.766762,0.276125,0.284235,0.200683,0.588267,0.446835,0.710585,0.659048,0.558582,0.740984,0.754541,0.735102,0.661578,0.645391,0.806502,0.893246,0.865077,0.865738,0.815246,0.843114,0.687968,0.636915,0.832558,0.521673,0.637011,0.705002
117.111,0.993609,0.0834969,6,63,0,-73.2813,-0.55685,0.793261,-0.201931,0.0268781,-0.187667,0.101771,-0.402108,0.544872,-0.754891,-0.750092,0.421101,-1.44741,-0.676094,0.354306,-1.19344,-0.20223,0.459745,0.216924,-0.845244,-0.943892,0.11313,-0.399643,0.0230052,-0.403,-0.0635539,-0.0811074,-0.294446,-0.590081,-0.352144,-0.854423,-1.00778,-0.888259,-1.07176,-1.01551,-0.174968,-0.190729,-0.600622,-0.360885,-0.282761,-0.548656,1.58869,0.586371,2.27845,3.98666,4.81416,7.22192,4.08853,7.75286,2.41788,2.55347,5.96529,4.15216,5.27606,1.74652,3.72136,3.13287,5.68091,7.33075,3.71834,8.50248,9.02717,3.25745,10.6699,1.83429,3.27461,2.60538,3.82488,4.49456,4.6264,8.38836,3.66797,33.8817,9.25416,5.46152,0.0312977,-0.06586,1.1199,-0.719481,0.146508,1.16234,-0.327145,0.766024,1.17311,1.06137,-0.0809031,0.0753397,-0.277753,-0.936178,-0.615301,-1.085,-0.432589,-0.901108,-0.809134,-1.06817,-0.888493,-1.66733,-1.50466,-1.2253,-1.46669,-1.44704,-0.868301,-0.695085,-1.50515,-0.508209,-0.692443,-0.841631,0.492176,0.516459,0.24603,0.672493,0.463438,0.238242,0.581064,0.31734,0.236294,0.257047,0.520215,0.481174,0.568995,0.718327,0.649149,0.747439,0.606492,0.711177,0.691925,0.744249,0.708579,0.841219,0.818269,0.772995,0.812554,0.809542,0.704392,0.667097,0.818341,0.624387,0.66651,0.698809
108.826,0.959286,0.0834969,6,63,0,-79.24,-0.227146,0.437098,-0.306849,-0.507214,-0.215342,-0.0451032,-0.165975,0.472363,-0.160298,-0.399491,0.193117,-0.942998,-0.67439,0.659465,-0.821747,-0.139402,0.807673,0.40303,-0.624671,-0.633312,0.110498,-0.374132,0.0955578,-0.356677,-0.0498122,-0.320752,-0.102872,-0.359686,-0.314854,-1.49333,-0.891603,-0.102411,-0.508008,-0.553352,0.278117,0.793927,-0.0946816,-0.0428292,0.442846,-0.0697221,1.57034,0.781257,1.921,4.78336,2.6251,17.3681,1.97781,17.3298,3.8685,5.70257,1.56891,4.86885,2.09949,2.53058,11.4482,4.58221,3.37496,6.84027,7.57936,6.23669,2.85999,5.6078,7.39827,5.12376,4.30734,3.68535,4.11114,12.302,4.86501,8.5392,12.263,16.7932,3.29758,9.46648,0.032977,-0.323207,0.286114,-0.816575,-0.439332,0.877809,-0.53655,0.262786,0.917383,0.663157,-0.456465,-0.172628,-0.486993,-1.13875,-0.62396,-1.12633,-0.622234,-0.924995,-0.842424,-0.895361,-0.917381,-2.25131,-1.91176,-1.26292,-1.41118,-1.6604,-0.805575,-0.396685,-1.42071,-0.661877,-0.639131,-0.8559,0.491757,0.580106,0.428955,0.693509,0.6081,0.293632,0.63101,0.434679,0.285491,0.340031,0.612175,0.54305,0.619398,0.757451,0.651119,0.755162,0.650726,0.716059,0.698976,0.709995,0.714508,0.904763,0.871217,0.779528,0.803952,0.840291,0.691166,0.597891,0.80545,0.659682,0.654557,0.701803
117.353,0.999195,0.0834969,5,63,0,-77.9989,-0.203248,0.625284,-0.168148,-0.581842,-0.166648,-0.0373078,-0.26532,0.511889,-0.00576107,-0.610538,0.283652,-0.844284,-0.547258,0.415494,-0.738734,0.326,0.605634,0.554882,-0.491616,-0.617308,-0.43196,0.00834113,-0.241427,-0.595189,-0.233757,-0.351379,-0.498493,-0.473282,-0.657465,-1.12929,-0.808062,-0.874869,-0.226954,-1.0859,0.548131,0.778152,-0.296126,0.273756,0.137209,-0.0415884,1.55403,0.879892,2.12145,3.40468,2.9147,17.3912,1.89433,17.2931,5.06106,5.25011,2.16707,3.06495,2.72251,2.04497,7.30864,3.81327,4.19371,9.48368,9.59519,7.74996,4.23439,6.51697,9.91863,5.43506,5.87495,4.03037,3.87718,10.6916,5.21896,7.58029,10.0938,25.8511,4.37842,9.25141,0.393754,-0.30156,0.605564,-0.496504,-0.115408,0.83441,-0.268083,0.887188,0.940481,1.00613,-0.111501,-0.0108519,-0.859705,-0.548742,-0.761202,-1.15377,-0.6421,-0.777137,-1.03618,-0.850785,-1.0867,-1.67642,-1.81913,-1.99936,-1.14749,-2.16661,-0.509703,-0.367231,-1.5415,-0.426904,-0.924104,-0.871587,0.402814,0.574824,0.353072,0.621637,0.52882,0.302713,0.566622,0.29169,0.280803,0.267737,0.527846,0.502713,0.702599,0.633844,0.681615,0.760198,0.655228,0.685063,0.738111,0.700732,0.74776,0.842431,0.860462,0.88073,0.759052,0.897211,0.624737,0.59079,0.823683,0.605134,0.715878,0.705076
117.578,0.838106,0.0834969,5,63,0,-86.4777,0.235838,0.769554,-0.711568,-0.74703,-0.193338,-0.146018,0.0499891,0.522847,-0.226496,-0.909106,0.426121,-1.10947,-0.48356,0.216641,-1.21399,-0.120359,0.47684,0.611248,-0.046165,0.0685133,0.000925637,0.125753,0.368874,0.0851521,-0.180995,-0.0711645,0.563842,-0.223149,0.0242775,-1.11884,-0.583444,0.0919509,-1.16292,-0.399803,0.115196,0.304813,0.0324671,0.037392,0.723045,-0.44852,1.68036,0.73618,1.82464,4.51396,2.73889,6.94701,4.62001,13.3795,2.93403,3.76136,4.99218,3.76522,3.82607,2.11518,14.3999,5.6107,4.37632,9.53029,2.51798,11.6963,5.10875,2.97528,12.3009,3.9442,7.65133,2.81098,6.75482,5.58986,5.38153,4.8916,6.23952,21.0037,3.79159,7.49798,0.341827,-0.44582,0.904413,-0.601172,0.122276,0.807472,-0.563138,0.63553,0.970137,1.23959,0.49965,0.876921,-0.848384,-0.87361,-0.484471,-0.813208,-1.0078,-0.609964,-0.413013,-0.911435,-0.72403,-1.90119,-1.56228,-1.22394,-2.03672,-1.56217,-0.815158,-0.932583,-1.11546,-0.581319,-0.416817,-1.21728,0.415366,0.609645,0.288145,0.645924,0.469469,0.30843,0.637178,0.346258,0.274853,0.224507,0.377623,0.293816,0.700228,0.705496,0.618803,0.692793,0.732589,0.647933,0.60181,0.713294,0.673494,0.870027,0.82668,0.772756,0.884599,0.826665,0.693208,0.717599,0.753146,0.641371,0.602721,0.771585
116.299,0.940127,0.0834969,6,63,0,-83.0655,-1.13632,-0.000791,-0.210625,-0.446312,-0.0759345,0.166476,0.0972479,0.591389,0.447621,-0.538192,1.57695,-0.254,0.129965,1.1023,-0.821415,0.326971,1.29376,0.927144,0.603175,0.579856,0.0409922,0.294261,-0.118619,0.0231292,0.098094,0.249677,0.179169,0.322651,-0.328338,-0.398864,-0.472372,-1.09972,-0.250976,-0.0537277,0.788885,0.711322,0.220641,0.641989,0.570233,0.18008,1.53612,0.404195,2.05956,3.28549,5.2354,10.856,3.21588,6.08293,4.91308,2.13114,5.23341,2.17311,2.84764,2.2197,4.45348,3.22413,2.97443,7.42257,8.15748,4.45344,5.32562,5.42777,7.42057,3.99636,6.43741,5.06004,5.1359,4.36339,3.58415,11.8347,6.50346,8.95171,4.85559,6.88015,0.0341544,-0.992913,1.12812,-0.69104,-0.268769,0.697671,-1.20247,-0.0128278,0.850829,0.537251,0.180869,0.260684,-0.781199,-0.586864,-1.16622,-1.04215,-0.715257,-1.12204,-0.693116,-0.660123,-1.33469,-1.64241,-1.79102,-2.1031,-1.52837,-1.22063,-0.734548,-0.485051,-1.38825,-0.535219,-0.587833,-1.05606,0.491462,0.729663,0.244508,0.666198,0.566791,0.332329,0.768963,0.503207,0.299259,0.368827,0.454906,0.435195,0.685938,0.642645,0.762461,0.739265,0.671562,0.754366,0.66666,0.659288,0.791615,0.837862,0.857052,0.891204,0.821768,0.772175,0.675802,0.61894,0.800312,0.630699,0.642868,0.741937
118.871,0.987614,0.0834969,6,63,0,-80.8975,-1.1099,0.0841547,-0.202897,-0.442236,-0.0784394,0.172771,0.101102,0.573586,0.479721,-0.419262,1.57103,-0.146475,0.129742,1.10166,-0.795952,0.210401,1.40952,1.02065,0.4438,0.572261,-0.0289889,0.256489,-0.0320301,0.0260984,0.11185,0.291462,0.265412,0.0644182,-0.230357,-0.531407,-0.459757,-1.07071,-0.237645,-0.0279733,0.747177,0.64872,0.305892,0.712838,0.497124,0.149061,1.53285,0.381609,1.89486,3.30286,4.69224,10.6207,3.09693,5.98625,4.26844,2.17762,4.88853,2.13539,2.84884,2.37864,4.33046,3.44452,2.93724,7.54155,8.23778,4.58327,5.12474,5.69859,7.06454,3.57548,6.72635,5.28382,4.84363,4.75112,3.79052,12.4122,6.574,7.87904,5.29763,6.09319,0.2047,-0.736898,1.25949,-0.445847,-0.130059,0.835774,-1.03749,0.0114787,1.10406,0.769981,0.159648,0.394646,-0.797315,-0.572715,-1.03401,-0.994141,-0.647344,-1.04692,-0.554661,-0.870591,-1.18972,-1.73659,-1.7376,-2.02127,-1.47287,-1.14826,-0.743007,-0.502009,-1.27256,-0.418896,-0.614034,-1.04355,0.449003,0.676317,0.221062,0.609651,0.532469,0.302426,0.738365,0.49713,0.24898,0.316483,0.460172,0.402599,0.6894,0.639389,0.737692,0.729905,0.656412,0.740184,0.635216,0.704869,0.766691,0.850254,0.850382,0.883012,0.813493,0.759193,0.677653,0.622931,0.781181,0.603219,0.648861,0.739535
114.907,0.980421,0.0834969,6,63,0,-80.5091,-0.466783,0.291149,-0.61166,-0.729111,-0.315858,-0.0544392,0.25632,0.546681,0.281867,-0.676803,0.853918,-0.202025,0.365373,1.01435,-1.20071,0.437807,1.31362,1.50104,0.341385,-0.377151,0.259089,0.657963,0.553547,0.592046,0.871088,0.22457,0.946135,0.294179,0.18764,-0.425418,0.0336284,-0.153481,-0.324686,0.281401,0.829784,1.27143,0.771641,0.565421,1.0203,0.25999,1.81479,0.573728,3.32132,5.24812,2.90776,9.35435,3.87756,14.0451,1.82015,7.23622,5.51242,7.69344,5.07277,2.53811,12.8149,5.37474,8.75691,6.19186,2.15942,11.5971,5.89048,3.66473,8.77184,4.32459,5.98098,3.56064,5.47202,9.9349,5.93503,4.22207,6.89944,21.668,6.20233,6.48111,0.128639,-1.00163,0.553604,-0.45331,0.27343,0.897893,-1.21911,0.591008,1.03782,1.44587,0.151386,-0.138151,-0.877338,-0.723607,-0.773583,-0.808627,-0.228567,-0.95691,-0.398663,-0.763294,-0.96789,-1.82068,-1.55804,-1.92757,-1.74475,-1.42599,-0.866785,-0.558531,-1.28039,-0.437902,-0.650316,-0.988476,0.467885,0.731379,0.365029,0.611426,0.432065,0.289484,0.771906,0.356404,0.261571,0.190638,0.462226,0.534483,0.70627,0.673401,0.684296,0.691817,0.556894,0.722503,0.598366,0.682069,0.724699,0.860648,0.826072,0.87298,0.85129,0.806276,0.704076,0.636113,0.782515,0.607759,0.657082,0.728787
103.258,0.881346,0.0834969,6,63,0,-73.433,-0.709479,0.329766,-0.103199,-0.253127,-0.091296,0.0954605,-0.0447523,0.751891,-0.301391,-0.591861,0.957955,-0.87378,0.659903,0.771978,-1.59719,0.555201,0.934935,1.0623,0.592116,-0.315066,-0.0801282,0.337378,-0.25096,-0.446232,-0.635087,0.386379,-0.317996,-0.489963,-0.101831,-0.556478,-1.36345,-1.17874,-1.05979,-1.04783,0.567659,0.411596,-0.428972,0.173061,0.119943,-0.160326,1.42105,0.653441,0.982054,2.7717,3.51493,14.239,2.05226,20.4834,3.58219,2.85984,4.25651,1.66645,1.77242,1.46767,5.80794,1.88053,3.04365,7.92494,6.40705,5.38489,6.62316,6.51528,7.47185,2.78157,8.72273,5.23208,6.05976,6.54204,3.92783,5.91851,9.73687,33.7113,3.49768,9.29063,-0.229845,-0.569915,0.986988,-0.830576,0.749164,0.854153,-1.48667,0.715318,0.971053,1.16219,0.653034,-0.130149,-0.575978,-0.229328,-0.913127,-1.12966,-1.12031,-0.456081,-0.874074,-1.07419,-0.714398,-1.34953,-2.21806,-1.86369,-1.8648,-1.82469,-0.428467,-0.400695,-1.52784,-0.511492,-0.646291,-0.915736,0.55721,0.638743,0.271507,0.696477,0.321004,0.298562,0.815579,0.328425,0.274671,0.23827,0.342306,0.532491,0.640141,0.557082,0.71364,0.755775,0.754046,0.612084,0.705593,0.745393,0.671372,0.794053,0.901859,0.865726,0.865855,0.861128,0.605508,0.598855,0.82169,0.625156,0.656174,0.714172
102.594,0.962378,0.0834969,5,31,0,-65.0649,-0.736359,0.476187,-0.232105,-0.420933,0.072501,0.176082,-0.224892,0.481925,0.21524,-0.932044,0.148526,-0.667527,-1.07241,0.230164,-0.0785184,-0.111607,0.40144,0.148096,-0.692524,0.257379,-0.108495,-0.501786,0.135962,-0.33757,0.193114,-0.195145,0.0459557,0.00499219,-0.352705,-1.11167,-0.768367,-1.54181,-0.756218,-0.28263,0.163493,-0.183621,-0.421733,0.369794,0.170687,-0.21358,1.53581,0.665203,4.44246,3.87567,4.60445,6.95203,1.50623,8.52635,2.62177,5.09476,4.16655,2.48959,2.52448,1.56726,6.14404,6.54218,6.00059,4.7624,3.13041,10.0558,5.57189,2.85073,26.4667,3.4362,5.00438,2.81962,6.84749,1.96969,2.56651,9.19265,9.70148,39.1633,4.70456,5.68848,0.604272,-0.503624,0.571319,-0.255987,-0.697451,0.610755,0.279565,0.207088,0.818606,0.51462,-0.295052,0.55638,-0.57289,-0.909912,-0.448246,-0.904897,-0.279721,-1.13996,-0.37061,-0.641112,-0.976301,-1.84382,-1.50764,-1.91204,-1.53488,-0.831755,-0.715289,-0.704612,-1.21892,-0.504527,-0.386879,-1.03163,0.353367,0.62331,0.360932,0.56365,0.667622,0.351887,0.43056,0.448412,0.30606,0.374111,0.573232,0.364386,0.63943,0.712982,0.610222,0.711955,0.569478,0.757672,0.591606,0.655005,0.726374,0.8634,0.818711,0.871248,0.822719,0.696726,0.671569,0.669209,0.771874,0.623523,0.595531,0.737232
100.448,0.798407,0.0834969,6,63,0,-66.8987,-0.102535,0.701413,-0.146802,-0.315485,-0.427206,-0.18212,0.0707332,0.670584,0.431816,-0.233568,0.523339,-0.877927,-0.986454,0.77393,-0.417074,-0.206768,1.29772,1.14772,-0.21726,0.130808,-0.173613,0.455558,0.28594,-0.0864324,-0.347728,-0.229724,0.262249,-0.454094,-0.17632,-0.503351,-0.889008,0.254561,-0.563847,-0.456027,0.526897,1.21768,0.32672,-0.330108,0.825879,-0.32615,1.62882,0.939299,0.79136,3.06737,2.84543,27.3554,4.86291,19.1149,3.79841,3.04792,5.76941,4.51118,3.61778,2.05919,11.8186,2.1528,3.50098,11.7152,6.08305,8.74549,4.59525,5.81174,2.24012,2.6711,6.42998,4.00442,2.13261,10.4885,7.09606,5.41027,2.28756,82.8344,7.82933,5.32137,0.627043,-0.270435,0.519627,-0.815325,-0.708337,1.01889,-0.0394881,0.402912,1.32717,1.47557,-0.0717683,0.856534,-0.826841,-0.529232,-0.516731,-0.988572,-0.951222,-0.618421,-0.672807,-0.892046,-0.746897,-1.28968,-2.0593,-1.37944,-1.50204,-1.89133,-0.67679,-0.383399,-1.35773,-0.704649,-0.559689,-1.03225,0.348181,0.5672,0.372939,0.693243,0.670034,0.265244,0.509871,0.400613,0.209628,0.186097,0.517934,0.298064,0.695687,0.629304,0.626383,0.728806,0.721361,0.649859,0.662131,0.709312,0.678502,0.784093,0.886884,0.798901,0.817879,0.868907,0.663022,0.594693,0.795391,0.669218,0.636381,0.737353
105.447,0.858826,0.0834969,6,63,0,-59.7067,0.329303,1.47848,-0.301055,-0.442641,-0.128209,-0.284269,-0.371607,0.576923,-0.61412,-1.27072,0.328226,-1.43172,-0.882096,-0.00466687,-1.22755,-0.523897,0.309351,0.376979,-0.893665,-0.699619,0.0331128,-0.0679239,-0.147415,-0.405846,-0.357454,-0.639441,-0.0232949,-0.600346,-0.618833,-1.09277,-1.03659,-0.502748,-1.24575,-0.729978,0.0346168,0.509832,-0.87406,-0.0135444,0.531138,-0.561735,1.57181,0.660526,4.01783,4.81418,4.95931,4.99769,1.35193,14.0322,3.32914,5.54007,4.39761,5.06671,3.64818,1.77105,3.11409,5.34637,8.33983,5.68361,2.62646,10.3962,7.82035,3.93443,34.1798,4.37491,6.7973,7.04101,7.02947,6.35954,3.75127,7.43655,17.6847,10.2929,5.10619,11.2191,0.154068,-0.57219,1.03671,-0.703329,-0.0890314,0.778447,-0.404637,0.368673,1.02779,1.18497,-0.140402,0.227778,-0.74869,-0.949232,-0.744454,-1.03274,-1.12433,-0.653016,-0.889677,-1.08793,-1.14622,-1.4553,-1.83492,-1.89947,-1.97442,-1.83745,-0.544121,-0.647395,-1.59708,-0.57306,-0.56141,-1.22076,0.461559,0.639268,0.261785,0.668925,0.522243,0.314655,0.599801,0.408862,0.263513,0.23416,0.535043,0.4433,0.678893,0.720961,0.677969,0.737446,0.754791,0.65769,0.708824,0.747992,0.758819,0.810812,0.862347,0.869831,0.878085,0.862647,0.632771,0.656423,0.83161,0.639469,0.636779,0.772197
102.78,0.974268,0.0834969,6,63,0,-70.1069,0.0828616,0.422593,-0.617159,-0.257942,-0.213964,-0.112899,-0.28733,0.687476,-0.684152,-0.415158,0.426282,-1.06451,-0.907697,0.565098,-0.609991,0.209472,1.23312,1.14231,-0.528966,-0.368204,-0.402921,0.154977,-0.0360653,-0.355607,0.0280758,0.139638,0.0584815,-0.249498,-0.199688,-0.920321,-1.17648,-0.6976,-1.34902,-1.20822,0.166758,0.224996,-0.225241,-0.312429,0.17369,-0.739428,1.55007,0.766272,1.07871,4.01602,2.74059,28.1888,6.51217,11.2007,3.5493,2.89914,6.10497,4.07909,3.15793,2.06476,11.439,3.60234,3.43857,7.3538,5.7039,5.47076,3.88823,3.91177,1.60066,5.61561,6.26988,3.57466,4.14976,7.28486,2.69333,9.50904,2.55858,53.2908,5.9157,3.64374,-0.467606,-0.314856,0.543191,-0.914387,-0.649636,0.806553,-0.302112,0.633595,1.36664,1.42528,-0.33733,0.11404,-1.20456,-0.812725,-0.890868,-1.26023,-0.748655,-0.464457,-0.884311,-0.921633,-0.938247,-1.74526,-1.7717,-1.56844,-1.828,-1.95786,-0.423505,-0.607671,-1.05629,-0.509104,-0.551038,-1.10216,0.614817,0.57807,0.367446,0.713897,0.656928,0.308625,0.574959,0.346696,0.203163,0.193836,0.583542,0.471521,0.769335,0.69269,0.709069,0.779065,0.678886,0.614071,0.707715,0.715375,0.718745,0.851353,0.854669,0.827561,0.861523,0.876301,0.604322,0.647409,0.741981,0.624596,0.634376,0.750665
107.897,0.845829,0.0834969,6,63,0,-60.5887,-0.738829,1.40774,0.179842,-0.220354,-0.102506,0.0340903,-0.423354,0.604103,-0.214341,-1.51519,-0.178211,-1.378,-0.778203,-0.0882898,-1.74011,-0.794082,0.314427,0.202714,-0.447884,-0.904545,-0.184782,-0.00734653,0.192518,-0.134144,-0.620812,-0.430808,-0.257023,-0.316377,0.301278,-1.35464,-1.01041,-1.09144,-0.011656,-0.616893,0.543382,0.469527,0.087023,0.167883,0.384474,0.105656,1.50678,0.5771,3.02093,2.1861,2.30937,9.74397,3.43585,14.7536,2.45303,3.78572,8.08726,5.46653,4.34406,1.25457,6.0123,3.04073,2.7925,5.07903,3.83414,12.2038,10.6017,3.54523,4.8477,3.2948,11.1331,3.63533,2.44146,5.13005,7.34292,7.58933,7.69136,17.2116,3.75131,5.43586,0.66887,-0.687669,0.657265,-0.526615,0.124897,0.806854,-0.813142,0.188574,1.15786,1.11775,0.423393,0.105957,-0.607314,-0.509435,-0.343661,-0.69419,-1.03141,-1.02323,-0.747178,-0.765043,-0.179211,-1.96469,-1.99452,-2.03123,-0.940075,-1.5868,-0.526529,-0.54016,-1.09825,-0.625289,-0.5735,-0.767073,0.33875,0.665448,0.341354,0.628693,0.468816,0.308561,0.692779,0.452996,0.239057,0.246429,0.395705,0.473536,0.647328,0.624674,0.58508,0.666898,0.737189,0.735602,0.678564,0.682448,0.544683,0.877039,0.880221,0.884038,0.719115,0.830166,0.628673,0.63185,0.749931,0.65142,0.63957,0.682887
111.969,0.91567,0.0834969,6,63,0,-67.89,-0.320468,-0.191674,-0.53458,-0.67509,-0.136352,0.129272,-0.0109053,0.54824,0.229144,-0.367882,0.826393,-0.608222,-0.692834,0.569326,-0.342238,0.162593,0.747401,0.909699,0.0290991,0.401779,-0.503719,-0.0847003,-0.000448943,-0.0807398,-0.689192,-0.0319203,-0.303184,-0.18764,-0.0939984,-1.25581,-0.365808,-0.732015,-0.848316,-0.999145,0.869149,0.511197,0.318742,0.0773487,0.00860932,-0.0562966,1.42816,0.660841,1.53219,4.33632,6.49384,12.218,2.32506,8.22665,4.21147,2.89103,3.80294,4.58821,2.63997,2.51063,11.789,3.46096,10.5458,9.39572,6.46398,4.0549,3.14994,5.39091,11.2347,3.38144,3.44215,1.52847,5.08238,9.53636,2.43168,6.04381,6.38335,35.6031,8.05301,8.81267,0.337768,-0.333336,0.871522,-0.541928,-0.557754,0.693824,-0.175411,0.403498,0.803112,1.06065,0.121849,0.679723,-0.925477,-0.612284,-0.657305,-0.769343,-1.09508,-0.931447,-0.814894,-0.728088,-0.676777,-2.09485,-1.22667,-1.36608,-1.6351,-1.75719,-0.189771,-0.299762,-0.893625,-0.529533,-0.733563,-0.769003,0.416352,0.582571,0.294938,0.632261,0.635933,0.333183,0.543741,0.400472,0.30936,0.257185,0.469575,0.336323,0.716157,0.648462,0.658655,0.683379,0.749336,0.717369,0.693151,0.674386,0.663019,0.890402,0.773235,0.796746,0.836867,0.852857,0.547301,0.574384,0.709638,0.629374,0.675587,0.683305
108.832,0.98448,0.0834969,6,63,0,-68.7424,-0.335402,0.670503,-0.617149,-0.396218,-0.374283,-0.130807,0.257596,0.64523,0.137962,-0.424755,0.23645,-0.597712,-1.06464,0.781639,-0.3294,-0.243118,1.155,0.878421,-0.0121436,-0.228742,0.465933,0.622646,0.727769,0.159699,0.457489,0.385626,0.833137,0.1617,-0.194077,-0.772877,-1.11534,-0.449331,-0.59881,-0.136274,0.845921,1.05804,0.316974,0.0474405,0.999944,0.227427,1.58116,0.893996,2.61991,3.47598,2.38337,13.5666,3.58585,34.4853,2.9451,3.87227,10.3147,3.4442,4.59037,1.40348,6.60824,5.20088,3.09398,5.11381,3.22959,16.3143,8.06663,3.31278,7.01512,3.3156,15.2471,11.1509,6.65967,5.13922,4.55756,7.98852,10.9734,132.291,4.84925,6.83469,0.234423,-0.531635,0.158619,-0.617446,-0.895558,0.921673,-0.073171,0.216453,1.10622,1.09108,0.0407445,0.332499,-0.75422,-0.887994,-0.652065,-1.30728,-0.719091,-0.68902,-0.63393,-0.898597,-1.37057,-2.16715,-2.44854,-2.13128,-1.72866,-1.6729,-0.545283,-0.623825,-1.49544,-0.588583,-0.493105,-0.699085,0.441661,0.629864,0.460428,0.649638,0.710036,0.284617,0.518285,0.446097,0.248576,0.251416,0.489815,0.417633,0.680097,0.708476,0.657476,0.787058,0.672407,0.665749,0.65338,0.710661,0.797472,0.89726,0.920454,0.893907,0.849241,0.841962,0.633041,0.651088,0.816893,0.64304,0.620838,0.667985
