# 0.15675, 0.127847, 0.119998, 0.129083, 0.0244671, 0.0117217, 0.139174, 0.030068, 0.267408, 0.253526, 0.293617, 0.249278, 0.236781, 0.302222, 0.264305, 0.274873, 0.29165, 0.294455, 0.243546, 0.296708, 0.246061, 0.232721, 0.332195, 0.265908, 0.233537, 0.221831, 0.244986, 0.252582, 0.234431, 0.299036, 0.243083, 0.331953, 0.235122, 0.261672, 0.293031, 0.288965, 0.28082, 0.26591, 0.239915, 0.243381, 0.00960098, 0.401885, 0.0620886, 0.155515, 0.0536288, 0.0918991, 0.0940606, 0.0777014, 0.0789674, 0.0693324, 0.0733081, 0.0757673, 0.146071, 0.0862349, 0.0785618, 0.0833808, 0.0674681, 0.0540888, 0.115025, 0.0628099, 0.0792843, 0.0801294, 0.0648622, 0.112316, 0.0954925, 0.0964706, 0.0676233, 0.0694063, 0.0720756, 0.0679442, 0.0968098, 0.0694513, 0.0700189, 0.0680665
136.349,0.937116,0.104621,6,63,0,-96.8819,-0.139168,0.416992,-0.298425,0.35277,-0.113249,-0.0533767,-0.492952,0.902856,-0.390068,-1.38026,-0.298633,-0.714136,-1.16809,0.824486,-0.126534,0.274223,-0.217831,0.556525,-1.13479,-1.20648,0.915199,-0.752622,-0.488194,0.00658124,-0.183192,0.982673,-0.602147,-0.740553,0.526217,-2.00933,-1.097,-2.66414,-0.952357,-1.55666,-0.545983,-0.33578,-1.84138,0.380867,-1.23449,-0.446411,1.36136,0.500964,3.81252,7.13323,2.47551,3.51034,6.9616,3.93718,4.26024,2.56195,2.16407,2.20527,11.2488,6.73202,3.51309,4.07805,2.64349,4.30348,8.20949,3.34998,3.26494,2.18792,3.25607,5.20729,2.56725,6.45399,5.62199,2.376,2.93495,4.53278,3.41509,2.43481,1.65469,3.30282,-0.0367719,-1.06126,-0.152966,-0.274534,-0.9249,1.01828,0.160807,0.694738,-0.016796,0.771401,-0.859299,-1.10234,0.384983,-1.33359,-1.26096,-0.617906,-0.650804,0.484755,-1.13435,-1.30108,-0.0455247,-2.65028,-0.87189,-2.72048,-0.856439,-1.37506,-0.647106,-0.469201,-1.90496,0.388488,-1.24271,-0.334659,0.509192,0.74293,0.538167,0.568206,0.716039,0.265362,0.459885,0.33298,0.504199,0.316176,0.702514,0.750699,0.404926,0.791434,0.779191,0.649742,0.657192,0.38113,0.756642,0.786016,0.511379,0.934028,0.705139,0.938224,0.701916,0.798197,0.656358,0.615195,0.870452,0.404081,0.776035,0.582893
129.986,0.9848,0.104621,5,31,0,-97.4998,-0.1991,0.341011,-0.509588,0.413327,0.00436414,-0.0258897,-0.472615,0.80171,-0.253426,-1.33761,0.204651,-0.47732,-0.982736,0.502721,-0.148692,0.121303,-0.213285,0.642748,-0.76194,-1.2192,1.19776,-0.901841,-0.422104,0.232358,0.0239961,0.797252,-0.639101,-0.507317,0.44633,-1.88304,-0.933083,-3.1005,-0.753191,-1.33958,-0.276408,-0.257314,-1.93213,-0.464673,-1.40242,-0.751134,1.44341,0.427939,3.69541,6.42438,2.40191,3.83193,9.07319,3.22728,4.32003,3.23908,2.6557,2.41567,10.1522,7.03923,3.38474,3.64961,2.63064,4.43193,6.55169,2.87128,3.00814,1.7532,4.4013,5.23589,2.4239,5.14607,6.65874,2.29001,3.11546,4.52183,3.20621,1.92493,1.52967,3.97217,-0.198264,-1.25318,0.267814,-0.341644,-0.867437,0.536083,-0.00714855,0.201822,-0.152255,0.703244,-0.647886,-1.15444,0.436751,-1.6609,-1.20172,-0.497075,-0.711482,0.0349946,-1.37209,-1.29511,-0.313082,-2.63978,-0.747246,-2.90382,-0.562376,-1.12412,-0.161839,-0.1415,-1.76311,-0.326348,-1.23554,-0.588876,0.549404,0.777849,0.433444,0.58459,0.704212,0.369099,0.501787,0.449715,0.53799,0.331093,0.656534,0.760321,0.392515,0.840358,0.76883,0.621772,0.670729,0.491252,0.797718,0.78501,0.577637,0.933378,0.678578,0.948035,0.637002,0.754752,0.540372,0.535316,0.853599,0.580871,0.774787,0.643107
142.476,0.802575,0.104621,6,63,0,-101.952,-0.94732,-0.0995866,-0.1743,-0.570038,-0.595581,0.272437,0.0587763,0.568889,-0.92693,-1.32579,0.140641,-0.185584,-0.073627,-0.227063,0.444257,-0.600175,0.491558,0.682548,-0.32519,-0.84234,0.636259,-0.4797,-0.634533,0.223215,-0.236957,-0.0652999,0.0807129,-0.92671,0.244117,-1.34816,0.0699646,-0.746591,0.231465,0.888551,0.247111,0.623091,-0.2381,0.850029,-0.187937,-0.0608059,1.10643,0.347057,3.40523,3.63362,2.16961,3.31807,6.91233,2.59517,3.50709,3.42955,2.85794,2.36337,7.4369,4.57507,3.00356,2.94331,3.09418,3.09478,4.73955,3.66584,2.51002,1.66848,4.36517,3.11974,2.6063,3.8023,4.33987,2.58337,3.02325,3.35669,3.26648,2.33876,3.2532,3.95525,0.0825098,-1.04983,0.0581527,-0.381696,-0.749519,0.496718,-0.552602,0.209624,0.700251,0.964036,-0.831227,-1.14321,0.133825,-1.24905,-1.8594,-1.32814,-0.963298,-0.397878,-0.985339,-1.03538,-0.476703,-2.43296,-0.833729,-3.13045,-1.35165,-0.797146,-0.712814,-0.506689,-2.10688,-0.0911517,-1.76553,-1.00751,0.479384,0.740741,0.485466,0.594282,0.679074,0.378312,0.634739,0.447785,0.331757,0.276071,0.696614,0.758269,0.466594,0.777135,0.865227,0.790533,0.723782,0.598178,0.728166,0.737958,0.616969,0.919306,0.697143,0.958132,0.794399,0.689364,0.671023,0.62403,0.89157,0.522772,0.853901,0.732532
130.868,0.994572,0.104621,5,31,0,-100.826,-0.415888,0.0873576,-0.600469,-0.21319,-0.218393,-0.00723973,-0.0835214,0.709316,0.306289,-0.714484,0.403817,-0.0935225,-0.836032,1.08125,-0.0937603,0.111434,0.701964,1.35451,0.0718258,-0.194806,1.3649,-0.535038,-0.402824,1.07201,0.435278,0.395723,-0.512432,-0.885477,1.44955,-1.32259,-0.448984,-1.72647,-0.426819,-0.262266,0.260051,1.02516,-0.805999,0.493582,-1.02502,-0.4951,1.07491,0.327738,3.58976,2.95381,4.06624,4.15048,2.143,3.68077,3.91979,2.30622,1.97341,2.67518,2.4793,2.45422,3.5637,3.77204,2.8451,3.03194,5.29145,3.09063,4.20691,3.57296,2.19461,3.78847,5.35235,2.50139,2.82114,4.76061,4.50867,4.01567,2.20919,3.65049,2.64786,3.15886,0.410379,-0.772211,0.10751,-0.110077,-1.13566,0.973454,-0.403939,0.249457,0.512429,1.19167,-0.165513,-0.571193,0.361313,-1.6365,-1.77846,-0.209068,-0.543275,-0.54558,-1.61555,-1.85182,0.365886,-2.53972,-0.960178,-2.78042,-1.18715,-0.953071,-0.593179,0.109645,-1.77822,-0.245636,-1.89047,-1.1292,0.398821,0.683999,0.473148,0.527491,0.756881,0.274193,0.599634,0.437957,0.374624,0.232961,0.541284,0.639038,0.410642,0.837058,0.855506,0.552077,0.632574,0.63311,0.834181,0.86434,0.409535,0.92688,0.723157,0.941609,0.766231,0.721732,0.644094,0.472616,0.855476,0.561102,0.868809,0.755692
138.723,0.99995,0.104621,5,31,0,-100.016,-0.441717,0.141221,-0.581769,-0.626148,-0.144661,0.0624864,-0.189475,0.75175,-0.477143,-0.825256,0.101105,-0.131944,0.372353,0.774717,0.36479,0.0462719,-0.441739,0.962258,-0.825237,-1.11752,1.16863,-0.194,0.0738878,-0.21513,-0.345684,1.03729,-0.211914,-0.629302,0.616769,-1.91387,0.0657343,-0.541144,0.171996,0.0226172,-0.19294,0.00541716,-0.0826215,0.778268,-0.399614,0.200718,1.19517,0.320851,3.17463,3.58611,3.77695,3.67859,2.78239,2.52376,3.26278,1.56151,2.6271,2.57949,4.97261,3.03415,3.10043,2.75669,2.13237,2.63778,4.92936,5.28984,3.88661,2.96013,2.44436,4.22043,3.7364,2.75052,3.58182,2.58018,3.56473,4.91013,1.50364,2.38486,2.15989,5.83946,-0.28923,-0.81181,0.0237986,-0.22579,0.158287,0.889561,0.07645,0.18938,-0.448319,0.973359,-0.998047,-1.24787,0.288168,-1.1393,-0.985735,-1.34668,-1.27685,0.198085,-1.22559,-1.41781,-0.316739,-2.93578,-0.856763,-1.82316,-0.915527,-1.08614,-1.14015,-0.983053,-1.24321,-0.160707,-1.48948,-0.735913,0.571808,0.692495,0.494051,0.556209,0.460511,0.2912,0.480897,0.452796,0.61024,0.274212,0.730674,0.77693,0.428452,0.75755,0.728245,0.793587,0.781913,0.45064,0.773046,0.804995,0.578529,0.949587,0.701984,0.860945,0.71413,0.747653,0.757708,0.727714,0.776123,0.540091,0.816001,0.676101
152.966,0.990406,0.104621,5,31,0,-114.708,-0.695173,0.256984,-0.260199,-0.241035,-0.343018,0.0254615,-0.0863852,0.626236,-0.285054,-1.23583,0.226714,-0.189914,-0.649194,0.478881,0.0701267,-0.0896537,0.800013,0.878458,-0.0894332,-0.508411,1.0391,-0.47783,-0.420072,1.3534,0.427048,0.398725,-0.37621,-0.95456,0.937474,-0.862203,-0.127313,-0.965808,0.151196,0.0363886,0.434114,1.21502,-0.468563,0.801317,-0.445985,-0.0972721,1.16031,0.230112,4.15023,4.31949,3.50286,4.44138,3.93245,3.69193,3.44899,4.38162,2.51097,2.59731,3.56766,3.84274,3.16479,3.07885,3.53556,2.82331,4.89307,3.16079,3.67457,2.84094,2.51978,3.08252,4.09086,3.02529,2.59985,5.77462,4.17642,3.87263,2.62355,2.81905,2.59925,3.65428,0.0667477,-1.17502,-0.0503661,-0.138099,-1.00515,0.534716,-0.339239,0.278612,0.690635,0.811005,-0.34756,-0.911267,0.177447,-1.49321,-1.82924,0.0190841,-0.432113,-0.365099,-1.43102,-1.72087,-0.0499528,-2.05926,-0.841533,-2.53251,-0.954329,-0.996772,-0.706827,-0.0237493,-1.87006,-0.197384,-1.67977,-0.967708,0.483319,0.764051,0.512589,0.53447,0.732069,0.369418,0.584006,0.430794,0.333892,0.307676,0.586026,0.713259,0.455754,0.816559,0.861671,0.495229,0.606378,0.590274,0.807061,0.848241,0.512486,0.88688,0.698788,0.92639,0.721985,0.730423,0.6697,0.505937,0.866465,0.549186,0.842875,0.724662
151.768,0.961886,0.104621,5,31,0,-116.456,-0.718852,0.265571,-0.226755,-0.203925,-0.329798,0.0393823,-0.0546485,0.632818,-0.257534,-1.21767,0.264977,-0.199917,-0.62211,0.399456,0.00192845,-0.115856,0.911588,0.937585,-0.166798,-0.574506,1.04734,-0.526988,-0.380926,1.31638,0.490255,0.326261,-0.385226,-0.933061,0.926489,-0.86928,-0.215967,-1.04843,0.0974997,0.0481388,0.483724,1.16003,-0.481364,0.897415,-0.452689,-0.0994208,1.16949,0.232333,4.07353,4.43814,3.54494,4.26098,3.71186,3.70343,3.54878,4.64003,2.45743,2.54991,3.59391,4.00723,3.32351,3.07298,3.44964,2.87962,4.68063,3.2485,3.50711,2.92827,2.56223,3.04099,3.96911,3.03862,2.53493,5.80378,3.96207,3.86119,2.47274,2.87208,2.62494,3.77485,0.0934377,-1.16138,0.0113031,-0.182077,-0.981422,0.480769,-0.423639,0.236044,0.819152,0.88546,-0.432054,-0.94911,0.221648,-1.50048,-1.71814,0.0213369,-0.347947,-0.405376,-1.41154,-1.65219,-0.0201335,-2.01745,-0.910409,-2.5625,-0.973167,-0.967854,-0.576288,0.00595877,-1.82169,-0.0407406,-1.63178,-0.929156,0.476658,0.761583,0.497174,0.545394,0.72739,0.382071,0.604354,0.441262,0.305944,0.292048,0.606364,0.720936,0.444814,0.817647,0.847889,0.494666,0.58612,0.599979,0.804009,0.839187,0.505033,0.882617,0.713084,0.928409,0.72575,0.724692,0.640213,0.49851,0.860769,0.510184,0.836413,0.716904
158.155,0.989868,0.104621,4,31,0,-125.013,-0.647867,0.00281335,-0.232059,-0.400394,-0.352596,0.0917256,0.0406424,0.590119,-0.714177,-1.00584,0.304826,-0.272167,0.0417505,1.03737,0.725535,-0.238377,-0.108092,1.19635,-0.601737,-0.682003,0.69364,-0.4163,-0.074207,0.950437,-0.0930383,0.151766,0.0272181,-1.07201,0.671886,-1.15069,0.00416319,-0.722094,0.152764,-0.016839,0.0757034,0.574766,-0.725316,0.603652,-0.70303,0.0542575,1.23252,0.254404,3.08693,3.18197,3.80682,3.47293,3.86425,3.43284,4.89051,2.91044,2.82125,2.77488,3.23774,3.38452,3.36256,3.13623,3.66099,2.39962,5.26233,3.13567,3.79471,2.95911,3.05757,2.67242,2.68849,3.09475,3.16809,4.48371,5.1772,3.62913,2.37298,2.58914,2.00899,4.39979,-0.350519,-1.00685,0.0220397,-0.413532,-0.453218,1.16235,0.11011,0.076651,-0.218493,1.12905,-0.996148,-1.09408,0.0411606,-1.2268,-1.22394,-0.253462,-0.808513,-0.400156,-0.889372,-1.56094,-0.109882,-2.14794,-0.750358,-2.35291,-1.00399,-1.16476,-0.920796,-0.522291,-2.12075,-0.312188,-1.92608,-0.795289,0.586743,0.732403,0.49449,0.601935,0.611404,0.238241,0.4725,0.480847,0.554407,0.244337,0.7303,0.749149,0.489711,0.773258,0.772757,0.563028,0.691793,0.598725,0.708761,0.826488,0.527443,0.895477,0.679257,0.913165,0.731842,0.762196,0.715204,0.627683,0.892903,0.577419,0.872815,0.688966
152.036,0.922953,0.104621,5,31,0,-122.479,-0.762794,-0.0997979,-0.116897,-0.437258,-0.391755,0.135062,-0.161861,0.645724,-0.672533,-1.08748,0.060569,-0.53746,-0.188012,0.642598,1.06452,-0.329349,0.249865,0.954132,-0.237107,-0.471138,0.850796,-0.340012,-0.285435,0.916875,0.0974135,0.178774,0.194894,-1.17894,0.411752,-1.40502,-0.178229,-0.382136,0.0834437,0.196953,0.0964574,1.26354,-0.199879,0.391609,-0.229177,0.255967,1.13432,0.216933,3.2109,3.52468,3.25223,4.11345,4.72157,3.42887,4.35255,2.78926,3.17564,2.90936,2.19043,3.43432,3.13044,3.26624,3.41581,2.50186,3.83473,3.24981,3.75111,3.21869,3.58224,2.85084,2.57815,3.78729,3.35857,4.91624,4.93937,3.26044,2.35633,2.30828,2.26254,4.48174,-0.31494,-1.1682,-0.300074,-0.840425,-0.850701,0.768154,0.234848,-0.0589349,0.0807515,0.832901,-0.78807,-0.975428,0.290109,-1.07627,-1.36545,-0.28962,-0.566414,-0.270187,-0.692385,-1.52476,-0.292583,-2.34877,-1.01877,-2.19629,-1.204,-1.11383,-0.913487,0.141868,-1.71936,-0.561868,-1.55713,-0.657003,0.578091,0.76282,0.574461,0.698555,0.700714,0.316879,0.441556,0.514729,0.479823,0.303032,0.687417,0.7262,0.427977,0.745787,0.796645,0.571903,0.637935,0.567139,0.666497,0.821238,0.572628,0.912836,0.734733,0.899916,0.769236,0.752842,0.713713,0.464592,0.848046,0.636885,0.825941,0.658587
160.459,0.999926,0.104621,5,31,0,-122.471,-0.847448,0.164659,-0.171834,-0.421452,-0.417073,0.149598,0.216298,0.682894,-0.741169,-1.04928,-0.0639861,0.600298,-0.592332,0.359612,0.152389,-0.381546,0.285433,1.06016,-0.189414,-0.459468,0.720245,-0.186611,-0.245368,0.426804,0.0939258,0.551559,-0.165753,-0.991953,0.634622,-1.20437,0.190735,-0.290379,0.271629,0.0407495,-0.209327,1.10881,-0.255192,0.382585,-0.125944,-0.14298,1.23385,0.142433,3.11423,2.68449,3.47599,3.49141,4.55177,3.73405,3.27244,2.73697,3.09445,3.34735,4.01855,3.16301,3.86401,3.07366,3.02146,3.97379,3.06105,3.71082,3.33075,3.39677,3.79994,2.98963,3.3552,3.1046,3.3343,4.11005,4.66465,3.46756,3.17955,2.28045,3.43348,3.37142,-0.107494,-0.888056,-0.194964,0.513302,-1.05649,0.752062,-0.495353,0.153507,0.358362,1.18406,-0.534627,-0.743377,0.0521987,-1.04157,-1.4605,-0.934594,-0.689734,0.00245861,-1.18731,-1.42544,-0.186355,-2.28023,-0.689612,-2.20726,-1.0845,-1.34603,-1.2526,-0.0534159,-1.85255,-0.606381,-1.51939,-1.09463,0.526848,0.708489,0.548587,0.37442,0.74202,0.320372,0.621367,0.461698,0.411356,0.234322,0.630562,0.677734,0.486953,0.739153,0.811609,0.718006,0.665908,0.499385,0.766259,0.80619,0.546454,0.907227,0.665881,0.900899,0.747345,0.79348,0.77775,0.513351,0.864426,0.647115,0.820449,0.749252
158.898,0.942547,0.104621,5,31,0,-126.874,-0.245242,-0.423142,-0.450982,-0.664461,-0.229316,0.0844614,-0.190022,0.564735,-0.228059,-0.767417,0.420764,-0.455128,0.0778989,0.410806,0.659272,-0.11325,-0.325351,0.903372,-0.681359,-0.784284,0.901965,-0.784936,-0.501209,0.450508,-0.167734,0.316894,-0.122114,-0.527609,0.36639,-1.4027,-0.287363,-0.894122,0.229266,0.0846481,-0.0894294,0.160406,-0.484735,0.679533,-0.86312,0.0250155,1.16152,0.182071,3.82582,4.19594,2.8048,4.20532,2.50252,2.76976,3.34263,3.6164,2.53099,2.68061,3.15014,4.34653,3.69478,3.1487,3.50152,2.835,5.78726,3.22399,3.51188,3.40854,2.92463,3.37871,4.6917,3.3998,4.04769,2.67007,3.02715,3.5302,2.9361,3.11088,2.89493,3.50708,-0.165995,-0.967326,0.0624051,-0.795932,-0.468068,0.342448,0.0101576,-0.107619,-0.571597,0.685154,-1.16193,-1.22673,0.403276,-1.3864,-1.29849,-0.43161,-0.732199,-0.116396,-0.817378,-0.895123,-0.216384,-2.12561,-0.981222,-2.15789,-0.726189,-0.889869,-0.866242,-0.681807,-1.57061,-0.0696283,-1.83688,-0.705837,0.541404,0.724586,0.484404,0.689104,0.614926,0.415215,0.497461,0.526879,0.639132,0.335112,0.761683,0.773245,0.400526,0.800016,0.785581,0.606258,0.675288,0.529066,0.693679,0.709946,0.553886,0.893368,0.727351,0.896404,0.673968,0.708863,0.703963,0.664142,0.827871,0.5174,0.86258,0.669481
145.46,0.488525,0.104621,5,31,0,-109.929,-0.711134,-0.143612,0.202792,-0.314926,-0.204942,0.228091,-0.297502,0.659018,-0.286774,-0.911224,-0.337749,0.634275,-0.419295,0.667532,0.378186,0.206422,0.701081,0.960349,0.376983,-0.801197,0.625027,-0.561184,-0.76323,0.107462,-0.197175,0.158714,-0.711571,-1.44643,0.361133,-1.51165,0.0486928,-0.906795,-0.409317,0.134306,-0.0871581,0.452169,-0.759267,0.394535,-0.602825,0.0801672,1.13063,0.187051,2.38277,2.49428,3.00657,2.60774,4.28361,4.08608,3.49767,2.02551,3.26542,3.15669,4.15215,2.61573,3.03619,3.85178,2.73661,3.0515,3.98799,3.72568,3.29502,2.0022,3.73207,2.75485,3.84256,3.03183,4.34706,3.9387,3.08206,3.71849,2.41675,3.51547,2.58547,3.23675,-0.0308885,-1.04207,-0.457601,0.072291,-1.01203,0.959465,-0.459339,0.259265,0.681425,0.965742,-0.157304,-0.996197,0.598438,-0.67962,-0.904066,-0.414409,-0.435155,0.190573,-1.06645,-1.20318,0.259397,-1.73863,-0.631858,-2.09668,-1.32366,-0.94968,-0.384025,0.0968537,-1.63756,-0.030227,-1.38092,-0.480839,0.507722,0.73925,0.612445,0.481935,0.733417,0.276985,0.612857,0.435544,0.335943,0.27573,0.539245,0.73031,0.354701,0.663654,0.711784,0.602145,0.607104,0.4525,0.743921,0.76909,0.435512,0.850513,0.652911,0.89058,0.78979,0.721051,0.594844,0.475805,0.837203,0.507556,0.799139,0.617946
142.66,1,0.104621,5,31,0,-105.194,-1.31373,0.581559,0.500511,0.350956,-0.415756,0.231998,-0.105438,0.707909,-0.974691,-1.84379,0.137231,-0.374669,0.137282,0.736405,0.462794,0.0445197,0.0130941,0.18131,-0.271512,-1.01135,0.727783,-0.786951,-0.440888,0.65112,-0.0696274,0.38828,-0.365175,-1.53028,0.158741,-1.61909,0.221754,-0.614818,0.112238,0.496852,-0.32086,0.0354871,-0.377272,0.326496,-0.501843,0.300954,1.13631,0.236679,5.31412,4.39562,2.50096,4.92048,2.60526,2.12709,3.70322,3.28636,1.86113,2.51613,4.05067,4.48698,3.23451,2.79123,3.35576,3.24992,4.5971,2.85094,3.22145,3.07557,2.65253,3.91259,3.89372,3.36592,2.52748,2.7686,4.00794,3.37066,2.5455,2.0588,3.08693,3.94978,-0.145943,-1.56887,0.203741,-0.512932,-0.294081,1.40756,-0.234444,0.692086,0.282868,0.5019,-0.584305,-1.09728,0.430431,-1.27063,-1.20073,-0.420267,-0.5651,0.209498,-1.09779,-1.51094,-0.291059,-2.32297,-0.270825,-2.14065,-0.854623,-0.583437,-0.727237,-0.489461,-1.50172,-0.108615,-1.42303,-0.17983,0.536421,0.827623,0.44924,0.625494,0.572995,0.196619,0.558344,0.333569,0.429751,0.377094,0.642057,0.749751,0.394023,0.78085,0.768654,0.603547,0.637632,0.447816,0.749846,0.819201,0.572255,0.910762,0.567296,0.894792,0.701536,0.641858,0.674199,0.619979,0.817831,0.527127,0.805813,0.544837
158.194,0.985563,0.104621,5,31,0,-114.111,-1.30229,0.529567,0.454638,0.0801793,-0.400143,0.196579,-0.194738,0.720746,-0.937717,-1.28132,0.125939,-0.221843,0.15212,0.495814,0.280703,0.168915,-0.00374887,0.597749,-0.575535,-0.784032,0.957369,-0.876016,0.137074,0.729096,-0.0785992,0.341431,-0.412549,-1.65328,0.405972,-1.76701,-0.315874,-0.52355,-0.0612093,0.478042,0.212343,0.283758,-0.424423,0.134539,-0.583537,0.196691,1.11741,0.19995,3.68589,3.38201,2.39659,3.6473,2.9122,2.1634,3.70985,3.02804,2.33743,2.66993,3.83694,3.5998,2.75245,3.64182,3.02625,3.59804,4.48192,3.46809,3.58696,3.02689,2.65358,3.67645,3.21946,2.92536,2.28215,2.65563,3.62297,2.9045,2.77425,2.4806,2.92982,3.32708,-0.288252,-1.13818,0.041789,-0.422954,-0.357792,0.966899,-0.458393,0.670709,0.107732,0.758137,-0.971329,-1.0149,0.552803,-1.45991,-0.739318,-0.39373,-0.647138,0.0509834,-1.20932,-1.77975,-0.145316,-2.56283,-1.11215,-2.31428,-1.31396,-0.857165,-0.581088,-0.623791,-1.85555,-0.65984,-1.81903,-0.614939,0.571568,0.757346,0.489554,0.60419,0.588506,0.275499,0.612633,0.338338,0.473093,0.319051,0.725384,0.733979,0.365214,0.811519,0.676847,0.59718,0.656365,0.487257,0.770179,0.855666,0.536265,0.928431,0.752529,0.910053,0.788174,0.702068,0.641318,0.65108,0.864777,0.659224,0.86045,0.649067
160.476,0.845706,0.104621,5,63,0,-124.436,-1.1394,0.482308,0.460215,-0.202904,-0.333499,0.329683,-0.397047,0.652449,-0.668757,-1.26233,-0.389348,-0.108746,-0.746628,-0.342982,0.327631,-0.698466,-0.178641,0.54905,-0.439378,-1.1753,0.440336,-0.62338,-1.4814,-0.233095,-0.398231,-0.00174949,-0.710746,-0.879901,0.144145,-1.52591,-0.0111458,-1.25429,0.336415,-0.196922,-0.595558,0.188968,-0.745892,0.647851,-0.675494,-0.420649,1.22418,0.12615,3.20136,3.53376,4.02962,3.47677,3.71432,4.61377,3.33318,2.96919,3.38263,3.68158,3.12798,3.64772,3.69659,2.95544,3.40989,3.13906,3.14902,3.27067,3.12906,3.18483,3.91717,3.22106,3.76658,3.53761,4.72629,3.91712,3.38907,4.01023,3.49944,3.45869,3.18684,3.49084,0.357,-0.824414,0.0249779,-0.289435,-1.01884,0.699948,-0.301441,0.0383705,0.398733,1.16719,-0.616481,-0.883258,0.462123,-0.751055,-1.68701,-0.975787,-0.678952,0.115149,-1.18169,-0.460495,0.0436456,-1.83022,-0.832699,-2.90467,-0.865584,-1.63349,-0.917207,-0.227793,-1.93072,0.159567,-1.69727,-1.08916,0.411686,0.695173,0.493756,0.571858,0.734747,0.331824,0.574795,0.490409,0.401617,0.237364,0.649418,0.707497,0.386482,0.679408,0.843831,0.726271,0.663505,0.471245,0.765252,0.613132,0.48909,0.861788,0.696925,0.948077,0.703826,0.836648,0.714473,0.556703,0.873329,0.460193,0.845178,0.748223
159.994,0.876614,0.104621,6,63,0,-122.285,0.430104,-0.805878,-0.817882,-0.47337,-0.54294,0.0644148,-0.725942,0.730479,-1.08389,-1.52047,-0.0531179,-0.460754,-0.582969,-0.0324172,0.561723,-1.25625,0.145978,0.899547,-0.366949,-0.970985,0.464056,-0.725819,-0.707956,0.0580418,-0.648847,-0.0993556,-0.830518,-1.19838,0.114675,-1.54997,-1.1793,-1.26496,-0.43362,-1.04506,-0.813837,-0.0666753,-1.1678,0.204352,-1.42856,-1.44691,1.15831,0.145285,2.94607,3.62929,3.6679,3.22006,3.17241,3.31342,2.7075,2.7727,3.36121,3.31108,4.26775,3.47973,2.8867,3.08586,3.71774,2.76564,3.9186,2.81957,3.12673,2.34285,3.69954,2.80406,2.71582,3.57391,3.55336,3.4303,2.85178,3.36774,2.88847,3.31853,2.85867,2.51258,-0.136899,-1.05818,-0.101542,-0.0609328,-0.804464,0.470221,0.231573,-0.307317,0.362998,1.18293,-0.433602,-1.21849,0.272852,-1.16035,-1.74168,-0.905428,-0.860225,-0.135717,-1.35158,-1.21456,-0.275613,-2.27207,-0.847078,-2.28209,-0.720773,-1.24178,-1.08471,-0.492389,-1.89931,0.13451,-1.89462,-1.33785,0.534171,0.742342,0.525364,0.515228,0.690929,0.384564,0.442364,0.57623,0.410234,0.234526,0.606733,0.771798,0.432207,0.761396,0.8509,0.712064,0.702708,0.533877,0.794388,0.771106,0.56847,0.906537,0.699954,0.907383,0.672777,0.775874,0.747384,0.620669,0.869813,0.466423,0.869281,0.792135
164.753,0.974121,0.104621,5,63,0,-126.569,-0.414017,-0.418962,-0.477735,-0.0979749,-0.692876,0.215556,-0.145682,0.789325,-1.37178,-1.52244,0.330775,-0.935713,-0.147007,0.253646,0.532884,-0.35168,-0.473661,0.485118,-0.957944,-0.738951,0.443628,-0.890906,-0.191641,0.895291,-0.383829,0.461875,-0.230573,-1.75518,0.212517,-1.59101,-1.05056,-1.33483,-0.824274,0.0267263,-0.185501,0.307184,-1.10602,-0.342063,-0.934283,-0.803884,1.22791,0.0866573,3.56843,3.33808,2.77909,3.54004,3.61245,3.15194,3.80188,3.31772,2.83256,2.95718,3.16976,3.19222,3.49275,3.49125,2.9747,3.68717,2.95274,3.63666,3.31573,3.56145,2.98766,3.77769,3.80407,3.09033,3.2459,3.05547,3.72236,3.38009,3.20735,2.932,3.33883,4.09012,-0.116648,-1.01921,0.315602,-0.778913,-0.64975,1.07507,-0.241873,0.772583,-0.150086,0.89338,-1.26308,-1.00819,0.0694389,-1.57561,-1.50766,-0.597783,-0.917116,0.285289,-1.15907,-1.77267,-0.415733,-2.6427,-0.950022,-2.95626,-1.51415,-0.681104,-0.454543,-0.159461,-2.22961,-0.487913,-1.71912,-0.854771,0.529129,0.734819,0.421748,0.685446,0.656954,0.254441,0.560175,0.315921,0.537451,0.290413,0.779556,0.732665,0.482647,0.828582,0.818715,0.645149,0.714454,0.429158,0.761163,0.85479,0.602462,0.933559,0.72112,0.950559,0.819676,0.663985,0.611719,0.539781,0.902877,0.619615,0.848016,0.701567
