# 0.15675, 0.127847, 0.119998, 0.129083, 0.0244671, 0.0117217, 0.139174, 0.030068, 0.267408, 0.253526, 0.293617, 0.249278, 0.236781, 0.302222, 0.264305, 0.274873, 0.29165, 0.294455, 0.243546, 0.296708, 0.246061, 0.232721, 0.332195, 0.265908, 0.233537, 0.221831, 0.244986, 0.252582, 0.234431, 0.299036, 0.243083, 0.331953, 0.235122, 0.261672, 0.293031, 0.288965, 0.28082, 0.26591, 0.239915, 0.243381, 0.00960098, 0.401885, 0.0620886, 0.155515, 0.0536288, 0.0918991, 0.0940606, 0.0777014, 0.0789674, 0.0693324, 0.0733081, 0.0757673, 0.146071, 0.0862349, 0.0785618, 0.0833808, 0.0674681, 0.0540888, 0.115025, 0.0628099, 0.0792843, 0.0801294, 0.0648622, 0.112316, 0.0954925, 0.0964706, 0.0676233, 0.0694063, 0.0720756, 0.0679442, 0.0968098, 0.0694513, 0.0700189, 0.0680665
121.436,0.970515,0.104621,6,63,0,-81.2273,-0.344736,0.270994,-0.130486,-0.349043,-0.269229,0.259182,-0.598708,0.924574,-1.61251,-1.43252,-0.674366,-0.719783,-0.97449,-0.232746,-0.094939,-0.469453,-0.899066,0.198832,-1.05614,-1.82225,0.294308,-0.937954,-0.641857,-0.383629,-0.674134,-0.550789,-0.913369,-1.58106,0.263643,-2.46591,-0.0988908,-1.59547,-0.399347,-0.585132,-1.39768,-0.257265,-0.790105,0.478905,-1.67314,-0.474124,1.23102,0.41565,1.85851,4.40531,6.84067,6.94103,7.90004,2.33261,4.81395,1.49313,1.77224,4.14304,5.8413,3.22638,3.63897,4.66643,5.02888,2.84021,7.26343,3.18114,4.49136,1.48092,2.54098,3.47178,3.89827,4.32276,6.01062,3.68347,5.21203,6.03379,1.03665,2.45738,2.83535,3.68187,-0.348613,-0.636205,0.0959371,-0.408929,-0.744488,1.03805,-0.146057,0.568174,0.00286409,1.13367,-0.749357,-1.15066,0.371043,-0.981877,-0.755664,-0.91708,-0.834643,-0.397272,-1.22744,-1.1903,0.241658,-2.65242,-0.379238,-2.54492,-0.986822,-1.35501,-1.29536,-0.231727,-1.37068,0.45367,-2.12209,-0.637884,0.586281,0.653895,0.476034,0.600831,0.677977,0.261526,0.53645,0.361658,0.499284,0.243485,0.679039,0.759632,0.408289,0.72748,0.680412,0.714447,0.697336,0.598032,0.773371,0.766795,0.439878,0.93416,0.593689,0.927231,0.72846,0.794947,0.785052,0.557674,0.79749,0.388489,0.893032,0.654275
130.93,0.997265,0.104621,6,63,0,-87.5935,-0.255476,-0.248121,0.326474,0.387242,-0.64633,0.119061,-0.866389,0.500495,-1.19304,-1.63492,-0.331473,-1.01079,-0.544156,0.066355,0.120609,-0.572479,-0.839335,-0.599017,-0.770818,-0.989262,-0.356956,-1.09802,-0.146225,-0.275382,-1.16625,-0.941035,-1.30095,-1.79047,0.263043,-1.65023,-1.20055,-1.28306,-0.977551,-0.854526,-1.1321,-0.295982,-1.02575,-0.34865,-1.39731,-1.37098,1.30825,0.571491,3.27828,10.6387,2.26758,6.71488,3.88704,5.12333,6.30603,2.93174,2.63522,1.43839,14.2237,4.59475,2.68566,2.26199,2.13685,3.6838,15.7452,5.26647,3.82366,2.62843,3.52394,1.76034,7.42146,4.32055,2.2673,3.2192,2.81886,5.55465,1.57516,2.16496,2.31276,4.90784,0.00515886,-1.0561,-0.318246,-0.591103,-0.821716,0.777961,-0.328678,0.585656,-0.510116,-0.1908,-0.864049,-1.21303,0.0328077,-0.997915,-0.717041,-0.847324,-0.842879,-0.366943,-1.34624,-1.14998,0.415813,-1.89245,-0.579419,-2.26822,-1.09374,-0.905444,-1.10176,-0.449975,-1.62853,-0.121383,-1.6841,-0.973115,0.49871,0.741945,0.578897,0.643618,0.694601,0.314759,0.581438,0.357632,0.624834,0.547556,0.703506,0.770835,0.491799,0.730648,0.671955,0.700006,0.699071,0.59072,0.793514,0.759507,0.397519,0.869035,0.640934,0.906211,0.749085,0.712067,0.75059,0.610633,0.835968,0.530309,0.843446,0.72574
119.276,0.904901,0.104621,6,63,0,-84.8963,-0.15764,0.0727035,0.256049,-0.0955114,-0.2574,0.137579,-0.906822,0.616315,-1.28345,-2.22322,-0.301031,-0.496207,-0.386857,-0.179224,-0.103316,-0.991052,0.164014,0.524499,-1.21121,-1.47431,0.0949305,-1.16185,-1.93043,-0.552694,-1.07648,-0.309222,-1.3756,-1.94313,-0.968126,-1.50559,-1.43691,-1.83294,-0.894265,-0.8218,-0.367384,-0.376897,-1.06662,-0.353116,-1.25256,-0.741532,1.418,0.661817,5.49469,13.0858,1.06406,7.33082,3.00231,3.46105,5.0479,3.19209,2.24849,1.53993,10.1101,5.98923,5.34529,2.14814,3.19401,4.44985,6.33516,2.58475,5.49802,2.28763,2.47333,1.21812,2.36536,3.57727,2.34141,1.44792,2.34134,4.67073,2.3834,2.81346,3.10222,5.01916,-0.420162,-1.69676,0.0903467,-0.213446,-0.291611,0.580445,-0.166623,-0.233881,0.681235,1.07318,-1.04256,-1.17732,0.500614,-0.871523,-1.81713,-0.620171,-0.7874,0.16987,-1.23334,-1.34744,-0.656825,-1.3516,-1.405,-2.44074,-1.156,-1.1477,-0.300277,-0.383198,-1.43198,-0.297745,-1.49207,-0.708383,0.603522,0.845112,0.477429,0.55316,0.572391,0.35883,0.54156,0.558205,0.335986,0.254799,0.739344,0.764465,0.377396,0.705062,0.860222,0.650257,0.687273,0.457634,0.774402,0.79371,0.658547,0.794391,0.802977,0.919882,0.760605,0.759091,0.57451,0.594644,0.807209,0.573891,0.816389,0.670044
135.569,0.85211,0.104621,5,63,0,-85.5086,-0.43348,0.417027,-0.391518,-0.538315,-0.258576,0.317364,-0.777085,0.735861,-1.70634,-2.2551,-0.854992,-1.17339,-1.09986,-0.421986,0.0693063,-0.266323,-0.991622,-0.536107,-1.2003,-1.80086,0.582397,-0.942228,-0.963153,0.224752,-0.547684,-0.292161,-0.592529,-1.62574,0.473627,-1.5527,-0.399765,-1.0985,-0.387693,-0.0887377,-1.17413,-0.086068,-1.8727,-0.347718,-1.32202,-0.989664,1.08404,0.363961,5.01993,3.95035,3.28152,2.35127,7.68533,3.75733,4.41888,2.21103,3.07519,2.73246,6.98852,5.51868,2.64216,2.50703,2.362,2.63113,5.97604,4.03793,3.4995,2.97185,3.47295,2.59719,5.06839,3.10169,6.06279,3.12221,6.11906,4.24552,3.03549,2.73091,2.19297,3.35219,-0.232763,-1.29905,0.144515,-0.820467,-0.756151,1.12665,0.0745818,0.921493,0.134303,0.621423,-0.78285,-0.896169,0.42439,-1.21612,-1.23573,-0.587735,-1.00198,-0.376424,-1.19432,-1.4137,0.220807,-1.96354,-0.906049,-2.24741,-1.18895,-1.13362,-1.10758,-0.0932587,-2.5989,-0.47211,-1.9218,-1.31554,0.557929,0.785675,0.463934,0.694335,0.680518,0.244779,0.481363,0.284654,0.466475,0.349458,0.686294,0.710162,0.395467,0.77138,0.774819,0.642845,0.731449,0.59301,0.767512,0.80435,0.445022,0.876916,0.712191,0.904427,0.766554,0.756506,0.751678,0.523298,0.930791,0.615883,0.872339,0.788438
136.008,0.988181,0.104621,6,63,0,-96.2337,-0.167043,0.229389,0.00112197,-0.223677,-0.102759,0.0743572,-0.699935,0.573965,-0.79904,-1.5692,-0.297227,-0.57814,-0.437919,-0.0535733,-0.262335,-0.981947,-0.217879,0.513122,-1.08263,-1.16895,0.180349,-1.0087,-1.52881,-0.735656,-0.30292,-0.174346,-0.927864,-0.840647,-0.560894,-1.89668,-0.704079,-1.61909,-1.06126,-0.757677,-0.185576,-0.571257,-1.00223,-0.033829,-1.22415,0.0587103,1.33853,0.550559,4.31611,4.17947,2.03535,5.22958,3.49373,3.14861,5.50344,2.64802,1.6377,1.51401,10.2502,4.67894,3.73842,3.04857,2.74662,3.15971,5.31164,3.58408,3.52106,1.43352,1.93647,2.03765,8.76291,2.20561,4.29499,4.59232,3.76621,2.91806,2.09959,2.85915,2.27922,1.92465,-0.299845,-1.22391,0.0135721,-0.369002,-0.284208,0.423687,-0.191354,-0.54455,0.143158,0.886719,-0.899609,-0.895835,0.175963,-1.05914,-1.63049,-0.94837,-0.37329,-0.149426,-1.05685,-0.749742,-0.602959,-2.00155,-0.961568,-2.13196,-1.43598,-1.17744,-0.370711,-0.785698,-1.39888,-0.243082,-1.57056,-0.178847,0.574405,0.77275,0.496607,0.591218,0.570577,0.395635,0.547693,0.63287,0.464271,0.291787,0.710869,0.710093,0.456122,0.742527,0.836237,0.720787,0.592254,0.537287,0.742087,0.679123,0.646333,0.880959,0.723436,0.893971,0.807831,0.764487,0.591631,0.686907,0.802006,0.560473,0.827864,0.544593
132.967,0.968023,0.104621,5,63,0,-107.752,-0.577097,0.525217,-0.028381,-0.25434,-0.0471367,0.145441,-0.543429,0.620609,-0.361382,-1.38825,-0.448786,-0.38465,-1.05356,0.404563,-0.424879,0.588552,-0.300512,-0.0640891,-0.826013,-1.76202,0.742746,-1.00213,-0.535188,-0.104173,-0.858478,0.332104,-1.1602,-1.0839,0.331657,-1.58191,-0.544126,-1.59886,0.0585897,-0.473556,-0.914737,0.28781,-1.41894,0.178062,-1.08552,-0.709813,1.3412,0.507901,3.9915,8.99576,2.16488,3.10182,4.62199,2.83777,5.07705,1.87463,1.97463,2.00128,13.3308,7.09705,2.94002,2.54262,2.59059,5.03769,9.24436,2.67136,5.18184,1.6593,3.1571,2.05648,11.3343,3.55636,3.63762,5.84199,6.75565,2.9988,2.54527,2.17159,2.81936,3.5765,0.121124,-1.08767,-0.0526995,-0.369195,-0.952202,0.98834,-0.472798,0.931378,0.11862,0.360804,-0.711207,-1.38321,0.434031,-1.33197,-0.777199,-0.619782,-1.30879,0.036833,-1.6374,-1.23757,0.00565895,-1.93672,-1.20312,-2.37499,-0.654172,-1.31832,-1.20654,-0.0174351,-2.03043,-0.236135,-1.67396,-1.24833,0.469756,0.747943,0.513172,0.591264,0.721558,0.27124,0.616046,0.282645,0.47038,0.410765,0.670668,0.799507,0.393164,0.791167,0.685076,0.650169,0.787311,0.490793,0.837181,0.775141,0.498585,0.873991,0.769079,0.9149,0.65795,0.788901,0.769686,0.504359,0.883956,0.558761,0.842104,0.77701
144.877,0.971501,0.104621,6,95,0,-100.045,-0.530647,-0.600162,-0.374655,-0.379326,-0.579766,0.139123,0.0756441,0.644389,-0.764445,-1.08812,0.631785,-0.488944,-0.0956354,0.446356,0.970074,-0.473406,0.318681,1.64025,-0.303042,-0.0929453,0.749713,-0.640851,-0.0974402,0.850823,0.321868,0.174826,-0.255692,-0.67129,0.678905,-1.07465,-0.0522376,-0.628013,-0.0641152,0.263707,0.820402,0.202499,-0.180587,0.29337,0.0232079,-0.34955,1.15601,0.221908,3.2778,2.87032,3.26549,4.38777,4.30219,2.61621,2.89423,2.20224,2.30305,4.03045,4.20348,3.2482,3.53076,3.01442,2.90294,2.1401,3.12937,4.21465,3.44597,2.9274,2.83392,3.17386,2.17703,3.20348,4.48562,2.89181,2.64793,4.21087,3.1883,3.99723,2.6672,5.37357,-0.271752,-1.18334,0.0615452,-0.791552,-0.991363,0.534895,-0.112018,-0.0489741,0.0318901,1.42432,-1.03342,-0.875772,0.194995,-1.4554,-1.48149,-0.598881,-0.324732,-0.214547,-1.23298,-0.968782,-0.0883999,-2.19627,-0.490922,-2.50756,-1.16418,-0.810135,-0.0512592,-0.834507,-1.6848,-0.433965,-1.19756,-0.956181,0.567523,0.765548,0.484619,0.688165,0.729357,0.369376,0.527975,0.512241,0.492028,0.193985,0.737579,0.705945,0.451405,0.810828,0.814797,0.6454,0.580477,0.553432,0.77434,0.724877,0.522086,0.899914,0.620324,0.92467,0.762091,0.692138,0.512812,0.697307,0.84354,0.60682,0.768091,0.722357
148.694,0.997454,0.104621,5,31,0,-114.547,-0.627619,-0.392491,-0.785833,-0.454802,-0.273025,0.118635,0.154693,0.622926,-0.045181,-1.19048,0.586854,0.270888,-8.22104e-05,0.765355,0.666089,0.178303,0.692831,1.24628,-0.229398,-0.337522,1.7241,-0.147502,-0.203483,0.86994,0.497408,0.974723,0.177106,-0.314449,1.07249,-0.748049,-0.534218,-1.0363,-0.0400643,0.612569,0.0923342,0.621462,-0.0410377,0.656496,-0.46967,0.165599,1.25262,0.31365,4.49912,5.09226,3.34038,3.53406,3.33663,4.23045,5.43985,3.29665,2.74844,1.49039,5.1456,4.36892,3.2211,3.20146,3.0016,5.10518,6.68319,2.80164,3.75109,2.49494,3.00091,3.58228,6.82972,3.31448,3.45498,5.21435,4.33033,3.40407,2.23403,1.81362,3.1966,2.95537,-0.14139,-1.61667,-0.00991343,-0.359203,-0.856367,0.531941,-0.331078,-0.00317029,0.229546,0.816364,-1.00782,-1.0344,0.581984,-1.41198,-1.68303,-0.746764,-0.741096,-0.0895279,-1.21713,-1.28231,-0.169739,-2.15713,-1.34158,-2.5222,-1.15888,-0.547022,-0.759567,-0.308304,-1.29706,-0.180559,-1.59221,-0.667732,0.535289,0.834335,0.502478,0.588848,0.701901,0.370064,0.582022,0.500793,0.442864,0.306536,0.732593,0.737768,0.358476,0.804077,0.843305,0.678473,0.677236,0.522367,0.771558,0.782843,0.542333,0.896333,0.792749,0.925683,0.76113,0.633444,0.68126,0.576471,0.78534,0.545018,0.830927,0.660995
135.646,0.824114,0.104621,5,31,0,-109.724,-0.685127,-0.38689,-0.938659,-0.578712,-0.357291,0.173646,0.198743,0.58695,-0.438968,-0.719349,0.410003,0.187063,-0.545987,1.11429,0.411066,0.0779098,0.799271,0.776023,0.279383,-0.690389,1.70412,0.327504,0.463794,0.770472,0.257051,0.931633,0.149471,-0.305106,0.666382,-1.00465,-0.629825,-0.651827,0.410438,0.0624561,-0.360134,0.455893,-0.588164,0.455928,-1.11951,0.682482,1.25453,0.39258,4.78994,4.24722,2.86676,3.1845,4.07947,4.30408,4.31843,3.27894,2.51533,1.81001,4.47873,3.42414,3.37065,4.25991,3.79486,4.39376,11.7505,2.93574,3.84573,2.89046,3.37379,4.89237,4.88577,4.45782,3.26384,5.14831,5.00185,4.79075,2.68223,1.75985,2.96071,3.35934,-0.246748,-0.977352,-0.0528278,-0.374561,-1.38522,1.14536,-0.630929,0.140154,0.511121,0.531542,-0.457955,-1.28423,0.472205,-1.06453,-1.1913,-1.1009,-1.1194,-0.198386,-1.43077,-1.29059,-0.696543,-2.58592,-1.51532,-2.42528,-0.88264,-1.30237,-1.24873,-0.534598,-2.0424,-0.431632,-2.39906,-0.2186,0.561376,0.726582,0.513204,0.592561,0.799828,0.241338,0.6527,0.465019,0.374931,0.370157,0.612529,0.783169,0.384095,0.743556,0.766973,0.750429,0.753877,0.549434,0.807021,0.784247,0.667421,0.92995,0.819848,0.918734,0.707369,0.786234,0.77708,0.630555,0.885177,0.606263,0.916756,0.554433
132.965,0.828668,0.104621,6,63,0,-89.0214,-0.772033,-0.0824451,0.229932,-0.49222,-0.312788,0.118023,-0.00302589,0.789323,-0.194892,-0.930431,0.38363,-0.326136,0.0690642,0.873386,0.121886,0.415782,0.725565,1.34386,-0.253864,-0.47062,0.829604,-0.678437,-0.609963,0.50163,-0.344922,0.0635279,-0.471768,-1.42444,-0.100568,-1.7016,0.131944,-0.675213,0.157153,-0.331242,-0.0559298,0.737306,-0.105053,1.03692,-0.917637,-0.257769,1.22368,0.460045,3.96031,4.78797,3.13443,4.86792,3.03436,2.31322,3.79448,2.37865,2.10204,4.11693,6.87428,2.06994,2.96522,2.10735,2.38044,1.86684,1.71424,3.43141,2.89843,2.23062,3.13494,3.03527,3.41499,3.34418,8.06645,3.648,2.28731,4.34178,1.9685,3.18297,3.09058,4.38017,-0.0445841,-1.14027,-0.0395225,-0.733794,-0.615621,0.848615,-0.706309,0.486297,0.455335,1.11186,-0.849344,-1.00846,0.562576,-1.08564,-1.28145,-0.291215,-0.704485,-0.114295,-1.00974,-1.50973,-0.482288,-2.27447,-0.835081,-2.41959,-1.16669,-1.6839,-1.12765,-0.423623,-1.60398,9.23619e-05,-2.26364,-1.27244,0.511144,0.75773,0.509879,0.675637,0.649222,0.299723,0.669585,0.380766,0.388093,0.247525,0.70043,0.73272,0.362952,0.747561,0.782697,0.572293,0.669181,0.528543,0.73297,0.819021,0.618288,0.906741,0.697428,0.918309,0.762546,0.843421,0.755406,0.60435,0.832573,0.499977,0.90582,0.78116
130.169,0.968722,0.104621,5,31,0,-83.9339,-0.290533,-0.26218,-0.779544,-0.475738,-0.172819,0.0873398,-0.0106354,0.686859,-0.0086593,-0.768247,0.429047,-0.461016,-0.0943814,1.00637,0.426998,0.405764,-0.224029,0.777982,-0.397122,-1.13862,1.47289,-0.291243,-0.175898,0.627621,-0.0777992,1.91356,0.338894,-0.168767,0.212755,-1.19876,-0.442944,-1.50367,-0.108679,-0.35943,-0.456788,0.43036,-0.53955,-0.236837,-0.963091,-0.55674,1.16009,0.447823,5.68385,5.55197,3.3838,3.26536,6.36903,4.54041,3.57082,2.21529,2.08703,1.14812,4.72956,5.04874,3.07376,3.61282,2.88175,3.11542,9.09375,2.73997,4.08801,2.62875,3.03714,3.58035,6.27967,4.21728,2.47493,4.28025,4.86262,4.07956,3.04177,1.81002,2.6184,3.86181,0.0601771,-0.920529,0.181039,-0.766854,-0.53115,1.0006,-0.111193,0.408384,-0.387545,0.635589,-0.784604,-1.44999,0.599054,-1.24253,-1.25107,-0.558865,-1.02489,1.08901,-0.706772,-0.920057,-0.724449,-2.24158,-1.02286,-2.51309,-0.885744,-1.17455,-1.02816,-0.1903,-1.39122,-0.811059,-1.73027,-1.14085,0.48496,0.71515,0.454863,0.68284,0.629751,0.268823,0.52777,0.3993,0.595692,0.346244,0.686671,0.809997,0.35456,0.776004,0.777486,0.63619,0.735924,0.251804,0.669688,0.715054,0.673586,0.903922,0.73553,0.925054,0.708011,0.763966,0.736559,0.547432,0.800787,0.692335,0.849447,0.757836
126.701,0.993148,0.104621,5,63,0,-98.1692,-0.894367,0.271417,-0.168212,-0.153611,-0.107841,0.0898887,0.123322,0.75683,-0.358974,-1.20334,0.0464422,0.568808,-0.220517,0.608886,0.422666,0.0928219,0.943222,1.17579,-0.218156,-0.613257,1.28285,-0.391448,-0.159273,0.529675,0.7094,-0.00201566,-0.730773,-0.645855,1.52673,-1.41363,-0.363307,-1.14044,0.246013,-0.225117,-0.113834,-0.094289,-0.961475,0.977675,-0.338586,0.061918,1.11103,0.384879,5.16045,4.44137,3.1589,4.07503,3.10073,3.39997,2.29467,2.14977,1.55967,3.24974,4.51269,3.97285,4.23364,4.20893,2.99928,3.62431,2.67526,1.72912,2.84374,2.01174,2.17894,3.48066,4.66803,2.78271,2.2538,4.25657,2.89135,2.41323,1.17373,2.52853,1.29981,4.42831,-0.487909,-1.50564,-0.280205,0.0999103,-0.735729,0.468787,-0.191222,-0.11282,0.669298,0.915045,-0.702613,-0.979447,0.413501,-1.30912,-1.11887,-0.570156,-0.241048,-0.840607,-1.74273,-1.40334,0.617841,-2.38843,-1.25961,-2.30476,-0.773312,-1.30358,-0.898643,-0.909853,-1.99197,0.155702,-1.31635,-0.801615,0.619614,0.818414,0.569597,0.475043,0.676061,0.384903,0.54766,0.528175,0.338654,0.285969,0.668767,0.726999,0.398073,0.787367,0.753779,0.638799,0.559972,0.698593,0.851034,0.802714,0.350273,0.91594,0.778959,0.90927,0.684237,0.786436,0.710671,0.71297,0.879951,0.461153,0.788574,0.69032
123.161,0.984032,0.104621,5,31,0,-85.8969,-0.946022,0.148604,-0.3194,-0.0199361,-0.268302,0.233992,-0.269714,0.766016,-0.297766,-0.800506,0.451352,-0.224036,0.0797802,0.50651,0.082013,0.137319,-0.451943,1.05271,-0.713762,-1.15993,1.47355,-0.521491,-0.0742186,0.746202,-0.119529,1.19595,0.544891,-0.381113,0.629193,-1.1908,0.0162608,-1.05872,-0.350374,-0.230692,-0.503635,0.321174,-0.198112,-0.242055,-1.00268,-0.433976,0.997643,0.552971,5.38494,5.20323,2.61707,3.1132,1.68708,1.82818,3.98774,2.96197,1.89084,2.40973,10.8412,4.52597,3.44389,3.9967,1.89109,3.43724,6.74556,1.81803,3.91953,1.59788,2.44584,3.23987,2.35437,2.71073,5.66993,5.09364,3.30234,2.62571,2.18764,2.73583,2.508,2.95,0.164963,-0.77946,0.422181,-0.638182,-0.439238,0.951816,-0.692859,0.398849,-0.349941,1.1875,-1.15626,-1.28748,0.709589,-1.40569,-1.05236,-0.601547,-1.09562,0.508502,-0.584236,-0.856426,-0.233148,-2.21711,-0.561986,-2.30376,-1.23469,-1.27248,-0.773425,-0.0251347,-1.09985,-0.614665,-1.77325,-0.920335,0.458852,0.685564,0.395995,0.654342,0.608077,0.27852,0.666603,0.401589,0.586603,0.233706,0.760653,0.783721,0.32969,0.803086,0.741229,0.64601,0.749439,0.375545,0.642042,0.701913,0.558024,0.901775,0.636912,0.909188,0.774639,0.781168,0.684261,0.506283,0.750233,0.649004,0.854862,0.71511
120.438,0.883499,0.104621,6,63,0,-79.0328,-0.820034,-0.337024,-0.464142,-0.142054,-0.636715,0.308943,-0.328863,0.588006,-1.09185,-2.05216,-0.500398,0.0307687,-0.0446906,-0.362056,0.863018,-0.458665,0.391871,0.235408,-0.349436,-0.70269,0.812309,-0.114072,0.143916,0.760496,0.408592,0.318261,-0.609601,-0.809764,0.810766,-1.10278,-0.528185,-1.18995,0.313704,-0.034037,0.0443395,0.191799,-1.04821,0.908963,-0.18415,0.0418259,1.12651,0.341503,2.8321,7.822,3.11665,3.39929,2.9871,1.97935,1.89736,2.91161,1.85206,1.79456,4.72447,2.61366,3.15383,3.0068,2.69704,2.28153,5.25088,2.64784,2.45195,2.08344,3.224,3.15675,6.76362,3.47092,4.99525,7.58078,5.20291,2.99267,2.9073,1.99641,2.24382,5.40368,0.00253052,-1.7596,-0.573361,-0.216736,-0.787421,0.444623,-0.240537,0.404594,0.630199,0.551558,-0.91058,-1.00912,0.225462,-0.986269,-1.19757,-0.965403,-0.435316,-0.0869989,-1.81668,-0.957964,-0.00954951,-2.31221,-0.816537,-3.0607,-0.700994,-1.17609,-0.251058,-0.285185,-2.35061,0.615914,-1.17525,-0.274815,0.499367,0.85316,0.639538,0.553973,0.687277,0.39064,0.559846,0.400209,0.347465,0.365503,0.713119,0.732848,0.443872,0.72835,0.768092,0.724202,0.607142,0.521736,0.860167,0.722714,0.502387,0.909883,0.693501,0.955242,0.668408,0.764244,0.562437,0.570817,0.912982,0.350711,0.764094,0.568275
125.372,0.911797,0.104621,5,63,0,-79.2643,-0.802111,0.0322714,-0.215989,-0.092333,-0.34507,0.239097,-0.252435,0.700755,-0.903001,-1.16667,0.555963,-0.329505,0.019143,-0.0911091,0.0772562,-0.499968,-0.333034,0.744864,-0.369997,-1.34492,0.77317,-0.939561,-0.785482,0.688185,-0.645855,0.198392,0.163284,-1.02774,0.292055,-1.53952,-0.444527,-0.73266,-0.436313,0.0575434,-0.653087,0.172963,-0.462603,-0.728021,-0.440786,-0.634335,1.16073,0.562373,3.25068,11.0041,3.59583,4.93697,3.31237,1.74992,2.47691,2.66166,2.89323,2.13338,5.93352,6.75602,3.02621,3.81616,4.40377,2.92468,3.59748,1.69826,3.57127,1.98529,3.23306,2.82071,5.2657,5.33316,9.71665,2.91283,4.97238,3.70498,2.45603,1.82654,1.61839,4.61343,-0.237673,-1.00756,0.588645,-0.606408,-0.454486,0.489963,-0.663587,-0.0315609,-0.131647,0.988428,-0.745215,-1.43876,0.276319,-1.59106,-1.61965,-0.497644,-1.35368,-0.200048,-0.741369,-1.2152,-0.331325,-2.37378,-0.902172,-2.04789,-1.2876,-0.934433,-0.899559,-0.17192,-1.39815,-1.04488,-1.20763,-1.03565,0.55914,0.732542,0.356946,0.647121,0.611705,0.379902,0.660066,0.50789,0.532864,0.271223,0.678135,0.808263,0.431357,0.830765,0.834746,0.621906,0.794731,0.549846,0.677295,0.771217,0.582082,0.914806,0.711396,0.885734,0.783741,0.717974,0.710859,0.542875,0.80189,0.739791,0.769879,0.738009
136.128,0.995159,0.104621,6,63,0,-87.3145,-0.325982,-0.0725715,-0.0588058,-0.352312,-0.370566,0.131338,-0.294855,0.667828,-0.971015,-1.18496,0.088884,-0.504012,-0.523813,0.214197,-0.243196,-0.617074,-0.52201,0.657066,-0.974945,-0.617706,0.747055,-1.06813,-0.652862,0.176845,-0.933828,0.202243,-0.245105,-1.08935,0.246477,-1.60175,-0.240482,-0.774912,-0.267584,-0.253312,-0.294353,0.248893,-0.316647,-0.537319,-0.759857,-0.48044,1.1877,0.454094,4.89854,2.9754,1.10391,4.79145,7.31114,4.1107,5.77555,2.17554,1.54136,2.509,8.48511,2.30975,4.12477,3.33915,2.24635,3.66644,9.58434,4.1961,4.29057,1.98186,2.51449,1.64302,5.28375,2.09766,2.31151,6.29873,4.20992,5.26097,1.87355,2.68514,3.19398,4.27516,-0.204636,-0.836777,0.175874,-0.373208,-0.729695,0.764671,-0.610611,0.0632597,-0.253849,0.970519,-1.07514,-0.666594,0.67118,-1.31008,-1.2164,-0.51349,-1.11085,0.232051,-0.633489,-0.958395,0.0347239,-2.03997,-0.575128,-2.03051,-1.02496,-1.03634,-0.778497,-0.340933,-1.28993,-0.97163,-1.55197,-0.880016,0.550981,0.697786,0.456145,0.592234,0.674738,0.317633,0.64808,0.48419,0.563124,0.274777,0.745574,0.66074,0.338233,0.787526,0.771429,0.625624,0.752287,0.442246,0.65328,0.7228,0.49132,0.88493,0.639946,0.883963,0.735938,0.738144,0.685356,0.584417,0.784135,0.725444,0.825198,0.706826
140.213,0.972948,0.104621,6,63,0,-103.175,-0.240429,0.0120396,-0.200586,-0.404607,-0.307943,0.197948,-0.69685,0.702967,-1.31048,-1.78453,-0.661256,-0.660353,-0.547174,-0.304679,0.473428,-0.538735,-0.291312,0.476083,-1.11372,-1.85054,0.185874,-1.03115,-1.48475,-0.225918,-0.774257,-0.0924751,-0.539633,-1.74756,0.110116,-1.73663,-0.699049,-1.51857,-0.599061,0.00904913,-0.121135,0.078241,-0.909629,-0.773159,-0.754617,-0.490433,1.19551,0.274847,3.16726,3.84567,6.45868,4.73885,2.99365,2.01962,2.63578,3.21226,2.5918,1.97249,6.68299,5.37353,2.39585,3.2464,3.66883,3.007,3.40594,3.24552,2.88866,2.20495,4.26688,3.83071,4.18053,4.36734,6.04968,2.70505,3.94398,3.84799,2.42087,2.57423,2.1692,4.13042,-0.304386,-1.21476,-0.219739,-0.448843,-0.526646,0.610801,0.270914,0.307048,0.300758,1.10579,-1.00537,-1.52194,0.179179,-1.17585,-1.80789,-0.83204,-0.953808,-0.0113477,-0.894831,-1.49358,-0.00949485,-2.04443,-0.969706,-2.55454,-1.22101,-0.723026,-0.249609,-0.138056,-1.62219,-0.949028,-1.31663,-0.726242,0.575514,0.771141,0.554715,0.610364,0.628701,0.351876,0.432683,0.423835,0.425372,0.248656,0.732114,0.820824,0.455325,0.764201,0.859107,0.696786,0.72188,0.502837,0.709886,0.816615,0.502374,0.885384,0.725061,0.927878,0.772241,0.673273,0.56208,0.534459,0.835097,0.72092,0.78862,0.67398
