lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0808963
# Diagonal elements of inverse mass matrix:
# 0.130263, 0.0970053, 0.0899698, 0.0835423, 0.0133632, 0.00963175, 0.135765, 0.0186369, 0.238477, 0.190887, 0.203822, 0.184192, 0.170305, 0.259675, 0.184543, 0.198014, 0.206525, 0.2029, 0.179358, 0.207609, 0.180256, 0.170923, 0.215936, 0.16746, 0.179874, 0.191579, 0.167237, 0.219405, 0.175099, 0.190584, 0.168512, 0.190873, 0.176762, 0.175209, 0.240099, 0.224323, 0.187784, 0.211164, 0.194267, 0.192533
-3908.4,0.991074,0.0808963,6,127,0,3933.12,-0.503961,0.0440266,0.339567,-0.230363,-0.170413,0.162348,-0.582942,0.747793,-0.746164,-1.29572,-0.760385,-0.269198,-0.408891,0.165036,0.273252,-0.617456,-0.979856,-0.925054,-1.19017,-0.90753,0.748702,-1.16168,-0.54245,-0.369625,-0.968058,0.159932,-0.947057,-0.986937,-0.371986,-1.14437,-0.456302,-0.523892,-0.67023,-0.277118,-0.57314,-0.201686,-1.04473,0.428066,-0.886045,-0.584386,-0.364532,-1.20835,-0.691185,-0.485696,-0.678272,0.549329,-0.172362,-0.377343,-0.82734,-0.75171,-1.41095,-0.900816,0.930266,-1.05649,-0.483198,-0.572582,-0.934955,0.390096,-1.01116,-0.60831,-0.252908,-1.12944,-0.930643,-1.42175,-1.33897,-1.05961,-0.810383,-0.487529,-1.71081,0.111791,-1.46881,-0.986637,0.590137,0.770007,0.66623,0.619092,0.663353,0.36602,0.542984,0.593232,0.695792,0.679551,0.803915,0.711117,0.282871,0.742019,0.618503,0.639359,0.71808,0.403694,0.733246,0.647555,0.562892,0.755735,0.717206,0.805613,0.792321,0.742616,0.692191,0.619524,0.846941,0.472081,0.812877,0.728423
-3912.79,0.988551,0.0808963,5,31,0,3928.68,-0.643525,0.15812,0.965713,-0.0394348,-0.284402,0.0776488,-0.587902,0.585246,-0.565126,-1.62437,-0.546733,-0.615978,-0.530024,0.379628,0.280922,-0.478761,-0.732058,-0.420519,-0.401424,-0.548507,0.649108,-1.53184,-0.455744,-0.34288,-1.25824,-0.490381,-1.23713,-1.17441,-0.499559,-2.23505,-0.272081,-0.273533,-0.432445,-0.305679,-0.143972,0.377264,-0.661019,0.786178,-0.839294,-0.490279,-0.22592,-1.58296,-0.728944,-0.695112,-0.890707,0.529981,-0.180584,-0.182443,-0.775225,-0.428925,-0.680997,-0.835002,1.16208,-1.14633,-0.340192,-0.278343,-0.79974,0.1037,-0.940855,-0.525851,-0.0908703,-2.00017,-0.714448,-1.42271,-1.19925,-1.06902,-0.770527,-0.3304,-1.61668,0.221019,-1.65591,-1.00563,0.556241,0.829624,0.674574,0.667103,0.709036,0.370521,0.545024,0.545485,0.68465,0.605617,0.663961,0.697412,0.23829,0.75884,0.584237,0.56914,0.689919,0.474098,0.719272,0.628515,0.522702,0.880815,0.671383,0.805763,0.768391,0.744411,0.683635,0.581857,0.834336,0.444969,0.839688,0.732164
-3900.26,0.994046,0.0808963,6,63,0,3928.39,-0.129489,0.112455,-0.219114,-0.104209,-0.0614634,0.119176,-0.647048,0.475371,-0.866032,-1.33937,-0.550605,-0.600714,-0.69419,0.177833,-0.330531,-0.744112,-0.590826,-0.893397,-0.978602,-1.11886,0.337663,-0.852153,-0.454372,-0.0222793,-0.546945,0.257396,-0.635337,-0.933263,0.354193,-1.28201,-0.683771,-1.13126,-1.05512,-0.638629,-1.066,-0.666441,-1.38474,-0.258555,-1.43994,-1.18927,-0.397671,-1.03776,-0.19493,-0.529948,-0.581876,0.707774,-0.3424,-0.387414,-0.205102,-0.50016,-0.848759,-0.785725,0.23508,-0.982281,-0.540448,-0.32417,-0.763696,0.172342,-0.887146,-0.904149,0.229073,-1.44469,-0.763078,-1.36332,-1.20455,-0.8897,-0.877933,-0.495899,-1.47258,-0.15961,-1.49773,-1.18195,0.598128,0.738418,0.548579,0.629471,0.641499,0.330091,0.584773,0.59566,0.551096,0.622497,0.700307,0.686913,0.441499,0.727561,0.631917,0.58034,0.682156,0.457021,0.708301,0.711801,0.442981,0.80918,0.682022,0.796299,0.769333,0.708828,0.706394,0.621495,0.81345,0.539818,0.817235,0.765299
-3905.32,0.919911,0.0808963,5,63,0,3926.43,-0.210171,-0.266264,-0.472706,-0.244712,-0.0315029,0.198097,-0.464447,0.469017,-0.413614,-1.35113,-0.936641,0.0991658,-0.539973,0.329328,0.0505326,-0.2625,-0.895952,-0.340815,-0.645481,-0.888532,1.14867,-0.599944,-0.202722,-0.119027,-0.366824,0.1766,-0.633874,-0.507051,-0.114107,-1.0374,-0.911865,-1.25135,-1.28242,-0.304559,-1.11978,-0.687577,-1.52238,-0.04853,-1.48743,-0.808357,-0.230222,-1.39022,-0.811005,-0.332267,-0.813098,0.681297,-0.423255,-0.273353,-0.754914,-0.195927,-0.909621,-0.774447,0.865917,-0.896816,-0.340002,-0.640949,-0.845108,-0.0971697,-1.13013,-0.585291,-0.408413,-1.35096,-1.1506,-1.56838,-1.5571,-0.768346,-0.810438,-0.387215,-1.62848,0.0781212,-1.57813,-0.865684,0.557303,0.800628,0.692324,0.582311,0.692769,0.335972,0.604262,0.567916,0.680249,0.548826,0.712923,0.684482,0.296105,0.710295,0.584191,0.654968,0.69954,0.524273,0.755862,0.642284,0.600707,0.794286,0.759621,0.827552,0.825937,0.683163,0.692203,0.595612,0.835962,0.48048,0.828939,0.703847
-3904.08,0.919963,0.0808963,6,63,0,3922.9,-0.317479,-0.415163,-0.10537,-0.374391,0.0413759,0.214441,-0.45869,0.585475,-0.365072,-0.898228,-0.0923872,0.204583,-0.259463,0.497825,0.549172,-0.0542615,-0.174949,-0.475446,-0.371667,-0.879333,0.372075,-1.04496,-0.766053,-0.154594,-0.33189,0.342336,-0.469301,-1.13512,0.0557101,-1.55568,-0.111989,-0.896678,-0.905822,-0.102972,-1.12247,-0.705202,-1.19887,-0.0581872,-1.1698,-0.709278,-0.540467,-1.25604,-0.191925,-0.587165,-0.784512,0.575643,-0.186947,-0.449155,-0.294715,-0.600269,-0.908516,-0.963699,0.372946,-1.02555,-0.481625,-0.314221,-0.548832,0.331407,-0.662642,-0.928232,0.0717526,-1.51435,-0.613123,-1.29498,-1.35976,-0.783148,-0.919593,-0.490526,-1.39959,-0.089981,-1.39075,-0.974056,0.631921,0.778343,0.547834,0.642714,0.686652,0.359936,0.546601,0.610438,0.57315,0.645718,0.712696,0.723862,0.407829,0.736052,0.618132,0.577915,0.633865,0.417898,0.659854,0.716716,0.48207,0.819705,0.648653,0.784989,0.79572,0.686358,0.714959,0.62023,0.80212,0.52248,0.800711,0.725927
-3901.19,0.982648,0.0808963,6,63,0,3921.52,-0.641885,0.519251,0.583825,0.0428567,-0.232397,0.123593,-0.726957,0.505955,-1.17322,-1.60937,-0.686978,-0.768557,-0.933137,-0.362327,-0.2995,-0.883874,-1.01211,-1.05652,-1.04429,-1.30679,0.0761995,-1.20928,-0.337622,-0.362507,-0.789634,-0.123519,-0.758254,-1.13986,-0.218477,-1.58997,-0.242715,-0.5511,-0.887243,-0.190341,-0.514351,-0.171313,-0.718372,0.236137,-0.867173,-0.565091,-0.441601,-1.18124,-0.381431,-0.55921,-0.893714,0.275115,-0.402606,-0.247442,-0.592948,-0.608945,-0.938586,-1.08645,0.294323,-1.0953,-0.384105,-0.570961,-0.676167,0.160883,-0.777344,-0.750798,-0.0855683,-1.59909,-0.585002,-1.47095,-1.49464,-0.855056,-0.826717,-0.549957,-1.41995,-0.0862021,-1.45513,-0.906872,0.60864,0.765171,0.594218,0.63627,0.709656,0.431652,0.599314,0.561547,0.644041,0.6477,0.718814,0.747713,0.426946,0.749379,0.594863,0.638985,0.662883,0.459866,0.685107,0.679352,0.521379,0.831891,0.642218,0.813202,0.816774,0.701627,0.69566,0.634126,0.80533,0.521537,0.810787,0.71236
-3909.78,0.832204,0.0808963,6,63,0,3926.39,0.442854,-0.530971,-0.249298,-0.425192,-0.252022,0.170384,-1.12557,0.670892,-0.941006,-1.73331,-0.797166,-0.485774,-0.578126,-0.135402,-0.294796,-0.882497,-0.751584,-0.633953,-1.03118,-1.0934,0.179763,-1.39228,-0.745996,-0.743303,-1.30825,-0.180135,-1.49631,-1.57237,-0.453659,-1.81325,-1.43382,-1.34934,-1.44381,-0.809259,-1.21547,-0.91157,-1.87405,-0.865665,-1.77761,-1.21273,0.00632966,-1.15145,-0.311882,-0.213875,-0.454146,0.746158,-0.361735,-0.0747415,-0.143086,0.00534861,-0.835327,-0.700525,0.745533,-0.939459,-0.430823,-0.676488,-0.892327,0.457509,-1.22413,-0.784873,0.0196997,-1.49391,-1.10138,-1.64324,-1.39888,-0.86283,-0.741524,-0.509497,-1.89488,-0.438887,-1.67523,-0.843387,0.498418,0.759776,0.577345,0.553266,0.611625,0.321659,0.58946,0.518677,0.535711,0.498663,0.69748,0.668304,0.321795,0.71899,0.60607,0.662954,0.70937,0.387577,0.77279,0.68673,0.495075,0.816665,0.750518,0.837976,0.802005,0.703252,0.677329,0.624689,0.869311,0.607994,0.842272,0.699178
-3904.56,0.943988,0.0808963,6,63,0,3932.26,-0.270935,0.267003,0.76026,0.529001,-0.2152,0.0415774,-0.800542,0.643754,-0.960279,-1.69797,-0.5311,-0.484985,-0.658895,0.398215,-0.548308,-1.03043,-0.662887,-0.511881,-1.05848,-0.96911,-0.124927,-1.55345,-0.720508,-1.01562,-1.5432,-0.314767,-1.78111,-1.65592,-0.721562,-1.96965,-1.46452,-1.34889,-1.48051,-0.994479,-0.994222,-0.890531,-1.93893,-0.394552,-1.72623,-1.17683,-0.39178,-1.33763,-0.357146,-0.181501,-0.585631,0.806635,-0.534157,-0.477209,-0.38372,-0.206412,-0.923839,-0.874064,0.474404,-1.05057,-0.439074,-0.738429,-0.967915,0.345937,-1.32857,-0.971173,-0.20114,-1.58074,-1.04158,-1.46078,-1.30307,-0.797238,-0.762186,-0.719869,-1.92156,-0.0988817,-1.60365,-0.826293,0.596711,0.7921,0.588349,0.545251,0.642362,0.308608,0.630452,0.617089,0.59477,0.551421,0.715824,0.705591,0.383574,0.740884,0.608038,0.676652,0.724704,0.414368,0.790604,0.725353,0.550116,0.82931,0.739154,0.811652,0.786351,0.689383,0.681828,0.672578,0.872313,0.5247,0.832528,0.695571
-3905.75,0.958424,0.0808963,6,63,0,3928.68,0.189302,-0.227616,-0.20188,-0.581569,-0.353705,0.174458,-0.95772,0.531551,-1.55531,-1.78122,-1.11496,-0.813738,-0.950733,-0.296826,-0.278165,-1.32956,-1.24997,-1.2122,-1.29417,-1.2388,0.261902,-1.05678,-0.422394,0.0449498,-1.22121,-0.950512,-1.06426,-1.5547,-0.462764,-1.30001,-0.884878,-0.768131,-0.734762,-0.518305,-0.827544,-0.0909186,-1.02692,0.233804,-1.26689,-0.740615,-0.334407,-1.00857,-0.542537,-0.34678,-0.756045,0.767092,-0.286757,-0.239888,-0.504616,-0.423617,-0.998613,-0.796073,0.642373,-0.834825,-0.458299,-0.210176,-0.98638,-0.469167,-1.03117,-0.927713,-0.211988,-1.26539,-0.900037,-1.66234,-1.15342,-1.01054,-0.838109,-0.202358,-1.60256,0.221707,-1.66961,-0.768654,0.582831,0.732741,0.632402,0.585836,0.680494,0.317109,0.571202,0.559686,0.623544,0.604349,0.730786,0.689134,0.34471,0.697374,0.61261,0.552351,0.728372,0.615186,0.737143,0.716611,0.552799,0.779953,0.710957,0.840551,0.760135,0.733127,0.698067,0.550418,0.832376,0.444799,0.841523,0.68323
-3913.9,0.823756,0.0808963,6,63,0,3932.73,-0.541649,0.260213,0.80054,-0.0953142,-0.061449,0.287152,-0.870433,0.688272,-0.873411,-1.44774,-0.806644,-0.237589,-0.885924,-0.689076,-0.343115,-0.660344,-1.26481,-1.0802,-1.06549,-1.46171,-0.243979,-1.63232,-1.29667,-0.757777,-1.48568,-1.2205,-1.57231,-1.85387,-0.906861,-2.09875,-0.624019,-1.4075,-0.920305,-0.399544,-1.3965,-1.0592,-1.61701,-0.094082,-1.7335,-0.709151,-0.165552,-1.0746,-0.211445,-0.431243,-0.870037,0.248354,-0.619386,-0.232126,-0.63957,-0.447452,-1.03208,-0.889041,0.596884,-0.818994,-0.271305,-0.28418,-0.926964,-0.362114,-1.04864,-0.713339,-0.0885306,-1.31798,-0.938623,-1.87482,-1.30501,-1.05388,-0.939777,-0.619999,-1.77214,0.105533,-1.85859,-0.769149,0.541294,0.745472,0.552665,0.606171,0.704753,0.438229,0.650079,0.557772,0.654656,0.610033,0.737319,0.708692,0.355057,0.694023,0.567413,0.570571,0.716459,0.589552,0.740514,0.671139,0.522118,0.788845,0.718821,0.867015,0.786677,0.741518,0.719055,0.650218,0.854724,0.473641,0.865132,0.683337
-3907.56,0.954714,0.0808963,6,63,0,3927.32,0.25804,-0.0186531,-0.45956,-0.473077,-0.161922,0.139084,-0.727501,0.460395,-1.46899,-2.01726,-1.14757,-0.571466,-0.854502,0.289621,-0.467517,-1.46722,-1.18993,-1.07303,-1.21568,-1.22677,0.402546,-0.929958,-0.461257,-0.146344,-0.710663,0.0899388,-1.13748,-0.922834,-0.410178,-1.59668,-0.724239,-1.28607,-1.00812,-0.755175,-0.993652,-0.473163,-1.43021,-0.236179,-1.672,-0.796691,-0.475492,-1.28819,-0.450935,-0.100773,-0.449231,1.27047,-0.214524,-0.593012,-0.414137,-0.277444,-0.764231,-0.589512,0.499396,-0.905674,-0.495799,-0.39968,-0.739702,0.232968,-1.25888,-0.653915,-0.3727,-1.65816,-0.707422,-1.67167,-1.17602,-1.01598,-0.797075,-0.322766,-1.61076,-0.0995222,-1.77338,-0.726552,0.616683,0.783841,0.610862,0.525172,0.610456,0.219177,0.553426,0.644056,0.602079,0.568919,0.682272,0.643253,0.377683,0.712114,0.621472,0.598611,0.676931,0.44202,0.778833,0.657892,0.592111,0.839991,0.669831,0.841799,0.764231,0.734188,0.689349,0.579998,0.833516,0.52486,0.854877,0.674048
-3907.33,0.940007,0.0808963,5,31,0,3928.38,0.254306,-0.154387,-0.0892225,-0.33984,-0.176854,0.111821,-0.767978,0.561089,-0.757737,-1.70761,-0.939207,-1.15876,-1.17366,-0.416553,-0.51982,-0.642713,-0.980303,-0.957025,-1.24379,-1.41798,0.301741,-1.45886,-0.665564,-0.734265,-1.05102,-0.450071,-0.810155,-1.53806,-0.263806,-1.51196,-1.05611,-0.929537,-1.38569,-0.468561,-1.11745,-0.740388,-1.27418,-0.0150935,-1.35755,-1.0471,0.0455661,-1.15302,-0.460144,-0.806201,-0.932647,0.332849,-0.40504,0.0703861,-0.414776,-0.369882,-0.952343,-1.00377,0.712532,-1.12732,-0.438372,-0.665865,-0.737644,0.0111576,-0.597649,-0.979419,0.0821369,-1.2741,-0.928498,-1.24145,-1.45983,-0.604083,-0.91377,-0.587145,-1.40222,0.16323,-1.39912,-0.901339,0.48861,0.760063,0.613048,0.691299,0.717612,0.417548,0.599898,0.482411,0.602232,0.59143,0.721586,0.731798,0.32904,0.755345,0.607871,0.660577,0.67648,0.497211,0.645118,0.726993,0.479477,0.781444,0.716771,0.775817,0.811507,0.64659,0.713771,0.64271,0.802536,0.459283,0.802045,0.711225
-3908.2,0.999704,0.0808963,5,63,0,3922.55,0.300086,0.00488437,0.0397127,-0.34234,-0.0245802,0.0117361,-0.95976,0.649585,-1.19808,-1.74708,-0.660259,-0.58156,-0.917429,0.750823,-0.351324,-0.949935,-0.946991,-0.856638,-1.22158,-1.35767,0.211293,-1.0772,-0.757125,-0.688422,-1.10614,-0.000805094,-1.42803,-0.939665,-0.618178,-1.83209,-0.943087,-1.43402,-1.19941,-1.07927,-0.678435,-0.216993,-1.44777,-0.216833,-1.47397,-0.905668,-0.806766,-1.38653,-0.314009,-0.241476,-0.596654,1.13084,-0.0442876,-0.567352,-0.588723,-0.495366,-0.893796,-1.02043,0.577631,-0.721878,-0.42011,-0.365867,-0.749539,0.372543,-1.08544,-0.556584,-0.260853,-1.48979,-0.959523,-1.51155,-1.24388,-1.12848,-0.695714,-0.241282,-1.50354,-0.233831,-1.51773,-0.923386,0.69142,0.800037,0.577864,0.560077,0.64489,0.244006,0.51107,0.638152,0.643072,0.62137,0.709673,0.735056,0.359478,0.67302,0.60351,0.59046,0.679078,0.407927,0.747523,0.635662,0.564846,0.816047,0.723026,0.81929,0.776239,0.755558,0.667237,0.56003,0.818102,0.558193,0.820204,0.715731
-3906.38,0.950623,0.0808963,6,63,0,3928.42,0.17527,0.342961,-0.350886,-0.567692,-0.0664189,0.0916708,-0.921661,0.560433,-1.31064,-1.78001,-1.20298,-1.04224,-1.18868,0.267416,-0.748814,-0.951028,-1.07921,-1.13907,-1.40061,-1.60966,0.373172,-1.24088,-0.146007,-0.590222,-0.766003,-0.320239,-0.766145,-1.03805,0.0300182,-1.44542,-0.725305,-0.884233,-1.07173,-0.210052,-0.698846,-0.520965,-1.41662,0.0860736,-1.38458,-0.545697,-0.379216,-0.991673,-0.393334,-0.429125,-0.567789,1.22827,-0.225001,-0.103161,-0.23709,-0.288833,-0.760773,-0.824367,0.389185,-1.25463,-0.14927,-0.752473,-0.836249,-0.285284,-0.874275,-0.916838,0.021677,-1.49435,-0.988002,-1.312,-1.4102,-0.621247,-0.783948,-0.625009,-1.72566,-0.0582268,-1.66114,-0.751902,0.593684,0.729418,0.597085,0.605665,0.638253,0.226485,0.556014,0.525767,0.558996,0.57171,0.681522,0.695163,0.403914,0.7781,0.537248,0.679717,0.697675,0.570841,0.705634,0.714397,0.494581,0.816731,0.728693,0.787847,0.803797,0.650502,0.68653,0.651357,0.848856,0.514553,0.840391,0.679593
-3899.54,0.945897,0.0808963,6,63,0,3922.47,0.237593,-0.266172,-0.248073,-0.791172,-0.119962,0.0790409,-0.666789,0.662021,-0.670648,-1.63898,-0.570632,-0.383878,-0.658725,0.392943,-0.13579,-0.621321,-0.734425,-0.66209,-0.865738,-1.00974,0.599254,-1.00972,-0.42451,-0.119896,-1.09891,-0.0440464,-0.970801,-1.00265,-0.16841,-1.56027,-0.855804,-0.950121,-0.912665,-0.309346,-0.675621,-0.0906067,-0.765517,0.54888,-0.902358,-0.767271,-0.212538,-1.35277,-0.332458,-0.24109,-0.588408,0.817683,-0.154289,-0.227589,-0.437602,-0.350604,-0.761209,-0.815552,0.761823,-0.900915,-0.383286,-0.192766,-1.0056,0.152736,-0.945921,-0.736601,-0.049827,-1.515,-1.26161,-1.65406,-1.45532,-0.896832,-1.02026,-0.469453,-1.34155,0.183854,-1.41974,-1.15758,0.552935,0.794583,0.582357,0.559982,0.643,0.306256,0.538496,0.556653,0.607687,0.586764,0.681616,0.693291,0.31825,0.711138,0.594665,0.548043,0.732158,0.46189,0.720294,0.676252,0.512454,0.819802,0.779303,0.83944,0.810816,0.710298,0.735022,0.615254,0.792744,0.454165,0.805297,0.760892
-3907.07,0.95969,0.0808963,4,15,0,3915.42,0.32887,-0.450447,-0.361638,-0.658225,-0.211156,0.0701222,-0.563424,0.626621,-0.894285,-1.67826,-0.505058,-0.286421,-0.85405,0.483358,-0.0548868,-0.696389,-0.551452,-0.86132,-0.772208,-0.74086,0.547066,-0.961936,-0.712222,-0.288485,-1.00346,0.112897,-0.824216,-0.856862,-0.393929,-1.62482,-0.923682,-1.13692,-0.765532,-0.382467,-0.925857,0.0378086,-0.740355,0.128754,-0.74358,-0.493676,-0.36621,-1.38376,-0.364113,-0.106359,-0.870555,0.883688,-0.15872,-0.212627,-0.307273,-0.591332,-0.728493,-0.677341,0.680889,-0.922745,-0.860996,-0.500077,-0.922553,0.30694,-0.86375,-0.609902,-0.337533,-1.69746,-1.06194,-1.79995,-1.14467,-0.771505,-1.16345,-0.260004,-1.24723,-0.0757257,-1.14723,-0.673646,0.590543,0.799594,0.590036,0.526565,0.704861,0.292414,0.539597,0.552957,0.576219,0.643671,0.674475,0.663145,0.336063,0.715601,0.702869,0.622477,0.715562,0.423862,0.703444,0.647918,0.583591,0.845203,0.743061,0.858143,0.758536,0.683846,0.761959,0.564637,0.776821,0.518922,0.759004,0.662319
-3903.23,0.966563,0.0808963,6,63,0,3923.9,-0.267895,-0.0756347,0.481173,-0.00917482,-0.163441,0.00984386,-0.493017,0.485184,-0.479857,-1.28459,-0.0937638,-0.051738,-0.736818,0.795716,-0.135541,-0.504249,-0.252521,-0.311985,-0.557747,-0.346243,0.306034,-1.47719,-0.434171,-0.652538,-0.740633,-0.215354,-1.25296,-1.06133,-0.45429,-1.59478,-0.666826,-0.9755,-1.13875,-0.597957,-0.909518,-0.0418117,-1.41727,-0.0421131,-1.39265,-0.502081,-0.453836,-1.39493,-0.367393,-0.161791,-1.04345,0.678426,-0.465337,-0.468095,-0.446243,-0.485731,-0.817769,-0.679801,0.559392,-1.29708,-0.443983,-0.622108,-0.483801,0.0846163,-1.08936,-0.764833,-0.260861,-1.50124,-0.840411,-1.55528,-1.49878,-0.921223,-1.29329,-0.472197,-1.92061,-0.355824,-1.81609,-0.752388,0.611551,0.801378,0.590829,0.54036,0.739515,0.336613,0.61428,0.614933,0.609746,0.6191,0.693763,0.663694,0.363688,0.785343,0.609208,0.650698,0.618645,0.478859,0.74826,0.682402,0.564848,0.817759,0.698552,0.825675,0.817393,0.715291,0.784704,0.615904,0.872207,0.588029,0.860096,0.679699
-3906.56,0.907338,0.0808963,6,63,0,3924.54,-0.0786581,0.119194,-0.194016,-0.565805,-0.182686,0.216689,-1.01235,0.699684,-1.39503,-1.88047,-1.35365,-1.06887,-0.734851,-0.501849,-0.239823,-1.28799,-1.48291,-1.20114,-1.43775,-1.72844,0.272754,-1.30065,-0.531559,-0.168079,-0.85738,-0.174589,-0.910021,-1.36231,-0.118711,-1.9196,-0.92858,-0.867086,-0.691896,-0.348365,-0.805625,-0.710358,-1.21242,0.0468868,-1.3761,-1.06922,-0.324375,-1.16792,-0.617924,-0.76736,-0.44739,0.614309,-0.183936,-0.411692,-0.657873,-0.353775,-1.09819,-1.0597,0.456251,-1.19902,-0.436534,-0.439445,-0.875685,0.0610097,-1.03253,-0.924909,-0.00219962,-1.91473,-1.25169,-1.64422,-1.22341,-1.04446,-0.746614,-0.703448,-1.69843,-0.021475,-1.7728,-1.2724,0.58039,0.762769,0.649746,0.68295,0.610018,0.351077,0.545855,0.601493,0.658782,0.587533,0.74992,0.742633,0.387875,0.768351,0.607433,0.608127,0.705927,0.484752,0.737406,0.716041,0.50055,0.87155,0.777592,0.838108,0.772663,0.73971,0.67844,0.668952,0.845329,0.505369,0.854805,0.781154
-3911.34,0.949583,0.0808963,5,63,0,3929.29,-0.444667,0.465169,0.136774,-0.0999081,-0.276124,0.209302,-0.712391,0.575777,-1.64375,-2.35418,-1.18535,-0.392843,-1.18726,-0.519726,-0.706794,-1.39239,-1.22382,-1.11904,-1.367,-1.40321,0.416395,-1.45422,-0.519616,-0.317123,-0.984736,-0.109962,-0.886139,-1.44403,-0.498156,-1.66076,-0.475036,-0.651401,-0.71368,-0.0941079,-0.977202,-0.414757,-0.854297,-0.303444,-0.978466,-0.527015,-0.420898,-1.55438,-0.468737,0.0221049,-0.911749,0.65368,-0.663089,-0.345094,-0.372214,-0.233685,-1.01275,-0.787854,0.561559,-1.43281,-0.626393,-0.741255,-1.02637,0.11395,-1.08528,-1.03332,-0.45424,-1.78559,-0.652109,-1.51471,-1.20575,-0.716728,-0.931362,-0.447666,-1.39581,-0.331909,-1.38498,-0.641034,0.603698,0.825545,0.615085,0.494474,0.713358,0.342161,0.659954,0.585427,0.591994,0.558157,0.733557,0.68737,0.363187,0.807339,0.651671,0.67727,0.736213,0.471543,0.747491,0.737559,0.611647,0.856386,0.657486,0.819758,0.769546,0.671886,0.717352,0.610084,0.801518,0.582224,0.799789,0.654987
-3912.52,0.994117,0.0808963,6,63,0,3936.96,-0.37005,0.493548,0.493324,-0.348776,-0.108191,0.178776,-0.731383,0.603615,-1.21705,-1.75036,-1.18919,-1.18737,-0.784424,-0.368,-0.0624934,-1.06872,-1.43929,-1.31966,-1.27699,-1.61837,-0.138945,-1.33171,-1.08305,-0.720578,-1.15944,-0.692248,-1.1979,-1.54975,-0.576122,-1.89201,-0.691024,-0.635073,-0.778024,0.185034,-0.586403,-0.124027,-1.05942,0.73911,-1.1205,-0.513922,-0.332147,-1.12798,-0.502646,-0.909318,-0.464243,0.594298,0.0700954,-0.349368,-0.699851,-0.566991,-0.925957,-0.971494,0.355381,-0.885876,-0.590671,-0.546081,-0.835076,-0.167067,-0.935243,-0.854612,-0.121468,-1.50348,-1.16909,-1.38202,-1.37951,-0.564371,-0.686823,-0.255302,-1.58351,0.512808,-1.5917,-0.870512,0.582282,0.755466,0.623081,0.712861,0.61402,0.355649,0.482483,0.586464,0.668155,0.638069,0.716254,0.725417,0.412078,0.708038,0.643519,0.633226,0.697427,0.54167,0.718138,0.701534,0.53033,0.818093,0.76298,0.799315,0.798912,0.637463,0.66526,0.563481,0.829702,0.374535,0.830855,0.704852
-3910.02,0.938522,0.0808963,6,63,0,3930.49,0.334909,-0.189748,0.13383,0.120722,-0.194748,0.0809327,-1.24334,0.497277,-1.23481,-2.04855,-0.896807,-0.512123,-1.20147,-0.10449,-0.778662,-1.20375,-0.789229,-0.679324,-1.14294,-1.09817,0.195492,-1.74513,-0.560278,-0.643464,-1.28973,-0.571367,-1.26852,-1.37563,-0.6637,-1.9581,-1.42172,-1.91162,-1.75458,-1.51449,-1.81975,-1.05176,-2.02434,-0.912855,-1.85279,-1.62019,-0.4417,-1.48712,-0.460745,-0.0887617,-0.943138,0.587061,-0.617136,-0.467772,-0.257954,-0.124246,-0.829067,-0.733519,0.850395,-1.17751,-0.149752,-0.323394,-0.69989,0.139077,-0.78976,-0.600124,-0.0802058,-1.49362,-0.773583,-1.74747,-1.32861,-1.11391,-1.21445,-0.501997,-1.69992,-0.293274,-1.43315,-0.994262,0.608664,0.815646,0.613191,0.522176,0.719733,0.357309,0.649567,0.614856,0.564133,0.531022,0.696158,0.675577,0.29935,0.764499,0.537368,0.580151,0.668163,0.465287,0.68778,0.645685,0.520041,0.816621,0.684296,0.851634,0.79061,0.752857,0.771086,0.622929,0.845524,0.572798,0.807392,0.729929
