# 0.167588, 0.0995757, 0.0870805, 0.0870888, 0.0133486, 0.00626059, 0.148095, 0.0199517, 0.213539, 0.198494, 0.193312, 0.21947, 0.194355, 0.208643, 0.207297, 0.21752, 0.197412, 0.193322, 0.186417, 0.194589, 0.186859, 0.181208, 0.199885, 0.199166, 0.190209, 0.189518, 0.190132, 0.191845, 0.181763, 0.189714, 0.210391, 0.20443, 0.188611, 0.205077, 0.196623, 0.196618, 0.179759, 0.186031, 0.180885, 0.19002, 0.218338, 0.642953, 0.218325, 0.219887, 0.219608, 0.220039, 0.218811, 0.21884, 0.219511, 0.220592, 0.220287, 0.218714, 0.219589, 0.22048, 0.220089, 0.219855, 0.220802, 0.218896, 0.220372, 0.220336, 0.220746, 0.220484, 0.219258, 0.218537, 0.220858, 0.220348, 0.220711, 0.219548, 0.219288, 0.219482, 0.221283, 0.219387, 0.219508, 0.219699
112.596,0.830558,0.00313476,7,203,1,-83.9738,0.0296288,0.113086,0.293354,-0.012315,-0.36127,0.12073,-1.74027,0.549113,-2.51803,-2.35784,-1.56938,-1.61254,-1.37424,-0.752939,-0.757332,-1.96366,-1.64494,-1.3989,-1.97721,-1.99181,-0.738326,-2.23437,-1.44946,-1.06272,-1.9676,-1.24603,-1.77808,-2.66767,-1.76692,-2.6561,-1.93159,-1.96587,-1.72568,-1.43304,-1.81894,-1.03204,-1.87752,-0.581925,-1.90716,-1.62799,0.547569,0.00582052,0.540003,0.545338,0.549263,0.542659,0.543113,0.551733,0.542397,0.539619,0.537433,0.548163,0.552606,0.540108,0.548838,0.545706,0.54833,0.546205,0.545981,0.542016,0.544028,0.546095,0.543769,0.548051,0.550955,0.548891,0.553905,0.537902,0.547713,0.554471,0.544241,0.54883,0.544982,0.550173,-1.26154,-1.50174,-0.975246,-0.953744,-1.051,0.285742,-0.58426,-0.78375,-0.874172,-0.58398,-1.55094,-1.53014,-0.128806,-1.78675,-1.32268,-1.04493,-1.44938,-0.533477,-1.46591,-1.86383,-1.28987,-2.39984,-1.58657,-2.51869,-1.79278,-1.51784,-1.6416,-0.957735,-2.16242,-0.348688,-2.01544,-1.35357
120.397,0.499941,0.00313476,9,511,0,-79.9809,6.55337e-05,0.0377783,0.311774,-0.133849,-0.298943,0.143684,-1.59402,0.434509,-2.16637,-2.15849,-1.65866,-1.26813,-1.34966,-1.01129,-0.98881,-1.52326,-1.23587,-1.27306,-1.43817,-1.8251,-1.09096,-1.93233,-1.72864,-1.28456,-1.57729,-1.3944,-1.95191,-2.09544,-1.49309,-2.54365,-1.93713,-1.5884,-1.77542,-1.2183,-1.39253,-1.19428,-1.63474,-0.745167,-1.95153,-1.50253,0.52224,0.00511863,0.524452,0.518959,0.519998,0.520164,0.51808,0.523374,0.522977,0.521352,0.527834,0.52675,0.520883,0.516483,0.525377,0.512228,0.528049,0.520359,0.523553,0.518167,0.524362,0.515272,0.52118,0.524497,0.5201,0.526529,0.52556,0.515828,0.525348,0.526433,0.519321,0.515279,0.528748,0.521879,-1.07555,-1.44278,-1.11593,-0.803239,-1.11865,-0.0569238,-0.925846,-0.539598,-0.546985,-0.547634,-1.12191,-1.39198,-0.454449,-1.42979,-1.44781,-1.18149,-1.06011,-0.672638,-1.60524,-1.25436,-0.966194,-2.19945,-1.75595,-2.15017,-1.93527,-1.43658,-1.21876,-1.10577,-1.93104,-0.568933,-2.10167,-1.33601
116.095,0.0622492,0.00313476,9,1023,0,-69.3337,-0.0598117,-0.0446427,0.401595,-0.144468,-0.324969,0.162897,-1.45924,0.441334,-1.9386,-1.80312,-1.73708,-1.18302,-1.39777,-0.888955,-1.00459,-1.5323,-1.30315,-1.2275,-1.66537,-1.53423,-0.944664,-1.99464,-1.51254,-1.21463,-1.7223,-1.25432,-1.95476,-2.07989,-1.61623,-2.44286,-1.81731,-1.74348,-1.44728,-1.41582,-1.48397,-0.964871,-1.51432,-0.845818,-2.0561,-1.65004,0.497266,0.00438463,0.503226,0.492537,0.496321,0.494045,0.490517,0.498161,0.494792,0.500869,0.496577,0.493139,0.501007,0.492504,0.499214,0.494865,0.504529,0.501416,0.494834,0.499572,0.491284,0.506924,0.48842,0.49334,0.492471,0.499562,0.492119,0.493067,0.499772,0.489651,0.492394,0.494632,0.497165,0.503394,-0.878305,-1.15728,-1.27258,-0.823254,-1.28554,0.0297205,-1.08174,-0.595186,-0.679775,-0.564397,-1.46046,-1.18888,-0.23654,-1.43215,-1.18435,-1.09308,-1.1506,-0.453514,-1.56841,-1.14267,-1.02726,-2.05249,-1.67251,-2.4063,-1.67319,-1.71195,-1.32711,-0.90069,-1.88185,-0.692978,-2.26475,-1.51446
108.589,0.0258683,0.00313476,8,511,0,-80.8003,-0.182254,0.111919,0.48387,-0.0621842,-0.330055,0.173817,-1.5736,0.396065,-1.94072,-1.85976,-1.69045,-1.10352,-1.47917,-0.90728,-1.17166,-1.48577,-1.36153,-1.19795,-1.66513,-1.64988,-0.919512,-2.02822,-1.35376,-1.12613,-1.65331,-1.40918,-2.07094,-2.15921,-1.68497,-2.37844,-1.75166,-1.77517,-1.50003,-1.61638,-1.45001,-0.917867,-1.57873,-0.782162,-2.17741,-1.79519,0.504304,0.00499759,0.497512,0.506787,0.503378,0.511455,0.505106,0.502672,0.505562,0.510223,0.499556,0.501903,0.498713,0.514482,0.503242,0.50682,0.493721,0.5071,0.503376,0.493628,0.500937,0.505884,0.505108,0.501517,0.505678,0.511647,0.506907,0.504834,0.505414,0.503422,0.50544,0.507913,0.507337,0.497463,-0.802961,-1.15131,-1.15781,-0.702367,-1.32106,0.095011,-1.21426,-0.481493,-0.667531,-0.463608,-1.41289,-1.23826,-0.229081,-1.48571,-1.04084,-1.03983,-1.1098,-0.624622,-1.71569,-1.22772,-1.11556,-2.01074,-1.63319,-2.47696,-1.75807,-1.95411,-1.29417,-0.856159,-1.97223,-0.638779,-2.40955,-1.67771
113.013,0.849934,0.00313476,9,511,0,-68.4295,-0.190377,0.305016,0.218405,0.223658,-0.278443,0.159977,-1.5423,0.418548,-2.2774,-2.04246,-1.74697,-1.25066,-1.45974,-0.812125,-1.04286,-1.5884,-1.40836,-1.2287,-1.73191,-1.77955,-0.649449,-1.74723,-1.26741,-1.01309,-1.28674,-1.02525,-1.72119,-2.20091,-1.58457,-2.176,-2.49665,-2.08873,-2.0675,-1.66216,-1.62874,-1.39145,-1.58022,-1.08153,-2.31349,-1.83004,0.520981,0.00541532,0.515848,0.515795,0.518195,0.526752,0.517525,0.520299,0.515285,0.527957,0.514099,0.514974,0.509888,0.52593,0.520978,0.525208,0.514552,0.515598,0.522036,0.516667,0.516011,0.519118,0.523654,0.517867,0.519851,0.5191,0.527552,0.526078,0.525744,0.517469,0.522563,0.516414,0.527065,0.527228,-1.10356,-1.24414,-1.08363,-0.738262,-1.13904,0.26077,-0.904824,-0.54051,-0.608881,-0.395192,-1.3318,-1.21831,-0.266726,-1.48929,-1.18982,-1.15336,-1.0413,-0.563118,-1.63457,-1.60148,-1.30394,-2.06554,-2.14386,-2.42795,-2.03235,-1.70758,-1.20441,-1.04654,-1.64601,-0.681057,-2.24315,-1.46475
115.752,0.363911,0.00313476,9,767,0,-81.4625,-0.281907,0.195306,0.350305,0.336237,-0.337007,0.186823,-1.62199,0.411001,-2.29316,-2.00124,-1.58612,-1.30905,-1.26603,-0.741777,-0.995534,-1.57843,-1.23309,-1.51065,-1.72421,-1.65777,-0.367957,-1.83923,-1.34375,-0.970211,-1.56555,-1.0959,-1.47414,-2.05194,-1.69121,-2.10407,-2.52908,-1.78321,-1.92628,-1.48619,-1.5906,-1.3801,-1.74563,-1.06365,-2.32362,-1.75049,0.492623,0.00459075,0.496231,0.492804,0.493478,0.490418,0.495144,0.489379,0.486823,0.490489,0.499634,0.492913,0.49682,0.494158,0.496114,0.480715,0.485567,0.495252,0.495988,0.489484,0.488874,0.490651,0.485303,0.490213,0.496231,0.493516,0.491248,0.489918,0.487374,0.490721,0.49935,0.482935,0.489988,0.490353,-1.11819,-1.27397,-1.02901,-0.914235,-1.11003,0.304219,-1.05382,-0.549089,-0.511217,-0.747594,-1.4721,-1.22423,0.116136,-1.50617,-1.23578,-1.11231,-1.24082,-0.515692,-1.34164,-1.31238,-1.33069,-1.9495,-2.09484,-2.18652,-1.8765,-1.52712,-1.09019,-0.975803,-1.82481,-0.585299,-2.23805,-1.30793
114.908,0.144568,0.00313476,12,4095,0,-67.4917,-0.0945636,0.561781,0.647803,-0.225266,-0.172279,0.188678,-1.60556,0.528624,-2.28398,-2.52972,-1.83942,-1.35683,-1.51462,-0.963002,-1.01761,-1.68834,-1.46347,-1.53466,-1.70671,-2.2682,-0.832522,-2.04325,-1.70705,-1.43174,-1.83926,-1.26401,-2.04196,-2.20701,-1.47843,-2.83831,-1.47368,-1.59248,-1.83391,-1.13424,-1.39955,-0.749101,-1.67863,-0.291093,-1.78103,-1.50545,0.239588,0.00500594,0.248878,0.236917,0.23391,0.241905,0.242332,0.240928,0.238806,0.241115,0.240901,0.243587,0.242569,0.232657,0.241032,0.236312,0.233069,0.235499,0.248368,0.244832,0.237521,0.239828,0.235221,0.240036,0.247504,0.234326,0.235358,0.23886,0.246295,0.238807,0.238665,0.228113,0.234134,0.229076,-0.892323,-1.46011,-0.763612,-0.64351,-0.830211,0.455896,-0.535918,-0.464305,-0.303442,-0.353573,-0.973163,-1.25557,0.119568,-1.16837,-0.854059,-0.892935,-1.06181,-0.26279,-1.36277,-1.03114,-0.589508,-2.05468,-1.50613,-2.05309,-2.06289,-1.50276,-1.11864,-0.517331,-1.88037,-0.11464,-1.89854,-1.44046
114.591,0.857727,0.00313476,6,91,1,-87.4814,9.21103e-05,0.439551,0.692046,-0.0252152,-0.169094,0.203366,-1.7416,0.435602,-2.04423,-2.13628,-1.50105,-1.32292,-1.65125,-0.861732,-0.851455,-1.51879,-1.44108,-1.48248,-2.01273,-2.01715,-0.904431,-2.19322,-1.82097,-1.60596,-1.87104,-1.29964,-1.85555,-2.46321,-1.63589,-2.48188,-1.58734,-1.939,-1.838,-1.30812,-1.50008,-1.49927,-1.92654,-0.638642,-2.031,-1.5328,0.134595,0.00569091,0.126809,0.140157,0.139329,0.130613,0.130544,0.127542,0.134039,0.132232,0.133057,0.131118,0.135195,0.139455,0.131537,0.13404,0.143436,0.139042,0.12455,0.132498,0.135201,0.133873,0.137807,0.128187,0.126652,0.137409,0.140198,0.135409,0.129804,0.131527,0.136183,0.142716,0.139492,0.143399,-0.642705,-1.06902,-0.409545,-0.641722,-0.980253,0.584705,-0.397603,-0.29997,-0.266897,-0.287632,-1.29351,-0.987641,0.215539,-1.14904,-0.780093,-0.909808,-0.940662,-0.131447,-1.02162,-1.10542,-0.577927,-1.52725,-1.31222,-2.08412,-1.75578,-1.38104,-0.862868,-0.910284,-1.7994,-0.122127,-1.82119,-1.14387
107.51,0.655592,0.00313476,9,1023,0,-65.2765,-0.00833997,0.632196,0.961273,0.225825,-0.286778,0.127909,-1.44272,0.532761,-2.34674,-2.24245,-1.88921,-1.37355,-1.38351,-0.856905,-1.19296,-1.69149,-1.5483,-1.35556,-1.57649,-2.11114,-0.880919,-2.18498,-1.7701,-1.61087,-2.12799,-1.29084,-2.24496,-2.49526,-1.74821,-3.3236,-1.88055,-1.96498,-1.75323,-1.42906,-1.45359,-0.615638,-1.75191,-0.510144,-2.14694,-1.47865,0.131367,0.00506635,0.125352,0.140037,0.126473,0.127217,0.123884,0.124973,0.132363,0.120997,0.130365,0.127189,0.134982,0.132639,0.12735,0.128483,0.132613,0.13618,0.117058,0.129344,0.133465,0.130763,0.132388,0.125225,0.127734,0.128469,0.134604,0.13438,0.128389,0.128215,0.129703,0.137359,0.138808,0.138149,-0.742548,-0.988159,-0.810794,-0.340028,-0.58428,0.606467,-0.545011,-0.180153,-0.329671,-0.101883,-0.695471,-1.13787,0.363614,-1.06897,-0.876695,-0.868126,-0.987999,0.0354795,-1.26854,-1.0644,-0.608835,-2.35948,-1.37085,-2.168,-1.57068,-1.29263,-0.980787,-0.224619,-1.71018,-0.0250403,-1.965,-0.992931
116.211,0.552991,0.00313476,9,511,0,-78.6846,0.166277,0.349574,0.564285,0.448524,-0.205962,0.0392463,-1.42933,0.648646,-1.94763,-1.85341,-1.31329,-1.23265,-1.57492,-0.462601,-1.03011,-1.48618,-1.39218,-1.01831,-1.73983,-1.87742,-0.575031,-1.94433,-1.32483,-1.32737,-1.85272,-1.01289,-2.03659,-2.00907,-1.7693,-2.78469,-2.13611,-2.25828,-2.23494,-1.82992,-1.50566,-1.12524,-2.02594,-0.942691,-2.65109,-1.787,0.226453,0.00524224,0.224225,0.232962,0.233807,0.224315,0.224371,0.232253,0.22556,0.21491,0.229302,0.225693,0.219271,0.232134,0.228476,0.23012,0.228614,0.228584,0.2242,0.23433,0.228529,0.236351,0.22792,0.231167,0.219968,0.22929,0.22981,0.23407,0.22968,0.231933,0.231548,0.228294,0.224886,0.221753,-0.885563,-0.990019,-0.628826,-0.42258,-0.985731,0.445715,-0.496952,-0.438185,-0.607021,-0.20798,-1.09191,-1.26848,0.259722,-1.20188,-0.794875,-0.800384,-1.04043,-0.119402,-1.34177,-1.09311,-1.01007,-2.15133,-1.36406,-1.9981,-1.69784,-1.27334,-0.917954,-0.596278,-1.6426,-0.293539,-2.16706,-1.0848
120.621,0.770647,0.00313476,9,1023,0,-78.364,-0.0565635,-0.0384263,0.0497019,-0.312094,-0.26788,0.126723,-0.795547,0.440812,-1.40964,-1.49691,-0.907672,-0.763364,-0.46022,-0.0714078,-0.556127,-0.922914,-0.849908,-0.327017,-1.00568,-1.16812,0.0390349,-1.20236,-0.736366,-0.517342,-0.998515,-0.375617,-0.922712,-1.33003,-0.63567,-1.47411,-1.36291,-1.42417,-1.09825,-0.653382,-0.894567,-0.408846,-1.02463,0.153816,-1.55086,-0.809067,0.0215757,0.00650893,0.0212707,0.0209157,0.0129883,0.0270359,0.0102077,0.0179732,0.0299501,0.0233361,0.0211861,0.0259138,0.0160972,0.00970537,0.0202075,0.0187225,0.0204586,0.0234336,0.0210035,0.0215765,0.0184886,0.0167815,0.0245574,0.02322,0.0354357,0.0260022,0.0246785,0.0174273,0.0317673,0.0153421,0.0166718,0.0237836,0.0212167,0.0176654,-0.567168,-0.988524,-0.556329,-0.475684,-0.384149,0.646764,-0.628607,-0.174425,-0.367598,0.188035,-0.853213,-0.915004,0.319042,-1.0424,-0.777107,-0.713303,-0.823402,-0.0192124,-0.900394,-0.86873,-0.453888,-1.45603,-1.45137,-2.17838,-1.4923,-1.09776,-0.995759,-0.586435,-1.54298,0.056869,-1.93824,-0.912684
116.062,0.893697,0.00313476,9,511,0,-75.6083,-0.130083,0.0807177,0.0428571,-0.215878,-0.24645,0.150505,-0.755109,0.427951,-1.50007,-1.63681,-0.918154,-0.529579,-0.540251,-0.0115171,-0.736313,-0.871263,-0.766105,-0.669618,-1.09664,-1.05143,0.0567036,-1.23535,-0.899276,-0.480494,-0.883894,-0.29836,-0.889297,-1.37286,-0.667631,-1.57143,-1.41894,-1.2361,-0.935667,-0.525503,-1.03523,-0.340228,-1.0359,0.0863899,-1.45511,-0.668085,-0.0101518,0.00636096,-0.00740282,-0.0133174,-0.0034657,-0.0117357,-0.00275271,-0.00481067,-0.0150276,-0.00877736,-0.0127696,-0.0153708,-0.0155974,0.000553601,-0.015683,-0.0197251,-0.00915526,-0.0149192,-0.0154186,-0.0118681,-0.00168712,-0.0160294,-0.00291338,-0.0158409,-0.0187276,-0.0145377,-0.00809637,-0.00764593,-0.0147836,-0.00771598,-0.000999809,-0.0223075,-0.0062542,-0.00279341,-0.585209,-1.06323,-0.455132,-0.226889,-0.39832,0.822909,-0.764969,-0.076786,-0.182592,-0.0559829,-0.88442,-0.678774,0.301238,-1.10127,-0.91591,-0.707772,-0.769783,0.0164603,-0.915758,-0.92762,-0.513464,-1.56787,-1.4732,-1.90285,-1.27107,-0.941123,-0.999437,-0.374725,-1.45173,0.0921633,-1.75046,-0.702368
107.663,0.969773,0.00313476,9,511,0,-75.2947,0.0561801,-0.232815,0.220962,-0.356851,-0.264057,0.153835,-0.943502,0.463013,-1.3877,-1.44467,-0.584859,-0.332126,-0.327076,0.131275,-0.400431,-0.781537,-0.684252,-0.356433,-0.819699,-0.993355,-0.197252,-1.3969,-0.98517,-0.635838,-1.37252,-0.360653,-1.28512,-1.59567,-1.24026,-2.40516,-1.1119,-1.21858,-1.24692,-0.586942,-0.910168,-0.28001,-0.891179,0.00817301,-1.50055,-0.740957,-0.0753,0.00645371,-0.0792962,-0.0779621,-0.0741976,-0.0789905,-0.0834171,-0.0663395,-0.0694229,-0.0737886,-0.076793,-0.076141,-0.0791399,-0.0785196,-0.0771097,-0.0720562,-0.0861897,-0.0706045,-0.0616075,-0.0799344,-0.0834332,-0.0680053,-0.065044,-0.0655957,-0.070503,-0.0839305,-0.0720357,-0.0748966,-0.0740114,-0.0820651,-0.0839459,-0.0776447,-0.0675425,-0.0879313,-0.553492,-0.968704,-0.234768,-0.131554,-0.306171,0.871881,-0.554878,-0.0688893,-0.205063,0.15503,-0.723487,-0.740087,0.420507,-0.897483,-0.654661,-0.516174,-0.887075,0.332413,-0.950292,-0.770282,-0.719319,-2.04559,-1.10745,-1.87037,-1.54369,-0.962248,-0.831506,-0.276655,-1.28156,0.0620977,-1.76183,-0.722527
91.8584,0.985937,0.00313476,10,1535,0,-54.9796,-0.373533,0.295869,0.123247,0.116887,-0.444617,0.179447,-0.386258,0.589922,-1.86065,-1.57093,-0.743625,-0.38518,-0.269556,-0.171949,0.0907466,-1.03825,-0.568177,-0.754533,-0.771386,-1.132,0.71747,-0.540356,0.173128,0.242421,-0.59358,0.277763,-0.331627,-0.910013,-0.287849,-1.39382,-1.03116,-0.978747,-0.868679,-0.211241,-0.477193,-0.0524106,-0.662952,0.109519,-1.09029,-0.848755,-0.333732,0.0128423,-0.335175,-0.348569,-0.338797,-0.326988,-0.350358,-0.330593,-0.310018,-0.329786,-0.33293,-0.338789,-0.343375,-0.330351,-0.336625,-0.32596,-0.314784,-0.315459,-0.338431,-0.344074,-0.348454,-0.335018,-0.329992,-0.339919,-0.346737,-0.344025,-0.3255,-0.334908,-0.323284,-0.341343,-0.354762,-0.340465,-0.323162,-0.345885,-0.474998,-0.708903,-0.173129,0.172296,-0.0941829,0.976513,0.0504433,0.222297,0.219694,0.0876806,-0.469212,-0.724536,0.881553,-0.575532,-0.226037,-0.352607,-0.572715,0.568648,-0.564364,-0.475909,-0.286796,-1.66449,-0.853625,-1.9062,-1.19835,-0.593556,-0.413437,-0.115457,-1.22981,0.211201,-1.43977,-0.72726
85.2801,0.999204,0.00313476,10,2047,0,-44.966,-0.574398,-0.116608,0.0138932,-0.136066,-0.480368,0.257515,-0.548429,0.510821,-1.6023,-1.04358,-0.667001,-0.191246,-0.0239246,-0.0769754,0.376569,-0.834609,-0.32506,-0.341268,-0.463366,-0.876645,0.521417,-0.839706,0.03511,0.184127,-0.568505,0.0833825,-0.644617,-0.893419,-0.229105,-1.02246,-0.8616,-0.506354,-0.704852,-0.176364,-0.453081,-0.0503642,-0.429386,0.278587,-0.77358,-0.729793,-0.13843,0.0183102,-0.129251,-0.166791,-0.150105,-0.149072,-0.155666,-0.146784,-0.158879,-0.133771,-0.132029,-0.118088,-0.134645,-0.140217,-0.160395,-0.152992,-0.138502,-0.159906,-0.119497,-0.123765,-0.144396,-0.147793,-0.144125,-0.134222,-0.1702,-0.102684,-0.154549,-0.140264,-0.127649,-0.141465,-0.118306,-0.109602,-0.116795,-0.117684,-0.521412,-0.59206,-0.466813,-0.196041,-0.377908,0.811291,-0.274072,0.0474759,0.109981,0.152487,-0.680352,-0.852597,0.535878,-1.04053,-0.495328,-0.685201,-0.772416,0.234841,-1.12252,-0.523587,-0.390783,-1.4777,-1.03933,-1.87792,-1.43057,-1.0226,-0.562826,-0.297107,-1.34773,0.14618,-1.45707,-0.904433
78.8327,0.997491,0.00313476,9,511,0,-49.7945,-0.385892,-0.151466,0.289973,-0.08668,-0.35898,0.0844638,-0.547369,0.672492,-1.00143,-1.24648,-0.258403,-0.497419,-0.119216,0.761146,-0.00156681,-0.588274,-0.249646,-0.158284,-0.543397,-0.73623,0.331735,-0.563415,-0.575855,-0.117152,-0.897605,-0.685408,-0.873091,-1.43222,-0.698165,-1.36601,-0.781976,-0.782526,-0.953918,-0.69152,-0.326641,0.304433,-0.860922,0.394523,-1.01658,-0.638993,-0.0166219,0.0157056,-0.00508903,-0.0113966,-0.02713,-0.0157338,-0.0293028,0.000119293,-0.0233884,-0.0216848,-0.027404,-0.00634777,-0.0357358,-0.00792148,-0.0208596,0.00177748,-0.00244694,0.00571654,-0.0190609,-0.0126851,-0.0172811,-0.00645366,-0.0249451,-0.0331053,-0.00202837,-0.02996,0.0151954,-0.0135498,-0.0301705,-0.0116941,-0.0375708,-0.0279332,-0.0311919,-0.0149952,-0.53858,-1.14598,-0.453701,-0.521969,-0.512693,0.972073,-0.508759,-0.166012,-0.269438,-0.1342,-0.834495,-1.06316,0.449535,-0.606496,-0.973237,-0.551833,-0.835017,-0.465229,-1.01526,-1.15683,-0.711995,-1.59923,-0.964412,-1.85712,-1.54587,-1.26556,-0.782204,-0.253509,-1.7048,0.0300023,-1.68495,-0.927097
81.6177,0.9956,0.00313476,11,2559,0,-32.3907,0.0147206,-0.0692837,-0.229284,-0.464941,-0.224262,0.159154,-0.372415,0.429993,-0.796583,-1.06917,-0.283382,-0.382556,-0.111673,0.502979,0.0728281,-0.600599,-0.452677,-0.24441,-0.453882,-0.808701,0.683642,-0.11486,-0.390605,0.10967,-0.22033,-0.106027,-0.385696,-0.76526,-0.206156,-1.01208,-0.214046,-0.591572,-0.529873,-0.124182,-0.230695,0.185259,-0.598185,0.36825,-0.922554,-0.145826,-0.527823,0.00969313,-0.543622,-0.532639,-0.542469,-0.533465,-0.5257,-0.513436,-0.535876,-0.524575,-0.537228,-0.546506,-0.535488,-0.528986,-0.530167,-0.517466,-0.515854,-0.513893,-0.519497,-0.515027,-0.530571,-0.529272,-0.526252,-0.519265,-0.520391,-0.548215,-0.497981,-0.529356,-0.511898,-0.542768,-0.541428,-0.523773,-0.528403,-0.503317,0.0928673,-0.512473,0.19491,-0.116758,0.0300371,1.34144,0.0371097,0.157107,0.135257,0.370934,-0.248214,-0.41264,0.815369,-0.0836387,-0.474335,-0.210137,-0.229484,0.0896574,-0.522766,-0.428695,-0.156661,-1.09963,-0.376626,-1.3115,-0.948284,-0.63779,-0.244738,0.107258,-1.06759,0.304695,-1.28232,-0.26803
82.864,0.884261,0.00313476,9,511,0,-39.6449,-0.164334,0.230209,0.35664,-0.231966,-0.24641,0.142849,-0.283478,0.497133,-0.841352,-0.814633,-0.32609,-0.101838,-0.285543,0.474058,0.490381,-0.287413,0.0214583,-0.0727865,-0.838756,-0.753145,0.469262,-0.974873,-0.331833,0.0305099,-0.747106,0.0878654,-0.785053,-0.940449,-0.489516,-1.34111,-0.792857,-0.483414,-0.616635,0.0508326,-0.0960218,0.3524,-0.251514,0.816785,-0.456481,-0.149009,-0.628056,0.0192067,-0.637474,-0.662265,-0.644376,-0.628465,-0.64394,-0.621055,-0.629302,-0.631072,-0.621796,-0.643478,-0.613018,-0.619444,-0.624223,-0.612529,-0.623298,-0.622149,-0.627941,-0.620869,-0.62039,-0.6308,-0.619361,-0.627239,-0.616304,-0.650338,-0.609177,-0.6281,-0.590465,-0.669808,-0.61112,-0.647528,-0.631632,-0.604657,0.165697,-0.141178,0.229195,0.316036,-0.0360347,1.39305,0.576963,0.606904,0.697214,0.633087,-0.518973,-0.288212,0.978011,-0.576555,-0.0918408,0.0751563,-0.361127,0.666889,-0.539623,-0.238654,-0.0711195,-1.0733,-0.905132,-1.20808,-1.01001,-0.415114,-0.14116,0.236988,-0.732938,0.749268,-0.817435,-0.248944
85.3958,0.958245,0.00313476,9,1023,0,-52.5795,0.0489006,-0.00160362,-0.273229,-0.587289,-0.00398706,0.210198,-0.219696,0.504489,-0.395944,-0.605674,-0.644231,0.158609,-0.0249287,0.511872,0.294745,0.153882,-0.0217104,-0.0444654,-0.800931,-0.883034,0.706742,-0.629229,-0.480661,0.261348,0.0792976,0.488796,-0.382582,-0.456457,-0.215817,-1.16515,-0.494022,-0.874838,-0.584819,-0.117093,-0.477767,-0.0190833,-0.552857,0.742114,-0.749691,-0.147761,-0.691343,0.0162528,-0.690456,-0.682388,-0.710931,-0.66789,-0.704078,-0.696547,-0.660298,-0.690932,-0.698997,-0.688447,-0.688999,-0.691584,-0.694622,-0.645872,-0.678485,-0.673893,-0.690427,-0.696627,-0.685085,-0.676066,-0.683926,-0.705316,-0.692181,-0.7137,-0.687894,-0.677075,-0.696964,-0.680603,-0.683023,-0.710112,-0.668401,-0.674675,0.290242,-0.132773,0.0346445,0.211601,0.233226,1.40452,0.342377,0.630357,0.659114,0.636847,-0.541639,-0.20562,0.903307,-0.434451,-0.0805589,0.242516,0.0659893,0.686498,-0.398165,-0.0488819,-0.0207144,-0.972487,-0.819928,-1.21065,-0.915273,-0.656608,-0.178927,0.27862,-0.67685,0.832705,-0.871734,-0.265581
92.6761,0.997803,0.00313476,9,1023,0,-46.9891,0.116032,0.0285876,-0.210628,-0.444899,-0.153575,0.116317,-0.368571,0.436752,-0.916649,-1.03759,-0.286953,-0.254409,-0.298012,0.484231,-0.00138936,-0.0828071,-0.314383,-0.158692,-0.623785,-0.877301,0.831339,-0.606529,-0.100311,0.292639,-0.244265,0.490042,-0.503577,-0.771118,-0.076037,-1.13465,-0.427166,-0.763522,-0.586038,-0.319958,-0.238752,0.217184,-0.553933,0.530154,-1.12312,-0.284188,-0.549012,0.0135614,-0.570632,-0.528582,-0.535994,-0.564809,-0.548726,-0.533946,-0.530444,-0.559366,-0.549461,-0.531087,-0.556043,-0.545329,-0.542722,-0.513103,-0.549272,-0.536582,-0.559008,-0.570777,-0.553854,-0.543868,-0.542008,-0.572862,-0.570028,-0.5752,-0.581316,-0.541996,-0.558318,-0.539899,-0.549015,-0.549928,-0.550524,-0.549205,-0.103585,-0.459726,0.24455,0.109595,-0.0116566,1.2697,0.156135,0.632711,0.292202,0.466665,-0.293631,-0.402111,0.988539,-0.518156,-0.0833282,0.1333,-0.190868,0.69104,-0.537777,-0.466317,0.0248505,-1.12762,-0.551728,-1.26976,-0.885794,-0.692232,-0.239613,0.172525,-0.881281,0.488059,-1.37539,-0.373773
84.1751,0.94087,0.00313476,10,1535,0,-50.9815,-0.254607,0.0723503,-0.328642,-0.133431,-0.247862,0.152719,-0.43921,0.519518,-1.19935,-1.10252,-0.512057,-0.310275,-0.429834,0.164943,0.0108177,-0.713448,-0.411367,-0.231075,-0.593191,-0.970185,0.878337,-0.453828,-0.437202,0.191513,-0.411507,0.463966,-0.28486,-0.793189,-0.0284463,-0.781853,-1.01689,-1.01726,-0.876808,-0.474707,-0.366014,-0.130346,-1.1226,0.170361,-1.02824,-0.537661,-0.183761,0.0201644,-0.179747,-0.174941,-0.185818,-0.182757,-0.145974,-0.226263,-0.196687,-0.168024,-0.179252,-0.163037,-0.198982,-0.191023,-0.176573,-0.204471,-0.151289,-0.17999,-0.154832,-0.18201,-0.178383,-0.174075,-0.179994,-0.167757,-0.163557,-0.150878,-0.157951,-0.183223,-0.206841,-0.193771,-0.161439,-0.196567,-0.201893,-0.172524,-0.407799,-0.65556,-0.174933,-0.138458,-0.418347,0.876949,-0.150611,-0.0443249,0.0469359,0.257524,-0.511015,-0.723947,0.631453,-0.811793,-0.945397,-0.531236,-0.790913,0.287771,-0.805643,-0.836861,-0.366215,-1.2711,-1.1102,-1.72657,-1.25287,-0.932802,-0.364706,-0.199726,-1.5782,0.14013,-1.36267,-0.60953
