# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = CJD_C_sim5_re_model
# start_datetime = 2022-03-14 08:17:12 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpyMdfRF/standata-a006ec390c.json
# init = 2 (Default)
# random
#   seed = 299183610
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_C_sim5_re-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_C_sim5_re-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=CJD_C_sim5_re_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,m_k,s_SI,re_k.1,re_k.2,re_k.3,re_k.4,re_k.5,re_k.6,re_k.7,re_k.8,re_k.9,re_k.10,m_SI.1,m_SI.2,m_SI.3,m_SI.4,m_SI.5,m_SI.6,m_SI.7,m_SI.8,m_SI.9,m_SI.10,m_SI.11,m_SI.12,m_SI.13,m_SI.14,m_SI.15,m_SI.16,m_SI.17,m_SI.18,m_SI.19,m_SI.20,m_SI.21,m_SI.22,m_SI.23,m_SI.24,m_SI.25,m_SI.26,m_SI.27,m_SI.28,m_SI.29,m_SI.30,m_SI.31,m_SI.32
# Adaptation terminated
# Step size = 0.00416934
# Diagonal elements of inverse mass matrix:
# 0.180852, 0.105273, 0.0911635, 0.086473, 0.0137865, 0.00604561, 0.150046, 0.0213214, 0.184661, 0.176595, 0.195687, 0.183608, 0.188882, 0.218622, 0.202271, 0.184333, 0.189044, 0.194109, 0.186452, 0.212951, 0.188146, 0.178105, 0.225004, 0.194903, 0.176782, 0.179706, 0.178974, 0.198706, 0.186222, 0.195776, 0.181506, 0.216624, 0.17351, 0.184034, 0.221815, 0.228571, 0.208631, 0.200721, 0.194434, 0.175932, 0.189243, 0.521031, 0.192, 0.191188, 0.191461, 0.189961, 0.18902, 0.189358, 0.190007, 0.193941, 0.191475, 0.193225
-4174.35,0.999145,0.00416934,10,2047,0,4202.54,0.342169,-0.175264,-0.261627,-0.679217,-0.163372,0.181397,-0.241168,0.318319,-0.906111,-0.759059,-0.688247,0.109098,-0.0199543,0.0970116,-0.118826,-0.218836,-0.253841,0.16028,-0.612741,-0.73407,0.504926,-0.324164,-0.53071,-0.131888,-0.325312,-0.116639,-0.571983,-0.890187,-0.151782,-1.1531,-0.536358,-0.409741,-0.416596,0.13209,-0.264633,-0.184905,-0.498034,0.455733,-0.74926,-0.170587,-0.0807441,0.0984345,-0.013189,-0.049356,-0.230542,-0.101384,0.0291575,-0.0669924,0.00531725,-0.132655,0.00123632,0.0959083,0.14486,-0.0159503,0.0632018,0.509381,0.355388,1.17629,0.0618068,0.670706,0.57748,1.01157,-0.190806,-0.0425257,0.968646,0.0663398,-0.15849,-0.0625586,-0.0296766,0.393674,-0.369532,-0.211788,0.252034,-0.84912,-0.598407,-0.87781,-0.665015,-0.251135,-0.0221086,0.0110271,-0.718145,0.596732,-0.889499,-0.137768
-4169.94,0.999973,0.00416934,8,511,0,4196.91,-0.171902,0.119915,0.0954049,-0.0498904,-0.188182,0.226321,-0.526041,0.435455,-1.16948,-0.8366,-0.818082,0.0554027,-0.187783,-0.0112254,0.105771,-0.45168,-0.398743,-0.139641,-0.533495,-0.874169,0.367508,-0.448019,-0.584391,0.152399,-0.718662,0.0373939,-0.678011,-1.19226,-0.33922,-0.834255,-0.911114,-1.06415,-0.941964,-0.576512,-0.880392,-0.244229,-1.04901,0.209674,-1.09648,-0.600675,0.152933,0.0944523,0.0499397,0.205037,0.176741,0.0666018,0.204227,0.190149,0.291345,0.0740583,0.0891561,0.205367,-0.151011,-0.190125,-0.144625,0.272237,0.0176978,1.05722,0.0695975,0.363467,0.366717,0.648819,-0.274345,-0.269714,0.767133,-0.13273,-0.272788,0.0803622,-0.530024,0.490687,-0.59671,-0.527978,-0.00859748,-0.618636,-0.798769,-1.41948,-1.04429,-0.851493,-0.365093,0.217402,-1.10136,0.590655,-1.05683,-0.361679
-4188.28,0.998744,0.00416934,8,255,0,4209.36,-0.210984,-0.0482054,0.00820143,-0.0204396,-0.2267,0.258144,-0.440718,0.388874,-1.12105,-0.745548,-0.704286,0.0286145,-0.117371,-0.16528,0.242084,-0.408452,-0.12856,-0.140872,-0.448408,-0.862826,0.132026,-0.495015,-0.598517,0.203796,-0.496195,-0.0112723,-0.492204,-1.09253,-0.192783,-0.894263,-1.00009,-0.903411,-0.962815,-0.497638,-0.985239,-0.375797,-1.10313,0.103542,-1.18434,-0.751015,0.19046,0.137793,0.239152,0.267561,-0.0016585,-0.0230494,0.132088,0.387146,0.348726,0.0916989,0.393406,0.000286203,-0.134186,-0.192314,-0.133049,0.0932683,-0.0808936,0.867297,0.00194516,0.347977,0.553511,0.568908,-0.347277,-0.374714,0.473818,-0.254821,-0.377264,-0.0081132,-0.394075,0.395173,-0.519391,-0.446413,0.0658836,-0.774138,-0.843489,-1.31021,-1.06482,-0.793137,-0.386704,0.158085,-1.15942,0.554767,-1.12981,-0.456336
-4186.93,0.999577,0.00416934,9,767,0,4204.91,-0.352736,0.298258,0.1733,-0.198427,-0.158603,0.164073,-0.647014,0.696585,-1.17359,-0.965689,-1.21338,0.0121155,-0.155457,0.127065,-0.0752457,-0.51904,-0.611028,-0.118868,-0.927391,-1.02294,0.578831,-0.440268,-0.466068,0.102329,-0.475742,-0.144126,-0.81711,-1.40328,-0.346436,-1.24342,-0.935201,-0.83189,-0.952753,-0.0472962,-0.644121,-0.225677,-0.901369,0.572666,-1.19985,-0.279871,0.361521,0.0946815,0.28786,0.458598,0.400295,0.428704,0.399715,0.30258,0.407961,0.220318,0.308652,0.426138,-0.405893,-0.484839,-0.736466,0.184205,-0.0196107,0.910213,-0.116396,0.103969,-0.0565713,0.454975,-0.746312,-0.604182,0.74733,-0.342848,-0.398429,-0.100022,-0.458392,0.0696062,-0.890225,-1.0384,-0.236092,-1.23,-1.23142,-1.52228,-1.4299,-0.643288,-0.680748,-0.307536,-1.36307,0.449508,-1.58401,-0.496022
-4179.72,0.999884,0.00416934,10,1023,0,4213.73,0.178424,-0.153982,-0.0479371,-0.138031,-0.239434,0.232969,-0.265406,0.415951,-1.11304,-0.607206,-0.47841,0.307398,0.0268484,0.296531,0.15798,-0.451065,-0.262199,0.271308,-0.396163,-0.755045,0.518378,-0.307931,-0.656787,0.156959,-0.374031,-0.0987614,-0.426826,-0.994575,-0.0813703,-0.871561,-0.946104,-0.592533,-0.939792,-0.40173,-0.634147,-0.171647,-0.982972,0.257244,-1.08574,-0.265529,-0.0928549,0.107271,-0.136465,-0.030972,-0.0227567,-0.0485908,-0.152076,-0.119256,-0.0761299,-0.145027,-0.131759,-0.0490772,0.108426,0.195943,0.304079,0.673874,0.323889,1.5266,0.202542,0.566695,0.63735,1.20012,-0.030837,-0.0603509,1.14468,0.211064,-0.197473,0.23813,0.0388103,0.595823,-0.150555,-0.0865311,0.457135,-0.479381,-0.535562,-0.777045,-0.80239,-0.429012,0.124122,0.518338,-0.836965,0.899605,-0.822677,0.251167
-4174.34,0.999964,0.00416934,10,1279,0,4199.17,-0.136848,0.702303,0.57251,0.133554,-0.156119,0.162514,0.00499265,0.432692,-0.329987,-0.729542,-0.529492,-0.0290143,0.279541,0.483609,0.398869,0.0249071,0.084399,0.240245,-0.440193,-0.631582,0.681139,-0.134579,-0.186477,0.277787,-0.211677,0.653527,-0.264231,-0.751739,0.181587,-0.694205,-0.211385,-0.395596,-0.00466062,0.41951,-0.290814,0.443968,-0.439568,0.9504,-0.447282,-0.209652,-0.648407,0.0758062,-0.644088,-0.592255,-0.660602,-0.712474,-0.614433,-0.53883,-0.584491,-0.660948,-0.574346,-0.610243,1.0478,0.364878,0.562067,0.759458,1.03335,1.87762,0.977443,1.25926,1.25228,1.42721,0.35814,0.402732,1.46131,0.575626,0.495425,0.691905,0.4187,1.47822,0.277098,0.222749,0.904512,-0.0666878,0.0372813,-0.534925,0.0659097,0.37209,0.216414,0.906672,-0.352777,1.37144,-0.284164,0.118841
