# 0.126264, 0.124647, 0.14659, 0.146182, 0.131208, 0.142329, 0.144394, 0.143406, 0.138543, 0.146386, 0.139085, 0.135355, 0.151314, 0.144084, 0.141617, 0.142643, 0.13615, 0.135175, 0.137327, 0.134355, 0.136582, 0.138649, 0.141077, 0.147969, 0.144209, 0.136634, 0.156147, 0.132832, 0.12741, 0.139853, 0.138031, 0.134502, 0.153902, 0.143808, 0.144914, 0.0357685, 0.0249124, 0.165516, 0.133852, 0.240968, 0.148384, 0.190878, 0.195628, 0.175671, 0.180665, 0.221758, 0.100403, 0.155846, 0.197915, 0.128502, 0.258902, 0.163807, 0.220352, 0.167784, 0.175694, 0.252694, 0.16269, 0.174763, 0.151531, 0.188689, 0.126377, 0.384591, 0.202814, 0.155141, 0.359732, 0.156384, 0.137115, 0.0930407, 0.155898
174.156,0.968327,0.0534299,6,63,0,-139.908,0.0694374,-0.600141,0.215759,-0.691649,-0.735637,-0.728997,-0.369569,-0.741967,-0.560869,-0.527825,-0.779462,-0.817296,-0.605399,-0.561926,-0.70867,-0.400335,-0.785407,-0.309733,-0.843827,-0.725077,-0.488775,-0.909798,-0.676986,-0.997875,-0.298625,-0.546559,-0.313707,-0.865171,-0.480982,-0.775896,-0.970782,-0.409314,-0.478213,-0.470099,-0.407043,1.76401,0.980863,21.4913,13.3116,5.70054,5.72773,15.8331,10.2381,8.0439,17.6334,14.4451,1.30933,7.2234,11.7289,6.46019,27.4029,6.5203,22.2833,21.997,6.38177,20.224,7.04523,14.8169,4.95055,15.2278,1.43043,67.3478,18.0688,7.00786,83.3213,5.50822,3.17288,1.36577,6.42609,-0.622211,-0.666199,-0.659559,-0.300132,-0.67253,-0.491431,-0.458387,-0.710024,-0.747858,-0.535962,-0.492489,-0.639233,-0.330898,-0.71597,-0.240296,-0.77439,-0.655639,-0.419337,-0.840361,-0.607548,-0.928438,-0.229188,-0.477121,-0.244269,-0.795733,-0.411545,-0.706459,-0.901344,-0.339876,-0.408776,-0.400662,-0.337606,0.650721,0.660652,0.659161,0.574475,0.662069,0.620443,0.612631,0.670407,0.678712,0.630873,0.620693,0.65458,0.581978,0.671719,0.559787,0.68447,0.65828,0.603325,0.698541,0.647381,0.716758,0.557047,0.617068,0.560765,0.689061,0.601458,0.669618,0.711226,0.58416,0.600794,0.598847,0.583609
168.464,0.978656,0.0534299,6,63,0,-142.746,0.0734233,-0.640539,0.238555,-0.653284,-0.658362,-0.740169,-0.337739,-0.852463,-0.685137,-0.411859,-0.87956,-0.933496,-0.700373,-0.673785,-0.813164,-0.363599,-0.860966,-0.296094,-0.913112,-0.623536,-0.549842,-0.945269,-0.55995,-0.810315,-0.537993,-0.46036,-0.232095,-0.877471,-0.45288,-0.667793,-1.04818,-0.50505,-0.203385,-0.321469,-0.270731,1.72363,0.933237,17.9023,12.9578,5.87085,6.7845,15.304,9.58071,6.74403,20.0202,16.2861,1.49717,6.48976,12.5897,6.30341,33.7597,6.62913,24.8649,29.6146,6.46788,18.6037,8.37137,15.7759,5.12637,13.4258,1.5764,65.4126,19.4812,7.8896,80.5332,4.98554,3.10613,1.29542,5.81537,-0.579861,-0.584939,-0.666746,-0.264316,-0.779039,-0.611714,-0.338436,-0.806137,-0.860072,-0.62695,-0.600362,-0.73974,-0.290176,-0.787543,-0.22267,-0.839689,-0.550113,-0.476419,-0.871846,-0.486527,-0.736892,-0.46457,-0.386937,-0.158672,-0.804048,-0.379457,-0.59437,-0.974753,-0.431627,-0.129962,-0.248046,-0.197308,0.641035,0.642203,0.660774,0.565697,0.685473,0.648332,0.583811,0.691286,0.702676,0.651797,0.645739,0.676939,0.572039,0.687303,0.555439,0.6984,0.634162,0.616902,0.70513,0.619288,0.676316,0.614098,0.595545,0.539585,0.69084,0.593742,0.644367,0.726066,0.606262,0.532445,0.561695,0.549168
185.058,0.936312,0.0534299,6,63,0,-149.585,-0.0402805,-0.621203,0.0683725,-0.644503,-0.651892,-0.658225,-0.488683,-0.700898,-0.745667,-0.461814,-0.681092,-0.725829,-0.64126,-0.594573,-0.648718,-0.600176,-0.794541,-0.447235,-0.755389,-0.641975,-0.603714,-0.675156,-0.61419,-0.704295,-0.638455,-0.439623,-0.46519,-0.703854,-0.488829,-0.620581,-0.660453,-0.574396,-0.463219,-0.528416,-0.46207,2.16488,1.11283,8.7071,10.8039,25.7192,4.96948,13.6431,7.82292,18.8061,10.833,19.8184,1.1844,8.94243,12.9365,7.53784,52.3162,10.1472,37.1344,8.83692,15.8838,25.339,6.60431,18.8356,7.07145,14.5082,1.64082,42.989,9.82956,18.6447,56.3952,4.88266,4.60317,1.53428,7.87858,-0.684783,-0.692172,-0.698506,-0.528964,-0.741179,-0.785947,-0.502094,-0.721372,-0.766109,-0.681541,-0.634854,-0.688998,-0.640457,-0.834822,-0.487516,-0.795669,-0.682255,-0.643994,-0.715436,-0.65447,-0.744575,-0.678736,-0.479903,-0.505471,-0.744134,-0.52911,-0.660862,-0.700734,-0.614677,-0.5035,-0.568696,-0.502351,0.664805,0.66645,0.667856,0.629241,0.677254,0.68696,0.622951,0.672909,0.682679,0.664083,0.653589,0.665744,0.654857,0.697373,0.619521,0.689047,0.664242,0.655656,0.671601,0.658017,0.677996,0.663456,0.617725,0.623744,0.677899,0.629275,0.659454,0.66835,0.649007,0.623281,0.638462,0.623012
173.856,0.334738,0.0534299,6,63,0,-144.748,-0.266432,-0.257163,0.319901,-0.336539,-0.165937,-0.642886,-0.176824,-0.449307,-0.428812,-0.443608,-0.609327,-0.661487,-0.116026,-0.458221,-0.450985,0.110412,-0.38034,-0.30099,-0.583847,-0.23963,-0.262011,-0.474912,-0.257194,-0.33361,-0.233785,-0.490732,0.110172,-0.550261,-0.0242079,-0.557799,-0.71722,-0.206567,0.209219,0.105214,-0.101945,2.04745,0.823552,11.5155,12.4444,29.6413,7.78221,23.0934,7.14973,10.1619,19.1594,16.3135,1.91202,7.86153,10.652,6.66886,34.7861,7.58743,16.1533,18.4952,6.8742,14.8539,6.45175,18.5009,13.6901,14.2488,0.864027,63.7796,14.1927,8.93901,29.6095,9.16013,4.50009,1.888,5.30928,-0.602971,-0.432369,-0.909318,-0.443256,-0.715739,-0.695244,-0.710039,-0.875759,-0.927919,-0.382458,-0.724653,-0.717417,-0.15602,-0.646772,-0.567421,-0.850279,-0.506062,-0.528443,-0.741344,-0.523626,-0.600042,-0.500217,-0.757164,-0.15626,-0.816693,-0.29064,-0.824231,-0.983652,-0.472999,-0.0572132,-0.161218,-0.368377,0.646336,0.606439,0.712861,0.609035,0.671668,0.667132,0.67041,0.705943,0.716653,0.594466,0.673631,0.672038,0.538926,0.656283,0.638168,0.700626,0.623883,0.62912,0.67729,0.627995,0.645666,0.62251,0.680738,0.538986,0.693534,0.572153,0.695134,0.727832,0.616093,0.514299,0.540217,0.591067
173.915,0.961973,0.0534299,6,63,0,-135.442,-0.265919,-0.416267,0.125193,-0.463325,-0.125943,-0.458063,-0.278237,-0.517423,-0.163547,-0.300181,-0.298952,-0.73774,-0.544126,-0.379702,-0.451614,-0.275846,-0.342801,-0.314732,-0.630554,-0.448883,-0.318606,-0.602099,-0.307434,-0.316369,-0.265948,-0.507522,-0.293915,-0.489188,-0.232992,-0.30831,-0.488861,-0.488006,-0.273534,-0.392822,-0.377666,2.05866,1.21028,14.3123,5.24625,19.0356,2.92542,13.3518,22.7792,19.2074,9.70988,12.0595,1.47512,5.04637,8.41114,6.3074,45.9147,15.9604,62.8198,11.2326,6.56704,37.2542,3.9411,11.5013,3.96471,10.8121,2.33686,86.418,11.0943,10.806,128.265,5.27995,5.3845,1.4939,3.60746,-0.729244,-0.391862,-0.723982,-0.544156,-0.783342,-0.429465,-0.566099,-0.56487,-1.00366,-0.810045,-0.64562,-0.717533,-0.541765,-0.60872,-0.580651,-0.896473,-0.714801,-0.584525,-0.868017,-0.573353,-0.582288,-0.531867,-0.773441,-0.559834,-0.755107,-0.49891,-0.574229,-0.75478,-0.753925,-0.539453,-0.658741,-0.643584,0.674639,0.596731,0.673483,0.632779,0.6864,0.605746,0.637863,0.637579,0.731777,0.692119,0.656023,0.672064,0.632223,0.647649,0.641217,0.710224,0.671461,0.642108,0.704333,0.639536,0.641594,0.629918,0.684265,0.636414,0.68029,0.622203,0.639738,0.680219,0.680033,0.631685,0.658978,0.655563
178.688,0.996539,0.0534299,6,63,0,-150.057,-0.132501,-0.497085,0.164034,-0.320108,-0.454407,-0.631616,-0.401135,-0.402035,-0.51571,-0.522113,-0.6865,-0.325544,-0.423263,-0.469744,-0.512857,-0.318046,-0.772449,-0.434262,-0.712915,-0.273209,-0.500262,-0.617629,-0.159757,-0.550232,-0.332967,-0.530109,-0.457801,-0.73744,-0.568577,-0.422982,-0.736217,-0.277315,-0.234795,-0.384648,-0.224653,1.89449,0.899997,12.5258,16.5897,20.813,9.28826,15.8974,11.4018,7.79126,18.2499,15.1196,1.42662,11.9761,8.17753,5.89635,25.2732,7.39452,14.794,18.4037,7.4396,17.551,7.52323,26.4205,10.4449,16.5686,0.785612,29.33,21.3796,11.5153,28.0044,9.01817,2.73009,1.66431,5.83848,-0.452609,-0.586908,-0.764117,-0.533637,-0.534537,-0.648211,-0.654614,-0.819001,-0.458045,-0.555764,-0.602246,-0.645359,-0.450547,-0.904951,-0.566763,-0.845416,-0.40571,-0.632763,-0.75013,-0.292258,-0.682734,-0.465468,-0.66261,-0.590303,-0.869941,-0.701079,-0.555484,-0.868718,-0.409816,-0.367296,-0.517149,-0.357154,0.611259,0.642655,0.682247,0.630331,0.630541,0.656607,0.65805,0.694024,0.61255,0.635472,0.64617,0.655964,0.610769,0.711966,0.638016,0.699605,0.600059,0.653116,0.679207,0.572549,0.664349,0.614311,0.659846,0.643435,0.704733,0.668427,0.635407,0.704479,0.601044,0.590806,0.626481,0.588351
181.407,0.93884,0.0534299,6,63,0,-138.956,-0.321567,-0.36876,0.11612,-0.487355,-0.319146,-0.366448,-0.363946,-0.391891,-0.116276,-0.248446,-0.524154,-0.547315,-0.216764,-0.238554,-0.459278,-0.261147,-0.435027,-0.42289,-0.507488,-0.375581,-0.252325,-0.581879,-0.602166,-0.533233,-0.304587,-0.394401,-0.217829,-0.612414,-0.288526,-0.377431,-0.377248,-0.378173,-0.385352,-0.24156,-0.43406,1.90581,0.949369,8.26078,6.88369,19.9034,7.76152,8.29025,7.65993,18.379,15.8125,9.65237,1.56517,12.9353,9.80476,4.01574,66.2511,6.1348,21.3635,16.8953,8.91363,9.46101,5.33987,12.56,4.47568,14.7067,1.31958,55.9164,14.4693,8.41879,30.958,7.04631,4.24848,1.93203,3.56663,-0.808923,-0.640713,-0.688015,-0.685513,-0.713459,-0.437844,-0.570013,-0.845721,-0.868882,-0.538331,-0.560121,-0.780845,-0.582714,-0.756594,-0.744457,-0.829056,-0.697148,-0.573892,-0.903446,-0.923733,-0.854801,-0.626155,-0.715968,-0.539397,-0.933981,-0.610093,-0.698998,-0.698815,-0.69974,-0.706919,-0.563127,-0.755627,0.69188,0.654915,0.665525,0.664968,0.671165,0.607745,0.638766,0.699669,0.704513,0.631424,0.636481,0.685862,0.641692,0.680614,0.67797,0.696155,0.667555,0.639661,0.711657,0.715802,0.701573,0.651617,0.671719,0.631672,0.717882,0.647962,0.667966,0.667925,0.66813,0.66972,0.637176,0.680404
164.41,0.838328,0.0534299,6,63,0,-137.052,-0.2726,-0.313166,0.255113,-0.203559,-0.338214,-0.615381,-0.155596,-0.6062,-0.526946,-0.590089,-0.365498,-0.271622,-0.0384081,-0.521678,-0.477127,-0.117628,-0.544385,-0.35191,-0.94107,-0.234159,-0.149594,-0.515858,-0.106858,-0.448687,-0.590486,-0.449189,0.00876791,-0.584006,-0.392871,-0.471081,-0.667081,-0.363503,0.143912,0.0634767,-0.114989,2.16576,1.29093,14.8912,15.1285,39.9536,2.39824,19.6283,26.5586,8.46167,11.3635,20.4917,1.06147,4.24776,11.2296,9.87344,26.2652,14.4739,35.6605,7.04693,7.70006,29.5168,6.16784,20.3337,10.5535,11.0767,1.47717,65.7823,15.0074,14.0227,113.341,6.72248,4.77064,1.24848,7.16008,-0.476159,-0.610814,-0.887982,-0.428197,-0.878801,-0.799546,-0.862689,-0.638098,-0.544223,-0.311009,-0.794278,-0.749728,-0.390228,-0.816985,-0.62451,-1.21367,-0.506759,-0.422194,-0.788458,-0.379458,-0.721287,-0.863086,-0.72179,-0.263832,-0.856607,-0.665472,-0.743681,-0.939681,-0.636103,-0.128688,-0.209124,-0.387589,0.61684,0.648127,0.708474,0.605443,0.706574,0.689877,0.703222,0.654323,0.632794,0.577131,0.688749,0.679119,0.596338,0.693596,0.651244,0.770948,0.624046,0.604008,0.6875,0.593742,0.67289,0.703305,0.673001,0.565578,0.701951,0.660488,0.6778,0.719035,0.653872,0.532128,0.552091,0.595702
168.878,0.99987,0.0534299,7,127,0,-136.292,-0.474282,-0.187336,0.176814,-0.0864259,0.0556991,-0.323094,-0.350169,-0.399267,-0.218974,0.158243,-0.124909,-0.137009,-0.286811,-0.0648578,-0.203987,0.0239699,-0.290074,-0.30978,-0.5645,0.204709,-0.217807,-0.248015,-0.267164,-0.0237476,-0.0228689,-0.0656221,-0.323576,-0.500027,-0.246153,-0.111742,-0.323238,-0.205326,-0.212651,-0.1195,0.0112243,1.76771,1.06248,9.12453,7.02812,23.9575,5.36167,21.3099,17.1619,10.2003,18.9591,9.28837,2.1744,4.09396,7.22081,4.74897,83.8839,11.0437,17.0646,17.1302,13.7589,32.787,6.35249,14.6203,5.90179,16.1094,1.12623,142.657,9.89712,12.8364,41.0201,3.98833,4.75079,2.00634,5.89226,-0.560708,-0.418583,-0.797376,-0.82445,-0.873548,-0.693256,-0.316039,-0.59919,-0.611291,-0.761093,-0.539139,-0.678269,-0.450312,-0.764356,-0.784062,-1.03878,-0.269573,-0.692089,-0.722296,-0.741446,-0.498029,-0.497151,-0.539904,-0.797857,-0.974308,-0.720435,-0.586024,-0.79752,-0.679607,-0.686933,-0.593782,-0.463057,0.636616,0.603144,0.689413,0.69518,0.705483,0.666691,0.578359,0.645471,0.648235,0.681591,0.631612,0.663352,0.610713,0.682299,0.686555,0.738615,0.566988,0.666431,0.673113,0.677312,0.621996,0.621789,0.63179,0.689516,0.725977,0.672703,0.642452,0.689444,0.663651,0.665284,0.644232,0.613739
172.447,0.976435,0.0534299,6,127,0,-141.484,-0.383317,-0.277648,0.228628,-0.335541,-0.345457,-0.366396,-0.0331549,-0.0877592,-0.0392347,-0.613556,-0.28999,-0.369322,0.257155,-0.298051,-0.277299,-0.0810727,-0.451463,-0.222843,-0.493824,-0.549673,-0.199005,-0.504038,-0.11326,-0.34761,-0.22129,-0.386086,0.18369,-0.480752,-0.113182,-0.252124,-0.570358,-0.101241,0.184877,0.078782,-0.189413,1.7891,1.27318,12.4372,5.59808,20.5678,6.94444,12.1639,10.3156,10.0526,14.698,16.0044,2.26942,4.64055,5.55549,6.24566,41.0659,11.4576,27.2364,7.64059,9.7144,28.9127,8.20991,28.958,3.49775,23.5776,1.12879,116.206,10.5381,7.97442,69.9012,4.40967,3.29229,1.28501,4.13943,-0.718858,-0.728774,-0.749713,-0.416472,-0.471076,-0.422552,-0.996874,-0.673307,-0.752639,-0.126163,-0.681369,-0.660616,-0.46439,-0.83478,-0.60616,-0.877141,-0.932991,-0.582322,-0.887355,-0.496578,-0.730927,-0.604607,-0.769403,-0.199627,-0.86407,-0.4965,-0.635442,-0.953675,-0.484558,-0.19844,-0.304535,-0.57273,0.672355,0.674536,0.679116,0.602639,0.615638,0.604094,0.730443,0.662243,0.679753,0.531499,0.664044,0.659399,0.614055,0.697365,0.647064,0.706229,0.717682,0.641602,0.708344,0.621655,0.675009,0.64671,0.683392,0.549742,0.70351,0.621636,0.653722,0.721854,0.618824,0.549448,0.575551,0.639393
164.346,0.956719,0.0534299,6,63,0,-126.525,-0.151905,-0.434908,0.134262,-0.281371,-0.543205,-0.493039,-0.476665,-0.294137,-0.368567,-0.824135,-0.423482,-0.587485,-0.110588,-0.525029,-0.53787,-0.331374,-0.428975,-0.412742,-0.561432,-0.782859,-0.390666,-0.545453,-0.262898,-0.272348,-0.444932,-0.472033,-0.523146,-0.792462,-0.334539,-0.428106,-0.688469,-0.270474,-0.222387,-0.601162,-0.451683,1.94337,1.07001,16.7049,12.918,40.2386,3.01369,16.1723,21.8982,13.7709,10.2776,18.977,1.11906,14.3205,20.2206,7.54854,52.9119,12.6873,30.6806,11.8876,7.5819,12.0948,4.51188,5.66093,8.85688,7.42349,1.89057,43.7274,18.6191,5.58415,72.2715,5.83674,2.49538,1.39392,7.01897,-0.433276,-0.69511,-0.644943,-0.62857,-0.446041,-0.520471,-0.976039,-0.575387,-0.73939,-0.262493,-0.676934,-0.689774,-0.483279,-0.58088,-0.564647,-0.713337,-0.934764,-0.54257,-0.697357,-0.414803,-0.424253,-0.596837,-0.623937,-0.675051,-0.944366,-0.486444,-0.58001,-0.840374,-0.422378,-0.374291,-0.753066,-0.603587,0.606656,0.667103,0.65587,0.652165,0.609698,0.627258,0.726322,0.640005,0.676862,0.565249,0.663054,0.665917,0.618522,0.64127,0.637527,0.671138,0.718041,0.63241,0.667602,0.602239,0.6045,0.644932,0.651114,0.662633,0.719981,0.619268,0.64107,0.698544,0.604052,0.592495,0.679847,0.646477
155.587,0.994688,0.0534299,6,63,0,-126.172,-0.1871,-0.516814,0.161508,-0.517146,-0.236248,-0.686775,-0.400956,-0.802372,-0.349179,-0.184878,-0.734122,-0.390159,-0.776153,-0.447065,-0.574916,-0.328165,-0.76348,-0.361455,-0.704994,-0.0733903,-0.392023,-0.409459,-0.57535,-0.462008,-0.640194,-0.401624,-0.29178,-0.42686,-0.582485,-0.615941,-0.662191,-0.487796,-0.728892,-0.405496,-0.25993,1.79695,1.17745,16.088,12.3342,38.2568,3.08991,13.7858,20.1134,8.79991,17.0563,19.077,1.24314,16.7387,20.1341,6.14838,61.8677,14.5409,42.4767,14.3699,5.93053,12.4491,4.47656,5.92151,8.27395,6.84847,2.00224,23.1027,19.5206,8.22577,81.602,4.79428,2.49352,0.873117,5.80753,-0.704246,-0.423348,-0.873875,-0.588056,-0.989472,-0.536279,-0.371977,-0.921222,-0.577259,-0.963253,-0.634165,-0.762016,-0.515264,-0.950579,-0.548555,-0.892093,-0.26049,-0.579123,-0.596558,-0.76245,-0.649107,-0.827293,-0.588723,-0.478879,-0.61396,-0.769585,-0.80304,-0.84929,-0.674895,-0.915991,-0.592596,-0.44703,0.669129,0.604284,0.705551,0.642919,0.728984,0.630946,0.591937,0.715291,0.640436,0.723773,0.653433,0.681791,0.62604,0.721232,0.6338,0.709322,0.564757,0.640866,0.644869,0.681885,0.656809,0.695782,0.643072,0.617483,0.648844,0.683431,0.690624,0.700418,0.662598,0.714225,0.64396,0.609933
152.148,0.999922,0.0534299,6,63,0,-117.427,0.00707858,-0.480657,0.285709,-0.441769,-0.629114,-0.804369,-0.499938,-0.315806,-0.483104,-0.641218,-0.901052,-0.520096,0.0717581,-0.320653,-0.533869,-0.296035,-0.767647,-0.577477,-0.816538,-0.608238,-0.485975,-0.935007,-0.35136,-0.555362,-0.218658,-0.711673,-0.296261,-0.755585,-0.578482,-0.618824,-1.05574,-0.314627,0.0100757,-0.342425,-0.509344,1.63762,1.62158,14.1881,13.4386,31.935,3.59836,13.705,13.9343,29.2137,26.5566,20.9107,0.692571,5.44767,8.55926,12.6772,95.574,15.1993,40.9029,6.98944,15.1816,17.5745,11.544,9.24183,7.56,13.1962,1.32124,42.6571,12.3304,21.6063,124.844,12.5059,2.52418,0.753649,5.15917,-0.434691,-0.622035,-0.797291,-0.492859,-0.308727,-0.476026,-0.63414,-0.893973,-0.513017,0.0788367,-0.313574,-0.526791,-0.288957,-0.760568,-0.570398,-0.809459,-0.60116,-0.478897,-0.927929,-0.344281,-0.548284,-0.211579,-0.704595,-0.289182,-0.748506,-0.571403,-0.611746,-1.04866,-0.307548,0.0171543,-0.335347,-0.502265,0.606993,0.650681,0.689395,0.62078,0.576575,0.616809,0.653428,0.709709,0.625513,0.480301,0.577757,0.628734,0.571741,0.681477,0.638855,0.691994,0.645922,0.617487,0.716655,0.58523,0.633737,0.552698,0.669206,0.571796,0.678853,0.639087,0.648339,0.740517,0.576287,0.495712,0.58306,0.622992
155.011,0.980461,0.0534299,6,63,0,-107.053,0.233544,-0.838829,0.274038,-0.876936,-1.08002,-0.848712,-0.766544,-0.88716,-0.741895,-0.604449,-0.894344,-0.907767,-0.223217,-0.865035,-0.866069,-0.787041,-0.929385,-0.6312,-0.905065,-0.624007,-0.971698,-1.14723,-0.708251,-0.976576,-0.459997,-0.681304,-0.749258,-1.14018,-0.965056,-0.89457,-0.868654,-0.735703,-0.36178,-0.655049,-0.823671,1.6479,1.35129,13.513,7.88847,28.1865,8.19976,16.9481,17.2458,4.18026,6.69781,11.496,2.71076,10.7258,10.2006,3.78777,20.9389,8.33647,21.9666,14.4676,4.06988,38.1882,2.31897,24.0289,5.90811,12.4325,1.28386,147.593,14.7674,4.87263,22.7233,3.26035,4.6445,2.04026,1.44123,-0.643392,-0.846479,-0.615167,-0.533,-0.653615,-0.508351,-0.370904,-0.660799,-0.674222,0.010327,-0.631491,-0.632525,-0.553496,-0.69584,-0.397656,-0.67152,-0.390462,-0.738153,-0.913683,-0.474707,-0.743031,-0.226452,-0.447759,-0.515714,-0.906636,-0.731511,-0.661025,-0.63511,-0.502159,-0.128236,-0.421505,-0.590127,0.65552,0.699828,0.649119,0.630182,0.657825,0.62442,0.591678,0.65944,0.662448,0.497418,0.652827,0.653062,0.634946,0.667265,0.598124,0.661844,0.596394,0.676592,0.713753,0.616497,0.677658,0.556372,0.610106,0.626145,0.712311,0.675137,0.659491,0.653647,0.622966,0.532015,0.603843,0.643394
164.672,0.931079,0.0534299,6,127,0,-116.282,0.138308,-0.591201,0.285758,-0.530815,-0.401829,-0.964625,-0.642378,-0.742619,-0.525553,-0.780683,-0.917473,-0.781134,-0.300548,-0.626146,-0.766103,-0.290542,-0.787939,-0.86444,-1.19685,-0.71096,-0.762895,-1.07457,-0.691158,-0.693356,-0.793333,-0.879045,-0.554187,-1.05042,-0.47488,-0.530876,-1.0105,-0.511365,-0.463487,-0.369855,-0.50617,1.78918,1.17395,12.4319,11.2577,28.186,4.09555,20.7467,20.2765,7.76264,4.02028,11.9793,2.15113,7.2358,5.31292,5.85343,10.3428,8.61514,49.4688,12.5314,8.27626,50.1001,4.49925,15.5661,6.86224,22.1099,1.24626,51.4827,17.4267,7.92647,20.7042,6.24972,9.1407,1.72171,5.11891,-0.392507,-0.263521,-0.826318,-0.50407,-0.604311,-0.387245,-0.642376,-0.779165,-0.642826,-0.16224,-0.487838,-0.627795,-0.152234,-0.649631,-0.726132,-1.05854,-0.572652,-0.624587,-0.936258,-0.552851,-0.555048,-0.655025,-0.740738,-0.415879,-0.912117,-0.336572,-0.392568,-0.872193,-0.373057,-0.325179,-0.231548,-0.367863,0.596886,0.565502,0.695576,0.623415,0.646642,0.595619,0.65529,0.6855,0.655392,0.540471,0.619597,0.651989,0.537985,0.656927,0.673956,0.742411,0.639375,0.651261,0.718343,0.634797,0.635306,0.658142,0.677157,0.602497,0.713433,0.583358,0.596901,0.705202,0.592197,0.580586,0.55763,0.590942
174.077,0.947078,0.0534299,6,63,0,-129.131,0.10107,-0.683953,0.164474,-0.88219,-0.654933,-0.767112,-0.850929,-0.674041,-0.60581,-0.804579,-0.675498,-0.795644,-0.580568,-0.960512,-0.431045,-0.551793,-1.01461,-0.5351,-0.671928,-0.566421,-0.462621,-0.844254,-0.82958,-0.822527,-0.722671,-0.75679,-0.935428,-0.83649,-0.785177,-0.73915,-0.867594,-0.64501,-0.517402,-0.675702,-0.628105,1.93055,0.953657,12.6062,7.69907,33.0458,4.48352,13.2625,14.7304,14.7511,6.51106,11.5566,2.40743,6.00316,8.28464,6.95801,21.6325,15.9555,25.3416,13.9665,11.4364,41.7912,6.23374,15.1813,5.92564,14.2819,1.14686,54.3457,14.5332,12.299,18.9688,8.84423,5.69653,1.55877,3.41509,-0.781119,-0.553862,-0.666041,-0.749859,-0.572971,-0.504739,-0.703509,-0.574428,-0.694574,-0.479498,-0.859442,-0.329974,-0.450723,-0.913542,-0.434029,-0.570858,-0.465351,-0.361551,-0.743184,-0.72851,-0.721457,-0.6216,-0.65572,-0.834358,-0.73542,-0.684107,-0.638079,-0.766524,-0.54394,-0.416332,-0.574631,-0.527035,0.685921,0.635031,0.660616,0.679148,0.639448,0.623572,0.668965,0.639784,0.666984,0.617629,0.702544,0.581753,0.610811,0.713724,0.606835,0.638961,0.614283,0.589416,0.677692,0.674478,0.672928,0.650582,0.658298,0.697276,0.675993,0.664655,0.654319,0.682768,0.632729,0.602605,0.639831,0.628791
163.622,0.98133,0.0534299,6,63,0,-136.021,0.138261,-0.758954,0.26675,-0.932885,-0.722056,-1.02353,-0.866537,-0.884554,-0.580287,-0.797006,-0.893218,-0.787263,-0.555093,-1.13205,-0.574207,-0.477293,-0.832235,-0.620134,-1.52328,-0.685312,-0.503445,-1.1657,-0.886828,-0.874865,-0.764764,-0.828646,-0.652527,-1.07326,-0.90314,-0.841565,-0.84512,-0.767725,-0.433119,-0.654504,-0.519081,2.23516,0.840302,11.317,11.7624,18.0443,7.05826,12.3806,16.5989,10.8178,11.5671,21.9456,1.08953,9.79811,10.5582,5.57015,44.9781,6.75232,11.8884,13.1867,5.85281,11.3148,5.44252,17.0929,10.7776,10.4822,1.65906,27.2461,9.92931,6.93036,38.6765,6.01032,4.04677,1.93123,6.47139,-0.794624,-0.583795,-0.885268,-0.728276,-0.746293,-0.442026,-0.658744,-0.754957,-0.649001,-0.416831,-0.993786,-0.435946,-0.339032,-0.693974,-0.481872,-1.38502,-0.547051,-0.365184,-1.02744,-0.748566,-0.736604,-0.626502,-0.690385,-0.514266,-0.934998,-0.764879,-0.703303,-0.706859,-0.629464,-0.294858,-0.516242,-0.380819,0.688823,0.64194,0.707913,0.674427,0.67837,0.608742,0.658978,0.680258,0.656785,0.602725,0.729835,0.607293,0.583955,0.66685,0.61819,0.799796,0.633451,0.590295,0.736418,0.678866,0.676253,0.651696,0.666053,0.625806,0.718088,0.682412,0.66892,0.669707,0.652368,0.573185,0.626269,0.594071
