# 0.178382, 0.135079, 0.138632, 0.132034, 0.0187136, 0.0193579, 0.0282696, 0.0164765, 0.170792, 0.0709891, 0.289411, 0.303318, 0.250875, 0.303348, 0.246442, 0.496046, 0.321123, 0.260725, 0.272208, 0.266343, 0.236052, 0.263623, 0.525631, 0.256723, 0.295089, 0.286194, 0.242328, 0.315852, 0.24382, 0.293796, 0.240981, 0.340906, 0.265914, 0.253256, 0.245976, 0.276877, 0.288547, 0.300412, 0.258825, 0.379412, 0.2439, 0.237713, 0.173045, 0.00691915, 0.181675, 0.17904, 0.177129, 0.181342, 0.182333, 0.180054, 0.179979, 0.180055, 0.181045, 0.178213, 0.17898, 0.179829, 0.179325, 0.177969, 0.179842, 0.178216, 0.178551, 0.180481, 0.179345, 0.178956, 0.178588, 0.181463, 0.179843, 0.179006, 0.179873, 0.178837, 0.1772, 0.181038, 0.178312, 0.178123, 0.18031, 0.178985, 0.180905, 0.179885, 0.179422, 0.176914, 0.178959, 0.180234, 0.179254, 0.179869, 0.180063, 0.180355, 0.180243, 0.180395, 0.17782, 0.178715, 0.179156, 0.179239, 0.175456, 0.180691, 0.180596, 0.178042, 0.181009, 0.178543, 0.17895, 0.178271, 0.178965, 0.179294, 0.180136, 0.179836, 0.180214, 0.1797, 0.179047, 0.180902, 0.181659, 0.179076, 0.18049, 0.177978, 0.179546, 0.178994, 0.182979, 0.179913, 0.178519, 0.178382, 0.18014, 0.178838, 0.179764, 0.178353, 0.177454, 0.181275, 0.19726, 1.6665, 1.61955, 1.49438, 1.55923, 1.54013, 1.593, 1.68959, 1.32058, 1.53824, 1.62674, 1.64613, 1.4697, 1.37276, 1.50572, 1.51918, 1.66313, 1.73965, 1.70105, 1.4014, 1.25568, 1.46651, 1.65317, 1.73694, 1.41032, 1.45603, 1.54651, 1.49448, 1.5901, 1.48747, 1.56739, 1.51571, 1.59629, 0.17832, 0.178489, 0.17822, 0.177296, 0.178285, 0.178687, 0.177653, 0.177761, 0.178531, 0.177357, 0.178568, 0.177221, 0.177316, 0.179489, 0.177935, 0.178084, 0.177273, 0.176909, 0.178277, 0.176632, 0.177969, 0.177747, 0.178664, 0.178186, 0.179604, 0.178572, 0.177936, 0.177723, 0.177634, 0.177879, 0.177757, 0.177189, 8.8565e-05
1866.28,0.679815,0.000914401,10,2047,0,-1780.33,-0.506948,0.874098,-0.412611,0.227001,0.020344,-0.0416035,-0.103732,-0.254541,0.192619,0.636647,-0.511536,-0.188005,-0.51983,0.0222301,-0.476058,1.40963,0.0137787,-0.00886483,0.0749177,0.128988,-1.02526,-0.808876,2.27762,0.414391,0.900415,0.928998,0.847519,1.68601,0.177196,0.574685,0.850214,-0.218321,-0.34169,-0.272687,-0.672082,-0.729226,0.435126,1.11793,0.0107647,1.4869,-0.548244,0.12507,0.394706,0.547181,0.580237,0.308575,-0.386664,0.87938,0.164584,0.648361,-0.263255,0.582594,0.405421,-0.060886,0.25864,0.0772245,0.878364,1.10425,0.75896,0.149681,-0.203724,0.0569164,-0.130898,0.559941,-0.200185,0.512124,-0.0725609,-0.578331,-0.122486,-0.0623728,1.35283,0.209719,0.0881037,-0.763912,-0.148699,-0.337818,0.0864543,-0.338885,1.64982,0.684906,0.64883,0.246287,0.562719,-0.929514,0.510187,0.196187,0.403022,0.676594,0.514254,1.21837,0.542254,0.516202,-0.316615,0.184737,0.768259,0.199736,-0.0632844,0.449999,0.956945,1.32412,-0.0698139,0.859806,-0.0672959,0.658412,1.43525,1.20244,0.128258,0.248455,-0.280266,0.27564,0.316991,0.153866,-0.229144,0.977658,-0.340406,-0.104383,0.199287,-0.313426,1.00761,1.10856,1.15752,0.239911,0.251268,-0.147604,4.5348,0.00355338,0.333438,0.0223993,0.000565196,0.0879394,0.00552765,0.0161608,0.223244,0.102401,0.00811924,0.212502,0.0388209,0.0107543,0.0478718,0.274995,0.0251073,0.153988,0.0455135,0.337871,0.21847,0.0506065,0.138054,0.00635322,0.406276,0.0668519,0.305851,0.0492843,0.143118,0.410146,0.170093,0.0774317,0.0872638,-0.311214,-0.768711,-0.262547,0.360632,-0.140561,1.59557,0.366825,0.383976,0.377186,0.356538,-0.648976,-0.556857,1.15074,-0.697215,-0.621651,-0.0930517,-0.378111,0.572309,-0.589005,-0.807839,-0.224434,-1.46211,-0.894931,-1.38864,-1.21297,-0.716658,-0.830149,-0.311676,-1.47536,0.430764,-1.32866,-0.493871,0.459005
1866.13,0.680397,0.000914401,7,202,1,-1784.36,-0.45638,0.846749,-0.451582,0.249052,0.0375868,-0.021131,-0.100272,-0.253759,0.128678,0.666227,-0.58008,-0.212683,-0.527993,-0.00208853,-0.549414,1.28688,0.0151408,-0.0381036,0.0661725,0.117901,-0.948812,-0.913985,2.21106,0.449901,0.778599,0.881887,0.83454,1.66892,0.0685047,0.582988,0.880947,-0.288709,-0.394616,-0.398887,-0.699816,-0.735183,0.416726,1.04049,-0.0494149,1.47734,-0.464004,0.111791,0.389567,0.544127,0.601068,0.331166,-0.38423,0.859154,0.0869206,0.59412,-0.173568,0.638614,0.379649,-0.0204649,0.292185,0.0471089,0.823969,1.17992,0.804393,0.144133,-0.223542,0.0871462,-0.100828,0.582078,-0.125119,0.48744,-0.027521,-0.513138,-0.0201502,-0.113974,1.35399,0.18726,0.0624102,-0.768646,-0.155165,-0.382506,0.0744697,-0.352447,1.63294,0.657356,0.648972,0.27286,0.572835,-0.934988,0.550073,0.240623,0.401294,0.655158,0.523925,1.20806,0.620908,0.57942,-0.305672,0.29041,0.764163,0.152243,-0.0251772,0.411755,0.98496,1.2988,-0.0613867,1.02356,-0.0583966,0.641073,1.44335,1.20119,0.110517,0.316869,-0.278636,0.367312,0.339065,0.145212,-0.209712,0.938741,-0.34872,-0.0872706,0.180298,-0.311772,1.08438,1.12429,1.23241,0.286033,0.234263,-0.202749,4.4137,0.00386903,0.386568,0.0273395,0.000460176,0.123892,0.00677775,0.014522,0.268424,0.0957023,0.00891682,0.223533,0.0475059,0.0126383,0.0515434,0.264203,0.0237246,0.141863,0.0452473,0.315856,0.197696,0.036632,0.107704,0.00640135,0.395235,0.0668651,0.341698,0.0508343,0.142751,0.386025,0.140923,0.0712103,0.0848365,-0.332955,-0.762109,-0.229968,0.335037,-0.148773,1.54167,0.419189,0.375367,0.433712,0.414503,-0.619332,-0.599733,1.10374,-0.701805,-0.622595,-0.0711247,-0.381052,0.590197,-0.669044,-0.740313,-0.224044,-1.45106,-0.886457,-1.3581,-1.20234,-0.706062,-0.772577,-0.309096,-1.44252,0.454959,-1.26639,-0.507267,0.459049
1890.21,0.975167,0.000914401,12,4095,0,-1795.03,-0.170096,0.239278,-0.380108,-0.82961,-0.272217,-0.23749,-0.211076,0.0159656,0.436611,0.545028,-0.220943,-0.631933,0.480736,-0.0321181,-0.0465918,2.04131,0.319772,0.209369,0.903184,0.8584,-0.34308,0.141334,2.18992,0.267729,0.95903,1.03208,0.68899,1.56973,0.39301,0.339248,0.913793,-0.145578,0.00445898,0.231958,-0.00247937,0.335773,0.337789,1.17999,0.104276,1.75381,-0.0996027,0.55447,0.334234,0.54605,0.489309,0.119606,-0.374721,0.734181,0.0393443,0.508695,-0.269898,0.598178,0.312165,-0.0461475,0.196116,-0.0920634,0.767369,0.925478,0.731274,0.00802736,-0.302266,0.0386301,-0.107843,0.615016,-0.22215,0.443795,-0.0807305,-0.571596,-0.0806424,-0.199305,1.21933,0.0885669,-0.0110351,-0.828104,-0.187292,-0.36384,-0.0547278,-0.477037,1.6691,0.525234,0.563873,0.192729,0.620799,-0.863808,0.407156,0.171513,0.275909,0.734775,0.474509,1.10115,0.411808,0.494062,-0.360743,0.0751176,0.67831,0.0880154,-0.0726108,0.348845,0.94573,1.26682,-0.132251,0.943666,-0.101831,0.602192,1.3466,1.18427,0.106362,0.301571,-0.341968,0.323544,0.242498,0.104263,-0.319328,0.923427,-0.425344,-0.137277,0.112501,-0.383695,0.90421,1.12287,1.15894,0.295972,0.095095,-0.16607,9.54523,0.0397933,0.00337102,0.0783763,0.000571608,0.0598387,0.082533,0.0302163,0.0554173,0.00843802,0.00783511,0.0519794,0.176585,0.0590849,0.0987093,0.072818,0.0696897,0.158872,0.00421486,0.0477132,0.0697531,0.0359265,0.123784,0.122586,0.155827,0.00346779,0.110846,0.121218,0.125994,0.091816,0.220343,0.152911,0.0375959,-0.297316,-0.681165,-0.106152,0.426186,-0.104411,1.57096,0.457456,0.448375,0.468747,0.456334,-0.488505,-0.509887,1.26963,-0.642041,-0.567807,-0.04165,-0.265677,0.71199,-0.540588,-0.693486,-0.153966,-1.37091,-0.826744,-1.35368,-1.1452,-0.686083,-0.734442,-0.290645,-1.39257,0.462612,-1.289,-0.430718,0.459674
1900.64,0.99036,0.000914401,12,4095,0,-1815.48,-0.0118284,-0.364435,-0.26633,-0.604964,-0.419923,0.0812158,0.0825505,-0.0225009,-0.0269242,0.682937,-0.961967,-0.98179,-0.0364015,0.247089,0.0797794,1.21663,0.804842,-0.222022,0.359181,0.25992,-0.595793,-0.348073,1.40243,-0.437125,0.139128,0.883788,-0.122045,0.670095,-0.270977,-0.794235,0.0855274,-0.965624,-0.437029,0.129683,-0.291868,0.173504,0.358417,0.993864,-0.0697981,1.40704,-0.177615,0.216716,0.330053,0.466314,0.555633,0.217722,-0.418966,0.756249,0.0813644,0.425177,-0.238009,0.440095,0.284269,-0.0566018,0.261468,0.0343703,0.731808,1.02571,0.739081,0.0575461,-0.276106,0.0995342,-0.185283,0.484532,-0.255677,0.443846,-0.0910734,-0.75275,-0.248044,-0.158701,1.27786,0.123672,-0.0703309,-0.792147,-0.0917434,-0.4103,-0.0721908,-0.468872,1.52792,0.551926,0.612315,0.191033,0.556098,-1.07134,0.630653,0.08181,0.306072,0.552375,0.473784,1.15393,0.480695,0.573489,-0.350437,0.269358,0.733947,0.179492,-0.286402,0.315357,0.872696,1.29607,-0.2472,0.800911,-0.0800152,0.548693,1.42755,1.2096,0.0488295,0.207866,-0.25465,0.22269,0.242656,0.100429,-0.329721,0.922411,-0.438254,-0.142231,0.142326,-0.35078,0.960145,1.05257,1.13028,0.18351,0.288616,-0.174272,19.6208,0.00329282,0.00162627,0.0392441,0.0220268,0.0383536,0.0779524,0.0300223,0.0311406,0.0478395,0.00164545,0.110042,0.00312639,0.131516,0.000653824,0.0875295,0.10105,0.026858,0.0300564,0.02176,0.031161,0.0554851,0.0239113,0.0619703,0.0626432,0.00131259,0.0206934,0.114873,0.00629865,0.011169,0.195412,0.00660163,0.0165315,-0.225844,-0.651061,-0.142519,0.470427,-0.11053,1.5439,0.46136,0.489936,0.490994,0.485444,-0.551508,-0.532943,1.21897,-0.686446,-0.530918,-0.020811,-0.280747,0.702449,-0.596047,-0.650848,-0.162326,-1.40223,-0.848551,-1.31323,-1.16835,-0.588332,-0.735664,-0.220274,-1.3693,0.487516,-1.26144,-0.436897,0.451013
1900.2,0.882151,0.000914401,12,4095,0,-1820.74,0.119248,-0.416617,0.430063,-1.06755,-0.458725,0.00720546,-0.469084,-0.03342,0.228259,0.531934,-0.99329,-1.02833,-0.0363216,0.0667711,0.0690465,1.20887,0.687759,-0.349702,0.44131,0.3369,-0.568425,-0.240342,1.51474,-0.124449,0.972959,0.34932,-0.376569,0.82884,-0.452178,-0.0508568,0.224624,-0.660742,-0.0833615,0.435163,0.00628111,0.439633,0.652773,1.03076,0.257009,1.64968,0.132558,0.542384,0.316148,0.492267,0.610998,0.186936,-0.42557,0.734823,0.0869699,0.533197,-0.159728,0.652212,0.401213,0.0960998,0.275947,0.0788648,0.859551,1.00636,0.731646,-0.00804169,-0.105658,0.0715854,-0.100369,0.611477,-0.278557,0.436762,-0.0282157,-0.613069,-0.182846,-0.148169,1.26487,0.18737,-0.0234104,-0.797188,-0.151416,-0.354314,-0.0921987,-0.481382,1.70963,0.553721,0.54994,0.190644,0.610898,-0.998948,0.610181,0.160154,0.371675,0.775784,0.503127,1.15729,0.488824,0.602862,-0.342349,0.150976,0.703725,0.202992,-0.177397,0.389395,1.04455,1.2931,-0.055965,0.970675,-0.128091,0.65184,1.42643,1.18783,0.107568,0.344969,-0.248421,0.223077,0.181848,0.104141,-0.260856,0.990748,-0.330798,-0.158074,0.131156,-0.261154,1.01921,1.1292,1.16635,0.389849,0.20598,-0.174089,24.0355,0.00356291,0.00804632,0.0714162,0.0443584,0.0116117,0.158631,0.0320328,0.0444012,0.0189106,0.00114543,0.0158113,0.00479952,0.0285391,0.00510447,0.042368,0.0229849,0.0734431,0.0249465,0.0562838,0.0956906,0.0104754,0.102898,0.0831368,0.0277466,0.0143776,0.00626148,0.0213187,0.140078,0.00339803,0.0598868,0.0113082,0.0273834,-0.31606,-0.718373,-0.23371,0.407429,-0.165389,1.51464,0.439387,0.399027,0.496701,0.455269,-0.673796,-0.564527,1.22621,-0.6623,-0.641568,-0.0940088,-0.304005,0.663501,-0.58837,-0.759033,-0.274139,-1.47423,-0.857111,-1.44575,-1.2137,-0.647042,-0.826005,-0.340638,-1.44294,0.411232,-1.3498,-0.472712,0.454401
1883.5,0.941317,0.000914401,12,4095,0,-1778,-0.253652,-0.566727,0.48592,-1.11158,-0.312107,0.176613,-0.453713,0.208086,0.280319,0.911507,-0.65671,-0.76702,-0.143535,0.596556,0.375341,1.38772,1.14223,0.132987,0.339348,0.419811,0.0561393,-0.320314,1.50761,0.0546629,0.891451,0.417244,-0.273481,1.09302,-0.303,-0.0751096,0.533791,-0.351951,0.0319143,0.191775,0.0879619,0.781615,-0.0424917,0.635676,-0.0897258,1.11278,-0.0584613,0.414847,0.246542,0.568475,0.547048,0.357081,-0.295636,0.722465,0.119849,0.678367,-0.123553,0.670834,0.359404,0.125702,0.418585,0.168102,0.861178,1.07766,0.772323,0.14301,-0.110747,0.118058,0.00933222,0.749046,-0.181297,0.530126,0.121375,-0.534585,-0.0904133,-0.163656,1.37302,0.272102,0.0485293,-0.752048,-0.0384017,-0.275311,0.0338137,-0.358486,1.72147,0.689382,0.588637,0.236249,0.579469,-0.846108,0.619897,0.238999,0.426559,0.818302,0.548882,1.28105,0.589155,0.738079,-0.240263,0.278377,0.863039,0.223144,-0.0710862,0.42395,1.09718,1.42234,0.0361743,1.01905,0.0359736,0.717948,1.59701,1.29104,0.280296,0.388875,-0.16374,0.343945,0.283674,0.21413,-0.204537,0.970753,-0.344798,-0.0848883,0.204089,-0.241433,1.06554,1.22341,1.26948,0.388214,0.351811,-0.100644,10.3076,0.0493516,0.010321,0.0145126,0.177219,0.0927873,0.174536,0.10358,0.0264067,0.0557274,0.000991715,0.106355,0.00692916,0.133739,0.00589178,0.0757298,0.00428081,0.00403508,0.0371984,0.0970727,0.219165,0.00191211,0.290734,0.0736781,0.175964,0.00660802,0.129532,0.0177884,0.0990602,0.0312903,0.102096,0.00714081,0.109303,-0.369719,-0.832095,-0.339705,0.298601,-0.226216,1.44785,0.386774,0.370154,0.317346,0.395566,-0.667735,-0.646211,1.08882,-0.723269,-0.700217,-0.164569,-0.427658,0.571117,-0.681371,-0.839723,-0.216366,-1.53662,-0.923133,-1.42311,-1.25169,-0.735769,-0.857074,-0.368829,-1.50105,0.385174,-1.33017,-0.55093,0.458266
1882.36,0.97622,0.000914401,12,4095,0,-1795.06,-0.878172,0.315465,-0.134238,-0.0687991,-0.468199,0.0641728,0.198692,0.0867178,0.0733079,0.705227,-0.792871,-1.03024,-0.233828,0.0896797,0.081187,1.09221,0.707377,-0.343395,0.112349,0.127325,-0.334449,-0.148116,1.16702,0.0661079,0.520835,1.12844,0.240643,0.840922,0.205681,-0.595007,0.365906,-0.626816,-0.320748,0.336182,-0.188215,0.117038,0.181428,0.745027,0.15335,1.12256,-0.174136,0.0916889,0.502756,0.485494,0.615938,0.371594,-0.222626,0.791467,0.201561,0.739048,-0.0384714,0.712696,0.437494,0.206166,0.460173,0.225931,0.917507,1.12994,0.840393,0.248791,-0.0210002,0.170271,0.0797206,0.8003,-0.110866,0.609512,0.19504,-0.492686,-0.0254332,-0.0902909,1.41904,0.325977,0.107375,-0.681069,0.0417633,-0.206579,0.104473,-0.2543,1.78012,0.775715,0.657156,0.279393,0.657345,-0.776648,0.680421,0.33384,0.480035,0.895922,0.618045,1.33053,0.655116,0.802777,-0.193646,0.342968,0.919552,0.289471,-0.00984988,0.483008,1.15199,1.45602,0.0770673,1.07554,0.106691,0.777357,1.66077,1.39156,0.350859,0.453337,-0.105918,0.395076,0.349375,0.28651,-0.111258,1.03342,-0.250831,-0.0213268,0.292283,-0.165853,1.17828,1.31427,1.35346,0.46711,0.423817,-0.0405404,7.56684,0.217004,0.0106192,0.0789266,0.101659,0.0443982,0.0340191,0.0532675,0.00410684,0.0971467,0.251598,0.136388,0.316551,0.640329,0.153625,0.0927046,0.0072836,0.00712355,0.13837,0.0803249,0.0677475,0.236606,0.0217825,0.0485234,0.108581,0.0688429,0.148722,0.0272773,0.0648501,0.623535,0.0564646,0.00409618,0.0808994,-0.4474,-0.851347,-0.348233,0.295853,-0.311539,1.35319,0.237801,0.255987,0.307838,0.307807,-0.704609,-0.721439,1.08489,-0.810431,-0.722241,-0.235162,-0.468836,0.501093,-0.749947,-0.88634,-0.325408,-1.6094,-0.986988,-1.53968,-1.31429,-0.808553,-0.889279,-0.447166,-1.54639,0.305517,-1.42505,-0.656672,0.454031
1869.6,0.96504,0.000914401,11,2933,1,-1782.81,-0.449992,-0.358468,-0.335004,-0.313095,-0.316856,-0.23043,0.0773758,-0.0608102,0.495868,0.883017,0.220485,0.0998033,1.27972,0.828505,0.790551,2.86764,1.17475,1.04469,1.60634,1.61188,0.294533,0.898513,1.78314,0.089178,0.475248,0.857333,0.568375,1.11056,0.367786,-0.186497,0.48328,-0.061666,-0.245865,0.0185651,-0.303958,0.214653,0.428283,1.4269,0.398317,1.52847,-0.0811735,0.508202,0.274595,0.587859,0.544599,0.269017,-0.34276,0.697677,0.188145,0.465734,-0.118841,0.666132,0.28626,0.0267879,0.314684,-0.0289747,0.786745,0.978889,0.790037,0.110676,-0.1717,0.0150706,-0.0828265,0.581244,-0.32633,0.521121,-0.0348231,-0.620791,-0.195087,-0.158827,1.31672,0.111007,-0.0998349,-0.836976,-0.00920664,-0.38338,-0.0419643,-0.397017,1.69684,0.682673,0.50832,0.204907,0.543318,-0.950003,0.557113,0.236932,0.402953,0.768968,0.528686,1.17727,0.558006,0.642463,-0.332236,0.315319,0.734247,0.21183,-0.15075,0.453103,1.03143,1.30336,-0.0943482,0.87686,-0.0292236,0.660624,1.50671,1.18741,0.259221,0.249914,-0.257687,0.300948,0.29116,0.253921,-0.289325,0.932101,-0.386084,-0.142574,0.197271,-0.308901,1.00348,1.13102,1.2176,0.355313,0.34019,-0.179561,8.14772,0.477598,0.000975973,0.0317222,0.0573901,0.0739694,0.0221127,0.0437676,0.00124375,0.106882,0.0620322,0.142695,0.0791269,0.0536168,0.266279,0.0344279,0.0975568,0.253362,0.0240447,0.0843076,0.071486,0.028053,0.309086,0.131689,0.0208749,0.0695867,0.0793843,0.15599,0.178392,0.406682,0.00534985,0.00583514,0.162781,-0.317741,-0.75479,-0.202468,0.426614,-0.180092,1.53419,0.376116,0.473442,0.454839,0.413541,-0.56412,-0.569657,1.17036,-0.670198,-0.579529,-0.120299,-0.343722,0.611033,-0.601587,-0.693783,-0.242419,-1.44949,-0.8487,-1.38807,-1.27576,-0.628158,-0.79966,-0.265096,-1.42629,0.462215,-1.28069,-0.510924,0.448866
1877.46,0.69922,0.000914401,14,20479,0,-1778.98,-1.00167,0.0877149,0.416159,-0.917446,-0.175999,0.275581,-0.187648,0.207094,0.0541509,0.645736,-1.17477,-1.30595,-1.21588,0.46975,-0.11838,0.547069,0.668837,-0.158822,-0.19483,-0.203997,-0.709486,-1.10078,1.41089,-0.262001,0.226326,0.344657,-0.313755,0.953745,-0.221233,-0.285876,0.0983277,-0.862623,0.127588,0.100703,0.00613503,0.642426,-0.209754,0.369795,-0.171434,1.06034,-0.234587,0.505681,0.814359,0.516138,1.12394,0.873329,0.25967,1.33735,0.770497,1.11232,0.443925,1.22325,0.827374,0.594332,0.803033,0.575974,1.3599,1.56353,1.37907,0.718808,0.392431,0.629929,0.47289,1.1451,0.297406,1.12703,0.481557,-0.00456479,0.356735,0.435954,1.89209,0.762966,0.537422,-0.189316,0.591165,0.205309,0.520182,0.179676,2.25678,1.25021,1.10881,0.819379,1.09626,-0.358005,1.0761,0.832774,0.994372,1.35574,1.07834,1.7945,1.1321,1.16687,0.340561,0.847548,1.31408,0.795665,0.496405,0.994036,1.64021,1.87001,0.458895,1.43883,0.490503,1.28735,2.1262,1.8205,0.803431,0.797757,0.291017,0.856666,0.881639,0.779412,0.357119,1.54095,0.226572,0.532,0.79285,0.236683,1.59422,1.69561,1.78192,0.894605,0.873134,0.40936,8.07024,0.00229245,0.204189,0.577518,0.0117884,0.00077873,0.166553,0.111975,0.0284159,0.0029454,0.112884,0.258739,0.0385243,0.076251,0.0248992,0.00175107,0.0850308,0.166256,0.128221,0.367296,0.0124923,0.187213,0.00577354,0.0103321,0.205361,0.00139461,0.066505,0.525067,0.0295564,0.0550443,0.0639853,0.270209,0.114055,-0.89632,-1.32297,-0.798345,-0.192006,-0.726276,0.932127,-0.174534,-0.124657,-0.149576,-0.141823,-1.15445,-1.19027,0.565117,-1.2918,-1.19478,-0.669719,-0.979396,0.124458,-1.20922,-1.3777,-0.819088,-1.97515,-1.48512,-1.952,-1.80401,-1.29473,-1.39051,-0.887371,-1.9337,-0.17624,-1.90922,-1.07144,0.455277
1888.13,0.52127,0.000914401,6,76,1,-1792.2,-0.792867,-0.0362903,0.327804,-1.17279,-0.131751,0.261687,-0.162626,0.257494,-0.12989,0.591047,-1.07859,-0.918542,-0.824104,0.470259,-0.195496,0.318234,0.736719,-0.131259,-0.209726,-0.213531,-0.785935,-1.01882,1.48914,-0.459017,-0.0595969,0.149248,-0.248324,0.854859,-0.412357,-0.422999,0.212775,-1.08274,0.209024,0.146698,-0.0116745,0.89075,-0.395004,0.200195,-0.380875,1.22303,-0.188942,0.254303,0.937781,0.532431,1.05535,0.753197,0.183786,1.36418,0.655877,1.13447,0.387451,1.15626,0.950023,0.478723,0.922617,0.575931,1.40344,1.66608,1.39853,0.676483,0.336627,0.73123,0.450435,1.21383,0.340105,1.0432,0.501049,0.102118,0.494012,0.36112,1.87933,0.788052,0.567674,-0.256093,0.422884,0.248877,0.526326,0.121699,2.19686,1.20583,1.18117,0.785817,1.22628,-0.419121,1.22128,0.760958,0.933015,1.27107,1.06257,1.77396,1.03339,1.13884,0.2242,0.747031,1.31488,0.878842,0.406555,0.988975,1.51806,1.90188,0.433469,1.5222,0.501037,1.15373,1.9515,1.79671,0.653556,0.968942,0.328507,0.934645,0.898264,0.678241,0.324679,1.54089,0.153494,0.440844,0.737357,0.270212,1.53863,1.76631,1.71346,0.887515,0.901314,0.489161,6.11423,0.00755426,0.103465,0.243215,0.00420711,0.00328999,0.329432,0.103319,0.0206849,0.00224321,0.0594536,0.533363,0.0953645,0.0776351,0.0382636,0.000487231,0.0750838,0.0575974,0.153554,0.101386,0.0165523,0.126514,0.00696417,0.0109608,0.180721,0.00350846,0.245735,0.154972,0.08314,0.086317,0.0839021,0.0971753,0.0964429,-0.856182,-1.26589,-0.768577,-0.170891,-0.734543,0.933077,-0.159774,-0.167799,-0.156865,-0.149267,-1.13969,-1.16746,0.594705,-1.28646,-1.21605,-0.691993,-0.914421,0.164499,-1.17875,-1.33035,-0.782868,-1.99043,-1.43552,-1.91167,-1.7927,-1.2591,-1.37505,-0.881596,-1.99103,-0.108605,-1.85941,-1.11869,0.454505
1886.24,0.482758,0.000914401,12,6143,0,-1791.46,-0.668402,0.113728,0.0629426,-1.10741,0.0178019,0.205926,-0.180822,0.112249,-0.100334,0.664257,-0.972212,-0.763853,-0.805365,0.421471,-0.430105,0.520832,0.656554,-0.0349239,-0.212796,-0.249878,-0.454023,-1.11403,1.6119,-0.307629,-0.149536,0.00279009,-0.18765,1.03825,-0.415141,-0.22403,-0.0382058,-1.08802,0.194585,-0.202784,-0.146003,0.258986,-0.277851,0.334065,-0.417376,1.16076,-0.504186,0.395844,0.855218,0.534871,1.29619,0.880077,0.249734,1.36516,0.717923,1.13313,0.411554,1.22514,0.964026,0.711242,0.809123,0.639242,1.44947,1.60725,1.32165,0.711488,0.441234,0.748908,0.481959,1.18391,0.38459,1.09859,0.621018,-0.0575751,0.393853,0.54612,1.92844,0.720178,0.661333,-0.16744,0.505721,0.265089,0.63161,0.205981,2.31089,1.28782,1.20074,0.91142,1.21303,-0.321011,1.06883,0.815522,0.922421,1.25226,1.14787,1.79312,1.13974,1.28711,0.306531,0.84377,1.30597,0.773355,0.561457,1.01552,1.58633,1.89347,0.573026,1.4178,0.539869,1.23916,2.07183,1.88428,0.787722,0.845522,0.336137,0.834686,0.892894,0.800688,0.325952,1.57359,0.26095,0.597069,0.745151,0.3015,1.60805,1.64858,1.79741,0.971923,0.809811,0.399195,7.23169,0.00595744,0.261992,0.116244,0.00828638,0.00170331,0.344919,0.381818,0.0876606,0.00218306,0.026162,0.184702,0.0975968,0.231869,0.21655,0.00253174,0.072356,0.0197939,0.373387,0.0752659,0.0256379,0.0975207,0.00795455,0.00166196,0.0763777,0.0085214,0.149988,0.463651,0.161865,0.083636,0.15813,0.131642,0.181878,-0.94445,-1.36145,-0.776213,-0.162912,-0.781491,0.88574,-0.204633,-0.158474,-0.161922,-0.224504,-1.1459,-1.15722,0.586222,-1.34503,-1.27082,-0.710894,-0.999955,0.0242393,-1.21451,-1.36753,-0.901557,-2.04994,-1.47864,-1.99188,-1.80462,-1.31124,-1.3914,-0.931877,-2.06097,-0.137128,-1.94555,-1.10846,0.453236
