# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = CJD_C_sim4_nocor_model
# start_datetime = 2022-03-11 17:02:05 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpeIiCdf/standata-46107ef328bb.json
# init = 2 (Default)
# random
#   seed = 1501842373
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_C_sim4_nocor-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_C_sim4_nocor-profile-2.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=CJD_C_sim4_nocor_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bAHS.1,bAHS.2,bAHS.3,m_i,s_i,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,m_j,s_j,re_j.1,re_j.2,re_j.3,re_j.4,re_j.5,re_j.6,re_j.7,re_j.8,re_j.9,re_j.10,re_j.11,re_j.12,re_j.13,re_j.14,re_j.15,re_j.16,re_j.17,re_j.18,re_j.19,re_j.20,re_j.21,re_j.22,re_j.23,re_j.24,re_j.25,re_j.26,re_j.27,re_j.28,re_j.29,re_j.30,re_j.31,re_j.32,re_j.33,re_j.34,re_j.35,re_j.36,re_j.37,re_j.38,re_j.39,re_j.40,re_j.41,re_j.42,re_j.43,re_j.44,re_j.45,re_j.46,re_j.47,re_j.48,re_j.49,re_j.50,re_j.51,re_j.52,re_j.53,re_j.54,re_j.55,re_j.56,re_j.57,re_j.58,re_j.59,re_j.60,re_j.61,re_j.62,re_j.63,re_j.64,re_j.65,re_j.66,re_j.67,re_j.68,re_j.69,re_j.70,re_j.71,re_j.72,re_j.73,re_j.74,re_j.75,re_j.76,re_j.77,re_j.78,re_j.79,re_j.80,r,s_SI.1,s_SI.2,s_SI.3,s_SI.4,s_SI.5,s_SI.6,s_SI.7,s_SI.8,s_SI.9,s_SI.10,s_SI.11,s_SI.12,s_SI.13,s_SI.14,s_SI.15,s_SI.16,s_SI.17,s_SI.18,s_SI.19,s_SI.20,s_SI.21,s_SI.22,s_SI.23,s_SI.24,s_SI.25,s_SI.26,s_SI.27,s_SI.28,s_SI.29,s_SI.30,s_SI.31,s_SI.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32
# Adaptation terminated
# Step size = 0.00216416
# Diagonal elements of inverse mass matrix:
# 0.295704, 0.127779, 0.131719, 0.12496, 0.0127395, 0.0101591, 0.0262233, 0.0139827, 0.309343, 0.10045, 0.382114, 0.387943, 0.383463, 0.382476, 0.362302, 0.425582, 0.430538, 0.379047, 0.373388, 0.383089, 0.36047, 0.377445, 0.429149, 0.3659, 0.377513, 0.383083, 0.377883, 0.377661, 0.391451, 0.41116, 0.365476, 0.393534, 0.375096, 0.380628, 0.373205, 0.395876, 0.388934, 0.39439, 0.370161, 0.43409, 0.393777, 0.36934, 0.00265114, 0.014201, 0.0440529, 0.0424148, 0.0460932, 0.0414813, 0.0498074, 0.0478302, 0.0426138, 0.0401295, 0.044732, 0.042771, 0.0475547, 0.0401113, 0.0425851, 0.0518302, 0.0379217, 0.0390841, 0.0409959, 0.040142, 0.0357815, 0.0406941, 0.0457159, 0.0426933, 0.0397216, 0.0481962, 0.0395579, 0.0429259, 0.0422171, 0.0388392, 0.0373879, 0.048732, 0.0444049, 0.0485598, 0.0436572, 0.0477576, 0.0434155, 0.0418409, 0.0441979, 0.0402093, 0.0392095, 0.0521035, 0.0409215, 0.0521157, 0.0427884, 0.0401553, 0.038844, 0.0453448, 0.0439903, 0.0403711, 0.0375704, 0.03749, 0.0443577, 0.0409557, 0.0439958, 0.0437718, 0.0489233, 0.0426615, 0.0425122, 0.0443813, 0.0407546, 0.0374167, 0.0416059, 0.0446864, 0.0382369, 0.0414002, 0.0469837, 0.0434731, 0.0376146, 0.0469735, 0.0426257, 0.0424029, 0.0425834, 0.0435771, 0.0388859, 0.0405089, 0.0371515, 0.0416424, 0.0498226, 0.0440628, 0.0420849, 0.040098, 0.179989, 1.50422, 1.43692, 1.5188, 1.80466, 1.67081, 1.52224, 1.53717, 1.46946, 1.413, 1.67728, 1.54033, 1.46346, 1.40132, 1.30161, 1.39051, 1.75901, 1.57867, 1.45667, 1.65313, 1.73304, 1.51949, 1.56934, 1.44856, 1.65434, 1.65034, 1.69815, 1.64208, 1.64823, 1.63975, 1.58026, 1.43866, 1.33728, 0.903742, 0.896106, 0.901334, 0.895286, 0.88705, 0.894435, 0.893796, 0.903607, 0.895608, 0.902883, 0.893124, 0.900329, 0.893039, 0.906667, 0.903789, 0.890042, 0.888583, 0.897001, 0.888393, 0.901998, 0.896436, 0.891288, 0.894402, 0.889099, 0.893148, 0.894917, 0.910073, 0.90024, 0.880668, 0.90088, 0.896738, 0.88932
-3886.46,0.849823,0.00216416,11,2047,0,3976.47,-0.467309,0.31418,1.02227,-0.39657,0.0491115,0.349199,-0.00284035,0.298755,0.129448,0.442499,-0.0749644,0.359885,-0.124427,0.565854,-0.101156,0.490646,0.0430769,0.399716,0.288759,0.170171,0.286666,-0.0889145,0.604244,-0.0773878,-0.0243049,0.168825,0.419521,0.365187,0.540878,-0.682182,-0.194808,-0.630328,0.326832,-0.215887,0.248624,1.03579,0.176498,0.126733,0.211914,0.594297,-0.618007,0.633338,-0.145319,0.433981,-0.210539,0.168573,-0.939563,0.446509,0.0608654,0.112194,-0.686752,-0.0328917,0.483338,-0.641048,-0.355909,-0.541701,0.19291,0.354981,0.821472,-0.0914229,-0.370428,-0.15295,0.034587,0.333037,-0.706698,-0.207267,-0.520715,-0.620116,-0.719948,-0.779743,0.404472,-0.0701849,-0.829312,-0.920912,-0.335273,-0.856894,-0.129477,-0.7646,0.803004,-0.517514,0.424769,-0.192561,0.389423,-0.999234,0.0778798,-0.858281,-0.379902,0.024052,-0.17813,0.282443,-0.179784,0.148569,-0.697065,0.0193109,0.24211,-0.0223765,-0.124987,0.274483,0.497536,0.440218,0.132762,0.279557,0.136223,0.628991,0.565893,0.431821,-0.0561484,-0.209726,-0.0187773,0.0903632,-0.451971,0.142373,-0.109251,0.119119,0.109171,-0.427623,0.00985543,0.0223422,0.0576648,0.877697,0.216417,0.163255,-0.0566512,0.115115,3.77531,0.221155,0.361711,0.243998,0.256512,0.00841705,0.00600954,0.866881,0.450353,0.116455,0.158089,0.134103,0.267668,0.331657,0.199226,0.177274,0.170113,0.269747,0.326493,0.243873,0.102002,0.629293,0.123822,0.00423031,0.0970171,0.798973,0.523426,1.71204,0.0123435,0.292422,0.270016,0.0959325,0.00688014,0.741352,0.456602,0.479573,0.559842,0.0857656,1.68478,0.935739,1.13915,1.11576,1.31165,0.384221,0.490202,1.43624,0.334366,0.353397,0.726892,0.671174,1.06042,0.793146,-0.191021,0.688647,-0.15979,-0.264121,-0.768827,-0.358196,0.164416,-0.119345,0.539286,-0.559986,0.786461,-0.808541,0.358165
-3872.11,0.270592,0.00216416,11,2047,0,3982.31,0.653921,0.185292,0.488096,-0.0456637,-0.50808,0.0713692,-0.0510476,0.18575,0.231235,0.532962,-0.618406,-0.567676,-0.0828762,0.10052,0.286094,1.07544,0.441708,-0.250624,0.0524323,0.542725,0.162015,0.194092,1.12103,0.00408446,0.651784,0.784484,0.183035,0.687153,0.415284,-0.128951,0.740703,0.0075572,-0.167367,0.0169315,-0.037546,0.564661,-0.263529,0.717182,0.416281,0.860758,-0.607144,-0.304374,0.0309034,0.412103,0.12368,-0.189769,-0.761244,-0.0523832,0.0866655,-0.0143452,-0.27843,0.362934,0.388779,-0.250436,0.189137,0.146392,0.0120801,-0.135201,0.0485604,-0.619192,-0.314935,0.179335,-0.0682683,0.585755,-0.430067,-0.252264,-0.12687,-0.828218,-0.388284,-0.261409,0.667068,0.256549,-0.0694105,-0.744854,-0.0493046,-0.404848,0.0540144,-0.461677,0.660835,0.23121,0.262738,-0.298365,0.299477,-1.15999,-0.429657,-0.256718,0.00352726,0.379074,0.0190201,0.585671,0.180933,-0.0404864,-0.107011,0.886455,-0.038495,-0.808411,-0.467144,0.249441,0.495336,0.18393,-0.0716246,0.428851,-0.509848,0.373598,0.623345,0.391512,0.00999363,-0.223391,-0.000631487,0.342321,-0.192653,-0.0296623,-0.0714841,0.338926,-0.0901207,-0.45366,0.22841,-0.373615,0.229481,0.708726,0.0917985,-0.125791,0.0413373,-0.110392,7.43362,0.0130284,0.0269463,0.0530451,0.270304,0.0356587,0.20959,0.470448,0.291189,0.380207,0.16247,0.0469758,0.031698,0.0320759,0.251242,0.323517,0.159623,0.045669,0.168235,0.0370053,0.033865,0.21047,0.0492503,0.0826961,0.177792,0.0326896,0.115493,0.0322207,0.0845183,0.280059,0.471356,0.23354,0.140472,1.48338,1.02511,1.0595,1.57769,1.29518,2.79261,1.76262,1.94725,1.79739,2.21957,1.37164,1.1832,2.26626,1.1004,1.18973,1.22603,1.48051,2.07001,1.36875,0.991338,1.44609,0.572436,1.04092,0.0328029,0.498075,0.970985,0.591074,1.55905,0.366129,1.73375,0.00598676,0.890086
-3853.98,0.99005,0.00216416,11,2047,0,3946.22,0.433653,0.0937925,0.469426,-0.540062,-0.340759,-0.0234919,-0.0755796,0.173603,0.189179,0.477748,0.151187,-0.506039,0.188121,-0.113786,0.00299988,1.44832,0.867583,-0.118015,0.638062,0.652217,0.312941,0.0235149,1.03876,0.660235,0.298487,0.406663,-0.145506,0.490664,0.17267,-0.731087,0.205678,-0.117354,-0.173262,0.140735,0.00748054,0.330018,-0.123682,0.509812,0.182599,0.961748,-0.369829,0.373989,-0.0879759,0.375031,0.205647,0.116444,-0.65372,-0.0417283,-0.0751196,0.102035,-0.507328,0.378331,0.25867,-0.384989,0.204579,0.0920405,0.0116299,0.218872,0.136916,-0.439647,-0.416797,0.0420187,-0.00286678,0.575979,-0.913068,-0.0141297,-0.114177,-0.555866,-0.51978,-0.201749,0.295866,0.397842,-0.410912,-1.13341,-0.50674,-0.400296,0.0132697,-0.457201,0.775008,-0.0961278,0.143257,0.0212119,0.203257,-1.25474,-0.507419,-0.626575,-0.0782807,0.331439,0.155411,0.483093,0.164209,0.231563,0.0387373,0.54475,-0.0856745,-1.02766,-0.533753,0.0446569,0.458402,-0.0196688,-0.303321,0.125427,-0.44837,0.322324,0.645731,0.229788,-0.143452,-0.0374758,0.182697,0.261661,-0.133258,-0.0780592,-0.146123,0.261098,-0.154831,-0.74123,0.0983592,-0.3204,0.251058,0.541653,0.0585946,0.0516456,-0.10649,-0.167143,5.68292,0.390896,0.048958,0.086052,0.178588,0.31115,0.135658,0.30833,0.17117,0.0554252,0.0885321,0.00357815,0.0201719,0.197546,0.384707,0.0264615,0.0363738,0.238325,0.0459437,0.0970608,0.446856,0.100945,0.133846,0.0249511,0.105908,0.198669,0.134274,0.0301644,0.0191654,0.013396,0.0514723,0.0348328,0.270516,1.12003,0.426385,0.766844,0.951213,0.655164,2.04911,1.28047,1.27233,1.36488,1.45485,0.966684,0.453155,1.74621,0.544653,0.448617,0.864775,0.565138,1.40483,0.94891,0.106102,0.817818,0.0708105,0.0522107,-0.358881,-0.0338832,0.314463,0.126068,0.679795,-0.0976552,1.28353,-0.542657,0.622842
-3849.19,0.906234,0.00216416,11,2047,0,3947.05,-0.207928,0.143025,-0.0941457,-0.566768,-0.308224,-0.0688919,0.2783,0.152353,0.274253,0.585706,0.227913,-0.0635228,0.303472,0.00495708,0.128824,1.19169,0.651954,0.173874,0.688882,0.736267,0.339698,0.321119,0.75939,-0.281122,-0.145807,0.590594,0.524353,0.476558,0.682423,-0.0268487,0.14962,-0.198688,0.155309,-0.179208,0.352278,0.927298,0.090348,0.961997,-0.0897328,1.16308,-0.385606,0.508204,-0.0184945,0.377018,-0.0321529,-0.0354431,-0.471148,0.458262,0.0454673,-0.104852,-0.858685,0.314768,0.157185,-0.200771,0.0146751,-0.320279,-0.0784094,0.376666,-0.208853,-0.702128,-0.521538,0.455076,-0.152631,0.477053,-0.435871,0.108769,-0.319423,-0.815442,-0.31378,-0.0504895,0.713103,0.0351086,-0.645364,-1.19852,-0.24861,-0.615939,-0.0430901,-0.384067,0.701478,0.0777541,-0.334107,0.0791355,0.299789,-0.78904,-0.0887134,-0.225223,-0.136518,0.320299,-0.345489,0.450296,0.21635,0.261725,-0.228586,0.321432,-0.209586,-0.399708,-0.330552,-0.133628,0.240887,-0.271071,-0.121915,0.473023,-0.296229,0.406376,0.817814,0.645546,-0.134126,0.180714,0.189739,0.365827,-0.318341,-0.0707466,-0.208619,-0.00477423,-0.174881,-0.729613,0.0780548,-0.0959151,0.312789,0.879065,0.0485288,-0.0486315,0.0163142,-0.0649119,7.10122,0.0664463,0.0394076,0.00194032,0.156845,0.00906168,0.0907034,0.0159855,0.0201658,0.0719893,0.315203,0.0986562,0.0798031,0.194161,0.359806,0.0657393,0.0372097,0.290189,0.0322884,0.0318201,0.599326,0.059028,0.0128552,0.167709,0.125983,0.215556,0.0326215,0.082164,0.0907602,0.16103,0.0401295,0.0263398,0.047553,0.602427,0.148805,0.107328,0.450848,0.0418908,1.23285,0.59912,0.594545,0.63337,0.935911,0.195093,-0.00448118,1.17236,-0.0822988,-0.141707,0.18631,0.524649,0.893865,0.525638,-0.377787,0.338685,-0.182033,-0.333736,-1.26853,-0.702456,0.0290002,-0.254723,0.381796,-1.04425,0.669401,-1.17514,-0.019846
-3835.7,0.944266,0.00216416,11,2047,0,3931.89,-0.0626766,0.32463,0.345513,-0.224168,-0.288828,0.141438,0.361191,0.246245,0.58171,0.332594,0.0921161,0.137058,0.172711,0.804742,0.460428,1.02527,1.03864,0.35485,0.577397,0.734443,0.513312,0.67011,0.750788,0.0517515,0.0411042,0.84284,0.731386,0.56176,0.789682,0.212144,0.252266,0.485313,0.214474,0.144789,0.477531,1.00614,0.205938,1.01145,0.315337,1.2753,-0.193409,0.635229,0.0375676,0.398506,0.324975,-0.0435989,-0.876621,0.469205,-0.164169,-0.119764,-0.636383,0.489466,0.264626,-0.443805,0.143214,0.0678717,-0.0669037,0.239025,0.249469,-0.424725,-0.286633,0.281339,0.181183,0.427073,-0.500729,-0.0306349,-0.294628,-0.685614,-0.500319,-0.433671,0.54357,-0.0590654,-0.153514,-0.928439,-0.346205,-0.581414,-0.0690211,-0.346693,0.670361,-0.188049,0.428135,-0.158954,0.204104,-0.869711,-0.123786,-0.475738,-0.132781,0.154427,0.124094,0.456891,0.328739,0.138983,0.0403638,0.180138,0.472017,-0.296565,-0.31468,-0.189921,0.304208,0.2524,-0.0077986,0.428406,-0.199754,0.434152,0.701295,0.717391,0.107291,-0.132234,-0.038266,0.500654,-0.0794132,-0.10695,-0.152588,0.384794,-0.196117,-0.881196,0.215451,-0.493972,0.34167,0.582241,0.234577,-0.161611,0.0264361,0.0791996,5.96777,0.199597,0.153192,0.0579886,0.146053,0.015298,0.0862401,0.0191413,0.0574729,0.00398055,0.123769,0.0292272,0.244091,0.0825307,0.421058,0.0905691,0.0322321,0.191778,0.114836,0.0542876,0.6127,0.0034518,0.474154,0.136942,0.117441,0.0318193,0.0231491,0.310316,0.229216,0.408137,0.0477096,0.272371,0.0204232,1.3159,0.946954,0.864826,1.40345,0.905327,2.14033,1.33117,1.58374,1.47997,1.74386,1.04679,0.948437,1.83578,0.940936,0.911482,1.16139,1.36797,1.64998,1.3413,0.521672,1.18865,0.501396,0.454902,-0.396988,0.276051,0.666121,0.442112,1.28066,-0.0314639,1.49777,-0.327279,0.819597
-3864.02,0.874348,0.00216416,8,463,1,3949.61,0.437131,-0.176282,0.861693,-0.523268,-0.222459,0.167589,-0.396892,0.0822918,0.52303,0.354301,0.0164002,-0.028348,0.17307,0.67017,0.252689,0.890105,0.375835,0.494845,0.864183,0.913588,0.380483,-0.336597,0.676747,0.42841,1.19861,0.503635,-0.189911,0.835715,0.525773,0.174506,0.509554,-0.0262728,0.282727,0.173551,0.549586,0.860097,0.255307,0.851189,0.697506,1.08443,-0.0746968,0.555697,-0.00772931,0.345738,-0.505159,0.110638,-0.538338,0.175971,0.257876,0.228692,-0.409128,-0.0014832,0.290839,-0.123441,-0.0584788,-0.209278,0.498749,0.0345246,0.0834189,-0.0823623,-0.621696,-0.226456,-0.403724,0.082674,-0.479928,-0.237376,0.249101,-0.65187,-0.502553,-0.0152036,0.354003,0.450073,-0.712623,-0.682385,-0.207898,-0.555652,0.309368,-0.751633,0.573803,0.224052,-0.059757,-0.259147,0.352305,-1.04489,0.121693,-0.337465,-0.0318204,0.429692,-0.157504,0.656604,-0.115461,0.252428,-0.306168,0.456746,-0.306811,-0.346424,-0.526491,0.260717,0.867479,0.279704,-0.334908,0.356858,-0.129409,0.153727,0.490535,0.285277,-0.0569652,0.256946,-0.178775,-0.133922,-0.278707,0.182112,-0.483157,0.0914973,0.0852937,-0.0559259,-0.119612,-0.0976372,0.294222,0.768917,0.274328,0.154677,-0.128473,0.228046,4.54904,0.00222839,0.00532377,0.285102,0.0396683,1.09423,0.00514393,0.373834,0.055397,0.00431266,0.0389103,0.275766,0.142257,0.313229,0.0211059,0.0379057,0.111612,0.475144,0.144707,0.198791,0.0153197,0.201079,0.0312379,0.0181495,0.063255,0.330775,0.00588632,0.0730735,0.0996684,0.136584,0.144139,0.0782463,0.182246,1.24203,0.854783,1.05088,1.15061,0.684664,2.08086,1.45369,1.71162,1.78794,1.88177,0.896264,0.796347,1.79665,0.848517,0.939109,1.15044,1.17205,1.64975,1.16199,0.412459,0.947183,0.314736,0.361973,-0.330666,0.045225,0.712085,0.335992,0.972458,0.107576,1.27679,-0.3063,0.862525
