# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = CJD_C_sim2_model
# start_datetime = 2022-03-10 16:16:30 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpmkgVm3/standata-1b387e3d68bb.json
# init = 2 (Default)
# random
#   seed = 1501842373
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_C_sim2-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_C_sim2-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=CJD_C_sim2_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,m_j,s_j,re_j.1,re_j.2,re_j.3,re_j.4,re_j.5,re_j.6,re_j.7,re_j.8,re_j.9,re_j.10,re_j.11,re_j.12,re_j.13,re_j.14,re_j.15,re_j.16,re_j.17,re_j.18,re_j.19,re_j.20,re_j.21,re_j.22,re_j.23,re_j.24,re_j.25,re_j.26,re_j.27,re_j.28,re_j.29,re_j.30,re_j.31,re_j.32,re_j.33,re_j.34,re_j.35,re_j.36,re_j.37,re_j.38,re_j.39,re_j.40,re_j.41,re_j.42,re_j.43,re_j.44,re_j.45,re_j.46,re_j.47,re_j.48,re_j.49,re_j.50,re_j.51,re_j.52,re_j.53,re_j.54,re_j.55,re_j.56,re_j.57,re_j.58,re_j.59,re_j.60,re_j.61,re_j.62,re_j.63,re_j.64,re_j.65,re_j.66,re_j.67,re_j.68,re_j.69,re_j.70,re_j.71,re_j.72,re_j.73,re_j.74,re_j.75,re_j.76,re_j.77,re_j.78,re_j.79,re_j.80,s_SI,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32
# Adaptation terminated
# Step size = 0.0372346
# Diagonal elements of inverse mass matrix:
# 0.21015, 0.10274, 0.0991141, 0.107367, 0.0138075, 0.00730492, 0.207599, 0.116667, 0.270218, 0.265641, 0.250994, 0.304228, 0.274324, 0.33533, 0.331441, 0.275367, 0.271758, 0.286434, 0.250533, 0.259174, 0.362561, 0.256312, 0.274203, 0.310728, 0.259361, 0.309586, 0.259362, 0.279769, 0.266488, 0.273464, 0.272466, 0.27916, 0.267819, 0.303059, 0.276649, 0.315613, 0.275161, 0.405597, 0.26366, 0.257186, 0.0038677, 0.0114888, 0.0408323, 0.047004, 0.0520839, 0.0511964, 0.050632, 0.0467906, 0.0491293, 0.0477299, 0.0510227, 0.0480034, 0.0483661, 0.0493063, 0.0461587, 0.0517633, 0.0508745, 0.0445562, 0.0451942, 0.051411, 0.0478705, 0.0515392, 0.0587569, 0.0528641, 0.0422333, 0.0510343, 0.0483384, 0.0477227, 0.0529925, 0.0492442, 0.0485727, 0.0550343, 0.0494799, 0.0550955, 0.0527294, 0.0586866, 0.064288, 0.0491243, 0.0471539, 0.0482834, 0.0478503, 0.0799368, 0.0461138, 0.047469, 0.0471193, 0.0446378, 0.0507274, 0.0475877, 0.0482483, 0.053973, 0.0475986, 0.0472609, 0.0496771, 0.0489459, 0.0516162, 0.0451388, 0.0464345, 0.0471585, 0.05558, 0.0434919, 0.0476697, 0.0511181, 0.0553675, 0.0482938, 0.043152, 0.0448031, 0.0535241, 0.0471967, 0.0437618, 0.0467407, 0.0443002, 0.050721, 0.0490457, 0.0527474, 0.046783, 0.0452439, 0.0577632, 0.0516567, 0.0495111, 0.048553, 0.0467648, 0.0437912, 1.49874, 0.439159, 0.436361, 0.437798, 0.439222, 0.439686, 0.453931, 0.439639, 0.443251, 0.434172, 0.437466, 0.437821, 0.440812, 0.439666, 0.443245, 0.440895, 0.433501, 0.436176, 0.435077, 0.440785, 0.437231, 0.441931, 0.445211, 0.441083, 0.443245, 0.436559, 0.436171, 0.441069, 0.444461, 0.447859, 0.449238, 0.440825, 0.443137
-3756.24,0.983597,0.0372346,7,127,0,3850.05,0.543409,-0.0763361,-0.067122,-0.721876,-0.20403,0.193922,-0.884395,0.441479,-1.25967,-1.43606,-0.93772,-0.590888,-0.818686,-0.51599,-0.504888,-0.938256,-0.740264,-0.741265,-1.27481,-1.73277,-0.419537,-1.04165,-1.04258,-0.361432,-1.38823,-0.492969,-1.21491,-1.57255,-0.981505,-1.7536,-1.03784,-1.20486,-1.0469,-0.411441,-0.633362,-0.488835,-0.867188,0.195101,-1.19164,-1.01142,-0.0609857,0.469113,0.144518,-0.13633,-0.692718,0.201314,0.0237921,0.111494,-0.400371,0.249071,0.230434,-0.212958,0.541996,-0.311349,0.676547,0.617301,-0.0440533,-0.0477601,-0.307686,-0.147002,-0.237829,0.240585,-0.168856,0.115777,-0.291781,-0.975136,-0.557138,-0.215466,0.950654,0.44444,-0.2262,-1.39553,-0.859415,-0.126592,0.0190309,-0.58087,0.982911,0.155316,0.0691114,-0.424549,0.223742,-1.51236,0.762743,-0.480573,0.021733,0.348397,-0.0220282,0.502673,-0.471494,-0.152536,-0.160879,0.0728414,0.12947,-0.29876,-0.38391,0.0280741,0.460965,0.431906,-0.280135,0.0687454,-0.635461,0.485779,0.938986,0.756077,-0.320384,-0.337381,-0.576886,0.164529,-0.145387,0.139281,-0.229515,0.3998,-0.581429,-0.242485,-0.250826,-0.112087,0.162252,0.833467,0.675312,0.213911,-0.145888,0.0230458,0.24003,-0.119045,-0.491037,-0.000891689,0.200442,-0.0530418,0.936506,0.218111,0.194719,0.57791,0.720259,-0.411545,-0.36353,0.598599,-0.298045,-0.248862,-0.191787,-0.229726,0.605655,-0.653932,-0.576198,-0.0618124,-1.12301,-0.980872,-1.60981,-1.28279,-0.352204,-0.31714,-0.0138878,-1.27642,0.72447,-1.36441,-0.447527
-3779.62,0.905665,0.0372346,7,127,0,3859.01,-0.376654,-0.173785,-0.49205,-1.03162,-0.333051,0.112619,-0.238895,0.37395,-0.332306,-0.767184,-0.420502,0.0943527,-0.164829,0.11943,-0.37692,-0.552837,-0.252504,-0.156333,0.0656898,-0.389033,-0.179078,-0.422589,0.171925,0.204599,0.103228,0.182009,0.0743298,-0.374491,-0.50513,-0.22674,-0.32087,-0.312556,-0.378768,0.0847745,-0.259366,0.401144,0.325574,0.857846,-0.296432,-0.142149,-0.0818204,0.434631,0.168383,-0.0963094,-0.701019,0.246748,0.0178662,0.110191,-0.376575,0.288737,0.187588,-0.237233,0.520397,-0.395767,0.632064,0.466992,-0.0250513,-0.118868,-0.351514,-0.227699,-0.241609,0.264302,-0.290497,0.0663243,-0.267439,-0.985448,-0.477432,-0.148186,0.918228,0.405321,-0.264764,-1.36137,-0.923054,-0.286848,0.155331,-0.690204,1.01582,0.147693,-0.0623575,-0.347227,0.145105,-2.01167,0.691413,-0.51947,0.046052,0.282637,0.0125806,0.510316,-0.41015,-0.112116,-0.210251,0.0597195,0.199561,-0.328659,-0.329913,0.0288039,0.530456,0.452824,-0.407403,0.0329562,-0.597572,0.559107,0.98008,0.768106,-0.40243,-0.351943,-0.658086,0.186927,-0.236483,0.119509,-0.238435,0.475899,-0.616081,-0.383438,-0.237207,-0.180021,0.242497,0.737513,0.690223,0.212217,-0.182778,-0.0103733,0.393476,-0.865757,-0.98875,-0.746513,-0.305134,-0.636118,0.35758,-0.505636,-0.600834,-0.239553,0.0850887,-1.1042,-1.12331,-0.0256664,-0.969649,-0.953768,-0.546586,-1.04793,0.109955,-1.33705,-1.20596,-0.840518,-1.83429,-1.66107,-2.17981,-1.71537,-1.22677,-0.974926,-0.711697,-1.88807,0.144818,-2.05582,-0.755313
-3780.19,0.962785,0.0372346,7,127,0,3854.29,-0.493823,0.780071,0.336334,-0.0470545,-0.280667,0.254928,-0.839431,0.50142,-1.10218,-1.74113,-1.44121,-0.311427,-1.00564,-0.113697,-0.640304,-1.27184,-1.07346,-0.914839,-0.662099,-1.59397,0.372782,-1.15807,-0.172351,-0.072635,-0.347452,0.0151767,-0.726115,-1.23185,-1.00841,-1.44567,-0.879927,-0.949007,-1.31386,-0.491416,-0.960815,-0.329444,-0.93953,-0.0250329,-1.33533,-1.40466,-0.00194089,0.460097,0.428344,0.302174,-0.330203,0.365545,-0.278749,0.0971444,-0.91147,0.110245,0.647021,-0.700443,0.00322265,0.16844,0.52328,0.412699,0.426565,-0.222006,-0.66841,0.0108699,-0.530105,0.637025,-0.677595,0.396082,0.391601,-1.22541,-0.859371,-0.0316458,0.458977,0.0681796,-0.532986,-0.816529,0.162819,-0.343656,-0.304374,-0.849573,1.02163,-0.707663,0.432666,-0.299422,1.04169,-1.07681,0.0145742,-0.316028,0.207521,0.462671,-0.255161,0.572466,0.266782,0.363387,-0.985245,-0.00559042,-0.0644661,-0.115239,-0.512188,0.127632,0.594128,0.428137,0.0406133,0.844523,0.240175,0.544318,0.881117,0.830315,-0.12937,0.460086,-0.302342,0.961931,-0.372328,-0.287202,-0.0728178,0.43111,-0.225218,-0.54853,0.266781,0.00904266,0.437897,0.371795,0.0717864,-0.419702,-0.185906,-0.545853,0.390624,-0.359066,-0.783886,-0.256438,-0.0900806,-0.341312,1.16528,-0.248375,-0.107423,0.0855015,0.590768,-0.878993,-0.710076,0.548666,-0.495193,-0.597583,-0.313025,-0.434059,0.406542,-0.827214,-0.828295,-0.157244,-1.2953,-1.26683,-1.61457,-1.41129,-0.698809,-0.687979,-0.133536,-1.49951,0.44384,-1.47026,-0.804735
-3762.76,0.99213,0.0372346,7,127,0,3855.38,0.0179292,-0.108719,-0.490442,-0.316046,-0.212429,0.115859,-0.384573,0.297169,-0.28934,-1.28263,-0.0429465,-0.422697,-0.31316,0.506589,-0.691714,-0.504576,-0.23742,0.00598561,-0.74724,-0.396484,0.0556609,0.088689,-0.4514,-0.19227,-0.475059,-0.154629,-0.317478,-0.368724,-0.779978,-0.657392,-0.652621,-0.601143,-0.0403363,-0.614746,-0.122586,-0.495246,-0.54168,-0.0241601,-0.8207,-0.808528,-0.0792874,0.516892,0.0744015,0.350838,-0.401609,0.468141,-0.344534,0.361445,-0.597758,0.326228,0.306758,-0.192223,0.112747,-0.585079,0.696463,0.290848,-0.130991,0.0633162,-0.570379,-0.672628,-0.216334,0.616479,-0.602929,0.0925751,-0.230705,-0.894439,-0.792676,0.144593,0.335939,0.0814128,-0.352694,-0.807913,-0.223195,-0.338301,0.218356,-0.982467,1.15078,-0.336553,0.334995,-0.22464,0.62307,-1.3938,0.163711,-0.729958,0.00348198,0.660542,-0.256638,0.60629,-0.0705924,0.250652,-0.69946,-0.284275,0.458596,-0.314688,-0.327638,0.446375,0.37039,0.791736,-0.187237,0.285931,0.0563999,0.795326,0.934249,0.536701,-0.255772,-0.161076,-0.545034,0.410103,-0.331544,0.0757653,-0.358511,0.988242,-0.348876,-0.269774,-0.138663,-0.329395,0.609274,0.519546,0.703878,-0.164338,-0.173567,-0.195185,0.524016,-0.338543,-0.714251,-0.427029,-0.0867116,-0.253705,1.07855,0.0698184,-0.00734644,0.0521977,0.432055,-0.867264,-0.748005,0.516739,-0.621066,-0.648333,-0.0599293,-0.510229,0.283723,-0.998305,-0.894679,-0.334069,-1.52433,-1.2036,-1.67609,-1.37716,-0.791229,-0.585837,0.00442217,-1.58068,0.506633,-1.61547,-0.561007
-3755.58,0.985166,0.0372346,7,127,0,3827.98,0.384642,-0.402552,-0.420605,-0.92608,-0.198575,0.163144,-0.551867,0.378369,-0.900887,-0.478308,-0.943176,-0.648985,-0.533028,-0.303956,-0.615745,-0.52876,-0.426326,-0.00169281,-0.795513,-0.403574,-0.438034,-1.02861,-0.667198,-0.621074,-0.411371,-0.124646,-1.21116,-1.18849,-0.614275,-0.756909,-0.7337,-0.54469,-0.767552,-0.353204,-0.229881,0.218449,-1.00826,0.0471822,-0.59636,-1.02576,0.0273335,0.465446,0.454521,0.0872117,-0.530344,0.153949,-0.0230543,0.224345,-0.29915,0.316244,0.396678,-0.548172,-0.213973,0.530586,0.496804,0.127198,0.32018,-0.297669,-0.526436,0.200773,-0.772822,0.360767,-0.711152,0.365772,-0.10993,-1.13981,-0.641556,-0.171235,0.449097,0.134207,-0.213467,-1.13501,-0.0857485,-0.364164,0.0966072,-0.699475,0.811211,-0.464434,-0.0125173,-0.367715,0.0462829,-1.92201,0.613302,-0.362437,0.201305,0.530989,0.164805,0.377151,-0.0956985,0.0445157,-0.827639,0.0662213,-0.212534,-0.297978,-0.261152,-0.127615,0.381552,0.611189,-0.420267,0.3768,-0.0338683,0.627818,0.603652,0.805519,0.117876,0.210544,-0.555021,0.241784,-0.423215,0.0316608,-0.228077,0.0432097,-0.600001,-0.53254,-0.116481,-0.204983,0.109828,0.381783,0.615893,-0.0113981,-0.0843439,-0.223528,0.277772,-0.371926,-0.428643,-0.408575,0.288843,-0.307824,0.744241,-0.194926,0.328657,0.307343,0.404641,-0.623422,-0.589098,0.711576,-0.616922,-0.436615,-0.30029,-0.445751,0.472124,-0.732435,-0.69603,-0.224056,-0.990959,-1.11865,-1.58326,-1.32544,-0.730973,-0.417363,-0.0363752,-1.60664,0.501551,-1.35694,-0.650598
-3770.68,0.998548,0.0372346,7,127,0,3842.95,-0.149701,-0.219095,0.182914,-0.213366,-0.400638,0.185291,-0.287172,0.235136,-0.428354,-0.804228,-0.485924,-0.197593,-0.138277,-0.257377,0.00185835,-0.333933,-0.381273,-0.309437,-0.0739465,-0.305586,0.299146,-0.288816,-0.078349,0.21487,-0.501343,-0.260472,-0.163963,-0.525063,-0.68901,-0.439789,-0.665929,0.100123,-0.649782,-0.728253,-0.387519,-0.420439,-0.703756,-0.317266,-0.198442,-0.23021,-0.0444247,0.510846,-0.00812303,0.0802422,-0.73113,0.389801,-0.466519,-0.0534016,-0.479751,0.214926,0.350255,-0.385285,-0.229626,-0.15816,0.568751,0.202524,0.488544,-0.48197,-0.583419,-0.404996,-0.716182,0.0638284,-0.234172,-0.331145,0.00721535,-0.89607,-0.319088,0.034512,0.628648,0.364768,-0.631115,-0.664321,-0.779434,-0.500366,0.246253,-0.859664,1.13626,-0.24175,-0.0330465,-0.347035,0.471844,-1.53052,0.151302,-0.458302,-0.180187,0.469656,-0.181074,1.357,0.0698587,-0.244318,-0.662007,0.101109,-0.11457,-0.0134352,-1.05535,-0.033098,0.124763,0.885958,-0.117805,0.159802,-0.166274,0.098426,1.1406,0.310907,0.00614746,-0.0743141,-0.648378,0.483075,-0.319217,0.179626,-0.129481,0.807647,-0.1661,-0.667329,0.0270063,0.272722,0.210469,0.784755,0.757285,-0.0915999,-0.104705,-0.423277,0.400928,0.062302,-0.309818,-0.0213251,0.318601,0.0647198,0.964828,0.0698872,0.570978,0.338881,0.724493,-0.34339,-0.183974,1.01154,-0.259236,-0.263727,0.0872923,-0.255294,0.597949,-0.54829,-0.317839,-0.0799464,-1.03594,-0.770468,-1.42635,-1.34167,-0.671319,-0.356041,0.103023,-1.40962,0.948028,-1.2261,-0.389438
