# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = CJD_C_sim5_model
# start_datetime = 2022-03-14 08:02:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpyMdfRF/standata-a0041a87d62.json
# init = 2 (Default)
# random
#   seed = 285389646
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_C_sim5-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_C_sim5-profile-3.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=CJD_C_sim5_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,s_SI,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32
# Adaptation terminated
# Step size = 0.0579225
# Diagonal elements of inverse mass matrix:
# 0.133864, 0.0836376, 0.0749272, 0.0770746, 0.0122201, 0.00616573, 0.130053, 0.770455, 0.223244, 0.199165, 0.190137, 0.193781, 0.183624, 0.248249, 0.203911, 0.177606, 0.184402, 0.210539, 0.167567, 0.205468, 0.261613, 0.159861, 0.188096, 0.187155, 0.170608, 0.202112, 0.160408, 0.224853, 0.171992, 0.213594, 0.180788, 0.18083, 0.173233, 0.17171, 0.19441, 0.224537, 0.199639, 0.310752, 0.195289, 0.166546, 0.580265, 0.0183875, 0.0183904, 0.017037, 0.0190607, 0.0174775, 0.0267307, 0.0200955, 0.0197821, 0.0215445, 0.0225602, 0.0170959, 0.0201869, 0.0232232, 0.0176255, 0.0172869, 0.0191281, 0.0214961, 0.0209816, 0.0202334, 0.02137, 0.0192808, 0.0205129, 0.0187991, 0.0233368, 0.0223727, 0.0191384, 0.0175315, 0.0206656, 0.0233522, 0.0220803, 0.0247271, 0.0177893
-4159.88,0.981661,0.0579225,6,63,0,4191.9,-0.332728,0.39868,0.176541,0.0107378,-0.19188,0.286033,-0.443448,0.473786,-0.894371,-0.846101,-0.800559,0.00346875,-0.0566203,-0.379789,0.189992,-0.729891,-0.610371,-0.0713028,-0.766489,-0.799953,0.156876,-0.17695,-0.473403,0.411115,-0.542114,-0.0143478,-0.729367,-0.97666,-0.256665,-1.09975,-0.890397,-0.703121,-0.355315,-0.190543,-0.53205,-0.235024,-0.529669,0.597303,-1.13705,-0.468927,0.123494,0.150317,-0.243674,0.0078028,0.466918,0.250685,1.10896,0.0515164,0.475026,0.201289,0.804667,-0.175794,-0.0867995,0.828456,0.147035,-0.311413,0.193337,-0.178581,0.567113,-0.586807,-0.149128,0.238803,-0.939638,-0.844052,-1.19476,-0.634206,-0.609742,-0.077583,0.297545,-0.721017,0.854035,-1.08811,-0.121611
-4159.24,0.997763,0.0579225,6,63,0,4193.38,0.180444,0.184414,0.457788,-0.38287,-0.297013,0.108309,-0.458475,0.540475,-0.830625,-0.865999,-0.854541,-0.590773,-0.374144,-0.0636595,-0.373262,-0.734621,-0.303391,-0.168924,-0.760557,-1.23312,0.12633,-0.686599,-0.601995,-0.300229,-0.789384,0.191982,-0.703142,-1.49944,-0.761993,-1.38611,-0.649196,-0.607169,-0.524883,0.108177,-0.398992,0.185609,-0.825513,0.44927,-0.662497,-0.0181491,0.173829,0.134494,-0.243421,-0.0382706,0.295634,0.0973942,1.11925,0.124439,0.353051,0.553838,0.864381,0.0163112,-0.403699,0.694269,-0.209845,-0.0616509,0.195638,-0.0771476,0.792174,-0.15495,-0.377954,0.0555228,-0.878688,-0.540233,-1.42138,-0.852512,-0.251834,-0.200988,0.28569,-1.01579,0.658548,-1.01229,-0.0187019
-4148.9,0.919232,0.0579225,6,63,0,4177.77,0.285921,0.220384,0.547884,0.0241865,-0.46463,0.0611612,-0.572374,0.448598,-1.20161,-1.18397,-0.737358,-0.829028,-0.342741,-0.109925,-0.333769,-1.33805,-0.487517,-0.121699,-0.699577,-1.05757,-0.0962935,-0.963167,-0.454627,-0.35896,-1.21803,-0.258529,-1.02017,-1.76824,-0.798329,-1.43393,-1.04675,-0.523649,-0.63803,-0.505767,-0.253977,0.0433981,-0.899665,0.334444,-1.00427,-0.52317,0.124347,0.00124049,-0.0428486,0.114826,0.35966,0.212807,1.31489,0.197322,0.397837,0.531194,0.974427,-0.00861969,-0.192952,0.807801,-0.0682557,-0.110141,0.222273,-0.0897676,0.768721,-0.238973,-0.401276,0.0189014,-0.784876,-0.523961,-1.01664,-0.629169,-0.247936,-0.0636693,0.0484393,-0.889771,0.669824,-1.0237,0.0116871
-4150.39,0.966661,0.0579225,6,63,0,4187.98,0.598495,0.0262051,0.314732,-0.0753266,-0.472863,-0.0405718,-0.646511,0.468355,-0.985428,-0.831367,-0.679112,-1.0301,-0.51494,-0.0868836,-0.257966,-1.04572,-0.559492,0.12454,-0.83477,-0.69342,0.120055,-0.967704,-0.0885882,-0.36043,-0.945559,-0.284113,-1.07837,-1.37738,-0.454937,-0.989795,-1.13369,-0.735169,-0.837488,-0.517259,-0.0149469,0.48473,-0.835729,0.303563,-0.881513,-0.624216,0.159906,-0.00214814,0.0733567,-0.0177351,0.333565,0.3296,1.07716,0.308872,0.575235,0.448376,0.91471,-0.0890722,-0.121597,0.9536,-0.0847205,-0.191511,-0.00262825,-0.1519,0.794303,-0.463525,-0.326438,0.222036,-0.691371,-0.634378,-1.13297,-0.847423,-0.126939,-0.0855338,0.22384,-0.887193,0.687761,-1.08786,-0.22462
-4153.58,0.521742,0.0579225,6,63,0,4187.42,0.360568,0.266698,0.420925,-0.0855043,-0.305093,0.00616109,-0.42149,0.45757,-1.21326,-0.998901,-0.806029,-0.539939,-0.405918,0.167472,-0.571638,-0.977936,-0.0373905,-0.0100573,-1.18632,-0.504834,-0.192651,-0.566951,-0.273481,-0.631402,-0.935686,-0.432358,-0.405557,-0.972515,-0.524807,-1.06202,-0.902157,-0.795956,-1.03808,-0.45017,-0.498544,-0.0936987,-0.755968,0.715345,-0.649326,-0.461464,0.136039,0.168809,-0.268667,-0.208622,0.412548,0.376012,1.17105,0.177477,0.349743,0.660251,0.977922,-0.354904,-0.208193,0.841157,0.0162326,-0.21758,-0.278616,-0.0883992,0.496988,-0.105428,-0.201107,0.239967,-0.602107,-0.630858,-1.1714,-0.911313,-0.288797,-0.509657,-0.0471633,-1.04571,0.887571,-0.866521,-0.174449
-4153.62,1,0.0579225,6,63,0,4183.93,0.142574,0.324119,0.341102,0.130835,-0.238672,-0.0116298,-0.493839,0.480791,-0.838457,-0.940406,-0.717691,-0.309202,-0.285008,0.252251,-0.319423,-0.202227,-0.208783,-0.145648,-0.814308,-0.597646,0.0397127,-0.806887,-0.631999,-0.0385115,-0.515601,-0.116234,-0.468284,-1.0698,-0.144384,-0.883009,-0.794877,-0.527345,-0.909291,-0.0865024,-0.3609,0.382446,-0.997559,0.500102,-1.02853,-0.553315,0.203713,0.0450028,-0.00105853,-0.21831,0.446966,0.502497,1.06752,0.267263,0.488139,0.56207,0.757976,-0.204544,-0.0987269,0.812848,-0.283531,-0.412509,0.282279,-0.0820322,0.470337,-0.269044,-0.369788,0.257252,-0.682556,-0.605072,-1.11542,-0.778757,-0.0420646,-0.241766,0.193673,-0.927245,0.936833,-0.897417,-0.253437
