# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = CJD_NC_sim5_model
# start_datetime = 2022-03-14 08:08:48 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpyMdfRF/standata-a00203f7ff5.json
# init = 2 (Default)
# random
#   seed = 1174660460
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_NC_sim5-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_NC_sim5-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=CJD_NC_sim5_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,z_i.1,z_i.2,z_i.3,z_i.4,z_i.5,z_i.6,z_i.7,z_i.8,z_i.9,z_i.10,z_i.11,z_i.12,z_i.13,z_i.14,z_i.15,z_i.16,z_i.17,z_i.18,z_i.19,z_i.20,z_i.21,z_i.22,z_i.23,z_i.24,z_i.25,z_i.26,z_i.27,z_i.28,z_i.29,z_i.30,z_i.31,z_i.32,s_SI,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32
# Adaptation terminated
# Step size = 0.0410369
# Diagonal elements of inverse mass matrix:
# 0.146888, 0.0901247, 0.0850059, 0.0886147, 0.0121929, 0.00544962, 0.155613, 0.583441, 0.565032, 0.459301, 0.444285, 0.593485, 0.494728, 0.614829, 0.621996, 0.462104, 0.441096, 0.553331, 0.585907, 0.481989, 0.656716, 0.483777, 0.500732, 0.526414, 0.481519, 0.511308, 0.400238, 0.595037, 0.458467, 0.579434, 0.555496, 0.601528, 0.46153, 0.520094, 0.498799, 0.484275, 0.558472, 0.796726, 0.517276, 0.443498, 0.547015, 0.0186137, 0.0177019, 0.0182203, 0.0204347, 0.0194643, 0.0263997, 0.0210273, 0.0185074, 0.0194116, 0.0260481, 0.0184986, 0.0170452, 0.0231827, 0.0177179, 0.0202876, 0.0207094, 0.0201115, 0.0197455, 0.0184647, 0.019051, 0.0185864, 0.0223229, 0.0209452, 0.0252631, 0.0194779, 0.0220651, 0.0172516, 0.0177103, 0.0216613, 0.0222072, 0.0200126, 0.0182786
-4194.57,0.994748,0.0410369,6,127,0,4221.11,-0.198913,-0.32277,-0.148288,-0.597361,-0.163099,0.181704,0.192483,0.422369,-0.389257,-1.12057,-0.358008,0.565848,0.779932,0.612523,0.431459,0.550854,-0.491265,2.20479,-0.313694,1.23053,0.481,0.105497,-0.089824,0.110809,-0.783844,-0.132685,0.51622,-0.737235,0.00378076,-1.37175,-0.243859,0.67499,-0.587875,-0.104607,-0.0961318,0.636769,0.00794091,0.820128,-1.23352,-0.416614,0.270443,0.347861,-0.224888,-0.0033535,0.334194,0.2198,1.25802,0.328357,0.415864,0.233187,0.81686,-0.192772,0.0580725,0.76257,0.0544316,0.0223421,0.0108556,-0.234682,0.494408,-0.0522915,-0.243086,0.301209,-0.803923,-0.631252,-0.879214,-0.728181,-0.29955,-0.301908,0.333021,-0.950293,0.969739,-0.886271,-0.268322,0.0280727,-0.280809,0.0412711,0.431479,0.521901,0.451193,0.374717,0.425146,-0.0150125,1.12372,0.059988,0.712221,0.395642,0.237041,0.154544,0.239285,-0.138589,0.136441,0.410518,-0.118902,0.194079,-0.3869,0.0894843,0.477577,-0.0558171,0.1483,0.15188,0.461434,0.195837,0.538879,-0.328519,0.016518
-4212.27,0.965649,0.0410369,7,127,0,4244.65,-0.279191,0.411033,0.37223,0.217311,-0.272923,0.15464,-0.327226,0.221149,-1.03543,-1.27672,-0.309111,0.543521,-0.456357,0.518848,-1.38793,-0.308056,0.231385,0.358498,-0.226624,-3.45987,0.385982,0.303305,0.275512,2.64258,0.217304,1.57167,-1.4412,-0.543807,1.10666,-0.645286,-2.21142,-1.67074,0.606422,0.808879,-0.668517,0.706525,0.421817,0.0589297,0.193818,0.126934,0.358633,-0.0509673,-0.116535,0.254371,0.409481,0.134286,1.21257,0.0895233,0.66946,0.611162,1.09099,-0.0915562,-0.276811,0.671689,-0.128697,-0.298899,0.0942397,-0.239535,0.552248,-0.399513,-0.471145,-0.00222564,-0.741577,-0.904214,-0.998527,-0.812021,-0.35833,-0.216011,0.258658,-0.957632,0.642196,-1.21979,-0.141305,-0.55621,-0.609571,-0.395585,-0.207027,-0.428149,-0.212483,-0.634164,-0.395352,-0.276055,-0.247945,-0.377344,-1.09237,-0.241866,-0.26015,-0.266297,0.257178,-0.279169,0.0203481,-0.645946,-0.447488,-0.0824894,-0.46993,-0.81628,-0.696708,-0.193116,-0.148343,-0.475068,-0.170979,-0.233941,-0.314194,-0.284363,-0.299155
-4219.53,0.999859,0.0410369,7,127,0,4255.68,0.369271,-0.504842,-0.0528113,-0.446479,-0.379523,0.112175,-0.286099,0.0429942,-0.432796,-1.54288,0.64566,0.386695,0.875843,0.571546,-0.875804,2.42272,-1.53738,0.948514,0.666044,1.82066,-0.479604,0.594425,-0.75161,0.14982,1.01864,-1.4058,0.330981,2.31569,-0.656483,0.0283382,-0.0288793,-1.69042,-0.0352274,-0.494711,0.697529,0.209951,-0.671549,1.04162,0.713635,-1.70289,0.533577,0.164662,-0.204817,-0.0365633,0.246477,0.204182,1.47241,0.241245,0.604292,0.635476,0.920145,-0.432591,-0.250157,1.12202,-0.249901,-0.211278,0.234475,-0.215851,0.620683,-0.330267,-0.53911,0.109084,-0.66195,-0.835733,-1.29468,-0.755807,-0.502446,0.0257773,0.095031,-0.855166,0.600434,-1.07665,-0.167029,-0.304707,-0.352435,-0.25834,-0.269474,-0.248443,-0.261526,-0.323754,-0.181937,-0.352198,-0.245319,-0.257463,-0.207822,-0.30672,-0.260543,-0.318414,-0.279658,-0.242304,-0.346541,-0.271869,-0.186538,-0.314324,-0.284881,-0.287341,-0.358778,-0.287614,-0.307369,-0.25611,-0.277073,-0.314972,-0.241316,-0.255417,-0.359314
-4210.28,0.982172,0.0410369,7,127,0,4242.52,0.135701,-0.114652,0.00458844,-0.243426,-0.200652,0.0573839,-0.130626,0.141709,-0.988232,-0.963272,0.0236171,-0.0438537,0.793507,1.2211,-0.961864,1.88486,-0.995735,1.10231,-0.0689501,1.89999,0.116631,0.644192,0.00507297,0.225645,0.906103,-1.62536,-0.545115,1.49867,-1.37629,0.265329,0.284868,-0.934372,-0.852611,-0.873849,1.66558,0.267792,0.364863,0.665727,0.70512,-0.687406,0.509013,0.19417,-0.122614,-0.147444,0.356562,0.357079,1.33154,0.204089,0.566753,0.680007,0.82005,-0.391736,-0.266397,1.01579,-0.239681,-0.0716903,0.081831,-0.0243273,0.550614,-0.303092,-0.422079,0.0417486,-0.739846,-0.676285,-1.34063,-0.809238,-0.438544,0.0807042,0.0740141,-1.00644,0.724997,-1.16687,-0.131218,-0.270668,-0.267131,-0.12728,-0.136841,-0.0181793,0.0424143,-0.266931,0.136475,-0.271731,0.0255812,-0.140397,0.138619,-0.114099,-0.0393386,-0.129908,-0.0986505,-0.00222346,-0.360955,-0.207874,0.0817485,-0.325659,-0.0930269,-0.0902581,-0.263035,-0.251449,-0.254459,0.105401,-0.0926779,-0.0789221,-0.0362869,-0.0307046,-0.228038
-4205.94,0.995421,0.0410369,7,127,0,4244.31,0.193872,0.271337,0.276379,-0.219461,-0.241114,0.162976,-0.69782,0.257917,-1.26553,-1.80442,0.316374,0.783486,0.76424,1.35381,0.434733,0.256073,-0.673228,0.20178,-0.160072,-1.40558,-0.799541,0.0134252,1.23568,1.10222,-0.719235,1.53418,-0.375942,-0.696911,1.04718,-0.575543,-0.114577,-0.395913,0.315828,0.933664,1.50363,0.462817,-0.27727,2.13642,0.830879,-1.37016,0.360392,-0.0479173,-0.278722,-0.0918672,0.414809,0.0864951,1.2047,0.0311145,0.670073,0.361134,0.897084,0.0307258,-0.0567529,0.935573,-0.186895,-0.147591,0.149264,-0.298996,0.588825,-0.203219,-0.329298,0.236146,-0.867193,-0.632276,-0.838518,-0.761986,-0.398927,0.0480049,0.349144,-1.25187,0.796678,-1.02526,0.0235604,-1.02422,-1.16321,-0.616222,-0.495746,-0.500709,-0.348649,-0.585695,-0.631774,-0.871456,-0.645777,-0.739105,-1.06034,-0.904034,-0.694357,-0.379117,-0.413539,-0.883322,-0.302129,-0.794781,-0.877565,-0.427734,-0.846262,-0.727371,-0.799932,-0.616362,-0.457012,-0.310008,-0.578452,-0.769332,-0.1468,-0.483522,-1.05121
-4210.88,0.99785,0.0410369,7,127,0,4240.08,-0.515087,0.277593,0.0751501,-0.263331,-0.158401,0.229214,0.045866,0.121671,-1.73255,-1.19086,0.272447,0.426272,0.289168,1.40033,-0.232216,1.23358,-0.331333,0.260808,0.189392,-1.50536,1.39838,0.30957,-1.33505,-0.00883177,-0.028163,0.525597,0.277384,-0.654196,0.0619522,-0.108167,-2.30493,0.00671777,0.469418,-0.675063,2.62053,1.026,-0.408742,0.699423,-0.212284,0.635186,0.386474,0.189894,-0.139886,0.0163471,0.481334,0.458623,1.57357,0.228401,0.488328,0.681893,0.760685,-0.23396,-0.149958,0.802856,0.207094,-0.0388747,-0.00566527,-0.00662975,0.844343,-0.601446,-0.133208,0.237473,-0.428157,-0.753917,-1.12052,-0.625914,-0.334719,0.00805741,0.253672,-1.11389,0.683773,-0.795932,-0.177044,-0.164935,-0.0990273,0.0790151,0.0977311,0.0810495,0.216246,0.017612,0.195958,0.00555226,0.0775989,0.0689096,-0.137293,0.216008,0.0835318,-0.116571,0.0447914,0.0424394,0.109816,0.0796157,-0.0337309,0.0534038,0.0327052,-0.234577,0.0466834,0.102981,-0.0362698,0.36471,0.1707,-0.00386613,0.130966,0.0200371,0.12315
