# 0.147558, 0.102459, 0.0890595, 0.113047, 0.0197102, 0.00960475, 0.16151, 0.63398, 0.570155, 0.450372, 0.504648, 0.632093, 0.539317, 0.69265, 0.663015, 0.469916, 0.498815, 0.650573, 0.511229, 0.521155, 0.40383, 0.485174, 0.465113, 0.417143, 0.562237, 0.478296, 0.478233, 0.494474, 0.43757, 0.46199, 0.562769, 0.882486, 0.623733, 0.671332, 0.745889, 0.687857, 0.439512, 0.516392, 0.457742, 0.497198, 0.0178551, 0.020765, 0.0201534, 0.0193491, 0.0198507, 0.020173, 0.0157374, 0.0183886, 0.0211551, 0.0201345, 0.0162599, 0.0172846, 0.0187041, 0.0175172, 0.0190362, 0.0185511, 0.0163752, 0.0233177, 0.0198161, 0.0218611, 0.0182352, 0.0234661, 0.0231498, 0.0217257, 0.019984, 0.0213046, 0.0179278, 0.0242394, 0.0215339, 0.0185758, 0.0217854, 0.0200541, 0.725601
-36.3558,0.954466,0.0986047,5,31,0,74.3806,-0.00942363,0.26361,-0.234961,-0.62232,-0.29288,0.0379792,-0.656009,0.357693,0.491729,0.336997,0.771798,-2.48985,-0.0244823,0.526695,-0.534321,0.729938,0.689896,0.486962,-0.704283,0.15917,-0.253595,0.626447,0.739035,0.191402,0.0647584,-0.427046,-0.365423,1.28989,0.396036,0.155684,-1.28724,-1.87609,1.50698,0.231598,1.02572,1.02707,-0.213274,0.369796,-0.272288,-0.0595425,0.597249,-0.214239,0.0252177,-1.30835,-0.389627,0.537388,-0.809155,0.0191877,0.363899,0.24668,-0.419895,0.849087,-1.12645,-0.596727,-0.630086,-0.658139,-1.53295,-0.605031,-0.75098,-0.226518,-0.465303,-0.644844,-1.93703,-2.02554,-1.99333,-1.90653,-0.30242,-0.283403,-0.920958,-0.698183,-1.02921,-1.40329,0.41626,0.354809,-0.0266902,0.101728,-1.16279,0.224523,-0.0184153,-0.283995,0.445523,0.300739,-0.212084,-0.295795,0.0455277,-0.839721,-0.639162,-0.740079,-0.881748,-1.22044,-0.629969,-0.972203,-0.178912,-0.765065,-1.02499,-1.86309,-1.91601,-1.14078,-1.56465,-1.18261,-0.850606,-1.5117,-1.19979,-1.34799,-1.78838,-0.480121,-0.535468,-0.379943,-1.54661,-0.664766,-0.467614,-0.847132,-0.394916,-0.409238,-0.481826,-0.907926,-0.599075,-0.746718,-0.431933,-0.391662,-0.587546,-0.632845,-0.80876,-0.786718,-0.194626,-0.51435,-0.600322,-1.11644,-1.32707,-0.116973,-0.573168,-0.289117,-0.288634,-0.732296,-0.523736,-0.753405,-0.677307
-45.4989,0.690954,0.0986047,6,63,0,73.9049,0.14511,-0.00809179,-0.260063,-0.299346,-0.374229,-0.0156922,-0.389682,0.119143,-0.616532,1.19249,0.28812,-0.831479,0.699468,-1.01711,-0.0796303,1.9852,0.479647,0.058477,-0.534545,0.0817623,0.355378,-0.0959328,1.48301,-0.750174,1.10371,0.242807,-1.00382,0.613373,-1.02154,-0.60809,0.172654,-2.18039,1.38283,0.622753,0.0459584,0.689164,-1.15175,-0.0263769,0.686033,1.44621,0.546093,-0.247669,0.133531,-1.13292,-0.498147,0.43939,-0.92269,0.0247498,0.350612,0.330531,-0.394995,0.866352,-0.791276,-0.636778,-0.397755,-0.846189,-1.48337,-0.493089,-0.835392,-0.312144,-0.588333,-0.710058,-1.88806,-2.13394,-2.10815,-2.04982,-0.157076,-0.196688,-1.13257,-0.831376,-1.03768,-1.32837,0.814779,0.223267,0.0220556,-0.0561096,-0.314525,0.449516,-0.124668,-0.0600507,0.604502,0.25843,-0.290041,0.0125732,-0.000948466,-0.397308,-0.66125,-0.525095,-0.85033,-0.875898,-0.0634336,-0.741636,-0.227655,-0.827096,-1.0001,-0.734388,-0.748998,-0.880124,-1.18626,-1.00133,-0.56532,-1.06248,-0.732119,-0.607367,-1.24095,-0.463137,-0.247606,-0.355355,-0.488747,-0.306346,-0.510864,-0.39917,-0.15316,-0.332536,-0.382715,-0.453369,-0.379941,-0.347342,-0.401112,-0.212992,-0.47906,-0.258184,-0.360753,-0.509281,-0.316603,-0.511392,-0.462132,-0.369112,-0.649459,-0.224928,-0.315486,-0.384207,-0.307573,-0.526905,-0.392825,-0.307946,-0.217377
-39.2941,0.949249,0.0986047,6,63,0,92.1429,-0.804978,0.621865,0.142919,0.165072,-0.280236,0.139498,-0.549015,0.18936,-0.222048,-0.147539,-0.156272,0.607741,-0.0674019,-0.992268,-0.597059,0.327313,1.16761,-0.415948,-0.53871,-0.169076,0.641468,0.146788,0.59628,0.990841,0.962286,0.435397,-0.306713,0.145264,2.84627,-1.37545,0.776144,-1.09598,0.589296,0.353962,0.874119,0.573936,0.0644122,-0.157423,-0.987305,1.12653,0.701578,-0.232066,0.0387343,-0.98729,-0.46611,0.294203,-1.03941,0.087632,0.307294,0.260217,-0.394269,0.81721,-0.910212,-0.618539,-0.527981,-0.79866,-1.50197,-0.500221,-0.873709,-0.386685,-0.566804,-0.708806,-1.83249,-2.23153,-2.10317,-1.86029,-0.156227,-0.158272,-0.947289,-0.863259,-0.98339,-1.22737,0.604078,0.0909724,-0.206991,-0.33774,-0.286688,0.172268,-0.733431,-0.2401,0.097111,0.131402,-0.692849,-0.28533,0.0220505,-0.738443,-0.838252,-1.09455,-0.761641,-1.25409,-0.517404,-0.903322,-0.72838,-0.368687,-1.33455,-1.04874,-1.3555,-1.45247,-1.05347,-1.06753,-0.704006,-1.00854,-1.05481,-1.03085,-1.0216,-0.591062,-0.576953,-0.578607,-0.433933,-0.561778,-0.736911,-0.662074,-0.487035,-0.327916,-0.627779,-0.651025,-0.581032,-0.427547,-0.521219,-0.436104,-0.36139,-0.366797,-0.466568,-0.607094,-0.521508,-0.0100455,-0.80947,-0.402044,-0.756551,-0.437426,-0.481989,-0.383492,-0.440335,-0.536818,-0.578825,-0.735971,-0.335696
-46.5519,0.986122,0.0986047,6,63,0,80.4088,0.122644,-0.241715,-0.798465,-0.751638,-0.340222,0.164098,-0.607826,0.0332576,0.46148,-0.209257,-0.916593,0.571036,0.12863,-0.0374021,-0.901663,-0.830335,1.29577,-0.882475,0.954809,-0.942951,0.529887,-1.39242,0.617722,-0.012114,1.2472,-1.0945,0.129509,-0.313359,0.479847,-2.38025,-0.961894,0.308761,2.01524,0.240335,-0.0162056,-0.518851,0.218585,-0.887646,1.19621,0.816037,0.717293,-0.219427,-0.00252007,-0.915559,-0.522739,0.337019,-1.04096,0.129634,0.318845,0.183027,-0.344165,0.805791,-0.912127,-0.646535,-0.490073,-0.875405,-1.45835,-0.524323,-0.95501,-0.428776,-0.568824,-0.703797,-1.8086,-2.32511,-1.95335,-1.8927,-0.180961,-0.258124,-0.92932,-0.935446,-0.984608,-1.27236,0.590352,0.323009,-0.0781716,-0.253165,-0.317352,0.375084,-0.501606,-0.0380538,0.166464,0.0856238,-0.618195,-0.0393776,0.175188,-0.850212,-0.926853,-1.26397,-0.98198,-1.52088,-0.588508,-0.850979,-0.751966,-0.915102,-1.21229,-1.28231,-1.17682,-1.62524,-1.16679,-1.30145,-0.813086,-1.04114,-1.07785,-0.793935,-1.28656,-0.592478,-0.614785,-0.63831,-0.588835,-0.603548,-0.60907,-0.637813,-0.635441,-0.564732,-0.637175,-0.576071,-0.639186,-0.590203,-0.654134,-0.587282,-0.608229,-0.566347,-0.644227,-0.603519,-0.618248,-0.591868,-0.686987,-0.639816,-0.597557,-0.540804,-0.599833,-0.608365,-0.625082,-0.600556,-0.637347,-0.568043,-0.580687
-51.3273,0.974598,0.0986047,6,63,0,94.2376,0.515973,0.726824,-0.267773,-0.055659,-0.372612,-0.0389241,-1.14632,0.419411,-0.241775,-0.676823,-1.6093,-0.975104,-0.970327,0.619146,-0.227587,-0.414739,-0.0333012,-0.279666,0.141753,-0.658143,-0.764258,1.78371,1.63351,0.552237,-1.60172,-0.212997,1.06311,0.582856,0.207709,-0.670902,-0.867997,0.343734,0.453799,-0.719595,1.63342,0.372997,-1.52145,-0.956994,-0.811442,-0.146638,0.810238,-0.263252,0.177719,-1.24209,-0.358138,0.568021,-1.04872,0.0726056,0.389192,0.167834,-0.385639,0.996971,-0.829201,-0.703467,-0.156958,-0.904775,-1.53524,-0.735349,-0.900748,-0.377606,-0.572163,-0.704052,-1.72192,-2.41971,-2.12113,-1.93758,-0.104652,0.0394677,-1.11666,-0.75901,-0.905235,-1.26355,0.751109,0.47219,-0.125217,-0.463551,-0.322047,0.235784,0.604257,0.132355,0.493897,0.487899,-0.0882676,0.436836,-0.0318237,-1.20055,-0.364467,-0.432605,-0.991612,-2.09378,-0.623559,-0.639032,-0.49724,-1.08079,-1.67059,-1.28348,-0.487377,-0.994472,-1.79445,-0.508415,-0.702528,-1.77371,-1.31824,-1.24079,-1.70629,-1.24772,-1.43019,-1.82128,-1.55529,-1.55328,-0.886642,-1.24177,-1.32026,-1.16029,-1.26361,-1.08687,-1.42235,-1.46686,-0.398211,-0.461208,-0.914704,-1.8181,-1.23565,-0.700438,-0.901862,-1.0592,-1.4277,-1.51037,-1.00215,-0.95599,-1.44812,-0.461243,-0.989879,-1.78443,-1.54769,-1.48665,-1.20782
-51.3177,0.886451,0.0986047,6,63,0,87.9262,-0.552926,0.192269,-0.443449,-0.482057,-0.420438,0.202236,-0.370082,0.0876437,1.26217,-0.264684,0.9457,0.382393,0.985049,0.040732,0.773007,0.118454,0.940577,-0.409464,0.956579,0.171826,-0.19936,-1.84527,0.189945,0.439099,-0.640974,0.309928,1.62971,-1.88407,0.189805,-0.391321,0.016027,-0.84652,-0.753849,-0.689072,-0.928729,0.70047,2.0367,1.14093,0.903297,0.382957,0.771935,-0.118389,0.286802,-1.03774,-0.284342,0.653466,-1.01943,-0.0396172,0.344194,0.0232219,-0.220248,0.811494,-0.793778,-0.517744,-0.518341,-0.849054,-1.71245,-0.807231,-0.780395,-0.436042,-0.493405,-0.408662,-1.82217,-2.18745,-1.74795,-1.87644,-0.0297449,-0.0634997,-1.01095,-0.709719,-1.07742,-1.07816,0.603391,0.656705,0.0546835,-0.0258632,-0.215694,0.710451,-0.447223,0.223664,0.416656,0.301429,-0.596579,0.162371,0.435638,-0.871186,-1.0317,-1.35144,-0.956341,-1.76761,-0.436381,-0.695924,-0.862772,-0.915763,-1.2164,-1.42089,-1.41781,-2.03395,-1.39101,-1.56677,-0.800368,-0.99539,-1.07325,-0.829411,-1.46872,-0.259461,-0.39328,-0.287197,-0.336567,-0.283748,-0.366512,-0.302333,-0.3597,-0.287646,-0.405969,-0.286244,-0.355022,-0.387554,-0.531808,-0.353434,-0.331598,-0.426259,-0.342918,-0.227248,-0.535208,-0.353447,-0.404379,-0.368677,-0.444274,-0.436152,-0.430475,-0.451479,-0.30869,-0.191578,-0.270086,-0.290913,-0.336518
-52.0353,0.910476,0.0986047,6,63,0,79.2837,-0.668325,0.258252,-0.0616899,-0.279018,-0.280192,0.16167,-0.415215,0.193381,0.0695906,-1.04978,0.452805,-0.0993145,0.311096,0.762026,-0.660385,0.287039,0.780734,0.479961,-0.959709,0.223332,2.21287,-0.425773,-0.17317,0.384517,-1.25064,-0.180394,-0.729948,-0.846229,-0.514747,-1.12135,0.857377,-0.653097,-2.10272,0.354906,-1.67145,1.07568,-1.94697,-0.291122,0.0154861,-0.144706,0.826097,-0.192416,0.411549,-0.989616,-0.349229,0.708838,-0.968823,-0.103196,0.216292,0.2864,-0.345142,0.989164,-0.625224,-0.518918,-0.759879,-0.972669,-1.68875,-0.850296,-0.74143,-0.390894,-0.472434,-0.504065,-1.83467,-2.15906,-1.73712,-1.79411,-0.26973,-0.154592,-0.960087,-0.696296,-1.05588,-1.20697,0.643245,0.119763,-0.408726,-0.269424,-0.4698,0.218469,-0.491363,-0.28142,0.0417463,0.0124083,-0.592255,-0.417768,0.092747,-0.321807,-0.816012,-1.15291,-0.742524,-1.59009,-0.5246,-0.854032,-0.809372,-0.874821,-1.15854,-1.18135,-1.4479,-2.14426,-1.13673,-1.68552,-0.711786,-1.50432,-1.21057,-0.948009,-1.34776,-0.401758,-0.618223,-0.327651,-0.434421,-0.355055,-0.267854,-0.542921,-0.359707,-0.264236,-0.3224,-0.600805,-0.372027,0.0127121,-0.497552,-0.448703,-0.340857,-0.657065,-0.4501,-0.556374,-0.57886,-0.514758,-0.632063,-0.249415,-0.541512,-0.821841,-0.346583,-0.738442,-0.2072,-0.791722,-0.471513,-0.412221,-0.443199
-50.3941,0.989184,0.0986047,5,31,0,75.8148,-0.464544,-0.0293028,0.453773,-0.137981,-0.58465,0.0800709,-0.271232,0.345319,1.33537,0.472057,0.246733,-1.61311,-0.260586,-0.122908,-1.05652,0.0453805,0.822106,1.93621,-1.5169,-1.25994,-2.21966,0.241367,0.85218,-0.903142,-0.771357,-0.19494,-2.10011,-1.33273,0.296202,-0.477784,0.180144,-1.05495,-1.66521,0.287233,0.514304,1.88887,0.566458,1.17031,-0.860036,1.34265,0.676121,-0.174233,0.468176,-0.954305,-0.551111,0.625243,-0.978577,0.00500565,0.102724,0.286027,-0.531043,0.783338,-0.692019,-0.421279,-0.36921,-0.991557,-1.50301,-0.717445,-0.673378,-0.302991,-0.584027,-0.728375,-1.90093,-2.22777,-1.84664,-2.08395,-0.276571,-0.10996,-0.99175,-0.717997,-0.868552,-1.26137,0.487877,0.868105,-0.0810823,-0.21726,-1.05482,0.425503,-0.418236,-0.500416,0.429386,0.437176,-0.0611605,-0.565848,-0.403781,-0.73779,-0.111714,-0.191145,-0.680553,-1.22923,0.50394,-0.876865,-0.214495,-0.179588,-0.794097,-1.03667,-1.1526,-2.23143,-1.47565,-1.21014,-0.0694482,-0.960148,-0.549565,-1.0838,-1.34992,0.189896,-0.108222,-0.186031,-0.82827,-0.361218,-0.313675,-0.636068,-0.255562,0.0126562,0.397376,-0.795047,-0.706312,-1.03772,-0.187884,0.0230412,-0.583105,-0.537597,-0.338549,-0.996439,-0.731449,-0.168948,-0.43622,-0.209025,-0.635525,-0.846262,-0.172046,-0.0936336,0.381029,-0.0756241,0.132899,-0.568219,0.192409
-48.123,0.993831,0.0986047,6,63,0,75.9335,-1.0776,0.316294,-0.00376615,-0.323453,-0.317103,0.159346,0.0653663,0.30986,1.658,-0.0601873,-0.845786,-1.38833,-0.766498,0.393273,-0.628314,0.580521,1.30449,2.56065,-0.157294,0.561964,1.84777,0.311162,1.58205,1.41102,0.0897887,1.23986,0.118726,-1.1765,-0.24275,-0.957668,-0.43498,-0.919462,-0.689112,-0.953195,1.70725,0.791039,-0.134262,1.72652,-0.387823,0.794694,0.673641,-0.157332,0.12632,-1.00048,-0.552347,0.436499,-0.847784,-0.0743086,0.271161,0.33308,-0.538976,0.862207,-0.692194,-0.51658,-0.493571,-0.816356,-1.32796,-0.763066,-0.563069,-0.632254,-0.727176,-0.71549,-1.60465,-2.43152,-1.91282,-2.10529,0.127147,-0.16348,-1.16436,-0.973702,-0.903781,-1.10375,0.423547,0.801258,-0.0842665,-0.475267,-0.749319,0.108858,-0.36294,-0.201452,0.355129,0.438206,0.232571,-0.12068,0.373797,-0.0430963,-0.524678,-0.520198,-0.278044,-1.24155,0.0628075,-0.560765,-0.862489,-0.743397,-1.15326,-1.47665,-1.57424,-1.9737,-1.54763,-0.853622,-0.660357,-1.18249,-0.612231,-1.06095,-1.13551,0.579113,0.0467167,-0.196709,-0.364823,-0.172141,0.187226,-0.129323,0.245247,0.469575,0.85881,0.0166273,0.239497,0.637918,0.161783,0.55558,0.502585,0.0931882,0.449549,0.102155,-0.299184,-0.00985229,-0.231377,-0.0694165,-0.219538,-0.148162,-0.229991,0.594374,0.310478,0.0237639,0.600347,-0.0548047,0.31161
-41.5313,0.998246,0.0986047,6,63,0,75.7445,0.255224,0.271433,-0.387874,-0.967984,-0.111263,0.0704777,-0.760434,0.407415,-0.468442,-1.54588,1.8687,-0.756882,-2.20588,1.43062,-2.33316,-1.2718,0.536265,-0.224176,-0.80411,2.03779,0.990254,0.389053,1.16807,0.607633,-0.8069,-0.758244,-1.03889,-0.322745,-0.229511,0.458857,-0.573744,-2.5758,-0.355385,-0.706762,1.49933,1.72385,0.145624,1.04884,0.848718,1.01253,0.682152,-0.550469,0.221327,-1.26148,-0.615606,0.404806,-0.795518,-0.0545459,0.38424,0.258366,-0.42974,0.605659,-0.790218,-0.473413,-0.468817,-0.903113,-1.50232,-0.807427,-0.727335,-0.607966,-0.755808,-0.763662,-1.54755,-2.34707,-1.92652,-2.03379,-0.0774992,-0.00599402,-1.03603,-0.829132,-0.939171,-1.14141,0.341397,-0.0358581,-0.598727,0.726079,-0.380795,-0.723067,0.423163,-0.898827,-0.417115,0.269956,-0.26315,-0.313304,0.968964,-0.320031,-0.552314,-0.400665,-0.496302,-1.29616,-0.929143,-1.12582,-0.813666,-0.820847,-0.606477,-1.69455,-2.50635,-1.76693,-1.6736,-0.849679,-0.576215,-1.30181,-0.950615,-0.945149,-1.01857,-0.951284,-1.39025,0.000903232,-1.0688,-1.65914,-0.177578,-1.711,-1.27858,-0.541951,-0.851766,-1.08804,0.0697923,-0.356989,-0.601928,-0.284543,-0.512875,-1.08918,-1.06935,-1.18369,-0.891925,-0.85394,-0.573489,-0.994186,-1.80986,-0.905223,-1.04838,-0.149583,-0.05811,-0.701105,-0.333121,-0.414653,-0.347913
-53.5112,0.990737,0.0986047,6,63,0,87.1271,-0.407418,0.444548,-0.015443,-0.160752,-0.120082,0.129452,-0.566689,0.0128084,1.19029,1.37741,-0.511984,0.481763,1.56951,0.671871,-1.07787,-0.345198,0.472058,0.298642,-0.435136,-1.17173,1.4208,-0.227132,-0.84689,-0.851585,0.357684,0.39873,-1.40353,-0.0192926,-1.50287,1.98696,-0.275004,1.50552,-1.33687,0.332454,0.967703,1.48804,-1.13478,2.27473,1.98802,-0.539495,0.688285,-0.263836,0.190887,-0.97661,-0.508628,0.726636,-1.05207,0.0835495,0.300016,0.155395,-0.637063,0.748937,-0.7793,-0.361352,-0.563224,-0.732415,-1.29581,-0.701594,-0.932221,-0.239439,-0.642933,-0.792599,-1.89949,-2.53944,-1.75409,-1.83662,-0.117158,0.0439022,-0.791081,-0.571642,-1.17654,-1.26428,0.58729,0.0654347,-0.0658928,-0.215087,-0.242476,0.0925793,-0.440997,-0.0750535,-0.0658541,-0.108876,-0.405476,-0.160613,0.0710258,-0.681525,-0.635585,-0.929171,-0.679243,-1.01181,-0.583179,-0.641738,-0.655395,-0.669755,-0.696376,-1.07161,-1.09802,-1.31273,-0.822574,-1.00202,-0.745553,-0.868297,-0.896131,-0.752521,-0.882774,-0.551443,-0.549046,-0.573246,-0.560518,-0.546586,-0.558083,-0.580494,-0.57111,-0.560642,-0.562863,-0.572262,-0.581696,-0.54849,-0.569598,-0.577536,-0.577596,-0.562107,-0.561581,-0.584665,-0.566936,-0.585938,-0.541239,-0.570211,-0.547405,-0.583812,-0.56243,-0.554294,-0.547629,-0.581223,-0.537553,-0.541225,-0.573599
-56.8654,0.962972,0.0986047,6,63,0,87.7894,-0.947819,0.352811,0.0109119,-0.339157,-0.18154,0.104081,-0.115173,0.0901554,0.87918,-0.577798,3.12203,0.924507,0.227183,1.0134,-1.64272,-1.0448,1.81352,1.65583,-0.493452,-0.771073,1.47357,-0.252009,0.565243,-1.18615,-0.0388783,0.247961,1.08366,-1.59755,-0.459031,0.874808,0.0305645,1.01691,-2.1472,0.722214,1.81783,0.606274,-0.842321,1.29493,0.33137,-0.581894,0.709603,-0.283522,0.21825,-1.12359,-0.527088,0.730662,-1.08452,0.0678154,0.316201,0.0647626,-0.64589,0.767899,-0.845918,-0.366984,-0.5915,-0.769889,-1.35266,-0.582529,-0.980107,-0.239423,-0.618838,-0.885452,-2.00392,-2.54592,-1.73097,-1.82881,-0.0971731,0.0471919,-0.774636,-0.576597,-1.13443,-1.29184,0.542531,-0.0293278,-0.362846,-0.126629,-0.385396,-0.0544149,-0.49794,-0.425161,-0.279911,-0.103083,-0.470716,-0.371719,-0.21554,-0.664317,-0.810149,-0.985065,-0.948277,-1.18778,-0.606343,-0.676254,-0.873807,-0.855768,-0.843336,-1.39008,-1.28393,-1.83875,-1.23786,-1.23942,-1.06262,-1.328,-1.15179,-1.10762,-1.42956,-0.0359097,-0.167264,0.166295,-0.0318233,-0.0946908,-0.0238088,-0.263273,-0.209367,0.0483261,0.0341093,-0.15966,-0.184689,0.0176776,-0.137893,-0.0642129,-0.22211,-0.118678,-0.0928176,-0.0174749,-0.2592,-0.156557,-0.0363039,-0.112417,-0.0234924,-0.308754,-0.0500611,0.0487148,-0.0605137,-0.191112,0.00157214,-0.0852978,-0.167634
-58.0221,0.999923,0.0986047,6,63,0,94.9858,0.213389,-0.5164,-0.848048,-0.832809,-0.407233,0.104201,-0.384306,0.0338079,-0.783273,0.770922,-0.529008,-0.555733,-0.609218,0.209204,-0.249549,0.470505,0.656293,0.0406502,1.38945,-0.365678,1.29422,-0.127009,-2.53387,0.722651,-0.509348,0.303615,-1.30664,1.16811,-0.687657,0.0711591,-1.15845,-0.259596,0.398497,0.323879,0.558773,1.88858,-0.0517084,-1.06526,-0.807709,1.45501,0.642525,-0.128802,0.263095,-1.10751,-0.404903,0.340928,-0.736928,0.147898,0.190063,0.299286,-0.450131,0.666105,-1.04691,-0.741372,-0.927831,-1.06791,-1.58817,-0.402815,-1.25427,0.133222,-0.389625,-0.69575,-1.47999,-1.99358,-1.87993,-1.90742,-0.418461,-0.178353,-0.945925,-0.653917,-0.910807,-0.886474,0.49416,0.247872,-0.153081,-0.286113,-0.423066,0.329339,-0.409091,-0.111998,0.246525,0.0714072,-0.61292,-0.0398555,0.0487424,-0.661938,-0.817418,-1.19789,-0.909625,-1.46201,-0.317514,-0.827066,-0.515036,-0.896839,-1.11305,-1.15127,-0.952981,-1.53539,-1.2874,-1.24599,-0.688686,-1.05661,-0.998566,-0.825192,-1.41544,-0.410787,-0.358243,-0.402191,-0.403094,-0.404902,-0.377233,-0.392743,-0.368399,-0.362118,-0.382932,-0.337332,-0.396669,-0.340551,-0.3886,-0.469971,-0.359875,-0.401526,-0.374041,-0.428481,-0.344815,-0.407554,-0.3819,-0.423471,-0.393082,-0.370834,-0.373356,-0.365415,-0.320457,-0.386054,-0.42032,-0.411613,-0.335115
-53.4413,0.990127,0.0986047,6,63,0,85.8292,-0.644051,0.889574,0.286078,-0.151884,-0.1703,0.132262,-0.488431,0.0577228,0.833248,1.08987,1.33039,-2.345,0.806302,0.845673,-0.682548,0.740374,0.894032,-1.10986,-0.246779,-0.00113674,0.753149,0.809991,0.276355,-2.4003,0.840556,-0.0685855,1.56335,-0.201772,-1.16889,-0.235677,-0.157918,-0.442063,-2.67472,-0.52146,0.67079,-0.129308,-0.856588,0.673554,1.27065,-0.769036,0.764001,0.0410776,0.317481,-0.989528,-0.539934,0.678817,-0.762031,0.289356,0.202005,0.287576,-0.359004,0.604696,-0.881947,-0.49876,-0.354458,-1.03991,-1.27977,-0.65544,-0.966187,-0.287428,-0.619113,-0.534032,-1.55725,-2.22969,-1.71924,-2.01661,-0.189984,0.0719281,-1.21465,-0.847904,-0.859078,-0.986522,0.411952,0.473408,0.298574,0.186517,-0.0825309,0.503461,-0.0807002,0.227873,0.361072,0.294082,-0.187748,0.171337,0.424755,-0.494549,-0.447508,-0.780765,-0.683388,-0.887272,-0.383943,-0.391379,-0.486454,-0.587021,-0.634298,-1.25012,-1.28499,-1.66673,-1.08293,-1.17749,-0.920725,-1.08914,-1.05089,-0.85888,-1.16675,-0.440334,-0.425521,-0.411637,-0.623791,-0.441889,-0.439616,-0.52783,-0.445695,-0.436825,-0.552495,-0.502676,-0.488497,-0.444957,-0.441676,-0.472479,-0.626983,-0.439912,-0.49239,-0.39819,-0.500078,-0.555903,-0.502035,-0.497547,-0.513948,-0.642823,-0.518531,-0.449711,-0.495895,-0.537876,-0.449552,-0.415085,-0.532822
-64.2329,0.919608,0.0986047,6,63,0,105.749,-0.810877,0.400823,-0.306647,-0.389384,-0.19632,0.104454,0.167995,0.00496771,-1.14926,-1.09922,-1.12417,-0.509327,-0.867182,0.405151,-0.376287,-0.901856,1.25414,1.34035,-0.232415,-0.231117,-2.5221,-0.534454,-0.99565,0.216824,0.459025,-0.00756094,-0.948693,-0.323889,-1.03173,2.42282,-0.463112,-2.68664,0.390097,-1.24482,-1.62684,-0.612321,-0.784982,-0.740176,0.068151,-0.0438613,0.712494,0.0149012,0.0380046,-1.3019,-0.439202,0.396066,-0.920944,-0.0356643,0.161849,0.0329717,-0.397015,0.810573,-1.03257,-0.455279,-0.732128,-0.976778,-1.82452,-0.377298,-0.802404,-0.357139,-0.682125,-0.71717,-1.85711,-2.20202,-2.01834,-1.92825,-0.0979058,0.108887,-0.735147,-1.13289,-1.08383,-1.07581,0.638436,0.378497,0.160123,0.0628324,0.000299911,0.416335,-0.109328,0.200151,0.304422,0.227683,-0.145977,0.154712,0.334475,-0.702594,-0.69029,-0.945213,-0.744858,-1.09831,-0.507917,-0.677773,-0.6188,-0.72191,-0.821348,-1.03259,-1.01692,-1.29313,-0.963601,-1.05781,-0.751553,-0.898159,-0.907653,-0.770035,-1.0378,0.162286,0.162535,0.162411,0.165465,0.163687,0.170008,0.166126,0.163515,0.174225,0.174654,0.166841,0.166847,0.155466,0.16534,0.163049,0.169072,0.170275,0.167958,0.163282,0.166386,0.16287,0.180031,0.165695,0.154649,0.169933,0.161811,0.159913,0.164953,0.164096,0.164318,0.168334,0.167777
-52.973,0.991669,0.0986047,6,63,0,85.7237,-1.21083,-0.142437,0.0618867,-0.25481,-0.414022,0.193358,0.220761,0.0190378,-0.915953,-0.686139,-0.902516,-0.529409,-0.852721,-0.214327,-0.590404,-0.949574,1.76021,1.07403,-0.391242,0.276878,-2.67143,-0.605153,-0.971034,0.187256,1.42337,-0.192453,-0.581569,-0.856423,-0.307955,2.33536,-0.628515,-1.40983,-0.804123,-0.557777,-0.958988,0.41139,0.187963,-0.312798,-0.200579,0.510458,0.6723,-0.395255,0.390432,-0.982562,-0.398681,0.658512,-0.929246,-0.0805632,0.289565,0.29265,-0.367506,0.814681,-0.707106,-0.708022,-0.37007,-1.04422,-1.41475,-0.602086,-0.909934,-0.0198822,-0.678857,-0.993112,-1.45455,-2.34079,-2.0646,-2.03835,-0.23315,-0.0731046,-0.981321,-0.603012,-0.718574,-1.09966,0.672213,0.0900209,-0.366661,-0.54877,-0.679984,0.168068,-0.860911,-0.287996,-0.0425032,-0.175338,-0.950397,-0.354614,-0.0166519,-0.485703,-0.468167,-0.954061,-0.57603,-1.24659,-0.054294,-0.436981,-0.297463,-0.523983,-0.719558,-1.2796,-1.2112,-1.81442,-1.20535,-1.3538,-0.719405,-1.03103,-1.03413,-0.777161,-1.35406,0.203323,0.207699,0.203579,0.210682,0.204527,0.216681,0.209521,0.202683,0.254272,0.241208,0.213313,0.226032,0.169903,0.20924,0.202275,0.224326,0.247859,0.217097,0.209689,0.204457,0.214898,0.265221,0.208796,0.193921,0.205452,0.210142,0.202504,0.228593,0.22434,0.214806,0.216943,0.230479
