# 0.147558, 0.102459, 0.0890595, 0.113047, 0.0197102, 0.00960475, 0.16151, 0.63398, 0.570155, 0.450372, 0.504648, 0.632093, 0.539317, 0.69265, 0.663015, 0.469916, 0.498815, 0.650573, 0.511229, 0.521155, 0.40383, 0.485174, 0.465113, 0.417143, 0.562237, 0.478296, 0.478233, 0.494474, 0.43757, 0.46199, 0.562769, 0.882486, 0.623733, 0.671332, 0.745889, 0.687857, 0.439512, 0.516392, 0.457742, 0.497198, 0.0178551, 0.020765, 0.0201534, 0.0193491, 0.0198507, 0.020173, 0.0157374, 0.0183886, 0.0211551, 0.0201345, 0.0162599, 0.0172846, 0.0187041, 0.0175172, 0.0190362, 0.0185511, 0.0163752, 0.0233177, 0.0198161, 0.0218611, 0.0182352, 0.0234661, 0.0231498, 0.0217257, 0.019984, 0.0213046, 0.0179278, 0.0242394, 0.0215339, 0.0185758, 0.0217854, 0.0200541, 0.725601
-44.0147,0.994262,0.0986047,6,63,0,82.5787,-0.734826,0.428184,-0.110062,-0.384282,-0.242,0.0913876,-0.179536,0.323767,1.74598,1.07861,-0.554562,-0.665584,-1.40776,1.14437,-1.56107,-0.364067,0.531217,1.08308,1.56332,0.273199,-0.957097,-0.228429,0.42152,0.0628436,0.197263,0.591406,-0.527233,0.21331,-0.0273124,0.429704,-0.148801,-1.75128,-1.43106,0.100019,0.573288,1.53062,1.81028,0.455293,-1.33086,-0.452643,0.957054,0.0941642,0.166994,-1.12336,-0.511121,0.546926,-0.922463,0.0288879,0.384859,0.292341,-0.5608,0.512578,-0.925264,-0.512656,-0.173993,-1.15453,-1.57739,-0.484748,-1.11917,-0.193755,-0.490603,-0.799437,-1.58515,-2.49441,-1.90084,-2.00516,-0.00265346,-0.134898,-1.10659,-0.927864,-1.12048,-1.09121,0.417277,0.738985,0.253421,-0.35775,-0.474543,-0.237175,0.0454637,-0.556304,0.000367855,0.182434,-0.0626546,0.435746,0.164891,-1.0892,-0.887662,-0.913904,-0.865222,-1.18414,-0.363274,-0.966439,-0.620435,-0.85848,-0.854242,-1.38176,-1.83028,-2.08593,-1.32348,-1.2093,-0.565413,-0.654529,-1.06784,-1.51881,-1.60123,0.385754,0.169682,-0.359084,-0.39503,-0.635322,0.190972,-0.684959,-0.297409,-0.00754537,0.171128,0.326615,-0.0910832,-0.489412,-0.253494,-0.0430616,-0.159189,-0.115669,0.0119417,-0.350236,-0.110473,-0.188379,-0.040412,-0.227713,-0.746542,-0.642865,-0.147153,0.00607568,0.316027,0.406573,-0.0321272,-0.610424,-0.326087
-58.2002,0.925082,0.0986047,6,63,0,92.3535,-0.56495,-0.15464,-0.120697,-0.815734,-0.217017,0.217936,-0.140443,0.0971061,-0.711535,0.530362,0.798418,-0.857251,0.595042,0.319241,-2.15556,1.79542,1.3029,1.95791,-0.0757144,0.329112,-0.0226583,-0.15613,-0.744336,-0.175194,1.31987,0.360409,0.444071,1.6262,0.179035,-0.18082,0.705091,-2.01106,0.552165,-0.535878,-0.704679,-0.144758,-0.705197,-0.73421,0.183126,-0.3412,0.767381,-0.179933,0.344778,-1.20318,-0.418745,0.286998,-1.07318,0.343755,0.231666,0.182535,-0.850471,0.861701,-0.839468,-0.672154,-0.573899,-1.11762,-1.17625,-0.369326,-0.843165,-0.20391,-0.352824,-0.497494,-1.61862,-2.52812,-2.07023,-1.97787,-0.347916,-0.200072,-1.35031,-0.736941,-1.11253,-1.10253,0.49209,0.0705703,-0.0505047,-0.234355,-0.467632,0.237725,-0.684535,-0.271046,0.128298,-0.0161968,-0.468588,-0.22257,0.22039,-0.336533,-0.244338,-0.785662,-0.310634,-0.76244,-0.0979422,-0.169943,-0.0958615,-0.244014,-0.407849,-1.34801,-1.6847,-1.75802,-1.08054,-1.40392,-0.914104,-1.12964,-1.24567,-0.906431,-1.15025,-0.209538,-0.0889417,-0.0629118,-0.223688,-0.082661,-0.109443,-0.349761,0.0339032,-0.0139233,0.0496816,-0.147796,-0.108484,-0.142643,-0.155604,-0.212723,-0.157456,-0.0122753,-0.105445,-0.0973211,0.0174708,-0.123058,-0.158002,-0.0719745,-0.33573,-0.0868245,-0.19248,-0.208872,-0.1545,-0.208922,-0.211739,-0.12266,-0.173576
-54.9087,0.994633,0.0986047,6,63,0,96.5396,-0.820734,0.168409,-0.289946,-0.187409,-0.277359,0.231074,-0.343607,0.372091,1.415,0.879653,0.784765,-0.845168,-0.179457,1.15036,-1.84163,1.67238,1.62351,1.61692,-0.561891,1.83583,-0.410057,0.0904713,0.745753,-1.17887,0.670317,-0.51029,-1.27035,1.48006,1.11856,0.136176,0.704515,-2.56111,-0.461749,-1.30475,0.690929,-1.54982,-0.46023,-0.404162,-0.0617262,0.0710989,0.515675,-0.0190611,0.418355,-1.07103,-0.230456,0.355209,-0.896498,0.328832,0.405315,0.120244,-0.716039,0.804595,-1.02396,-0.447913,-0.400281,-1.1648,-1.28809,-0.315631,-0.743007,-0.236724,-0.643361,-0.518757,-1.66522,-2.3483,-1.90528,-1.72633,-0.528464,0.0343363,-1.0967,-0.967107,-0.867332,-1.26914,0.489597,0.665866,0.157798,-0.0982867,-0.797431,0.12406,-0.383215,-0.803287,0.571744,0.430011,-0.184455,-0.475818,0.837318,-1.07329,-0.800117,-1.08021,-1.35479,-1.33479,-0.853199,-1.28588,-0.267041,-0.458758,-0.989023,-1.00332,-2.26418,-1.89485,-1.39748,-0.952324,-1.27703,-1.07752,-1.15388,-0.754211,-0.998792,0.182902,-0.0162962,-0.0516035,-0.658087,-0.410382,0.0844323,-1.02886,0.278672,0.260486,0.258032,-0.552682,0.339489,-0.496186,-0.309944,-0.0661192,-0.782254,-0.0941885,-0.533482,-0.816294,0.207111,0.072598,-0.292938,-0.0814636,-1.29657,-0.51542,-0.829093,-0.0865188,-0.920283,-0.514855,-0.493992,-0.366575,-0.317152
-47.2005,0.991868,0.0986047,6,63,0,98.1956,-0.284238,0.35593,-0.0808256,-0.335015,-0.380052,0.160929,-0.697515,0.156807,1.7707,-0.139868,-0.406417,-1.65754,-1.4256,0.197221,-0.915139,0.643257,-1.27506,-0.00178789,-0.863806,1.63235,-0.776735,0.865326,0.857916,-0.647823,-0.00147632,1.13486,-0.707632,2.21421,1.26878,0.5359,0.746395,-1.5241,-0.600992,-1.26903,0.110436,-0.884574,0.309077,1.04117,-0.553215,-0.647511,0.6897,-0.145729,0.197577,-1.11356,-0.303185,0.402198,-0.818785,0.312076,0.266136,0.121272,-0.556503,0.90877,-0.921342,-0.602798,-0.530284,-1.14465,-1.55938,-0.588711,-0.803081,-0.259559,-0.66034,-0.579958,-1.6802,-2.35513,-1.85404,-1.76397,-0.601685,0.100057,-1.06046,-0.967318,-0.890491,-1.09802,0.439156,0.740366,0.0175478,-0.17107,-0.494224,0.309701,-0.341842,-0.0334823,0.459077,-0.0110194,-0.494271,-0.0735007,0.583342,-0.764648,-0.543739,-0.951403,-0.893872,-1.39653,-0.112206,-0.762174,-0.15457,-0.536904,-0.877547,-1.23719,-1.50021,-1.91976,-1.53599,-1.41581,-1.03,-1.12498,-0.987714,-1.02037,-1.59371,-0.419857,-0.719448,-0.761244,-0.95743,-0.92106,-0.66659,-0.841016,-0.596648,-0.897453,-0.697796,-0.832966,-0.44155,-0.819313,-0.561826,-0.562988,-0.799099,-0.697747,-0.519561,-0.808477,-0.350311,-0.498561,-0.613482,-0.580475,-0.936505,-0.791755,-0.896508,-0.680198,-0.836223,-0.64905,-0.534253,-0.784263,-0.79905
-52.4359,0.907158,0.0986047,6,63,0,84.4237,-0.126954,-0.0412901,-0.233375,-0.518734,-0.287838,0.0713952,-0.411071,0.433525,1.8983,-0.379005,-0.647711,-0.680502,-1.44313,0.791932,1.36644,-0.0656194,0.491566,1.07468,-1.35542,-0.32559,-0.301512,0.519353,0.711499,-0.0370229,-0.397415,0.56139,-1.51945,2.16436,0.229182,1.19824,-1.46767,-0.129959,-0.210178,-1.03428,-0.884751,-0.551676,-0.360855,-0.207437,0.283944,-0.964079,0.687288,-0.195953,0.314664,-1.09162,-0.504932,0.551142,-0.526065,-0.0633682,0.565211,0.187973,-0.694412,0.670479,-0.916045,-0.696264,-0.618955,-0.943465,-1.47371,-0.465006,-0.923355,0.00896343,-0.54503,-0.673075,-1.42307,-2.09854,-1.9189,-1.66876,-0.120134,0.15063,-0.905978,-0.443446,-0.692013,-1.42342,0.49486,0.9166,-0.391205,-0.568407,-0.678784,-0.478572,-0.044338,0.41891,0.0365357,0.149875,-0.064057,-0.747002,-0.200492,-0.685198,-0.407522,-0.53112,-0.734201,-1.24692,-0.0439938,-1.27003,0.490666,-0.576057,-0.326899,-1.77189,-1.07103,-1.53319,-1.72241,-1.62942,-1.12514,-1.25611,-1.1221,-0.794936,-1.8095,0.411889,-0.575379,-0.69187,-0.706085,-1.03671,-0.0677486,0.181313,-0.439519,-0.197965,0.054829,-0.998679,-0.552222,-0.541784,-0.185918,-0.102618,-0.427121,-0.58336,-0.167694,-1.06979,0.527235,-0.311715,0.108396,-1.04734,-0.467411,-0.502188,-0.859457,-0.794633,-0.650236,-0.56751,-0.501,-0.287974,-0.829023
-54.9562,0.999842,0.0986047,6,63,0,93.0093,-0.190881,0.51186,-0.329316,-0.586675,0.0685365,-0.0406396,-0.186583,0.099506,0.442034,1.91491,0.632775,-0.369614,-0.140853,1.03947,1.68715,-0.0588864,0.811215,0.072938,0.250353,-0.21875,0.514758,0.383632,0.41735,0.227976,-0.832976,-0.137334,-1.66767,-0.142081,-0.516577,1.38896,-1.33307,0.536617,-0.0751408,0.813154,-0.331476,0.358251,0.572032,-1.24819,-0.53358,1.05541,0.491469,-0.0757763,0.451446,-1.00814,-0.606645,0.602488,-0.493373,-0.0496671,0.278967,0.230174,-0.619914,0.67498,-0.894589,-0.742807,-0.51144,-1.04494,-1.38409,-0.584275,-0.969088,-0.192257,-0.619939,-0.64159,-1.24876,-2.04629,-1.85421,-1.56617,-0.168721,0.0523041,-0.921878,-0.48103,-0.748064,-1.22287,0.580291,-0.0527749,0.170108,0.0806231,0.00377622,-0.123496,0.192195,0.134723,-0.0721562,0.0449531,0.106261,0.0120408,-0.105741,-0.754488,-0.772558,-0.672659,-0.767694,-0.741104,-0.882977,-0.981764,-0.845288,-0.851958,-0.621641,-1.10165,-0.920759,-0.87987,-0.926052,-0.999376,-1.04007,-0.96792,-1.14148,-1.12118,-0.873961,-0.142598,0.00396197,-0.123618,-0.223362,-0.200599,-0.0831491,-0.0187019,-0.192443,-0.105862,-0.179325,-0.161671,-0.20835,-0.135362,-0.148409,-0.145054,-0.163898,-0.269469,-0.200249,-0.352527,-0.200721,-0.237986,-0.0483735,-0.319231,-0.133186,-0.19406,-0.105669,-0.219567,-0.150935,-0.129662,-0.310786,-0.239678,-0.0815631
-53.415,0.741469,0.0986047,6,63,0,96.8509,-0.0382765,0.53754,-0.0201352,-0.395708,-0.189784,0.0160858,-0.773154,0.400316,0.41109,1.7468,0.166577,-0.315271,-1.39304,0.179938,0.03975,-0.900224,-0.135783,0.910582,0.881189,2.29038,1.05801,-0.620314,2.37278,1.07703,-0.349362,0.906202,-1.30985,-0.210832,0.344682,0.205375,-2.53058,0.703317,0.110427,0.106341,0.833024,1.69502,-0.0782192,0.224054,1.12832,0.34468,0.589253,-0.312175,0.186836,-1.18172,-0.418528,0.933745,-0.894234,0.0372782,0.1724,0.477653,-0.513601,0.757493,-0.724588,-0.501877,-0.44879,-0.724595,-1.6168,-0.531863,-0.979553,-0.362483,-0.602467,-0.629535,-1.91512,-2.29025,-1.8992,-2.21304,-0.316397,-0.282554,-1.00849,-0.66247,-1.02598,-0.986365,0.856213,0.241419,0.56478,-0.0768486,-0.333143,-0.44558,-0.0754924,-0.0833545,-0.271427,-0.0499471,0.0921852,0.29376,0.861872,-0.326984,-1.08138,0.0423569,-0.458267,-1.20234,-0.211634,-1.34333,-0.764472,-0.72326,-0.891744,-2.30315,-0.897851,-1.41699,-1.43177,-1.06032,-0.508959,-1.35971,-1.16321,-0.756952,-1.41385,-0.608589,-0.0738837,-0.706471,-0.899362,-1.33081,-0.701122,-0.757242,-1.13353,-0.82751,-0.408634,-0.4204,0.14372,-0.349617,-1.02148,0.176706,-0.342,-0.91301,-0.410387,-1.29751,-0.857554,-0.635173,-0.69094,-1.78618,-0.491605,-0.728949,-0.730584,-0.439682,-0.0946121,-0.804467,-0.683462,-0.321471,-0.635174
-52.5485,0.768333,0.0986047,5,63,0,89.8408,0.0545249,0.222362,-0.39852,-0.608827,-0.0638441,0.0227741,-0.320359,0.0807114,0.414351,-0.724475,0.460065,-1.32731,0.652198,-1.95344,0.126686,-0.0483168,1.32063,0.197747,0.159736,0.129568,-0.479293,2.04612,1.40687,-0.553855,-1.06053,-1.66635,-0.0127021,-0.857693,-0.436034,-0.495532,-0.90737,-2.86999,0.312766,0.181604,-0.377019,0.446229,0.872113,-0.455487,-0.655744,-0.0509486,0.592643,-0.308643,0.229938,-1.22701,-0.227056,0.599,-1.05027,-0.125642,0.244417,0.209824,-0.508408,0.690391,-0.505181,-0.582959,-0.474502,-0.87531,-1.56167,-0.618646,-1.00044,-0.400866,-0.747907,-0.857465,-1.7472,-1.99339,-1.91559,-2.10989,-0.374692,0.0251638,-0.886784,-0.684079,-0.910388,-0.864144,0.684727,0.160051,-0.00296212,0.0722396,-0.0933513,0.191098,-0.158626,0.0775858,0.109414,0.191465,-0.00962495,0.0764385,0.110072,-0.641049,-0.447624,-0.558986,-0.676431,-0.810271,-0.67761,-0.609054,-0.647891,-0.657442,-0.700162,-0.958449,-1.09697,-0.934882,-0.880441,-0.933158,-0.779951,-0.792975,-0.892093,-0.876002,-0.925279,-0.286916,-0.378832,-0.283226,-0.427488,-0.267719,-0.478023,-0.310134,-0.324259,-0.213769,-0.304398,-0.307466,-0.309901,-0.359043,-0.155214,-0.206808,-0.365061,-0.405956,-0.454852,-0.321384,-0.389585,-0.355552,-0.360354,-0.393594,-0.552,-0.295115,-0.305701,-0.350789,-0.284343,-0.249969,-0.357122,-0.373285,-0.324471
-52.0829,0.993305,0.0986047,6,63,0,85.5126,-0.663591,0.740381,0.424976,0.311642,-0.235098,0.18623,-0.801246,0.161809,-0.446947,1.24311,-0.041332,-0.119798,-2.67105,0.381408,-0.156404,0.913745,-1.09738,0.689342,-1.46263,-0.289725,0.0020587,-2.10805,-2.24071,0.0423634,-0.289184,1.45601,-1.08438,0.789995,-0.539812,0.192549,1.59538,-1.61671,0.24972,-0.159218,1.46041,0.131594,-0.463553,0.10972,-0.293338,1.24944,0.779098,-0.189938,0.346385,-1.01633,-0.493455,0.461605,-0.945229,0.170377,0.547686,0.464783,-0.400212,0.722607,-0.748971,-0.602621,-0.624293,-0.628631,-1.28825,-0.571747,-0.764769,-0.0957403,-0.830309,-0.705675,-2.01297,-2.39114,-1.74746,-1.83764,-0.0716358,-0.0393084,-0.998029,-0.895241,-0.893913,-0.933695,0.553241,0.136626,0.148286,-0.237052,-0.328291,-0.17962,-0.506202,-0.0345338,0.205475,-0.224665,-0.444683,-0.362308,0.165032,-0.606525,-0.883905,-1.33019,-0.605764,-1.20641,-0.15309,-0.700812,-0.391761,-0.665058,-0.686185,-0.83154,-1.38043,-1.4275,-0.844745,-0.815505,-0.608664,-0.879502,-0.859522,-0.703602,-0.712807,-0.873566,-0.600099,-0.807934,-0.820631,-1.23345,-0.739531,-0.826554,-0.653394,-0.978812,-0.689704,-1.03791,-0.848126,-0.800913,-1.14235,-1.16381,-0.794391,-0.848039,-0.565651,-0.976708,-0.673418,-0.888593,-0.77009,-0.5431,-1.06285,-0.760839,-0.827009,-0.564938,-0.779953,-0.876253,-0.783493,-0.848711,-0.599075
-53.6115,0.932021,0.0986047,6,63,0,88.0392,-0.533616,1.17536,0.429085,0.0192428,-0.013343,0.154952,-1.15178,0.179514,-0.367518,-0.244407,0.727497,-0.198028,-1.90783,-0.676525,0.828943,0.069558,-0.282938,0.514178,0.277457,-0.00372949,-0.00559312,-0.63198,-1.43458,-0.518726,-0.0987803,1.88974,-1.37533,0.736781,0.822301,-0.824212,1.80012,-0.609045,0.205608,0.621548,0.791927,-0.23346,-0.0831516,-0.350589,1.33062,0.990807,0.802965,-0.0310982,0.298852,-1.13849,-0.515184,0.404042,-0.856633,0.0853898,0.457067,0.506341,-0.377683,0.626964,-0.611695,-0.706131,-0.447937,-0.709739,-1.46483,-0.470511,-0.702494,-0.198212,-0.736709,-0.788586,-2.04522,-2.37332,-2.15587,-2.03585,-0.102322,-0.155338,-0.871934,-0.959543,-0.706951,-1.01074,0.603542,-0.089894,-0.0826529,-0.0626389,-0.233241,-0.363925,-0.622603,0.112505,-0.164403,-0.233625,-0.263809,-0.137484,0.119962,-0.943976,-0.908404,-1.36536,-0.892035,-1.13646,-0.591354,-1.04085,-0.805757,-0.649321,-0.952818,-1.19502,-1.77354,-1.64711,-0.95808,-1.22947,-1.24522,-1.22814,-1.42467,-0.965932,-0.897241,-1.21776,-1.19566,-1.02118,-1.18733,-1.49426,-1.27323,-1.00297,-1.13929,-1.20257,-1.05948,-1.10197,-1.15245,-1.15278,-1.26523,-1.40931,-1.2449,-1.16951,-0.812545,-1.39867,-1.01952,-1.00417,-1.29974,-0.828633,-1.26111,-1.11487,-1.0402,-1.00962,-1.19369,-1.16671,-1.21472,-0.912916,-0.973917
-53.7178,0.935385,0.0986047,6,63,0,95.5579,-0.41374,-0.111788,-0.842439,-0.801597,-0.218015,0.00965375,0.197068,0.333928,1.96445,0.979882,-1.47472,-1.42369,1.48734,0.405902,-0.315555,-0.458834,1.242,0.545357,-0.588556,0.305259,-0.15898,-1.31706,2.73019,0.016983,-1.29873,-1.45826,-0.528713,-0.954699,-0.297769,-0.476486,-0.625442,-1.98196,-0.602485,-0.0066687,0.619901,0.932178,1.3609,-0.515659,0.138551,-1.18613,0.854867,-0.164457,-0.0977684,-1.1076,-0.371788,0.538385,-0.835593,0.156147,0.436647,0.12706,-0.405689,0.892304,-0.746309,-0.839577,-0.718979,-0.981726,-1.41805,-0.603632,-0.959501,-0.335282,-0.840574,-0.699558,-1.59982,-2.42006,-1.79664,-1.8667,-0.374311,0.196148,-0.876519,-0.784287,-0.849347,-1.38138,0.613424,0.703969,0.132412,-0.68881,-0.744606,0.585113,-0.0477539,-0.259708,-0.0825164,0.388326,-0.153388,-0.295782,-0.0103757,-1.03675,-1.52711,-0.243481,-1.14638,-1.76689,-1.2683,-1.24767,-1.22153,-1.21911,-1.40827,-1.33127,-1.64824,-1.5113,-1.36275,-1.04334,-0.710904,-0.729595,-1.26068,-1.0002,-1.84562,0.853053,0.524279,-0.295382,-0.278343,0.693734,0.332611,0.0916957,0.0438507,0.611807,0.379178,0.000532993,0.299003,0.14398,-0.242734,1.10876,0.202739,-0.236616,-0.289887,0.0205161,-0.121733,0.0976348,0.0379561,-0.0117845,-0.464766,-0.00411833,0.194842,0.404071,0.508349,0.651513,0.0248754,0.243335,-0.199014
-56.2079,0.851824,0.0986047,6,63,0,87.7224,-0.194387,0.0505855,-0.66686,-1.11076,-0.0547768,0.00959453,0.1237,0.0291735,1.20964,0.799403,-1.33409,-0.0948222,1.54895,-0.0811194,-0.8022,0.0104984,1.20298,1.01797,-0.113497,0.658275,0.608723,-1.98538,2.1092,0.33419,-0.434261,-1.93118,-1.24275,-1.51236,-0.621266,-0.388964,0.331409,-0.692609,-0.741235,1.45667,-1.40237,0.681784,1.52445,-1.0831,-0.0614724,-0.75179,0.697531,-0.032505,0.202828,-1.18321,-0.47332,0.793208,-0.637678,-0.123884,0.467782,0.202558,-0.29024,0.757477,-0.903866,-0.860088,-0.671558,-0.831667,-1.39144,-0.554795,-0.893842,-0.181078,-0.669996,-0.627143,-1.89269,-1.91181,-1.87528,-1.87813,-0.0441372,-0.0438134,-0.885607,-0.723866,-0.885463,-1.02822,0.718607,0.131277,0.0583095,-0.011493,0.00636069,0.151343,0.0140046,0.0217518,0.0948329,0.105222,0.0149968,0.0485157,0.0820867,-0.686494,-0.781045,-0.692981,-0.729641,-0.811915,-0.709759,-0.755313,-0.72804,-0.749382,-0.775138,-1.19077,-1.19364,-1.27639,-1.19626,-1.26633,-1.14103,-1.15711,-1.21635,-1.16881,-1.28306,0.158989,0.147021,0.0847796,0.120933,0.168888,0.121333,0.100297,0.124006,0.158795,0.153397,0.120388,0.142904,0.141458,0.065779,0.185232,0.133449,0.111031,0.0673602,0.0874443,0.0795789,0.105575,0.112352,0.133368,0.103494,0.102075,0.166196,0.0827875,0.14359,0.168173,0.0921016,0.121906,0.101767
-54.7847,0.971403,0.0986047,6,63,0,96.8385,-0.503534,0.378232,-0.056837,-0.24735,-0.159325,0.159914,-0.461416,0.0841041,-0.457656,1.38388,0.62652,0.148962,-2.1885,-0.684094,0.902911,0.62093,-1.35658,0.384866,0.555542,1.27693,0.930322,0.721953,-1.14587,-0.861965,-0.0766682,1.95066,-0.689702,1.91539,0.511059,0.461025,-2.71398,-1.15651,-0.236009,0.0276072,0.801997,-0.190216,-0.578481,1.02425,2.82679,0.31161,0.506873,-0.0378686,0.182349,-0.941336,-0.57571,0.488623,-0.839917,-0.0549249,0.149771,0.439893,-0.627533,0.631838,-1.08753,-0.572437,-0.683337,-0.935669,-1.61329,-0.642858,-0.867974,-0.101448,-0.391384,-0.583057,-1.47181,-2.22001,-2.12567,-1.92085,-0.311101,-0.17031,-0.850447,-0.814873,-1.06197,-1.02232,0.450421,0.108475,0.0859299,-0.131768,-0.22516,-0.00752591,-0.538167,0.0750491,0.0629305,-0.174356,-0.406633,-0.0667668,0.290076,-0.582685,-0.523094,-1.0355,-0.703621,-1.07569,-0.349015,-0.629991,-0.440694,-0.564487,-0.663323,-1.36381,-1.28628,-1.44543,-0.848657,-1.00873,-0.772581,-0.92352,-0.871753,-0.536581,-0.889827,-0.499906,-0.345025,-0.408723,-0.448887,-0.645478,-0.518951,-0.385477,-0.409193,-0.575509,-0.429047,-0.414692,-0.354021,-0.383172,-0.400696,-0.557788,-0.53391,-0.467864,-0.297357,-0.519422,-0.300323,-0.418433,-0.422641,-0.689672,-0.558683,-0.481265,-0.459094,-0.393964,-0.477414,-0.510068,-0.375272,-0.223671,-0.435208
-51.1497,1,0.0986047,6,63,0,91.3761,-1.12253,0.568622,0.100133,-0.332199,-0.0597096,0.202437,-0.242069,0.127767,0.422346,0.401982,-1.03538,0.44011,-0.774038,0.963662,0.773797,0.403311,0.239041,1.57856,1.41479,1.20778,-0.262695,0.19832,-0.0693038,0.155266,-2.11387,1.01852,-0.848894,0.11968,0.163325,0.610724,-1.83127,-1.15017,-0.24054,-1.02865,0.710133,-0.0715946,0.180184,1.00885,0.442571,-1.06503,0.502945,-0.225243,0.167318,-0.899749,-0.491763,0.505106,-0.791084,-0.0517747,0.218946,0.619051,-0.577735,0.581352,-0.987184,-0.329234,-0.628413,-0.809331,-1.74536,-0.771643,-0.806627,-0.0413594,-0.543143,-0.661954,-1.57216,-2.32301,-2.19786,-2.13072,-0.321047,-0.204942,-0.87087,-0.821064,-1.12797,-1.29008,0.529215,-0.0395387,-0.108634,-0.492502,-0.323931,-0.181315,-0.633099,-0.0500457,-0.235542,-0.283128,-0.396427,-0.152853,0.216706,-0.877783,-0.647473,-1.09984,-0.670705,-1.40983,-0.658675,-0.776839,-0.806763,-0.66081,-0.63911,-1.75951,-1.83503,-1.80747,-1.12279,-1.27004,-1.10764,-1.1198,-1.18755,-1.0486,-1.15182,-0.188107,-0.190709,-0.374357,-0.185838,-0.340966,-0.118945,-0.143203,-0.190539,-0.211528,-0.0403816,-0.061305,-0.0877541,-0.275633,-0.21673,-0.250924,-0.222231,-0.512152,-0.111936,-0.35053,-0.226778,-0.221202,-0.164039,-0.476045,-0.389024,-0.272802,-0.373497,-0.151338,-0.251217,-0.219048,-0.113171,-0.185523,-0.378145
-55.1495,0.757727,0.0986047,6,63,0,93.7112,-0.243626,0.0915475,0.0524867,-0.237345,-0.458832,0.110095,-0.911777,0.501892,-1.23265,0.107322,1.53279,-0.747086,-1.28962,-0.149044,-1.61079,-0.227709,-1.83075,1.03406,0.665423,0.811198,0.536416,0.532813,-0.240847,0.435262,-1.50528,-0.48649,-0.503736,0.209715,-1.5555,-0.65317,0.478742,-0.662928,-0.190873,0.493282,0.901984,1.13906,-0.179688,1.31784,-0.533226,-0.973835,0.750552,-0.115921,0.408086,-1.2462,-0.427707,0.505191,-0.941364,-0.0263921,0.263321,0.055233,-0.44713,0.733144,-0.706765,-0.738241,-0.579789,-1.02364,-1.35975,-0.581914,-0.84024,-0.453558,-0.757859,-1.00916,-1.58518,-2.22597,-2.15423,-1.99367,0.266881,0.0628836,-1.00316,-0.588736,-0.78408,-1.20134,0.53804,-0.62092,-0.459355,0.163014,-1.13453,-0.564351,-0.83315,-1.2365,-0.158515,-1.16745,-0.469904,-0.0679291,0.157297,-0.495344,-0.625504,-1.33618,-0.810719,-2.34549,-0.582935,-1.11168,-0.488994,-1.74174,-1.56138,-1.28189,-1.6584,-2.10276,-1.50636,-1.24891,-0.55997,-1.56248,-0.699557,-1.45037,-2.43004,-1.53044,-0.857913,-0.14248,-1.28673,-1.55903,-0.986581,-1.72022,-1.02606,-1.83062,-0.392792,-0.577806,-0.504643,-0.642554,-0.644362,-1.03266,-0.693322,-1.66727,-1.15594,-1.1646,-0.806523,-1.69247,-1.2396,-0.6715,-1.2445,-1.00758,-0.664203,-0.459078,-0.340092,-1.00196,-0.250361,-1.1794,-1.40054
-48.21,0.979726,0.0986047,6,63,0,92.6497,0.00152458,0.0217798,-0.308854,-0.317846,-0.351118,0.00236645,-0.223851,0.219989,-0.671358,0.156176,-0.289006,-0.812053,0.55495,-0.346515,-1.68616,-0.559442,-1.99477,0.416129,-0.0812254,0.80743,-0.78749,1.4145,-0.382884,0.472201,-2.67641,-0.208374,1.67226,0.839087,-0.486717,-0.958168,-0.79674,-1.94664,-0.0425662,-0.299453,-0.718459,1.27801,1.80544,-0.215978,-1.15038,-0.68977,0.560122,-0.318312,0.361599,-1.2675,-0.380917,0.391302,-0.726794,0.0351325,0.298632,0.415189,-0.411763,0.705861,-0.840637,-0.946786,-0.556211,-1.01801,-1.45906,-0.555395,-0.738482,-0.283867,-0.565281,-0.678355,-1.52158,-2.2757,-2.03069,-1.91015,0.183855,0.0788667,-0.934685,-0.66573,-0.908695,-1.09192,0.736261,0.218489,0.00953074,-0.0777372,-0.310104,0.553431,-0.0429873,-0.330596,0.292877,-0.179282,-0.133519,0.124375,0.272468,-0.609266,-0.304957,-0.783295,-0.61652,-1.57458,-0.156029,-0.222185,-0.121102,-0.775337,-1.08759,-0.896365,-0.917093,-1.01956,-1.20997,-1.09835,-0.304875,-0.449517,-0.727136,-0.878193,-1.43921,-0.371543,-0.189495,-0.28743,-0.402494,-0.101768,-0.300081,-0.594789,-0.346922,-0.662679,-0.132308,-0.24172,-0.0462259,-0.39709,0.0873221,-0.308081,-0.119972,-0.812632,-0.269691,0.144027,-0.0392617,-0.330924,-0.434638,-0.399125,-0.652091,-0.233215,-0.289728,-0.381904,0.057296,0.173325,-0.271364,-0.476922,-0.375593
