# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = Hbeta_NC_nocor_sim5_model
# start_datetime = 2022-02-17 15:17:14 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/Rtmpkhhw1f/standata-535875f250d8.json
# init = 2 (Default)
# random
#   seed = 1304097012
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/Hbeta_NC_nocor_sim5-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/Hbeta_NC_nocor_sim5-profile-2.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=Hbeta_NC_nocor_sim5_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aE.1,aE.2,aE.3,aE.4,aHS.1,aHS.2,aHS.3,bP,bA,bAHS.1,bAHS.2,bAHS.3,mu_a,sigma_a,z_a.1,z_a.2,z_a.3,z_a.4,z_a.5,z_a.6,z_a.7,z_a.8,z_a.9,z_a.10,z_a.11,z_a.12,z_a.13,z_a.14,z_a.15,z_a.16,z_a.17,z_a.18,z_a.19,z_a.20,z_a.21,z_a.22,z_a.23,z_a.24,z_a.25,z_a.26,z_a.27,z_a.28,z_a.29,z_a.30,z_a.31,z_a.32,mu_the,sigma_the,z_M.1,z_M.2,z_M.3,z_M.4,z_M.5,z_M.6,z_M.7,z_M.8,z_M.9,z_M.10,z_M.11,z_M.12,z_M.13,z_M.14,z_M.15,z_M.16,z_M.17,z_M.18,z_M.19,z_M.20,z_M.21,z_M.22,z_M.23,z_M.24,z_M.25,z_M.26,z_M.27,z_M.28,z_M.29,z_M.30,z_M.31,z_M.32,a_i.1,a_i.2,a_i.3,a_i.4,a_i.5,a_i.6,a_i.7,a_i.8,a_i.9,a_i.10,a_i.11,a_i.12,a_i.13,a_i.14,a_i.15,a_i.16,a_i.17,a_i.18,a_i.19,a_i.20,a_i.21,a_i.22,a_i.23,a_i.24,a_i.25,a_i.26,a_i.27,a_i.28,a_i.29,a_i.30,a_i.31,a_i.32,M.1,M.2,M.3,M.4,M.5,M.6,M.7,M.8,M.9,M.10,M.11,M.12,M.13,M.14,M.15,M.16,M.17,M.18,M.19,M.20,M.21,M.22,M.23,M.24,M.25,M.26,M.27,M.28,M.29,M.30,M.31,M.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0455095
# Diagonal elements of inverse mass matrix:
# 0.15817, 0.236661, 0.243929, 0.25388, 0.255934, 0.198434, 0.117233, 0.122718, 0.00777538, 0.0273551, 0.0326707, 0.0299194, 0.0299019, 0.137092, 0.571681, 0.606508, 0.585316, 0.694507, 0.58103, 0.580172, 0.699957, 0.656124, 0.857999, 0.635628, 0.839472, 0.768171, 0.727678, 0.694584, 0.73037, 0.770787, 0.516851, 0.704771, 0.799638, 0.906441, 0.608066, 0.523072, 0.895578, 0.759393, 0.742951, 0.908603, 0.771093, 0.517418, 0.973461, 0.703349, 0.691983, 0.632346, 0.635697, 0.0271224, 0.0263456, 0.263773, 0.284254, 0.200918, 0.225449, 0.212909, 0.195244, 0.294596, 0.20788, 0.329532, 0.178181, 0.191585, 0.23481, 0.202742, 0.242561, 0.254827, 0.307802, 0.251698, 0.194479, 0.195802, 0.288706, 0.27504, 0.182305, 0.204473, 0.24886, 0.251804, 0.209086, 0.373427, 0.249046, 0.273178, 0.217333, 0.24509, 0.284613
75.9463,0.998546,0.0455095,7,127,0,-31.5519,-0.445584,-0.142083,0.864148,-0.375929,-0.48058,-0.184959,0.341256,0.0511328,-0.119382,0.00583543,0.392948,0.20966,0.183422,-0.463321,0.0130361,-0.325489,-1.04919,-0.271442,-0.729114,0.496792,-0.464479,0.287822,0.431482,0.0351042,1.16111,0.111045,-1.03708,-0.995732,0.371748,-0.731476,1.05621,-0.0212278,-0.0552471,-1.00685,-0.398407,0.360761,0.14976,-0.304369,1.22359,0.697338,-0.0764089,-0.272255,-0.0196053,-1.10835,0.1155,-0.207635,0.326182,1.37621,0.761783,0.228031,0.695993,-0.564096,-1.05807,0.222911,-1.91279,1.61147,-0.14987,1.6017,-1.97046,-0.945336,-0.0236102,0.137093,0.978732,-0.326484,0.541608,-0.312577,-0.211682,-0.389704,1.77711,-0.0567752,-1.03194,-0.264549,1.01326,0.0284968,0.831613,2.13658,-2.8239,0.940864,-1.08625,0.38398,0.876711,-0.467564,-0.476998,-0.466859,-0.472825,-0.456844,-0.469376,-0.459569,-0.457696,-0.462863,-0.448184,-0.461873,-0.47684,-0.476301,-0.458474,-0.472856,-0.449552,-0.463597,-0.464041,-0.476446,-0.468514,-0.458618,-0.461368,-0.467288,-0.44737,-0.45423,-0.464317,-0.46687,-0.463576,-0.477769,-0.461815,-0.466027,-0.459068,4.7111,6.72887,2.57665,1.76861,4.69276,0.922268,13.515,3.53263,13.4148,0.882626,1.9272,3.88928,4.39578,8.34608,3.08793,5.98226,3.12082,3.37014,2.94274,15.3327,3.79225,1.80416,3.23711,8.56851,4.04677,7.46122,20.1624,0.460708,8.10876,1.73104,5.30537,7.72201,0.587799,0.513507,0.532911,0.545476,0.621682,0.599885,0.646754,0.713485,0.546173,0.64424,0.579592,0.726769,0.105669,0.0308418,-0.199035,-0.203527,0.132271,-0.607313,0.0267683,-0.0927738,-0.119939,-0.44937,-0.59166,-0.221022,-0.513743,-0.422594,-0.840724,-0.468181,-0.985972,-0.363816,-0.410407,-0.453724,0.35714,0.374372,0.369838,0.366915,0.349399,0.35437,0.343721,0.328829,0.366753,0.344289,0.359027,0.325904,0.473607,0.49229,0.549595,0.550707,0.46698,0.647328,0.493308,0.523177,0.529949,0.610489,0.643746,0.555032,0.625684,0.604104,0.698618,0.614953,0.728292,0.589964,0.601185,0.611524
73.0844,0.888272,0.0455095,7,127,0,-28.9746,0.131941,0.0391124,-0.794954,0.593421,0.834397,-0.334788,0.180556,-0.141609,-0.140582,-0.134268,0.478699,0.231215,0.332637,-0.686541,0.120261,0.148249,1.03754,0.861257,0.301035,-0.246877,-0.768532,1.52782,-0.275063,-0.414954,-0.789503,0.227458,0.283523,-1.00769,-0.319571,-0.545572,-1.38255,0.608346,-0.0780007,1.18516,0.564796,-0.515056,2.16302,-1.73522,-0.0820473,-1.68252,0.488862,0.645582,-0.254231,0.0853192,0.756375,2.03845,0.511703,1.32765,0.790382,0.946558,0.881586,0.833741,1.32462,0.0174561,-1.42001,0.0781013,0.547816,0.586341,-1.73325,0.347334,-0.25012,0.136496,0.470853,0.322608,1.1913,0.215406,-0.465485,-0.216014,0.758395,1.09121,-0.893373,-1.00723,0.742464,-0.710492,-0.440443,1.77904,-1.98562,1.45716,-0.982221,0.398796,1.21194,-0.668713,-0.561766,-0.582966,-0.650339,-0.716231,-0.778966,-0.502804,-0.719621,-0.736444,-0.781488,-0.659187,-0.652445,-0.807727,-0.724973,-0.752152,-0.852808,-0.613381,-0.695922,-0.544013,-0.618618,-0.748482,-0.426414,-0.895221,-0.696408,-0.888882,-0.62775,-0.608903,-0.717115,-0.676281,-0.595579,-0.441395,-0.625003,7.97086,7.57187,7.29088,10.7467,3.82457,1.22789,4.01236,5.81612,5.99594,0.958598,4.96382,3.09553,4.20189,5.47288,4.86776,9.67199,4.4723,2.61102,3.18011,6.86937,8.93631,1.8618,1.70158,6.78341,2.15134,2.66321,15.3908,0.785256,11.9337,1.73554,5.16989,9.83106,0.613057,0.643629,0.633339,0.587788,0.592816,0.51917,0.838975,0.698534,0.490772,0.543925,0.606217,0.803898,-0.157506,-0.183861,-0.307987,-0.441375,0.0532054,-0.429283,0.0134655,-0.054434,-0.227941,-0.133749,-0.635841,-0.0730231,-0.553127,-0.197279,-0.618813,-0.341198,-0.844397,-0.0743404,0.00544266,-0.212873,0.351362,0.344427,0.346754,0.357143,0.355989,0.373046,0.301751,0.332137,0.379712,0.367275,0.352923,0.309192,0.539295,0.545836,0.576394,0.608587,0.486702,0.605703,0.496634,0.513605,0.55674,0.533388,0.653813,0.518248,0.634861,0.54916,0.649948,0.584481,0.69939,0.518577,0.498639,0.553018
67.0741,0.996769,0.0455095,7,127,0,-30.4421,0.388879,0.659688,-0.183459,0.626342,0.415665,-0.620673,-0.125217,-0.889476,-0.113267,-0.133419,0.431193,0.300198,0.413126,-0.659768,0.0764604,1.04761,1.06151,-0.448924,0.550797,0.798461,-0.621338,0.0347461,0.155785,1.31086,-0.374962,0.160668,-0.534222,-2.22773,-0.203768,0.931608,-1.32258,-1.18847,-1.87947,-0.111407,0.42999,-1.70186,0.607757,-0.0332237,-0.0609401,-0.908368,-0.774603,0.741142,-0.51571,-1.57788,1.53896,0.947349,-0.0510439,1.38916,0.732963,1.19687,0.271483,0.432682,0.342722,0.0191753,-1.71164,0.115876,1.14581,0.466005,-1.59469,0.363705,-0.43437,-0.699806,1.08106,-0.0581656,1.16814,1.18455,-1.31815,-0.260162,1.17011,0.419132,-0.221776,-0.894786,0.990392,0.190692,0.986062,3.01384,-2.1414,0.814824,-0.785726,0.61127,0.646959,-0.579667,-0.578605,-0.694093,-0.617654,-0.598717,-0.707276,-0.657111,-0.647857,-0.559539,-0.688438,-0.647483,-0.700615,-0.830101,-0.675348,-0.588537,-0.760893,-0.750639,-0.803473,-0.668286,-0.626891,-0.789893,-0.613299,-0.662308,-0.664427,-0.729222,-0.718994,-0.6031,-0.699199,-0.780413,-0.542099,-0.587333,-0.663671,9.64484,4.89468,5.50855,5.15705,4.06827,1.14407,4.36708,9.29058,5.64475,1.24647,5.23698,2.91767,2.40183,8.85996,3.84406,9.44389,9.55812,1.52654,3.31505,9.45753,5.45411,3.40965,2.08198,8.29027,4.61325,8.264,36.5322,0.834932,7.28923,2.25524,6.27894,6.44535,0.46576,0.405286,0.298589,0.39261,0.468687,0.351338,0.436666,0.507457,0.441934,0.392153,0.384758,0.485466,-0.0283278,0.0385161,-0.041452,-0.240181,0.0643205,-0.576761,0.0587645,0.0168938,-0.181272,-0.276948,-0.706373,-0.175451,-0.71175,-0.505329,-0.984012,-0.529489,-1.28879,-0.375182,-0.360482,-0.584663,0.38562,0.400043,0.425902,0.403089,0.384927,0.413058,0.392536,0.37579,0.39128,0.403199,0.40498,0.380962,0.507081,0.490372,0.510362,0.559758,0.483925,0.640322,0.485313,0.495777,0.545194,0.568798,0.669599,0.543751,0.670788,0.623711,0.727903,0.629364,0.783943,0.592711,0.589157,0.64214
73.2378,0.978079,0.0455095,7,127,0,-35.9731,-0.725918,-0.380637,0.331116,-0.61044,-0.662396,0.668108,0.118844,0.128627,-0.194256,0.103409,-0.013563,0.0328103,-0.0942061,0.205192,0.137191,-0.378421,-2.74815,-0.348376,0.0961482,0.0084689,-0.359392,1.46025,-0.947869,1.2746,-1.23248,-1.13208,1.64492,2.43021,1.23353,-2.09271,-0.287068,0.149658,1.74937,1.19753,0.826035,1.4634,1.03357,-0.622083,1.16879,0.601608,0.925396,-1.16731,-0.484003,1.37085,-1.22155,-0.866868,0.691655,1.20375,0.957505,0.430098,0.938113,-0.665395,0.0448077,0.194431,-1.21655,1.73132,-0.783183,1.19561,-1.05706,0.196243,1.22471,0.656335,0.765016,0.643943,0.118443,-0.538788,0.333042,-0.104591,0.70352,0.915882,0.0726827,-0.289767,0.541865,-0.255001,0.46092,1.8419,-1.67711,1.04646,-0.370709,0.565246,1.22413,0.153276,-0.17183,0.157398,0.218383,0.206354,0.155887,0.405526,0.075153,0.380057,0.0361067,0.0498804,0.430861,0.538596,0.374422,-0.0819092,0.165809,0.225724,0.445191,0.369483,0.318517,0.405958,0.34699,0.119848,0.36554,0.287728,0.332149,0.0450471,0.138791,0.393261,0.0376061,0.0862657,0.300082,5.03078,8.18254,1.76233,3.4787,4.01454,1.03967,17.4878,1.57437,10.4704,1.21121,4.02151,10.7663,6.24761,6.93278,6.17391,3.73282,1.98946,4.58433,3.01503,6.53635,8.0102,3.5728,2.52515,5.59903,2.61063,5.18146,19.441,0.668925,9.07703,2.33684,5.72579,10.7603,0.602555,0.171913,0.516218,0.607356,0.693324,0.627781,0.937726,0.712889,0.753953,0.545692,0.476544,1.12136,0.404963,0.0900236,-0.502527,-0.300038,0.114707,-0.225251,0.107699,0.0637419,0.0908765,-0.28523,-0.635479,-0.416611,-0.362064,-0.451667,-0.817481,-0.720407,-0.687878,-0.355884,-0.674935,-0.244174,0.353759,0.457127,0.373737,0.352663,0.333294,0.348014,0.28136,0.328961,0.319961,0.366865,0.383068,0.245758,0.40012,0.477509,0.623053,0.574452,0.471355,0.556076,0.473101,0.48407,0.477296,0.570828,0.653731,0.602672,0.58954,0.611035,0.693701,0.672697,0.665495,0.588044,0.662607,0.560742
75.6587,0.996854,0.0455095,7,127,0,-30.3865,-0.444698,-0.499313,-0.259899,-0.501655,-0.307769,0.704197,-0.0216974,-0.529934,-0.231334,0.117528,-0.108356,-0.117554,0.0381484,0.281552,0.195607,-0.256483,-1.95823,0.286604,-0.213575,-0.615948,0.486811,0.826811,-1.34283,0.719706,-1.49048,-2.81029,-0.0824893,1.5316,1.25416,-0.384245,0.130643,-0.807206,0.209273,1.21896,0.484643,1.50714,0.255206,-1.32425,1.48967,0.384977,1.30352,-0.728078,0.436707,1.28668,-0.604411,-0.442242,-0.210245,1.07963,1.05288,-0.0463492,1.33067,-0.499408,1.21467,0.482095,-0.87501,1.27028,-0.463427,1.82268,-0.40986,0.183538,1.4994,1.34006,0.630179,0.187113,1.10523,-0.518258,-0.036325,0.125889,2.32715,1.18717,-0.043325,-0.404833,-0.151152,-0.395346,0.695143,2.47719,-1.60863,1.19805,-0.0128304,0.857345,1.07349,0.231382,-0.10149,0.337614,0.239776,0.161069,0.376776,0.443282,0.0188848,0.422332,-0.00999658,-0.26816,0.265417,0.581144,0.526874,0.206391,0.307107,0.123657,0.322487,0.519989,0.376352,0.576359,0.331472,0.0225205,0.572942,0.356856,0.536531,0.139135,0.366975,0.533236,0.163325,0.195047,0.240427,2.8034,11.9492,1.73988,10.5754,4.89014,1.17158,11.2131,1.80706,20.0592,1.91191,3.57111,14.2723,12.0679,5.71522,3.58458,9.42443,1.70569,2.83314,3.3608,34.1182,10.2736,2.81234,1.92205,2.51052,1.94135,6.11982,39.9573,0.541152,10.3919,2.9041,7.2595,9.11472,0.703464,0.244911,0.70197,0.64004,0.678036,0.875789,1.01411,0.715394,0.804642,0.533902,0.176989,1.02477,0.191817,-0.0419951,-0.362452,-0.315599,-0.238738,-0.219372,-0.0219483,0.00500564,0.133196,-0.327116,-0.85088,-0.0429697,-0.390864,-0.226079,-1.00664,-0.485406,-0.87288,-0.279173,-0.540632,-0.381614,0.331045,0.439076,0.331376,0.345238,0.3367,0.294051,0.266176,0.328408,0.309033,0.369607,0.455868,0.2641,0.452192,0.510497,0.589634,0.578251,0.559403,0.554624,0.505487,0.498749,0.46675,0.581057,0.700752,0.510741,0.596491,0.55628,0.732363,0.619024,0.705345,0.569344,0.631959,0.594262
81.4535,0.997287,0.0455095,6,63,0,-35.965,0.027176,0.0109092,0.281822,-0.169243,-0.709738,0.428727,0.0442496,-0.0890764,-0.296325,0.15584,-0.07177,-0.0654004,-0.139068,-0.343405,0.191572,0.158689,-1.88379,0.582818,-0.10454,-0.308316,0.339934,1.79977,-0.162278,0.455899,-2.42489,-2.28357,0.174253,0.510336,0.646861,-0.107378,0.187559,-0.329522,0.325451,0.501181,-0.439101,1.09697,0.556263,0.855373,2.81592,1.01271,0.0932861,0.0824682,-1.30796,1.25881,-0.770797,1.60044,0.41282,1.1374,0.88237,1.34952,1.05839,-0.271109,0.340258,0.53636,-1.58006,1.33487,-0.741751,2.34764,-0.827276,0.49683,0.699632,0.449533,1.04099,0.447938,0.973923,0.33698,-0.110136,0.26314,0.590027,1.12369,0.281837,-1.00821,-0.486975,-0.108021,0.605448,2.45003,-1.8598,1.59195,0.141684,1.31537,1.37463,-0.313005,-0.704288,-0.231754,-0.363433,-0.40247,-0.278284,0.00137983,-0.374493,-0.256068,-0.807947,-0.780874,-0.310023,-0.245639,-0.219485,-0.363976,-0.307474,-0.406533,-0.281058,-0.247393,-0.427525,-0.133257,-0.236841,-0.17954,0.196046,-0.149399,-0.325534,-0.327607,-0.593975,-0.102253,-0.491069,-0.0368063,-0.264321,10.2592,7.93508,2.45514,4.21072,5.00616,0.773529,10.1275,1.62077,24.7516,1.50296,4.83455,5.78192,4.63694,7.81417,4.63042,7.36516,4.19856,2.82984,3.93373,5.24892,8.40568,3.99916,1.28119,2.02934,2.83513,5.32083,27.0919,0.604331,12.7062,3.53396,9.95469,10.4891,0.704488,0.152217,0.647749,0.562067,0.672518,0.773707,1.14536,0.930479,0.646433,0.301539,0.202122,1.07544,0.195925,-0.00790437,-0.242835,-0.255328,0.0695286,-0.306297,-0.00131501,-0.053402,0.148872,-0.32113,-0.477049,-0.136914,-0.28592,-0.663768,-0.791377,-1.0472,-0.899499,-0.236618,-0.340542,-0.239853,0.330818,0.462019,0.343497,0.363069,0.337933,0.315678,0.241337,0.282828,0.343794,0.425181,0.449641,0.254369,0.451175,0.501976,0.560412,0.563487,0.482625,0.575981,0.500329,0.513347,0.46285,0.5796,0.617051,0.534175,0.570997,0.660106,0.688127,0.740237,0.710847,0.55888,0.584322,0.559677
