# 0.15231, 0.137398, 0.137421, 0.137598, 0.02302, 0.0156073, 0.0308801, 0.0174307, 0.153049, 0.0327397, 0.40169, 0.294086, 0.412013, 0.474371, 0.306499, 0.384407, 0.400641, 0.459314, 0.371604, 0.360793, 0.265314, 0.361353, 0.35785, 0.354189, 0.406735, 0.411057, 0.297681, 0.329621, 0.387607, 0.419568, 0.333264, 0.469103, 0.390167, 0.439842, 0.370453, 0.457832, 0.486029, 0.522438, 0.427417, 0.37431, 0.475536, 0.320421, 0.0118333, 0.306313, 0.647556, 0.815584, 0.59126, 0.771224, 0.755271, 0.672896, 0.637306, 0.492876, 0.625276, 0.604731, 0.757906, 0.760839, 0.611326, 0.708599, 0.694544, 0.725737, 0.912167, 0.56541, 0.524202, 0.726586, 0.72572, 0.586328, 0.562166, 0.659271, 0.719467, 0.716286, 0.61077, 0.590805, 0.735846, 0.634933, 0.736077, 0.511924
161.527,0.791021,0.0877498,5,31,0,-126.242,0.0466298,-0.279011,-0.791306,-0.127712,-0.45662,-0.232228,0.136775,-0.0460212,-0.512763,0.616561,0.228413,-1.96042,1.6211,-0.561782,-0.307245,1.59761,0.707069,0.429797,2.17618,-0.987459,-0.571284,-0.3982,1.01449,0.0479025,-1.37639,2.05478,0.153403,0.819899,0.486947,-1.54835,-1.10694,-1.55723,-1.72103,-0.895999,-0.823789,-1.34064,-0.00340412,-0.546812,-0.845531,-0.339492,-0.99076,-0.0773218,1.3268,0.46452,0.779605,1.99886,-0.290818,0.50589,0.935627,-0.348111,-0.15871,-1.04342,-0.791905,0.178788,1.20384,1.25267,-1.22233,-1.40253,1.11331,0.348068,0.781723,0.489552,-0.583236,0.0164815,0.426831,-1.61716,0.936824,0.736225,0.652984,0.114933,1.15229,-0.199338,-0.614644,-1.35573,-1.85404,0.156392,-0.371932,-1.72148,0.486746,-0.859136,-0.702198,0.472263,-0.076812,-0.247767,0.828984,-1.12159,-0.864995,-0.758278,0.112734,-0.483228,-1.36139,0.754138,-0.418181,-0.00724522,-0.21253,-1.46741,-1.19526,-1.47289,-1.57389,-1.0652,-1.02068,-1.33935,-0.514862,-0.849906,-1.03408,-0.722081,-1.12363,-0.560437,5.41375,9.53827,3.29271,4.76738,5.82069,3.20623,3.5011,2.32126,2.60894,4.09535,6.59301,6.74425,2.13615,1.96462,6.32149,4.43038,5.41908,4.73133,2.87449,3.79793,4.59547,1.7782,5.82392,5.30575,5.10451,3.97565,6.43701,3.43564,2.83286,2.0078,1.59291,4.05296,-0.351056,-1.82185,-0.329536,-0.439232,-1.09123,-0.16697,-0.270824,0.0611476,0.235944,-1.65882,-1.1238,-1.74199,-0.30142,-1.10202,-2.40151,-0.392103,-0.931903,-0.291175,-0.986701,-1.65178,-1.77685,-2.33353,-1.43938,-2.06551,-1.40707,-1.54949,-1.18814,-1.65341,-1.89438,-1.1261,-1.76068,-0.713795,0.586874,0.860788,0.581646,0.608076,0.748614,0.541646,0.567295,0.484718,0.441286,0.84008,0.754693,0.85094,0.57479,0.750639,0.916943,0.596789,0.717461,0.572284,0.728436,0.839131,0.855307,0.911616,0.808358,0.887505,0.803303,0.82484,0.766409,0.839352,0.869254,0.755118,0.853294,0.671239
176.094,0.990243,0.0877498,5,31,0,-136.479,0.0322832,-0.202677,-0.482548,-0.472762,-0.281411,-0.0216594,-0.0720043,0.12349,-0.563357,0.566969,-0.587238,-1.56103,0.809858,-0.398695,0.0723101,2.40427,0.367759,0.0949123,0.951845,-0.712419,-0.616911,-0.912766,2.11857,0.0604601,-1.49667,0.71272,0.285584,1.65719,0.255148,-0.801742,-0.846744,-0.470002,-0.467027,-1.39753,-0.553562,0.132843,-1.33236,0.54954,-1.95881,0.828306,-0.582904,0.40833,1.14836,0.607995,-0.282418,0.88258,-1.06868,0.952398,-0.186983,0.873714,0.46699,-0.841413,-0.851478,0.272658,2.61494,0.39803,-0.200721,0.127046,-0.0867069,1.25833,2.05647,-0.318754,-1.1853,-0.466659,1.14273,-1.98288,0.16687,-1.50632,0.2844,-0.667818,0.059764,-1.09815,0.0318542,0.0854451,-0.661221,-0.187162,-0.896303,-1.44841,-0.104193,-0.789405,-0.52236,0.799787,-0.354849,-0.509545,-0.0236906,-0.967276,-0.913126,-1.08087,0.637804,-0.529078,-1.41192,-0.159267,-0.40144,0.376216,-0.418696,-1.01792,-1.04343,-0.829833,-0.828147,-1.35572,-0.877209,-0.488039,-1.31877,-0.251785,-1.67394,-0.0937335,-0.893846,-0.331847,2.65555,5.39227,1.64643,5.62609,2.8142,5.36328,4.18828,1.8904,1.87886,3.72153,15.4596,4.0163,2.79079,3.40623,2.99111,6.77623,11.0087,2.59753,1.53374,2.37414,6.31631,0.944385,3.48971,1.26178,3.7482,2.10083,3.2697,1.61719,3.21468,3.32115,2.10927,2.81389,-0.546233,-1.29452,-0.270057,-0.5578,-0.667835,0.864497,-0.501596,-0.10342,-0.0519726,-0.961163,-0.978346,-1.34992,0.0786433,-1.21436,-2.51316,-1.01331,-0.865666,-0.102688,-1.04344,-1.59176,-1.70578,-1.66416,-0.983907,-2.21085,-1.35399,-1.00806,-1.5168,-0.53008,-2.29094,-0.277679,-1.37326,-0.513165,0.633261,0.784912,0.567107,0.635943,0.661018,0.296401,0.622834,0.525832,0.51299,0.723354,0.72678,0.794116,0.480349,0.771069,0.925059,0.733667,0.703843,0.52565,0.739512,0.830863,0.846288,0.840795,0.727883,0.90122,0.794782,0.73264,0.820067,0.629502,0.908124,0.568977,0.797906,0.625548
166.661,0.949261,0.0877498,5,31,0,-134.701,0.0752069,0.502341,0.0917478,-0.276834,-0.247949,-0.0415747,-0.0197416,-0.000685119,-1.19388,0.540909,0.354848,-1.98046,0.585355,-0.120368,-1.52003,1.61191,0.929292,-0.17649,1.246,-1.01328,-0.504943,-0.896351,0.858763,-1.12533,0.08901,0.701147,-0.139332,1.87734,1.51192,-1.46886,-1.84716,-1.43288,0.0102889,-0.184492,-0.179354,1.0565,1.21232,-0.104863,-0.376769,1.39124,-0.860088,1.87597,1.23253,0.532383,0.40031,1.42992,-0.370496,0.930228,1.29299,0.0768823,1.29151,-0.460186,-0.815034,-1.03029,0.928784,0.31783,-0.0362507,-0.132973,-0.230446,0.347956,1.30622,0.901495,-1.41101,0.419966,0.875419,-0.829206,1.7412,0.455474,1.41104,0.277192,0.0200994,0.685695,-0.176206,-0.649316,-0.7885,-0.0417101,-1.00194,-2.26513,-0.877257,-1.25899,-2.01608,-0.321981,-0.691218,-1.28935,-0.51991,-1.74197,-1.46701,-1.67872,-0.729368,-1.80258,-1.14573,-0.814624,-1.26925,-0.178412,-0.376067,-1.9884,-2.19303,-1.96894,-1.18831,-1.29367,-1.29089,-0.622408,-0.538127,-1.2506,-1.39768,-0.441347,-1.65911,-0.179152,4.24462,7.3434,2.81592,5.6281,6.82711,3.57321,6.82171,2.68462,2.22248,1.98184,5.62378,4.06227,3.36435,3.19549,3.0339,4.12795,6.87534,5.54266,1.61824,4.28927,5.46625,2.20577,8.66696,4.37113,7.26994,3.97533,3.46681,4.94109,3.12279,2.42747,2.2541,3.35459,-0.0332885,-1.44684,-0.36319,-0.327243,-1.43906,0.372752,-0.0928349,-0.248813,0.115379,-1.07638,-0.819283,-1.25557,-0.570959,-1.75529,-1.42124,-0.959734,-1.07089,0.0507092,-0.31914,-1.79922,-2.12554,-2.05298,-1.24857,-1.97014,-1.634,-0.894117,-0.964105,-1.74729,-1.97381,-0.745417,-2.11402,-0.371416,0.508321,0.809511,0.589812,0.581088,0.80831,0.407876,0.523192,0.561884,0.471187,0.745808,0.694084,0.778263,0.638984,0.852619,0.805533,0.723069,0.744767,0.487325,0.579115,0.858054,0.89336,0.886248,0.777052,0.877627,0.836717,0.709739,0.723943,0.851611,0.87802,0.678179,0.892259,0.591801
167.433,0.970847,0.0877498,6,63,0,-128.972,-0.984331,0.607149,0.547266,-0.0930137,-0.384538,-0.0447524,-0.139291,0.187751,-0.403651,0.579421,-0.543229,-2.17425,1.79264,-0.155937,0.345165,1.56947,0.189037,-0.402314,-0.0342516,0.377714,-0.10483,-1.07263,1.85353,-0.858963,-0.915042,1.07987,0.167059,1.60183,0.641705,-0.488577,-0.605556,-1.26579,0.516394,-0.994658,0.530127,0.71477,-0.412866,0.654729,-1.37576,1.55481,0.261142,0.447881,1.13216,0.498982,-0.0927453,2.58121,0.233674,0.293955,-0.0260055,0.833829,-0.0268498,-1.40313,-1.01071,-1.88382,1.65764,0.72983,-0.294019,1.13985,-0.141181,1.8185,0.519753,-0.776141,-1.30446,-0.533823,1.29439,-1.06757,-0.668452,-0.313185,-0.619352,-0.282593,0.518902,-0.777999,-0.243965,-0.416023,-0.594406,0.700692,-0.718409,-1.66346,0.63504,-0.494004,-0.203655,0.505731,-0.294118,-0.636759,-0.423497,-0.184795,-0.464391,-1.02515,0.670324,-0.901351,-0.933845,0.22205,-0.306853,0.52448,-0.0318331,-0.686742,-0.754522,-1.13707,-0.104441,-0.979976,-0.0964839,0.0105023,-0.642874,-0.0242867,-1.2008,0.497238,-0.252339,-0.144139,2.96205,11.2474,3.48602,3.59247,3.06236,4.70312,3.06107,1.54037,1.87355,1.21187,7.09431,4.46529,2.67902,5.47903,2.89132,7.68723,4.02091,2.10619,1.61811,2.37689,5.91822,1.82114,2.22246,2.65352,2.27758,2.69434,4.0192,2.10424,2.74677,2.52079,2.30611,4.40083,-0.429863,-1.62783,0.21858,-0.32187,-0.561943,0.389189,-0.638988,-0.256461,-0.651955,-0.366253,-0.713012,-1.58262,0.00265576,-1.74135,-2.38314,-0.807664,-0.803896,-0.0335201,-0.748212,-1.41537,-1.56319,-2.18074,-0.773721,-2.60493,-1.20443,-1.17553,-1.3129,-0.803985,-2.48133,-0.172542,-1.34487,-0.829336,0.605841,0.835872,0.445572,0.57978,0.636902,0.403913,0.654525,0.563766,0.657451,0.590553,0.671066,0.829575,0.499336,0.850859,0.915533,0.691612,0.690807,0.508379,0.678789,0.804611,0.826811,0.898507,0.684325,0.931178,0.769313,0.764143,0.787999,0.690826,0.922823,0.543029,0.79329,0.696215
165.759,0.951857,0.0877498,6,63,0,-132.47,0.0709929,0.0733535,0.259327,-0.112863,-0.517032,0.0436624,-0.0544201,0.13198,-1.18456,0.46718,-0.662383,-1.98134,0.0320201,0.0433049,0.234524,1.65218,1.54861,1.21659,0.505037,-1.69607,-0.871664,0.165656,1.63398,-0.794457,0.0359837,1.51888,-0.0315102,1.49831,-0.792537,-1.29296,-0.467336,-0.632786,-0.022901,0.0504671,1.01399,1.32155,0.584769,-0.0748605,-0.738881,0.778592,-1.83014,1.38305,1.14929,0.383706,1.43304,-0.702434,-0.840895,1.44553,0.256435,0.682362,1.19101,0.142945,-1.45224,0.394911,0.689333,-0.921609,-0.108075,-0.327927,0.280205,0.790333,2.11264,0.74211,0.46289,0.0459836,-0.535608,-1.75663,1.13904,0.0192177,0.883965,0.443018,0.783958,0.641222,0.299338,-0.555371,0.0386266,0.787151,-1.49401,-2.11021,-1.1696,-1.16433,-1.075,-0.412696,-0.461084,-0.616197,-0.948619,-1.97693,-1.59179,-1.10717,-0.421199,-1.55572,-1.16775,-0.474972,-1.19928,-0.484582,-1.55482,-1.78861,-1.40289,-1.48019,-1.19526,-1.16098,-0.710848,-0.567159,-0.91137,-1.21954,-1.52975,-0.82082,-2.03956,-0.538428,5.46932,2.41032,2.28561,5.4956,3.48227,4.10053,4.98428,3.33388,1.8077,3.6723,4.11151,2.21591,3.02775,2.78281,3.51418,4.27398,7.09877,4.19562,3.76935,3.21213,2.56966,1.60843,4.88587,3.17931,4.43032,3.74072,4.26354,4.03631,3.54007,2.55025,3.20307,4.26876,-0.143058,-1.20314,-0.766564,-0.281399,-0.801412,0.497431,-0.273291,0.754291,-0.292802,-1.25792,-1.17075,-0.893715,-0.135208,-1.50144,-1.79984,-0.808635,-0.816743,-0.0511382,-1.46719,-1.45171,-1.30649,-1.69975,-0.808927,-2.0596,-0.914329,-0.755166,-0.887428,-1.34305,-2.08574,-0.67608,-2.34278,-0.293956,0.535704,0.769084,0.682777,0.569889,0.690277,0.378145,0.567901,0.319887,0.572682,0.778668,0.76328,0.709656,0.533751,0.817789,0.858129,0.691819,0.693545,0.512782,0.812629,0.810262,0.786924,0.845502,0.691881,0.886915,0.713885,0.680303,0.708359,0.792991,0.88951,0.662863,0.912358,0.572964
163.102,0.992287,0.0877498,6,63,0,-127.868,-0.582543,-0.414409,-0.0797369,-0.265527,-0.407281,0.0112349,-0.276003,-0.0871328,0.165851,0.564681,-1.01871,-0.749364,0.00887542,-0.87828,-0.0733876,1.70162,1.22029,0.455531,0.202704,-1.39151,-0.406083,-0.0181779,1.11645,0.0990681,-0.553592,1.01047,-0.233496,1.12612,-0.65979,-0.650971,-0.320422,-0.885528,-0.286682,-1.66779,-0.392574,-0.165937,0.470731,0.567904,-2.61736,0.330064,-2.25464,0.359521,1.22379,0.517694,0.928725,0.172436,-1.54635,0.737695,-0.420933,-0.0161957,0.545485,-0.306717,-1.94288,-1.38697,0.605625,-1.43553,-0.451398,-0.142128,0.828435,0.141373,1.39106,0.65133,-0.646102,0.187062,1.16719,-2.59487,0.0847783,-0.14625,-0.394027,-0.266892,0.317267,0.65514,1.67131,-1.68672,1.18287,0.0609503,-0.409398,-0.257301,0.170862,-0.330098,0.12441,1.12672,0.854927,0.42308,0.280314,-0.61991,-0.063457,0.155586,0.796289,0.221793,-0.146752,0.736446,0.034,0.801747,-0.206721,-0.20174,-0.0150857,-0.334191,0.00396657,-0.775921,-0.0558284,0.072149,0.431664,0.486535,-1.31213,0.352231,-1.1073,0.368865,5.4991,3.71753,1.52692,4.9813,2.7343,3.37166,4.50949,2.90085,1.24355,1.65825,4.6521,1.61709,2.69151,3.15886,5.22088,3.65822,6.98619,4.76349,2.43344,3.74578,6.22167,0.887312,3.5526,3.15213,2.77265,2.96128,4.00698,4.77289,8.07695,1.4199,6.27237,3.50904,-0.525346,-0.699758,-0.691787,-0.745244,-0.793896,0.640361,-0.1078,0.345678,-0.383215,-1.23366,-0.86561,-0.856404,-0.367179,-1.1242,-2.26655,-0.682007,-0.820278,-0.245567,-1.29331,-1.55824,-1.32789,-1.8959,-0.697892,-2.48997,-1.2223,-0.891037,-1.12895,-1.19024,-2.94738,-0.922133,-2.54344,-0.63584,0.628397,0.668134,0.666364,0.678142,0.688667,0.345165,0.526924,0.414431,0.594648,0.774458,0.703831,0.701909,0.590777,0.754767,0.906069,0.664187,0.694295,0.561085,0.784706,0.826101,0.790492,0.869427,0.66772,0.923436,0.772468,0.709104,0.755646,0.766783,0.950139,0.715477,0.927131,0.653812
149.668,0.615603,0.0877498,6,63,0,-113.281,-1.12526,-0.42926,0.284629,-0.614501,-0.335411,0.186276,-0.289075,0.134172,0.443316,0.456155,-0.67852,-1.65553,0.924664,0.452569,0.191491,0.767467,1.3858,-0.459382,-0.964075,-1.12732,0.58726,-2.07314,2.59386,-1.15521,0.283997,0.654604,0.200484,1.97163,-0.104325,-1.10241,-2.23878,-1.73961,-0.224408,-0.998354,1.21151,0.930938,0.897337,-0.623389,-0.611541,1.57062,-0.891557,1.01922,1.03146,0.397967,-1.43171,-0.543823,-0.731835,1.88742,0.121853,1.22267,1.05129,-0.520814,-1.73995,0.827272,2.04312,1.67112,1.32837,1.01265,-0.296651,1.88348,1.36529,0.337504,-1.92077,0.39022,0.543414,-0.262885,-0.00569975,1.13642,-0.43567,-0.223197,-0.0501095,0.349543,-0.83823,1.0843,-0.609347,-0.185424,0.133806,-0.311862,0.865106,0.649757,0.530666,0.7934,1.07546,0.233767,0.00354881,-0.0709156,0.711198,-0.502358,1.62652,-0.0836379,0.572863,0.741917,0.534768,1.34268,0.395728,-0.0595516,-0.577915,-0.350217,0.340952,-0.0120876,0.995954,0.867968,0.852641,0.158954,0.164359,1.15976,0.0366284,0.908239,1.58675,2.25926,2.09638,5.94525,2.94454,4.56328,4.26243,2.28004,1.40357,3.89887,6.3253,5.45489,4.75934,4.19739,2.49279,5.93593,4.82978,3.20841,1.30611,3.27643,3.4824,2.52651,2.7988,4.4093,2.35862,2.56674,2.74977,3.22382,2.00947,4.31879,2.20111,2.60561,-0.164101,-1.05568,-0.047737,-0.425621,-0.782059,0.367468,-0.450875,-0.20942,-0.745311,-0.77878,-0.505871,-1.53819,0.24959,-1.61088,-1.65341,-0.783223,-0.525754,0.0614124,-0.856107,-1.65723,-2.07783,-2.05511,-1.07247,-2.25909,-0.800091,-0.966592,-0.650211,-1.43955,-1.81182,-0.313278,-1.77556,-0.548656,0.540933,0.741865,0.511932,0.604827,0.686124,0.409153,0.610847,0.552164,0.678156,0.685417,0.623838,0.823201,0.437924,0.833534,0.839352,0.686374,0.628492,0.484652,0.701847,0.839865,0.88873,0.886463,0.745066,0.905431,0.689994,0.72444,0.657058,0.808386,0.859581,0.577685,0.855148,0.633824
152.58,0.931522,0.0877498,5,31,0,-110.374,-0.375212,-0.769587,-0.218495,-1.39517,-0.303113,0.0110493,-0.492144,0.15893,0.393045,0.429934,-0.285293,-1.50697,0.492844,-0.285009,0.301789,0.570563,1.14679,0.229124,0.413399,-1.52231,-0.630261,-1.17587,1.12912,-1.52982,0.547323,0.118074,-0.318709,2.42551,-0.420051,-0.864127,-1.2252,-1.13468,0.0994607,-0.0706116,1.10517,1.78689,0.038957,0.742427,0.22671,0.972764,-0.204266,1.90687,1.24088,0.41704,0.741105,-0.654305,-0.649542,0.0795905,-0.0103732,-0.806547,1.33478,-0.906959,-0.104752,-2.42482,0.697058,0.1143,-1.02803,1.35424,0.763715,1.29346,0.294034,0.187017,-0.258459,0.514636,2.26534,-2.34537,0.0619759,-0.171813,-0.547425,0.2709,-0.319616,0.308813,-1.52971,-1.15948,-0.831354,0.56335,0.270388,-0.254852,0.604935,0.27051,0.522794,0.638349,0.88609,0.491553,0.570779,-0.261449,0.122074,-0.112503,0.878493,-0.264677,0.628358,0.443809,0.256021,1.43586,0.212451,0.0215272,-0.133708,-0.0947931,0.435806,0.362687,0.868196,1.16129,0.409794,0.71224,0.490515,0.811269,0.305224,1.21287,4.71123,2.63269,2.63793,3.57538,3.44372,2.47074,6.03477,2.36941,3.31081,1.25814,4.62548,3.62751,2.25275,6.08394,4.75587,5.93167,3.90987,3.7392,3.10524,4.28664,8.89614,1.30052,3.54921,3.2195,2.75269,3.87232,3.02704,3.93404,1.82746,2.13257,2.44531,4.37462,-0.210674,-0.9816,-0.431848,-0.441289,-0.560786,-0.115698,-0.233239,0.0364905,-0.317811,-1.11299,-0.875061,-1.26043,-0.661682,-1.9407,-1.91029,-0.999402,-0.767312,-0.0178747,-0.983773,-1.94905,-1.78503,-1.93135,-1.00198,-1.82842,-0.915377,-0.694766,-0.995784,-0.779784,-1.41816,-0.605046,-1.45526,-0.226529,0.552474,0.727426,0.606315,0.608566,0.636634,0.528892,0.558047,0.490878,0.578791,0.752686,0.705798,0.7791,0.659638,0.874429,0.871051,0.730941,0.682939,0.504469,0.727856,0.875343,0.856317,0.873399,0.731448,0.861573,0.714099,0.667026,0.730229,0.685634,0.80505,0.64681,0.810807,0.556391
149.915,1,0.0877498,6,63,0,-118.991,-0.709514,-0.419525,0.168784,-1.33479,-0.417092,0.0509558,-0.464428,0.116871,0.426741,0.424385,-0.354406,-1.75506,0.114738,0.00763678,0.56649,1.06508,1.15437,-0.24369,0.581857,-1.44614,-0.427883,-0.931279,1.54209,-1.48472,0.242885,0.754509,-0.411787,1.8488,-0.428573,-0.822221,-1.58033,-1.17467,0.174124,-0.490362,1.05094,1.07405,-0.251455,0.452689,0.432272,0.853588,0.0504491,1.91334,1.20729,0.301051,0.662739,-0.845808,-0.972369,-0.397047,0.258161,-1.3852,1.78494,-1.37865,0.00312239,-2.66136,-0.0578101,0.299034,-1.05518,1.44055,0.601747,0.929386,-0.225265,0.445509,0.184997,0.504768,2.36438,-1.69176,0.204068,-0.48126,-0.330439,0.338998,-0.116074,0.749507,-0.683016,-1.21323,-0.971075,0.681073,0.276336,-0.318081,0.475434,0.429982,0.667151,0.878747,0.916639,0.323322,0.673672,-0.186982,0.245153,0.0315193,1.08118,-0.203352,0.529818,0.746943,0.251984,1.21134,0.244861,0.0778023,-0.24393,-0.0717725,0.500636,0.218638,0.872745,0.88255,0.320027,0.618856,0.610191,0.788991,0.448151,1.23874,4.08292,2.5926,2.49568,2.96762,3.61471,2.20401,5.7239,2.20835,3.34757,1.50093,3.28672,3.65947,2.43423,5.16019,4.00863,4.42418,3.12513,3.82445,3.53597,3.89329,6.81478,2.00971,3.55633,2.89333,3.02773,3.70376,3.22957,4.19097,2.72283,2.32112,2.49665,4.10551,0.167873,-0.800367,-0.397717,-0.103237,-0.341897,0.430399,-0.177351,0.214883,0.0044384,-0.805236,-0.644943,-0.994569,-0.336362,-1.80782,-2.04887,-0.749951,-0.667146,-0.0872497,-0.912172,-1.71921,-1.81441,-1.89715,-1.18784,-2.50641,-1.29153,-1.27965,-1.62958,-1.44971,-1.82806,-1.07357,-1.78618,-0.553774,0.45813,0.690053,0.598139,0.525786,0.584651,0.394031,0.544222,0.446485,0.49889,0.691093,0.65587,0.729989,0.583307,0.859098,0.885834,0.679168,0.660864,0.521799,0.713445,0.848026,0.859894,0.869569,0.766354,0.92459,0.784407,0.78239,0.836113,0.809953,0.86153,0.745276,0.856458,0.635011
155.045,0.985397,0.0877498,6,63,0,-114.813,0.213652,0.0916977,0.537433,0.792069,-0.406465,0.113092,-0.334648,-0.363874,-1.17546,0.715874,-0.666323,-1.67448,0.637051,-0.16654,0.0103038,0.999875,1.17355,0.911021,0.83114,-2.05345,-0.283249,-0.088349,0.990612,-0.14377,0.0873623,0.132616,-0.334145,0.474278,-0.296024,-0.630522,0.280392,-1.24731,-0.685421,-1.10734,-1.05131,0.1368,0.911385,1.95617,-1.26079,1.55266,-1.22048,-0.127948,1.06503,0.348435,0.0664864,2.78515,-0.119844,1.59169,0.0397051,2.04616,-0.529642,-0.229352,-1.71557,0.324525,2.57774,0.833245,0.228195,-0.642225,-0.535579,0.799187,3.44268,-0.35332,-1.64011,-1.26569,-0.76628,-0.786196,0.446715,-0.136283,0.740169,-0.263486,0.540004,-0.292448,0.889242,0.639228,0.363765,0.0190103,-1.65246,-2.37418,-0.71941,-1.29468,-1.16808,-0.459674,-0.335345,-0.523282,-0.580467,-2.64547,-1.37823,-1.2387,-0.466305,-1.27838,-1.11292,-1.08052,-1.41466,-0.835935,-1.38737,-1.62683,-0.974733,-2.06838,-1.66613,-1.96818,-1.92806,-1.07753,-0.523021,0.224911,-2.07803,-0.0639495,-2.04917,-1.26705,2.96891,7.65586,2.78228,5.05121,2.94133,5.9179,2.41206,2.67812,1.59562,3.24821,7.12211,3.87816,3.14099,2.31927,2.40708,3.83241,9.62706,2.5649,1.63813,1.86641,2.22116,2.2058,3.38949,2.76639,3.7544,2.64645,3.50148,2.61988,3.95457,3.62465,3.29293,2.9202,-0.162234,-1.31169,0.0256118,-0.408691,-0.682365,0.762763,0.00415936,0.903533,0.363276,-1.65204,-0.776591,-0.642725,-0.333801,-1.32804,-1.99403,-1.14329,-0.914392,-0.587511,-1.11894,-1.74618,-0.99127,-2.33332,-0.79141,-2.10362,-1.51702,-0.186692,-1.33609,-0.704074,-2.41174,-0.314418,-2.18416,-0.971485,0.54047,0.787795,0.493597,0.600774,0.664266,0.318047,0.49896,0.288325,0.410167,0.839167,0.684945,0.655369,0.582684,0.790516,0.880169,0.758284,0.713898,0.642794,0.753793,0.85147,0.729339,0.911599,0.688134,0.891255,0.8201,0.546538,0.791845,0.66909,0.917719,0.577963,0.898818,0.725415
168.448,0.994116,0.0877498,5,31,0,-119.581,-0.417021,0.0934333,0.00256684,0.178302,-0.133979,0.0500197,-0.221284,-0.211879,-0.159998,0.754326,0.219722,-1.80556,-0.164175,0.302341,0.198841,1.31144,-0.0293741,-0.302543,-0.393156,-0.99342,-0.516194,-1.17905,0.246599,-0.513339,0.325086,0.167594,-0.283671,1.38874,-0.185434,-0.921059,-0.331638,-1.4458,-0.742422,-0.748787,-0.143531,-1.02859,0.947412,0.562987,-0.976485,0.670431,-0.803135,0.0857034,1.04032,0.414906,0.506115,2.19891,-0.323024,1.43704,0.234447,0.201748,0.477826,-0.633213,-0.0727067,0.510195,0.833853,-0.488739,-0.937082,-0.911077,-1.01434,0.969395,0.702258,-0.443696,-0.1773,1.32684,0.172739,-0.812951,1.32204,-0.543241,0.632405,0.149225,1.45827,0.219704,0.0300383,-0.259398,-0.934589,0.357547,0.00574394,-1.52198,-0.28384,0.0680652,-0.0100075,0.829256,-0.182156,-0.388215,-0.456566,-0.909361,-0.549377,-1.04939,0.0260176,-0.547224,0.0852224,-0.0335776,-0.373979,0.887568,-0.299876,-0.854777,-0.410162,-1.25061,-0.720027,-0.724828,-0.268267,-0.935889,0.55466,0.264678,-0.896586,0.345726,-0.765824,-0.0953499,3.49142,7.04742,2.47513,5.13745,3.11925,3.07722,3.45068,2.17623,2.74602,3.49734,3.99998,2.31067,1.91845,1.93926,1.85793,4.23137,3.78744,2.35426,2.6294,4.90783,3.0404,2.01984,4.89808,2.25901,3.67925,3.01088,5.1829,3.10023,2.86561,2.54134,1.92044,3.2827,0.110942,-1.57052,-0.424276,-0.0641324,-0.2614,0.858928,-0.494485,-0.31666,-0.5315,-0.967919,-0.76256,-1.23895,-0.814289,-1.44757,-1.20017,-0.827273,-0.982084,0.0854719,-0.9844,-1.88907,-1.2996,-2.22192,-1.09386,-1.43164,-0.794944,-1.21248,-0.651323,-0.979515,-1.76069,-0.582876,-1.56442,-0.752028,0.472293,0.827857,0.604506,0.516028,0.56498,0.297563,0.621163,0.57851,0.629833,0.724705,0.681909,0.775381,0.693023,0.809625,0.768555,0.695778,0.727521,0.478645,0.72798,0.86865,0.785767,0.9022,0.749109,0.807156,0.688892,0.770737,0.657309,0.727012,0.853296,0.641729,0.826987,0.67962
