lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,m_c,s_c,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0673826
# Diagonal elements of inverse mass matrix:
# 0.151116, 0.131662, 0.0192827, 0.0992998, 0.0874991, 0.0805938, 0.145906, 0.0940133, 0.115015, 0.0969005, 0.0667469, 0.0704706, 0.105999, 0.101436, 0.0776744, 0.0806258, 0.0723975, 0.0697971, 0.0804729, 0.0946399, 0.0772536, 0.0838597, 0.0739712, 0.0672451, 0.0657288, 0.0829432, 0.118018, 0.0862225, 0.100077, 0.137086, 0.105778, 0.0665766, 0.0783841, 0.0694422, 0.0760596
-3889.31,0.885193,0.0673826,5,31,0,3903.22,-0.583456,0.691191,1.21208,1.48331,-0.935505,0.782249,-1.6539,-0.867688,1.7391,-1.15926,0.14096,0.557934,1.46919,-0.752421,0.925885,-0.624426,0.153622,0.401078,-0.762759,-0.925605,0.06571,-0.517365,0.311137,0.0539368,-0.178472,-0.203456,-1.03328,-0.553403,-0.662602,1.76126,1.4367,0.389186,0.88342,0.478178,-0.1204,2.48908,-0.442715,1.63934,-1.31346,-0.360516,2.79912,-0.713928,0.862046,1.36745,2.47197,-0.220803,1.81344,-0.065663,0.877392,1.17733,-0.233334,-0.430715,0.770836,0.0641033,1.06831,0.756566,0.474869,0.444586,-0.561227,0.0204231,-0.111935,2.82597,2.43259,1.16291,1.76197,1.27078,0.545257,1.90562,-1.02617,1.05588,-1.89692,-0.943972,2.21567,-1.29738,0.27859,0.783995,1.88851,-0.804259,1.22998,-0.649119,0.293936,0.593873,-0.81679,-1.01417,0.187381,-0.519353,0.484857,0.17311,-0.108587,-0.13887,-1.14468,-0.563033,-0.695391,2.24252,1.84913,0.579459,1.17851,0.687324,-0.0381991,0.129473,0.736173,0.258097,0.869542,0.719901,0.0983524,0.785394,0.430799,0.31346,0.131415,0.690885,0.226185,0.656812,0.42704,0.355747,0.693554,0.733836,0.453291,0.626996,0.381106,0.45683,0.52712,0.534662,0.758538,0.637154,0.667165,0.0959968,0.135975,0.359057,0.23532,0.334629,0.509549
-3888.4,0.965081,0.0673826,5,31,0,3905.87,-0.514659,0.643186,1.28696,1.72553,-0.712433,0.807605,-1.9435,-0.807975,1.26939,-0.97685,0.188372,0.534903,1.40391,-0.748436,0.896009,-0.628818,0.175355,0.290613,-0.650352,-1.25617,-0.118006,-0.570966,0.432349,0.15419,-0.149432,-0.594987,-1.49526,-0.496068,-0.979444,1.7684,1.68872,0.355426,0.979605,0.316865,-0.209508,2.86387,-0.273684,1.68254,-1.85801,-0.396642,2.27684,-0.613977,0.885612,1.33158,2.44995,-0.320018,1.79631,-0.166075,0.86886,1.01719,-0.193789,-0.973453,0.491317,-0.0916222,1.1996,0.841622,0.450873,-0.122536,-1.28115,0.00476768,-0.617315,2.91903,2.81649,1.1006,1.90389,1.05098,0.373558,2.34921,-0.788343,1.16788,-2.37267,-0.911301,1.76218,-1.12864,0.370953,0.816924,1.93529,-0.834677,1.28165,-0.680734,0.354201,0.502532,-0.708447,-1.48811,-0.023342,-0.606281,0.684941,0.326963,-0.0637857,-0.637194,-1.79581,-0.509891,-1.13197,2.40438,2.30183,0.585944,1.38923,0.536318,-0.141101,0.0871288,0.687475,0.237239,0.914719,0.713266,0.146518,0.755587,0.408311,0.306417,0.126166,0.697343,0.217269,0.663902,0.412364,0.376946,0.670058,0.815795,0.505835,0.647092,0.335159,0.41898,0.515941,0.654119,0.857638,0.624781,0.756203,0.0828397,0.0909713,0.357566,0.19953,0.369045,0.535217
-3886.25,0.746124,0.0673826,5,31,0,3902.2,-0.192139,0.348437,1.28302,1.6028,-0.527378,0.806967,-1.53424,-0.848903,1.65842,-1.08542,0.0235791,0.428543,1.23885,-1.24854,0.818769,-0.476839,-0.0540767,0.312677,-0.517297,-0.749012,-0.00140651,-0.499348,0.633827,0.26643,0.190202,-0.595378,-1.23021,-0.315086,-0.730767,1.63769,1.11895,0.231066,1.22226,0.579875,-0.0486072,2.40487,-0.328202,1.38379,-1.62003,-0.740726,2.47622,-1.04418,0.378689,0.898267,1.93791,-1.25347,1.39894,-0.263359,0.279055,0.749609,-0.315268,-0.612564,0.346632,-0.292239,1.16165,0.690272,0.59247,-0.415448,-1.22995,-0.0558259,-0.589155,2.44964,1.78408,0.644899,1.91663,1.09243,0.286072,2.21273,-0.520341,1.19166,-1.81217,-0.932865,2.28409,-1.23632,0.18655,0.706128,1.74577,-1.44561,1.2068,-0.455498,0.0869159,0.557469,-0.507407,-0.804703,0.154493,-0.484378,0.969512,0.498133,0.400331,-0.607587,-1.42209,-0.247965,-0.781294,2.2575,1.59194,0.45276,1.72449,0.900291,0.0939332,0.0986128,0.627227,0.232963,0.859623,0.717656,0.0924496,0.774923,0.453497,0.330455,0.148581,0.809322,0.230268,0.611946,0.478285,0.364133,0.624198,0.69098,0.461453,0.618781,0.274978,0.377979,0.401233,0.64739,0.805666,0.561676,0.685959,0.0947046,0.169111,0.388705,0.151294,0.288991,0.476534
-3886.39,1,0.0673826,5,31,0,3898.22,-0.599035,0.52978,1.2544,1.20336,-0.578297,1.06082,-1.51765,-0.845796,1.57085,-0.863958,0.190393,0.806641,1.54016,-0.598494,1.09061,-0.393536,0.426275,0.420172,-0.367637,-0.741742,0.052779,-0.488892,0.384073,0.00665198,-0.112615,-0.354631,-1.1116,-0.387997,-0.989672,2.07847,1.86062,0.275113,0.994711,0.396465,-0.114515,2.03927,-0.195636,1.86047,-1.37396,-0.531187,2.50026,-0.553969,0.768608,1.54163,2.46176,-0.220972,1.89784,0.0361281,1.0645,1.05684,0.0686158,-0.400662,0.595986,-0.0834866,1.01156,0.538124,0.388516,0.08493,-0.864609,0.0430765,-0.711665,3.13702,2.86374,0.874881,1.77755,1.02711,0.386132,1.44024,-0.794671,1.26143,-1.97299,-1.13022,1.90122,-1.153,0.169574,0.942595,1.86272,-0.820006,1.2988,-0.562906,0.465464,0.457808,-0.530419,-0.999697,-0.00304892,-0.682521,0.412526,-0.0609107,-0.210519,-0.514104,-1.46364,-0.555958,-1.3107,2.53798,2.26471,0.275846,1.17851,0.428071,-0.212902,0.191509,0.688833,0.220727,0.877932,0.75588,0.12997,0.760059,0.457708,0.280376,0.134386,0.694238,0.214367,0.637125,0.38569,0.387506,0.629581,0.730999,0.500762,0.664301,0.398307,0.515223,0.552436,0.625768,0.812089,0.635517,0.78763,0.0732379,0.0940882,0.431472,0.23532,0.394587,0.553025
-3886.22,0.991286,0.0673826,5,31,0,3907.86,-0.481035,0.514434,1.2798,1.26688,-0.529831,1.06952,-1.37965,-0.902119,1.57802,-0.892294,0.23789,0.814808,1.56875,-0.622118,1.00516,-0.425565,0.496035,0.434039,-0.381442,-0.786437,0.0958132,-0.593983,0.414539,0.0177489,-0.109213,-0.315066,-1.12474,-0.389469,-0.963204,2.06787,1.87511,0.295026,0.970886,0.413149,-0.124445,2.13578,-0.163643,1.88321,-1.25124,-0.640096,2.53397,-0.627522,0.818885,1.55722,2.52212,-0.281752,1.80084,-0.0302028,1.14926,1.06992,0.0262657,-0.492046,0.637055,-0.245745,1.04496,0.537149,0.374663,0.111214,-0.92501,0.0159929,-0.718272,3.16088,2.91419,0.892007,1.75697,1.04318,0.355169,1.65474,-0.644678,1.40217,-1.73228,-1.12113,2.05294,-1.10856,0.337849,1.07619,2.04108,-0.762787,1.3198,-0.511238,0.668222,0.58888,-0.45477,-0.973082,0.15602,-0.72678,0.563923,0.0561132,-0.106372,-0.369822,-1.40605,-0.465042,-1.19931,2.67985,2.43315,0.410972,1.27594,0.562145,-0.125866,0.160469,0.65581,0.197472,0.849703,0.754198,0.113756,0.75186,0.416332,0.254228,0.114957,0.681959,0.210851,0.625097,0.338895,0.356892,0.611773,0.725733,0.461074,0.674098,0.36264,0.485975,0.526568,0.591416,0.803141,0.61421,0.768402,0.0641731,0.0806793,0.398679,0.218243,0.363051,0.531425
-3884.67,0.99969,0.0673826,5,31,0,3897.49,-0.170095,0.325425,1.28331,1.56471,-0.617231,0.8701,-1.90369,-0.728408,1.62705,-1.11285,0.0910441,0.259428,1.26362,-1.29121,0.998315,-0.489615,-0.179537,0.287842,-0.559697,-0.708003,-0.0442152,-0.460706,0.60462,0.19988,-0.060689,-0.72002,-1.25997,-0.443856,-0.802733,1.65985,1.2495,0.272775,1.21426,0.587786,-0.0638076,2.33343,-0.466674,1.44204,-2.1176,-0.60935,2.41344,-1.10271,0.442263,0.658352,1.94705,-1.3316,1.60657,-0.302904,0.0950231,0.694816,-0.392841,-0.583163,0.268683,-0.265804,1.10134,0.581933,0.247542,-0.598586,-1.29151,-0.244181,-0.704732,2.45552,1.92892,0.675481,1.8837,1.07974,0.24354,2.16334,-0.636769,1.27194,-2.2877,-0.779445,2.24335,-1.2728,0.272168,0.488257,1.77695,-1.50169,1.43648,-0.472999,-0.0750722,0.524721,-0.562936,-0.753259,0.0985881,-0.4359,0.931247,0.411838,0.077447,-0.768681,-1.4616,-0.414276,-0.874827,2.28543,1.75883,0.505386,1.71361,0.909642,0.0734449,0.103092,0.654023,0.218925,0.907853,0.685561,0.0959249,0.781222,0.432375,0.380304,0.14468,0.817827,0.192091,0.616093,0.518759,0.371749,0.637132,0.679888,0.475373,0.607282,0.282672,0.398471,0.480648,0.683235,0.811778,0.602113,0.705749,0.0923369,0.146938,0.376276,0.152696,0.287073,0.481647
-3888.44,0.774492,0.0673826,5,31,0,3909.08,0.151221,0.0306937,1.19236,1.40865,-0.816157,0.562557,-1.67846,-1.00628,1.32635,-1.21626,0.0236823,0.45049,1.17003,-0.884068,1.13161,-0.857076,0.13081,0.280272,-0.560849,-0.840203,-0.102898,-0.71627,0.266825,-0.0673281,-0.18696,-0.742037,-1.40951,-0.567702,-1.07163,1.93443,1.77565,0.346976,1.63992,0.284828,-0.235647,1.71031,-0.942458,0.701464,-1.97064,-1.16915,1.61218,-1.41953,0.0589315,0.56784,1.42579,-1.02343,1.37998,-0.99125,0.186666,0.364879,-0.638041,-0.97113,-0.0919977,-0.823357,0.348845,-0.0495856,-0.19223,-0.854081,-1.64995,-0.646212,-1.24707,2.33723,2.14791,0.444414,1.98607,0.370312,-0.250282,1.86153,-0.791238,0.852685,-1.81941,-1.01793,1.76341,-1.2683,0.210152,0.719061,1.57701,-0.872212,1.53121,-0.840029,0.337887,0.5161,-0.48682,-0.819909,0.0592232,-0.672137,0.500066,0.101635,-0.041009,-0.702861,-1.49873,-0.494991,-1.09585,2.48845,2.29913,0.595635,2.13729,0.521532,-0.0990608,0.134525,0.688097,0.29887,0.860496,0.73457,0.146364,0.780452,0.447654,0.3276,0.17122,0.705206,0.177817,0.698471,0.416323,0.373765,0.619357,0.694217,0.485199,0.661981,0.377525,0.474613,0.510251,0.668822,0.817385,0.621281,0.749481,0.0766717,0.0911949,0.355343,0.105525,0.372494,0.524745
-3902.95,0.920028,0.0673826,5,31,0,3916.69,0.140617,0.0221247,1.19687,1.15878,-0.318628,1.41091,-1.93721,-1.00653,1.51016,-1.20335,-0.182357,0.483649,1.8069,-1.19124,0.524756,-0.508633,-0.0650837,0.44271,-0.711745,-1.04825,-0.151829,-0.490909,0.458014,-0.0176459,-0.674578,-0.28169,-1.40339,-0.450534,-1.01311,1.86732,1.79336,0.042361,1.26312,0.169819,-0.488188,1.40904,-0.359233,1.71081,-2.29648,-1.18256,1.8296,-1.41814,-0.196133,0.600992,2.18476,-1.40364,0.650192,-0.586645,-0.0557724,0.551993,-0.829745,-1.2325,-0.159596,-0.565432,0.57031,0.00100477,-0.785261,-0.315023,-1.65756,-0.517108,-1.19044,2.25708,2.16855,0.0728254,1.53392,0.225377,-0.562176,1.54965,-0.218616,1.85143,-2.15586,-1.04195,1.97021,-1.27752,-0.0555168,0.741608,2.32538,-1.26302,0.790809,-0.446028,0.0848442,0.692609,-0.689128,-1.09189,-0.018979,-0.424815,0.710927,0.141621,-0.644644,-0.174406,-1.51695,-0.376491,-1.04982,2.39769,2.30916,0.213442,1.67454,0.365994,-0.421559,0.175137,0.554437,0.135705,0.896215,0.739226,0.122366,0.782027,0.513876,0.322653,0.0890431,0.779546,0.311995,0.609695,0.478802,0.333453,0.665773,0.748737,0.504745,0.604635,0.329394,0.464654,0.655803,0.543491,0.820088,0.593027,0.740741,0.0833487,0.0903669,0.446841,0.15782,0.409509,0.603856
-3898.9,0.94089,0.0673826,5,31,0,3922.76,0.428512,-0.29724,1.08946,1.34523,-1.04838,0.842786,-2.09741,-0.977016,1.70676,-1.10817,0.20671,0.644189,1.72085,-1.39906,0.950907,-0.987209,0.0497823,0.0445912,-0.537126,-0.881462,0.0913006,-0.96577,0.545676,0.318276,-0.0512804,-1.19069,-1.3885,-0.561692,-0.993054,2.39584,1.27368,-0.0460276,1.3577,0.545837,-0.0942886,1.16834,-1.43941,0.620944,-2.58229,-1.36166,1.56221,-1.50455,-0.0720374,0.40458,1.57756,-1.82146,0.738738,-1.37277,-0.243004,-0.24866,-0.882419,-1.25756,-0.197771,-1.34941,0.297255,0.0495099,-0.353108,-1.59445,-1.80996,-0.909183,-1.37914,2.31294,1.09039,-0.347385,1.18193,0.297429,-0.399964,1.59685,-1.0109,1.04946,-2.15378,-0.933151,1.99072,-1.07604,0.356475,0.833093,2.00607,-1.39295,1.16725,-0.944257,0.185508,0.179853,-0.453906,-0.829048,0.230741,-0.920899,0.725767,0.478022,0.0754042,-1.16594,-1.38145,-0.480671,-0.950624,2.74146,1.5189,0.0811269,1.61044,0.725942,0.0285483,0.168423,0.733197,0.259329,0.896022,0.717714,0.12018,0.745743,0.411813,0.302992,0.118567,0.801062,0.237352,0.719959,0.453755,0.455158,0.611568,0.696154,0.442569,0.715225,0.326124,0.382719,0.481158,0.76241,0.799224,0.617906,0.721241,0.0605709,0.179624,0.479729,0.166527,0.326086,0.492863
-3895.74,0.943349,0.0673826,5,31,0,3913.66,0.392114,-0.16992,1.0239,1.57437,-1.06251,0.880254,-1.96272,-1.1781,1.78703,-1.23118,0.193883,0.803946,1.6441,-1.61473,0.934805,-0.92187,0.270787,0.220458,-0.591058,-0.841489,0.05856,-0.676611,0.510475,0.170161,-0.0991861,-1.11309,-1.39048,-0.531977,-1.11869,2.43701,1.70153,-0.101111,1.51873,0.314506,-0.0284453,1.44207,-1.25782,0.731368,-2.17955,-1.37617,1.65981,-1.43052,0.0285961,0.653236,1.51347,-1.82323,0.787223,-1.11382,0.107337,0.0558059,-0.775102,-1.03152,-0.109961,-0.862699,0.352753,0.00430671,-0.271476,-1.3096,-1.59363,-0.714609,-1.31535,2.32532,1.57227,-0.273447,1.3851,0.152101,-0.199045,1.83418,-0.865704,1.12348,-1.78743,-0.984059,2.05192,-1.0384,0.42071,1.04535,1.90558,-1.43112,1.17934,-0.721705,0.499451,0.44792,-0.382988,-0.639403,0.282153,-0.470585,0.744867,0.396421,0.120637,-0.91749,-1.20151,-0.322495,-0.923233,2.71744,1.96438,0.118667,1.77721,0.544215,0.193069,0.137741,0.703851,0.245366,0.856612,0.727913,0.113858,0.738542,0.396347,0.260119,0.129478,0.807076,0.235171,0.672982,0.37767,0.389855,0.594594,0.654619,0.429926,0.615522,0.321941,0.402173,0.469877,0.71453,0.768794,0.579932,0.7157,0.0619524,0.122994,0.470368,0.144648,0.367208,0.451882
-3894.36,0.954525,0.0673826,6,95,0,3913.92,0.495809,-0.25225,1.01947,1.61023,-0.838047,0.796433,-2.32333,-1.11578,1.7319,-1.31648,0.242987,0.86201,1.33817,-1.26274,0.880075,-0.876814,0.236534,0.0762059,-0.879202,-1.24996,0.11471,-0.823256,0.706851,-0.0190068,-0.177477,-1.19637,-1.42293,-0.653686,-1.07303,2.36107,1.52535,-0.0611364,1.32917,0.291598,-0.226686,1.38933,-1.10662,0.559691,-2.62082,-1.38976,1.51337,-1.59436,-0.00453132,0.626545,1.11198,-1.53958,0.644961,-1.14614,-0.0111104,-0.17456,-1.14857,-1.52655,-0.135307,-1.09154,0.468364,-0.271627,-0.433183,-1.47191,-1.70289,-0.918664,-1.34618,2.15479,1.3028,-0.314577,1.1028,0.0450262,-0.48335,1.88514,-0.610807,1.0555,-2.12501,-0.893948,2.00918,-1.09855,0.491277,1.12235,1.60779,-1.04377,1.14077,-0.650328,0.484698,0.321249,-0.652763,-1.03074,0.360502,-0.595727,0.964173,0.224182,0.0626262,-0.976102,-1.20708,-0.422855,-0.850369,2.6506,1.79861,0.181232,1.59861,0.540835,0.0124587,0.131799,0.648125,0.25817,0.893311,0.709704,0.118242,0.749989,0.379593,0.245575,0.166896,0.739577,0.242179,0.657084,0.381143,0.420371,0.657633,0.73706,0.410838,0.644678,0.276043,0.444188,0.484349,0.726334,0.769781,0.604166,0.700645,0.065952,0.14202,0.454816,0.168176,0.367993,0.496885
-3894.75,0.992245,0.0673826,5,63,0,3913.74,-0.407151,0.64468,1.11422,1.639,-0.820267,1.29361,-1.74732,-1.1619,1.60718,-1.41489,-0.176726,0.106669,1.57002,-1.34321,1.06028,-0.550033,-0.207377,0.303949,-0.584092,-0.94734,-0.417236,-0.777432,0.116487,-0.0259844,-0.322567,-0.563844,-1.70881,-0.668364,-1.34587,1.65895,1.58651,0.616588,0.897027,0.525462,-0.459912,2.4709,-0.269281,2.08604,-1.30222,-0.649935,2.43543,-0.931825,0.447768,0.763533,2.39403,-0.85196,1.82607,0.0318201,0.413616,0.983347,-0.00612848,-0.410869,0.179785,-0.221552,0.774472,0.615727,0.285268,0.0164318,-1.25932,-0.100026,-0.854924,2.49312,2.41241,1.3317,1.64417,1.23016,0.132235,2.06374,-0.676432,1.67889,-1.70937,-1.05709,2.02828,-1.33898,0.0406169,0.356382,1.98688,-1.25911,1.41892,-0.375331,0.00646475,0.576196,-0.41328,-0.81802,-0.227366,-0.628704,0.367321,0.208576,-0.121883,-0.390719,-1.66647,-0.507178,-1.26207,2.08597,2.00526,0.924546,1.23702,0.823011,-0.274916,0.112671,0.662942,0.157242,0.846755,0.742133,0.116265,0.792321,0.489847,0.411836,0.120587,0.778873,0.194831,0.592747,0.498384,0.359808,0.601874,0.693816,0.556598,0.652195,0.409188,0.448044,0.530433,0.596456,0.841105,0.624145,0.779383,0.110468,0.118652,0.284033,0.224956,0.305125,0.568299
-3896.56,0.985353,0.0673826,5,63,0,3914.56,-0.130896,0.306905,1.00688,1.84787,-0.739116,1.27664,-2.11851,-1.01154,1.78412,-1.44599,-0.361783,0.195419,1.24886,-1.35891,1.24431,-0.537567,0.0680851,0.150323,-0.403644,-0.99966,-0.115343,-1.03367,0.581445,-0.270998,-0.100549,-0.839335,-1.6813,-0.489428,-0.881703,2.36253,1.92472,0.00276876,1.0127,0.766769,-0.40638,2.16749,-0.437296,1.59233,-1.82618,-0.711596,2.1033,-1.14903,-0.057367,0.503668,1.56436,-1.06136,1.55978,-0.23436,0.375458,0.458262,-0.0995157,-0.699632,0.190768,-0.733874,0.892349,0.0340422,0.205664,-0.538204,-1.38596,-0.185891,-0.580864,2.68569,2.24487,0.309693,1.32657,1.07895,-0.10227,2.03659,-0.568192,1.46143,-1.95708,-0.842492,1.9724,-1.27993,-0.188263,0.372772,1.43346,-1.19225,1.42888,-0.365256,0.244562,0.327366,-0.230412,-0.830528,0.0598723,-0.86477,0.761453,-0.0968537,0.0747682,-0.6691,-1.51685,-0.316786,-0.71176,2.55479,2.11397,0.178797,1.19568,0.948053,-0.233166,0.115414,0.638346,0.188248,0.876216,0.69899,0.122131,0.782438,0.546927,0.407871,0.19256,0.767144,0.193273,0.590312,0.439162,0.418882,0.557349,0.696467,0.485036,0.703656,0.318331,0.524195,0.481317,0.661302,0.820075,0.578541,0.67079,0.0721051,0.107746,0.45542,0.232245,0.279277,0.558029
-3900.58,0.831262,0.0673826,5,31,0,3921.25,-0.247837,0.46161,1.11899,0.968916,-0.891483,0.497303,-1.85968,-1.35025,2.0258,-1.19172,0.107455,0.595475,1.64326,-1.17651,0.851663,-0.890435,-0.158042,0.237844,-1.00282,-1.07671,-0.289458,-0.527985,0.664266,0.196916,-0.501544,-0.66574,-1.40629,-0.7667,-1.49828,1.60724,1.35158,0.334543,1.3076,0.198836,-0.120166,1.54582,-0.535947,1.01809,-1.61935,-1.0493,2.72846,-0.871907,0.581852,1.12794,2.3004,-0.854887,1.41461,-0.534774,0.284764,0.727755,-0.660536,-0.743208,0.13771,-0.129198,1.20491,0.681956,-0.0996105,-0.283344,-1.112,-0.396317,-1.21495,2.26009,1.97401,0.83596,1.9248,0.684105,0.327147,1.29798,-0.783784,0.770249,-1.86719,-1.29714,2.48062,-1.11974,0.334014,0.880101,2.05256,-1.10272,1.16677,-0.782611,0.0369267,0.479917,-0.908373,-0.991045,-0.110127,-0.377035,0.957078,0.434119,-0.347448,-0.531181,-1.35984,-0.644154,-1.46278,2.01225,1.72617,0.588123,1.67696,0.436268,0.0793095,0.214506,0.686495,0.316425,0.866132,0.785353,0.077228,0.753941,0.417264,0.293157,0.113794,0.75077,0.237439,0.686243,0.490769,0.382272,0.712667,0.729294,0.527504,0.593158,0.277464,0.393143,0.585999,0.629759,0.795734,0.655692,0.811958,0.117923,0.151078,0.357066,0.157498,0.392631,0.480183
-3903.62,0.984738,0.0673826,5,31,0,3927.28,0.145598,0.261922,1.17474,1.976,-0.554558,0.898133,-2.02177,-1.16449,1.13167,-1.4365,-0.271684,0.145382,1.40159,-1.18654,1.0419,-0.550451,0.257692,0.125477,-0.7095,-1.41827,-0.204858,-0.599377,0.271631,-0.185587,-0.601581,-0.97193,-1.89306,-0.888161,-1.24867,1.92974,1.32768,-0.227377,1.2394,0.205665,-0.717126,2.58321,-0.389537,1.31699,-2.11313,-1.10604,1.59133,-1.42558,-0.0572354,0.432708,1.90842,-1.13195,1.48589,-0.384713,0.564643,0.409325,-0.571554,-1.40417,0.0212683,-0.442189,0.581017,0.043906,-0.444778,-0.87984,-1.96192,-0.781434,-1.20494,2.52885,1.8216,-0.00518561,1.71789,0.503525,-0.580512,2.7288,-0.24394,1.46259,-1.96753,-0.960444,1.73693,-1.27998,0.0883622,0.578306,2.05402,-0.986356,1.63148,-0.239115,0.71024,0.554923,-0.425956,-1.25858,0.166866,-0.296591,0.726615,0.189504,-0.29918,-0.734242,-1.81632,-0.635836,-1.05934,2.67445,1.9672,0.140412,1.86349,0.649122,-0.434914,0.0612949,0.560684,0.188072,0.877346,0.723211,0.149703,0.782447,0.477924,0.359323,0.113647,0.728368,0.163627,0.559496,0.329546,0.364723,0.604908,0.778781,0.45838,0.573609,0.325938,0.452765,0.574242,0.675735,0.860124,0.653812,0.742565,0.0644979,0.12269,0.464955,0.134297,0.343187,0.607047
-3897.76,1,0.0673826,5,31,0,3922.25,0.130175,0.262248,1.13414,1.74771,-0.696664,0.88848,-1.87674,-1.3004,0.876923,-1.196,-0.337724,0.271248,1.55286,-1.16429,0.966919,-0.81277,0.156981,-0.0352852,-0.634415,-1.28062,-0.154295,-0.812509,0.192001,7.79521e-05,-0.618673,-0.905522,-1.88091,-0.699943,-1.06224,1.73231,1.08827,0.0114418,1.08225,0.120961,-0.548948,2.24439,-0.527866,1.26991,-1.86623,-1.21258,1.2568,-1.09418,-0.120778,0.569881,2.0234,-1.05822,1.35887,-0.659546,0.440286,0.22223,-0.457267,-1.19016,0.087256,-0.65925,0.480004,0.262337,-0.439413,-0.76474,-1.87097,-0.531585,-0.942475,2.22692,1.49649,0.275225,1.48967,0.399435,-0.360335,2.37457,-0.397691,1.40008,-1.73606,-1.08241,1.38698,-0.964002,0.00939712,0.700056,2.15358,-0.928048,1.48904,-0.529371,0.570462,0.352405,-0.327092,-1.05998,0.217431,-0.529075,0.61018,0.392512,-0.309238,-0.634564,-1.74079,-0.40141,-0.8123,2.3571,1.62667,0.4054,1.61985,0.52961,-0.23016,0.0851325,0.598133,0.197803,0.850186,0.746949,0.199891,0.723922,0.497651,0.3318,0.103997,0.716679,0.184065,0.629336,0.36113,0.412799,0.581052,0.742687,0.445855,0.629267,0.352018,0.403113,0.576699,0.653524,0.850788,0.599026,0.692599,0.0865031,0.164287,0.400016,0.165226,0.370608,0.557287
-3885.37,0.979692,0.0673826,5,31,0,3914.7,0.0556813,0.392828,1.27576,1.14964,-0.673917,0.6519,-1.95746,-0.786918,1.26878,-1.34961,-0.223315,0.396293,1.19329,-1.42168,0.509319,-0.784703,-0.337062,-0.0538349,-0.849995,-1.30186,-0.303087,-0.743439,0.250349,-0.0968408,-0.367252,-0.967209,-1.71797,-0.694125,-1.37585,1.80141,1.12915,0.153684,0.876867,0.243129,-0.343852,1.8595,-0.466931,1.2245,-2.10442,-0.611093,2.01149,-1.32895,0.107931,0.898405,1.91518,-1.4209,1.0426,-0.608268,-0.0371831,0.324148,-0.691565,-1.26804,0.00616087,-0.555624,0.712215,0.269282,-0.0756982,-0.841101,-1.79889,-0.49271,-1.36243,2.691,1.83335,0.588893,1.5115,0.703003,-0.0458456,1.91518,-0.41125,1.28018,-2.04874,-0.555412,2.06717,-1.27327,0.163612,0.954086,1.97086,-1.36522,1.09828,-0.552586,0.0184982,0.379829,-0.635884,-1.21236,0.0618422,-0.499943,0.767896,0.324964,-0.0200169,-0.78542,-1.74321,-0.437029,-1.30675,2.74668,1.88903,0.644574,1.56718,0.758684,0.00983567,0.1284,0.601387,0.21752,0.88582,0.63539,0.112328,0.781302,0.459188,0.278064,0.122296,0.796607,0.250062,0.634735,0.495376,0.406168,0.653822,0.770715,0.484544,0.622446,0.316934,0.419467,0.505004,0.686847,0.851095,0.607551,0.786968,0.0602744,0.131355,0.344213,0.172618,0.318932,0.497541
