lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,m_c,s_c,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32
# Adaptation terminated
# Step size = 0.0673826
# Diagonal elements of inverse mass matrix:
# 0.151116, 0.131662, 0.0192827, 0.0992998, 0.0874991, 0.0805938, 0.145906, 0.0940133, 0.115015, 0.0969005, 0.0667469, 0.0704706, 0.105999, 0.101436, 0.0776744, 0.0806258, 0.0723975, 0.0697971, 0.0804729, 0.0946399, 0.0772536, 0.0838597, 0.0739712, 0.0672451, 0.0657288, 0.0829432, 0.118018, 0.0862225, 0.100077, 0.137086, 0.105778, 0.0665766, 0.0783841, 0.0694422, 0.0760596
-3889.89,0.941871,0.0673826,5,31,0,3909.52,-0.403573,0.0931992,1.30634,1.96848,-0.157616,1.13683,-1.33528,-0.441265,1.99721,-0.673288,0.315965,0.792666,1.57149,-0.591974,0.985808,-0.183064,0.279803,0.705802,-0.065219,-0.585186,0.0682531,-0.657396,0.901516,0.539778,0.423137,-0.246396,-1.24418,-0.0459613,-0.513971,2.25932,1.97801,0.54699,1.30276,0.76197,0.189621,2.66469,-0.112701,1.57829,-1.65112,-0.483242,2.70222,-0.786342,0.505955,1.12869,2.1461,-0.680118,1.381,-0.145945,0.458716,1.01521,0.00800116,-0.67125,0.182361,-0.765582,1.27088,0.798331,0.645959,-0.228677,-1.53211,0.0331582,-0.578219,3.04464,2.67715,0.807752,1.79504,1.08859,0.340907,2.26112,-0.516273,1.17471,-2.05469,-0.886814,2.29865,-1.18991,0.102383,0.725115,1.74252,-1.08369,0.977424,-0.549517,0.0551438,0.611642,-0.395571,-1.07482,-0.221212,-1.16915,0.86731,0.394758,0.242386,-0.632249,-1.93569,-0.370414,-0.981792,2.64106,2.27357,0.404179,1.39147,0.685016,-0.0626651,0.0943948,0.626276,0.236004,0.886421,0.708232,0.0912347,0.766726,0.474427,0.326268,0.148993,0.747192,0.273403,0.634024,0.486218,0.351685,0.597623,0.745513,0.555079,0.762992,0.295814,0.402572,0.439698,0.652999,0.873878,0.591559,0.727464,0.0665419,0.0933353,0.400309,0.199173,0.335143,0.515661
-3895.82,0.978832,0.0673826,5,31,0,3910.26,-0.32858,0.0753604,1.22812,1.85494,-0.58111,1.06917,-1.24878,-0.795022,1.92572,-0.946029,0.38768,0.941765,1.36232,-0.517319,1.32626,-0.23326,0.556993,0.906157,-0.272964,-0.183137,0.416819,-0.358144,1.03874,0.312754,0.116895,-0.405783,-1.0113,-0.544909,-0.384537,2.17855,1.41869,0.5542,1.26592,0.72406,0.280734,2.35344,-0.63831,1.38843,-1.45829,-0.901019,2.44037,-1.08647,0.551476,1.23196,1.74845,-0.559967,1.70416,-0.21111,0.759412,1.18823,-0.259871,-0.149553,0.587263,-0.364482,1.35106,0.459459,0.218921,-0.422988,-1.16663,-0.59385,-0.396895,2.75087,1.81768,0.755981,1.63006,0.96459,0.420134,2.02486,-0.96689,1.05985,-1.78687,-1.2296,2.11179,-1.41505,0.222895,0.903376,1.41987,-0.888547,1.37557,-0.53969,0.430832,0.859645,-0.588451,-0.478133,0.258682,-0.693062,1.02248,0.130879,-0.109659,-0.751568,-1.49521,-0.922431,-0.725475,2.42229,1.4891,0.427401,1.30148,0.63601,0.0915537,0.116617,0.724499,0.257339,0.856543,0.773748,0.107957,0.804562,0.444506,0.288357,0.194683,0.70859,0.201721,0.63174,0.393928,0.297413,0.64301,0.617307,0.435688,0.666648,0.264545,0.467327,0.527387,0.67952,0.816859,0.715537,0.673812,0.081489,0.184058,0.394747,0.213917,0.346149,0.477128
-3886.19,0.983379,0.0673826,5,31,0,3910.02,-0.459714,0.270964,1.26812,1.89861,-0.370065,1.34876,-1.47044,-0.872675,1.7547,-1.01499,0.537254,0.729319,1.57346,-0.922474,1.19066,-0.388591,0.662505,0.472632,-0.267941,-0.470785,0.172018,-0.3359,0.647187,0.302917,0.27559,-0.327717,-0.925087,-0.246139,-0.576904,1.9577,1.46202,0.508163,1.28894,0.905312,0.050923,2.67862,-0.198322,1.98135,-1.59373,-0.83569,2.49613,-1.01616,0.952265,1.19583,2.2663,-0.898841,1.78086,-0.221815,1.1111,0.870317,-0.0688171,-0.326046,0.489103,-0.154997,1.09167,0.655098,0.620445,-0.14462,-0.902155,-0.0411687,-0.460619,2.75356,2.12498,0.915375,1.90549,1.41901,0.33554,2.21891,-0.658037,1.52164,-2.05344,-1.2954,2.03642,-1.47588,0.492551,0.736112,1.80659,-1.35856,1.32115,-0.681529,0.651384,0.410603,-0.528532,-0.785761,0.0293884,-0.614711,0.631959,0.195384,0.16073,-0.604334,-1.36187,-0.500883,-0.920333,2.29384,1.66527,0.455661,1.44577,0.959292,-0.124174,0.0980653,0.658819,0.17922,0.886295,0.785061,0.115432,0.813949,0.379293,0.323855,0.141051,0.795525,0.210628,0.66408,0.342678,0.398768,0.629141,0.68692,0.492653,0.649015,0.347066,0.451309,0.459904,0.646647,0.796063,0.622667,0.71511,0.0916341,0.159056,0.388016,0.190653,0.27702,0.531004
-3893.66,0.761149,0.0673826,5,31,0,3904.39,-0.51684,0.266135,1.18674,1.90174,-0.445498,1.26146,-1.60444,-0.922711,1.70558,-0.951975,0.641186,0.647235,1.68409,-0.924319,1.20383,-0.27901,0.692049,0.290883,-0.282815,-0.428972,0.287559,-0.440076,0.609282,0.328626,0.378456,-0.272416,-1.08045,-0.244788,-0.503816,2.05294,1.44061,0.643301,1.18467,0.876909,0.0800826,2.523,-0.262554,1.76316,-1.63792,-0.828882,2.29021,-0.86361,1.02705,1.03423,2.2647,-0.830791,1.69477,-0.0649768,1.08742,0.611336,-0.069493,-0.242942,0.607391,-0.256121,0.989193,0.656127,0.715263,-0.0571521,-1.01608,-0.0243652,-0.331763,2.70244,1.97576,1.02956,1.67203,1.3068,0.361172,2.00616,-0.779394,1.24632,-2.15476,-1.34572,1.77337,-1.38045,0.510214,0.517394,1.74786,-1.34763,1.17793,-0.581817,0.570576,0.0944965,-0.586333,-0.759782,0.0905514,-0.772961,0.472353,0.139287,0.198423,-0.573992,-1.53292,-0.541205,-0.848602,2.1856,1.45892,0.512725,1.15519,0.789957,-0.155668,0.118558,0.68555,0.223338,0.896113,0.793429,0.145124,0.799063,0.375143,0.373462,0.148317,0.793742,0.235425,0.641485,0.361104,0.476393,0.642523,0.681306,0.477378,0.684161,0.384059,0.465234,0.450556,0.639684,0.822433,0.632093,0.700274,0.101051,0.188632,0.374555,0.239542,0.312178,0.538839
-3898.29,0.997704,0.0673826,5,63,0,3916.03,-0.224642,0.037195,1.04387,1.53346,-0.479278,1.27641,-1.32166,-1.35564,2.15942,-0.980936,0.156323,0.727543,2.00733,-0.853353,1.2503,-0.453649,0.509068,0.969001,-0.280282,-1.00314,-0.0445767,-0.447997,0.857918,0.339326,-0.0771682,-0.271626,-1.3513,-0.263735,-0.988869,2.61856,2.41221,0.265213,1.4637,0.824428,0.165304,1.63793,-0.463108,1.36959,-1.34245,-1.37791,2.29134,-0.986773,0.200375,0.796653,2.13258,-0.853592,1.34235,-0.436354,0.568595,1.0487,-0.255382,-1.00995,-0.00933722,-0.430454,0.932748,0.391406,-0.0433584,-0.246347,-1.37338,-0.23811,-0.995053,2.77062,2.55522,0.314042,1.5651,0.897789,0.20975,1.41329,-0.68775,1.14495,-1.56709,-1.60255,2.0667,-1.21142,-0.0242671,0.572011,1.90794,-1.07823,1.1177,-0.660997,0.343952,0.824061,-0.480025,-1.2346,-0.23398,-0.655097,0.708106,0.166763,-0.268001,-0.470989,-1.59803,-0.462752,-1.2197,2.54598,2.33058,0.0893994,1.34046,0.673146,-0.0148924,0.195716,0.665466,0.241412,0.827368,0.832375,0.112376,0.770549,0.506066,0.360773,0.129212,0.74616,0.246438,0.659484,0.41485,0.304902,0.617754,0.774622,0.55823,0.658158,0.330018,0.458406,0.566602,0.615618,0.831742,0.613667,0.77201,0.0726969,0.0886217,0.477665,0.207434,0.337793,0.503723
-3902.13,0.997343,0.0673826,6,95,0,3921.56,0.238496,-0.185942,1.00435,2.02523,-0.782544,1.70298,-2.17149,-0.42391,2.04608,-1.46447,0.288296,0.805559,1.74527,-1.19416,1.67663,-0.524047,0.162696,0.339379,-0.458618,-1.27089,0.325995,-0.329215,0.65773,0.261132,-0.204241,-0.744423,-1.19489,-0.416982,-0.831473,1.85994,2.02453,0.30137,1.23904,0.62475,-0.359401,1.84811,-0.971894,1.52445,-2.36689,-0.611698,1.86905,-1.65679,0.103609,0.623124,1.56692,-1.3853,1.49799,-0.712271,-0.0225385,0.154914,-0.646558,-1.46237,0.141471,-0.516591,0.474651,0.0763264,-0.391073,-0.933607,-1.38603,-0.60474,-1.02104,1.68209,1.8474,0.116739,1.05849,0.441528,-0.546908,2.0866,-0.733397,1.76294,-2.12839,-0.373202,2.10754,-1.41829,0.342105,0.86162,1.80542,-1.1468,1.73649,-0.473775,0.215958,0.39341,-0.408061,-1.22387,0.379968,-0.278095,0.713147,0.314823,-0.152576,-0.695111,-1.14753,-0.366244,-0.78254,1.92059,2.0859,0.355235,1.29698,0.680024,-0.308412,0.110406,0.67555,0.146422,0.893632,0.592232,0.108366,0.805071,0.415298,0.297001,0.141192,0.758926,0.14976,0.616277,0.446219,0.402897,0.600623,0.772744,0.406135,0.569079,0.328904,0.421938,0.53807,0.667103,0.75906,0.590551,0.686227,0.127796,0.110475,0.412113,0.214673,0.336256,0.576498
-3901.61,0.996644,0.0673826,6,63,0,3927.45,-0.00995657,-0.0495418,0.971896,2.08865,-0.639443,1.5679,-1.99808,-0.582751,2.48924,-1.54499,0.228893,0.928856,1.75685,-1.07614,1.5307,-0.458051,0.397575,0.705687,-0.441598,-1.25935,0.345183,-0.580555,0.947513,-0.30917,0.123216,-0.636103,-1.35712,-0.332264,-0.80826,2.22006,1.45942,0.599707,1.31874,0.515465,-0.235879,1.9804,-0.671014,1.47429,-1.99147,-0.615915,2.36974,-1.55111,0.172919,0.853209,1.65794,-1.09544,1.43814,-0.49472,0.336859,0.636312,-0.478729,-1.2735,0.28594,-0.613781,0.871342,-0.350023,0.0702117,-0.667768,-1.36852,-0.372467,-0.835086,2.10813,1.36887,0.533311,1.23214,0.451436,-0.278791,1.97045,-0.680971,1.46434,-2.00143,-0.625872,2.35979,-1.56107,0.162962,0.843253,1.64798,-1.10539,1.42818,-0.504676,0.326903,0.626355,-0.488686,-1.28346,0.275984,-0.623737,0.861385,-0.35998,0.0602551,-0.677724,-1.37847,-0.382424,-0.845042,2.09817,1.35891,0.523354,1.22218,0.44148,-0.288748,0.122341,0.663955,0.187805,0.880947,0.651553,0.086291,0.826507,0.459349,0.30085,0.161382,0.751269,0.193382,0.623558,0.418994,0.348337,0.619797,0.783037,0.431439,0.651068,0.29705,0.589036,0.484941,0.663231,0.798746,0.594458,0.699526,0.109275,0.204418,0.372068,0.227553,0.391388,0.57169
-3903.35,0.989266,0.0673826,6,63,0,3925.88,0.170567,0.0981415,0.986926,2.1839,-0.989925,0.797461,-2.32294,-1.13121,1.97473,-1.52182,0.053838,0.535199,1.29936,-1.31927,1.4924,-0.831537,0.261815,0.502885,-0.976412,-1.39351,0.351771,-0.875613,0.877068,-0.252915,-0.245912,-1.15813,-1.81429,-0.57993,-1.16497,1.91148,1.6767,-0.239763,0.926808,0.246946,-0.294548,2.25349,-0.878841,0.885176,-2.19443,-1.01828,2.04705,-1.40378,0.151276,0.626344,1.38051,-1.20388,1.57103,-0.722523,0.356533,0.594452,-0.865505,-1.27715,0.445313,-0.766024,0.963743,-0.151466,-0.144556,-1.04484,-1.69243,-0.474206,-1.05159,1.98463,1.75292,-0.138487,1.01283,0.341859,-0.192556,2.42405,-0.708275,1.05574,-2.02386,-0.847713,2.21762,-1.23322,0.321842,0.79691,1.55108,-1.03331,1.74159,-0.551957,0.5271,0.765018,-0.694938,-1.10659,0.61588,-0.595457,1.13431,0.0191002,0.0260109,-0.874278,-1.52186,-0.30364,-0.881026,2.1552,1.92349,0.0320798,1.1834,0.512425,-0.0219894,0.0813569,0.67002,0.258124,0.88328,0.700087,0.0981797,0.774381,0.420227,0.310687,0.17493,0.737557,0.14911,0.63459,0.371194,0.317558,0.667065,0.751492,0.350719,0.644616,0.243367,0.495225,0.493498,0.705635,0.820813,0.575332,0.707035,0.103847,0.127473,0.491981,0.234442,0.374625,0.505497
-3902.79,0.99032,0.0673826,6,95,0,3918.93,0.172804,0.0705192,0.975456,2.20964,-0.995975,0.772102,-2.30257,-1.12672,1.98626,-1.50884,0.0490399,0.534262,1.30325,-1.36005,1.49078,-0.865126,0.253646,0.502183,-0.990857,-1.38857,0.344025,-0.883924,0.855177,-0.253187,-0.248477,-1.18112,-1.78666,-0.567255,-1.17924,1.9434,1.67107,-0.225783,0.944538,0.241576,-0.347553,2.22593,-0.901011,0.823671,-2.17554,-1.02855,2.00803,-1.40129,0.118355,0.591668,1.34178,-1.25615,1.52471,-0.773373,0.317939,0.560377,-0.896019,-1.28397,0.4061,-0.79171,0.904707,-0.176453,-0.171859,-1.08161,-1.67229,-0.482813,-1.07978,1.96622,1.70057,-0.149722,0.991875,0.306166,-0.268503,2.39873,-0.728207,0.996475,-2.00274,-0.855748,2.18083,-1.22849,0.291159,0.764473,1.51458,-1.08334,1.69751,-0.600569,0.490743,0.733181,-0.723215,-1.11117,0.578904,-0.618906,1.07751,-0.00364922,0.000944652,-0.908803,-1.49949,-0.310009,-0.906977,2.13902,1.87338,0.0230817,1.16468,0.47897,-0.0956993,0.0832696,0.674412,0.269635,0.881084,0.701771,0.101485,0.773554,0.42772,0.317676,0.18026,0.747126,0.15479,0.645787,0.379718,0.324497,0.673315,0.752347,0.359185,0.64997,0.253977,0.500912,0.499764,0.712755,0.817498,0.576887,0.712381,0.105362,0.133151,0.49423,0.237818,0.382495,0.523907
-3898.36,0.98628,0.0673826,6,63,0,3917.63,0.0406704,0.295036,0.96556,1.64613,-1.14178,0.875426,-2.1368,-1.44484,1.68211,-1.64343,-0.287283,0.691001,1.99756,-1.6696,0.752587,-0.940255,-0.318828,0.503552,-0.817057,-1.31172,-0.838435,-0.961223,0.276297,-0.00567981,-0.0249611,-0.659498,-1.61615,-0.809271,-1.54876,2.09121,2.02578,0.181358,1.21867,0.479166,-0.444764,1.88447,-0.80742,1.14031,-1.76817,-1.10005,1.91921,-1.2918,0.0176465,0.962239,2.2238,-1.31706,1.0217,-0.612838,-0.0128117,0.781246,-0.493882,-0.971507,-0.514524,-0.633083,0.561817,0.289551,0.270934,-0.34175,-1.26546,-0.486364,-1.20038,2.31423,2.25105,0.470148,1.47173,0.7577,-0.134411,1.92514,-0.766749,1.18098,-1.7275,-1.05938,1.95988,-1.25113,0.0583169,1.00291,2.26447,-1.27639,1.06237,-0.572167,0.0278587,0.821916,-0.453211,-0.930837,-0.473854,-0.592413,0.602487,0.330222,0.311604,-0.301079,-1.22479,-0.445694,-1.15971,2.3549,2.29172,0.510818,1.5124,0.79837,-0.0937402,0.12729,0.682817,0.234876,0.849092,0.742571,0.12348,0.777495,0.485425,0.26837,0.0941086,0.781835,0.256856,0.639263,0.493036,0.305357,0.611403,0.717245,0.616296,0.643919,0.353775,0.418187,0.422723,0.574706,0.772905,0.609615,0.76128,0.0866772,0.0918108,0.375002,0.180583,0.310374,0.523418
-3903.72,0.881399,0.0673826,6,63,0,3919.29,1.09574,-0.533468,0.996122,1.29194,-1.04644,0.929169,-2.58352,-1.38218,1.77204,-1.70463,-0.0840417,0.0566082,0.905236,-1.48893,1.02607,-1.02788,-0.0251224,-0.235669,-1.14347,-1.40664,0.191452,-1.20327,0.378574,-0.498175,-0.844139,-1.45224,-2.1702,-0.9263,-1.44295,1.971,1.27967,-0.196492,1.03639,0.198292,-0.570587,0.753459,-1.57585,0.392097,-3.10697,-1.91029,1.2317,-2.23149,-0.617184,-0.477079,0.368257,-2.01662,0.488622,-1.55736,-0.558493,-0.768222,-1.6725,-1.93465,-0.342758,-1.73207,-0.156362,-1.02971,-1.37433,-1.98008,-2.69525,-1.45618,-1.97082,1.42989,0.741238,-0.729197,0.4989,-0.335944,-1.10184,1.8492,-0.480107,1.48784,-2.01122,-0.814541,2.32744,-1.13574,0.478561,0.618665,1.464,-0.920875,1.58437,-0.461615,0.537252,0.327522,-0.576758,-0.838903,0.752986,-0.636322,0.939382,0.0660342,-0.278588,-0.884332,-1.5995,-0.360431,-0.875078,2.52563,1.83698,0.366547,1.59464,0.7598,-0.00609754,0.135966,0.617773,0.184246,0.881971,0.693076,0.0888757,0.756897,0.382592,0.350085,0.187856,0.71522,0.170178,0.613397,0.368827,0.418844,0.640321,0.698234,0.320171,0.653922,0.281025,0.483497,0.5692,0.707719,0.831949,0.589145,0.705801,0.0740807,0.137409,0.409376,0.168732,0.31869,0.501524
-3898.64,0.987613,0.0673826,5,31,0,3915.87,0.833148,-0.357689,0.966066,1.27537,-1.38593,0.749691,-2.44379,-1.58084,1.11995,-1.85638,-0.327555,0.217039,0.953705,-1.98181,0.997144,-1.01339,-0.27421,0.00447312,-1.24477,-1.32929,-0.000562868,-1.12595,0.269546,-0.216209,-0.652249,-1.19657,-2.33209,-1.19854,-1.57021,1.9946,1.55818,-0.109718,1.06859,0.499141,-0.406207,0.874404,-1.69659,0.366562,-2.71855,-1.88489,0.724258,-2.15107,-0.674129,-0.148015,0.563652,-2.27224,0.605618,-1.33669,-0.622594,-0.353368,-1.56022,-1.64187,-0.358233,-1.44543,-0.0972899,-0.566561,-0.987804,-1.51365,-2.61064,-1.51555,-1.87461,1.56922,1.14761,-0.463684,0.67464,0.124514,-0.750112,1.70755,-0.863441,1.19971,-1.8854,-1.05174,1.55741,-1.31792,0.159019,0.685132,1.3968,-1.4391,1.43877,-0.503547,0.210554,0.47978,-0.727074,-0.808727,0.474915,-0.612282,0.735858,0.266587,-0.154656,-0.680505,-1.7775,-0.682406,-1.04146,2.40237,1.98076,0.369464,1.50779,0.957661,0.0830357,0.153482,0.703379,0.231527,0.86823,0.741109,0.174019,0.788836,0.460329,0.335117,0.198324,0.808315,0.191737,0.623292,0.447555,0.382304,0.674163,0.691838,0.383454,0.648461,0.323911,0.433745,0.538587,0.663851,0.855387,0.664276,0.739132,0.082992,0.121238,0.408671,0.181267,0.277347,0.479253
-3892.36,0.999939,0.0673826,7,127,0,3912.84,-0.417938,0.519138,1.23979,1.64168,-0.720078,1.20608,-1.60713,-1.03388,1.57337,-0.967583,-0.0551278,0.610154,0.963949,-1.25621,0.928481,-0.387803,0.0752436,0.157507,-0.522544,-0.759856,0.414919,-0.424209,0.521896,0.040213,-0.0950695,-0.708078,-1.58171,-0.59832,-0.888674,1.90216,1.20874,0.0895823,1.21152,0.560303,0.010304,2.55448,-0.373605,2.01442,-1.47337,-0.762647,2.46978,-0.680459,0.450791,1.2756,1.71423,-1.0383,1.67026,0.0383446,0.612424,0.714413,-0.128706,-0.422921,1.03355,-0.00679041,1.16618,0.568993,0.401272,-0.358728,-1.44184,-0.222652,-0.582628,2.87741,2.01771,0.630201,2.02116,1.21379,0.531912,2.13654,-0.791543,1.59648,-1.8913,-1.18058,2.05184,-1.0984,0.0328531,0.85766,1.29629,-1.45623,1.25232,-0.379593,0.194486,0.296475,-0.546643,-0.840859,0.615611,-0.424728,0.748239,0.151055,-0.0166661,-0.776666,-1.85978,-0.64059,-1.00057,2.45947,1.59978,0.212263,1.60322,0.795856,0.113975,0.105596,0.688162,0.168474,0.868904,0.765053,0.113867,0.74996,0.491787,0.297828,0.21479,0.810956,0.222299,0.593775,0.451531,0.426419,0.633357,0.698646,0.35078,0.604614,0.321205,0.462308,0.504166,0.684961,0.865271,0.654887,0.73117,0.0787484,0.168013,0.447133,0.167531,0.310913,0.471537
-3888.99,0.654416,0.0673826,5,31,0,3908.6,-0.124683,0.337735,1.14299,1.25865,-0.620284,0.805091,-1.95357,-1.17202,1.49642,-1.2241,0.139331,0.702305,1.58694,-0.989617,0.682197,-0.541352,-0.216244,0.472055,-0.589947,-0.998175,0.0784676,-0.854333,0.537873,0.101053,0.0047005,-0.797256,-1.16981,-0.591136,-1.0246,1.86814,1.55511,0.356993,1.12939,0.787982,-0.244265,1.77636,-0.371247,1.25795,-1.89518,-1.00188,2.04814,-1.0614,0.496989,1.14047,2.1516,-0.793393,1.11748,-0.281028,0.0905685,0.87729,-0.336572,-0.803174,0.427423,-0.638763,0.952521,0.453237,0.343107,-0.573525,-0.999358,-0.337931,-0.833376,2.47301,2.11522,0.745775,1.62862,1.23839,0.0585408,1.65168,-0.49593,1.13327,-2.01987,-1.12656,1.92345,-1.18608,0.372306,1.01578,2.02692,-0.918076,0.992799,-0.405711,-0.0341145,0.752607,-0.461255,-0.927857,0.30274,-0.763446,0.827838,0.328555,0.218424,-0.698208,-1.12404,-0.462614,-0.958059,2.34833,1.99054,0.621092,1.50393,1.11371,-0.0661421,0.160882,0.621502,0.243559,0.882867,0.755204,0.127477,0.76604,0.407984,0.26585,0.116406,0.71465,0.27036,0.600059,0.508528,0.320253,0.613312,0.71664,0.424888,0.682101,0.304102,0.418592,0.44561,0.66779,0.754737,0.613634,0.722733,0.0871989,0.1202,0.349533,0.18184,0.24718,0.51653
-3890.21,0.999603,0.0673826,5,31,0,3902.38,-0.29928,0.380487,1.1201,1.33063,-0.92756,1.05377,-1.97654,-0.836761,1.71583,-1.36842,-0.0464087,0.597197,1.34142,-1.20643,1.03235,-0.544422,0.140878,0.284879,-0.738398,-0.960892,0.477055,-0.927474,0.677577,0.374369,-0.125078,-0.774099,-1.40225,-0.593685,-0.960814,2.00624,1.72221,0.179581,1.18082,0.371252,-0.161449,1.87092,-0.658472,1.56082,-1.83344,-0.556768,2.30238,-1.15228,0.328504,1.04941,1.88301,-0.970838,1.53682,-0.229319,0.538284,0.699579,-0.446592,-0.695807,0.914835,-0.658376,1.13944,0.799817,0.240386,-0.48658,-1.19018,-0.284499,-0.695719,2.62768,2.30953,0.581635,1.70312,0.796325,0.199647,1.57164,-0.957753,1.26154,-2.13272,-0.856048,2.0031,-1.45156,0.029224,0.750125,1.58373,-1.27012,1.23754,-0.5286,0.239003,0.400299,-0.745872,-0.995088,0.615555,-0.957656,0.840159,0.500537,-0.0588938,-0.78586,-1.48946,-0.583779,-0.994999,2.3284,2.01025,0.282355,1.40384,0.497045,-0.0996328,0.171983,0.722672,0.220709,0.894043,0.701834,0.118877,0.810238,0.492695,0.320794,0.170268,0.780763,0.224864,0.629156,0.440532,0.401241,0.678279,0.730092,0.350793,0.722652,0.301501,0.377415,0.514719,0.686942,0.815997,0.641937,0.730074,0.0887984,0.118131,0.429877,0.197207,0.378235,0.524888
-3891.57,0.998116,0.0673826,5,31,0,3910.45,-0.397836,0.491491,1.16629,1.49885,-0.468513,1.21277,-1.54289,-0.984375,1.99299,-0.993933,0.19847,0.925703,1.37916,-0.872762,0.868823,-0.503045,0.185895,0.32704,-0.564033,-0.956987,-0.0775803,-0.481563,0.328397,-0.161073,-0.123199,-0.719356,-1.34102,-0.166451,-1.07595,2.28672,1.5198,0.569191,1.53951,0.566065,-0.234738,2.23959,-0.0549326,1.90594,-1.30797,-0.656579,2.8159,-0.667725,0.722965,1.57113,2.09999,-0.526405,1.50479,-0.0952071,0.7083,0.872915,-0.166336,-0.624637,0.40101,-0.070152,0.874499,0.303633,0.347805,-0.347488,-1.07253,0.29736,-0.763383,3.15848,2.26402,1.15534,2.28702,1.15169,0.217719,1.84176,-0.452769,1.5081,-1.70581,-1.05442,2.41806,-1.06556,0.325129,1.1733,1.70216,-0.924242,1.10696,-0.493043,0.310463,0.475079,-0.564172,-1.02247,0.00317371,-0.467988,0.476663,-0.0942033,-0.0500312,-0.745325,-1.47036,-0.100476,-1.16122,2.76064,1.86618,0.757499,1.88918,0.753853,-0.180118,0.136843,0.611297,0.18122,0.846292,0.741622,0.0818058,0.743752,0.419426,0.23626,0.154184,0.715906,0.248438,0.620823,0.423002,0.383415,0.637417,0.735454,0.499207,0.614907,0.38304,0.523533,0.512505,0.678159,0.813113,0.525098,0.761554,0.0594884,0.133984,0.319189,0.131338,0.319982,0.544908
-3892.75,0.999827,0.0673826,5,31,0,3909.56,-0.589973,0.521895,1.23348,1.36111,-0.250143,0.71581,-1.70151,-0.472979,1.69622,-1.12801,0.0929825,0.812135,1.67082,-0.906321,1.01097,-0.189594,0.159518,0.426807,-0.130805,-0.827938,0.263143,-0.628707,0.56492,0.250418,-0.0303335,-0.573007,-1.16155,-0.539999,-0.756448,2.14382,1.47405,0.0174538,1.22559,0.640548,-0.0837077,2.2008,0.213349,1.40483,-1.57688,-0.0615155,2.61415,-0.869483,0.636588,1.52365,2.58282,-0.596036,1.7689,0.288034,0.718658,1.04835,0.360549,-0.499352,0.846478,-0.253604,1.21871,0.830782,0.48448,-0.184899,-0.910856,-0.144185,-0.41117,3.16626,2.34011,0.543424,2.03364,1.312,0.418643,1.61083,-0.376624,0.814862,-2.16686,-0.651489,2.02418,-1.45946,0.0466148,0.933677,1.99285,-1.18601,1.17893,-0.301939,0.128685,0.458381,-0.229424,-1.08932,0.256505,-0.843577,0.628742,0.240809,-0.105493,-0.774872,-1.50083,-0.734158,-1.00114,2.57628,1.75013,-0.0465486,1.44366,0.722028,-0.17133,0.166474,0.593059,0.306855,0.897233,0.657346,0.116687,0.811449,0.488348,0.282179,0.119956,0.766027,0.235245,0.574916,0.467873,0.38737,0.557106,0.748255,0.436223,0.699218,0.347796,0.440087,0.526349,0.684574,0.817698,0.675717,0.731283,0.0706806,0.14803,0.511635,0.190978,0.326947,0.542728
