# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = Hbeta_NC_sim2_model
# start_datetime = 2022-03-04 04:40:14 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/Rtmpsdjji3/standata-c881ae13742.json
# init = 2 (Default)
# random
#   seed = 847161717
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/Hbeta_NC_sim2-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/Hbeta_NC_sim2-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=Hbeta_NC_sim2_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,z_re.33,z_re.34,z_re.35,z_re.36,z_re.37,z_re.38,z_re.39,z_re.40,z_re.41,z_re.42,z_re.43,z_re.44,z_re.45,z_re.46,z_re.47,z_re.48,z_re.49,z_re.50,m_M,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,re_i.33,re_i.34,re_i.35,re_i.36,re_i.37,re_i.38,re_i.39,re_i.40,re_i.41,re_i.42,re_i.43,re_i.44,re_i.45,re_i.46,re_i.47,re_i.48,re_i.49,re_i.50,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,SI.33,SI.34,SI.35,SI.36,SI.37,SI.38,SI.39,SI.40,SI.41,SI.42,SI.43,SI.44,SI.45,SI.46,SI.47,SI.48,SI.49,SI.50,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32,Ht.33,Ht.34,Ht.35,Ht.36,Ht.37,Ht.38,Ht.39,Ht.40,Ht.41,Ht.42,Ht.43,Ht.44,Ht.45,Ht.46,Ht.47,Ht.48,Ht.49,Ht.50
# Adaptation terminated
# Step size = 0.0393905
# Diagonal elements of inverse mass matrix:
# 0.127918, 0.0846827, 0.0732532, 0.0882584, 0.0123031, 0.00616912, 0.133934, 0.0143535, 0.179979, 0.130866, 0.201514, 0.149623, 0.181226, 0.170123, 0.247708, 0.151001, 0.144324, 0.33576, 0.146756, 0.177214, 0.18172, 0.18168, 0.130495, 0.122777, 0.184641, 0.157703, 0.17334, 0.173293, 0.204611, 0.174549, 0.180682, 0.218769, 0.183065, 0.213212, 0.173986, 0.227697, 0.269263, 0.206818, 0.251574, 0.185886, 0.249975, 0.200316, 0.228566, 0.250056, 0.219505, 0.195753, 0.193432, 0.19709, 0.185123, 0.187453, 0.194851, 0.196535, 0.269562, 0.176924, 0.197639, 0.222941, 0.212271, 0.207346, 0.00176597
667.08,0.950353,0.0393905,7,127,0,-634.749,-0.197914,0.37327,-0.0841348,-0.793057,-0.219083,0.0588741,-0.495258,0.447511,-0.731079,0.943602,0.722365,1.17644,1.00334,-0.988376,1.03911,-0.115898,1.14748,2.10254,0.207863,-0.396031,1.49529,-1.44106,-0.0783078,0.0183426,-1.2004,0.936768,-1.22107,-0.0542346,0.997306,-1.05245,-0.238435,-1.89877,-0.83273,-1.09198,1.36142,-0.792056,0.515415,-0.184207,-0.345444,-0.364123,-1.65624,-0.0619581,-1.29303,-1.32522,-0.645274,-0.398806,-1.01832,-0.342881,0.0219479,1.36994,1.26423,0.394789,-1.13656,0.544055,0.125766,1.5353,0.6965,1.30536,9.24135,-0.822424,-0.0729853,-0.171992,0.0312124,-0.046254,-0.937567,-0.0302424,-0.547124,0.0182508,0.445653,-0.402237,-0.672487,0.173899,-1.14015,-0.530302,-0.487049,-1.03245,-0.0760436,-1.0417,-0.519529,-0.0489521,-0.966243,-0.601961,-1.34498,-0.867914,-0.983933,0.113993,-0.849712,-0.264604,-0.577693,-0.649848,-0.658207,-1.23644,-0.522985,-1.07391,-1.08831,-0.784025,-0.673728,-0.950966,-0.648701,-0.485436,0.117808,0.070498,-0.318585,-1.00388,-0.251787,-0.438976,0.191807,-0.183566,0.088905,-0.456786,0.445355,0.274411,0.376152,0.640058,-0.319971,0.492511,-0.164009,0.422064,1.17455,0.11831,0.0138255,0.707509,-0.743972,-0.116646,-0.0123134,-0.621003,0.429233,-1.3145,-0.67017,-0.400312,-1.19323,-0.899875,-1.46728,-1.11238,-1.28507,-0.0922999,-1.32103,-0.726077,-1.01304,-0.759092,-1.00957,-1.6063,-0.694325,-2.29775,-2.30129,-1.90318,-1.84633,-2.11373,-1.69914,-1.53588,-0.993714,-0.987578,-1.45522,-2.35752,-1.39385,-1.55813,-0.723409,-1.18277,-1.11967,0.612251,0.390466,0.431825,0.407055,0.345233,0.579317,0.379302,0.540911,0.396023,0.236033,0.470457,0.496544,0.330149,0.677864,0.529129,0.503078,0.650447,0.39431,0.788265,0.661541,0.598763,0.767319,0.710924,0.812644,0.752573,0.783311,0.523059,0.789352,0.673944,0.733614,0.681157,0.732935,0.832896,0.666928,0.90869,0.908984,0.870251,0.863696,0.89223,0.845423,0.822865,0.729821,0.728609,0.8108,0.91353,0.801206,0.826085,0.673357,0.765445,0.753927
649.796,0.982246,0.0393905,6,63,0,-625.809,-0.212627,0.46132,-0.0567894,-0.835677,-0.143292,0.100832,-0.576802,0.461028,-1.07269,0.479421,0.169208,1.15646,1.08567,-0.774178,1.3073,0.193509,0.659751,1.46904,-0.378415,0.441942,1.63559,-0.925487,0.123757,0.204057,-0.738749,0.19444,-1.07737,-0.895652,0.801608,-1.06793,0.0733482,-2.64199,-0.69013,-0.312951,1.00323,-0.443953,0.107786,0.153925,-0.863031,-0.394634,-1.47465,0.06005,-1.75721,-0.714108,-0.319036,-0.215548,-1.33407,-0.227269,0.255162,0.519948,1.04386,0.74164,-1.08833,-0.160902,-0.323774,2.37777,1.00888,0.86545,9.52151,-1.07134,-0.355776,-0.498793,-0.043644,-0.0762783,-0.93372,0.0258986,-0.487589,-0.272638,0.100465,-0.751262,-0.373055,0.177251,-1.00348,-0.519747,-0.482726,-0.917386,-0.48716,-1.0735,-0.989723,-0.207239,-1.06915,-0.542987,-1.79483,-0.894972,-0.721082,-0.114283,-0.781477,-0.52711,-0.505838,-0.974683,-0.758739,-1.25666,-0.549117,-1.38692,-0.906026,-0.723887,-0.676176,-1.19184,-0.681579,-0.459165,-0.337092,-0.0955519,-0.234886,-1.07855,-0.650982,-0.726071,0.519415,-0.11168,-0.177806,-0.573543,0.241898,-0.072821,0.378291,0.631258,-0.271127,0.501808,-0.0406854,0.250129,0.711206,-0.214471,0.334482,0.784912,-0.485704,-0.0528679,0.0241026,-0.389625,0.0396437,-1.27454,-1.11087,-0.397337,-1.24023,-0.698129,-1.83512,-1.01516,-1.00298,-0.2095,-1.11236,-0.913879,-0.750869,-0.9441,-0.948838,-1.5835,-0.746124,-2.58754,-1.97489,-1.7937,-1.78095,-2.35251,-1.70645,-1.48404,-1.40192,-1.12542,-1.25381,-2.36406,-1.73578,-1.79589,-0.35469,-1.04072,-1.36843,0.63958,0.439819,0.518197,0.406539,0.347225,0.56737,0.377116,0.51017,0.437792,0.329332,0.553413,0.417151,0.313262,0.619094,0.513214,0.493975,0.596192,0.49009,0.78152,0.752291,0.598048,0.775604,0.667773,0.862371,0.734028,0.731645,0.552184,0.752568,0.713793,0.679368,0.719927,0.720881,0.8297,0.678334,0.930055,0.878135,0.857381,0.855814,0.913133,0.846376,0.815182,0.802488,0.754993,0.777959,0.914045,0.850151,0.857648,0.587754,0.738988,0.797127
660.436,0.920862,0.0393905,6,63,0,-623.421,-0.0644989,0.342963,-0.0893946,-0.779598,-0.166873,0.109436,-0.672322,0.50875,-1.22533,0.615171,0.437129,1.2168,1.1649,-0.531328,1.38654,-0.4112,0.759644,1.39317,-0.212244,0.390781,1.89972,-1.04173,-0.00395422,0.204667,-0.799685,0.614973,-1.10801,-0.378705,0.665716,-0.758573,0.109163,-2.18509,-0.542248,-0.426465,0.919747,-0.583989,0.383579,-0.234105,-0.584295,-0.565987,-1.24378,-0.382034,-2.006,-0.779488,-0.231743,-0.3522,-1.05216,-0.260401,0.0336805,0.553915,1.05565,0.624589,-1.19501,0.235919,-0.220894,2.11231,0.982677,0.9932,9.33105,-1.29571,-0.359353,-0.449932,-0.053275,-0.0796769,-0.942635,0.0330824,-0.881519,-0.285853,0.0364531,-0.780301,-0.473512,0.294159,-1.2023,-0.674333,-0.568197,-1.07916,-0.359454,-1.23602,-0.864988,-0.333638,-1.05825,-0.616785,-1.78399,-0.94819,-0.889286,-0.2044,-0.969426,-0.477176,-0.791423,-0.969581,-0.960268,-1.30509,-0.866681,-1.69287,-1.06889,-0.790221,-0.851503,-1.20761,-0.804801,-0.655187,-0.390517,-0.135257,-0.354562,-1.28028,-0.552298,-0.784701,0.402314,-0.172385,-0.167031,-0.743124,0.309541,0.0349835,0.41895,0.717159,-0.198138,0.576154,-0.380217,0.295808,0.736544,-0.174318,0.323324,0.974684,-0.626457,-0.149768,0.00289226,-0.491685,0.234898,-1.31828,-0.854197,-0.411141,-1.10561,-0.653579,-1.68702,-0.944275,-1.05772,-0.171407,-1.20289,-0.767735,-0.932896,-0.798075,-1.03777,-1.52587,-0.936249,-2.71434,-1.9529,-1.66736,-1.76935,-2.18256,-1.6296,-1.47999,-1.26184,-0.965875,-1.18042,-2.40062,-1.44689,-1.66184,-0.254896,-0.893567,-1.17687,0.677679,0.423227,0.491255,0.396768,0.328019,0.549373,0.359818,0.593925,0.426583,0.32376,0.543469,0.419866,0.273948,0.651686,0.537372,0.499277,0.620503,0.441544,0.788895,0.701447,0.601361,0.75131,0.657816,0.843832,0.719962,0.742254,0.542747,0.769038,0.683031,0.717663,0.689563,0.73842,0.821401,0.718341,0.937868,0.875763,0.841224,0.854377,0.898672,0.836115,0.814571,0.779343,0.724297,0.765024,0.916874,0.809519,0.840485,0.563381,0.709626,0.764385
657.827,0.867155,0.0393905,8,255,0,-622.79,-0.261153,0.38071,0.290668,-0.207263,-0.434034,0.00133489,-0.677294,0.400735,-0.527653,1.4999,0.369154,1.06829,0.995112,-0.446749,1.28002,0.146353,1.88432,0.452296,-0.0596379,-0.300144,1.48031,-1.14184,0.788025,-0.426661,-0.680031,1.15275,-1.47259,-0.984345,1.21938,-0.761556,0.459379,-1.92278,-0.548523,-1.85014,1.21567,0.543694,0.086189,0.225998,-1.52067,-0.0220552,-2.71964,-0.630086,-1.57033,-1.1118,-1.74604,0.344823,-0.68492,-1.10455,-1.64832,1.33102,-0.0200243,0.034239,-2.00117,-0.0776195,-1.02019,1.53268,-0.0135958,0.267526,9.80176,-0.888743,-0.0762306,-0.529362,-0.249193,-0.278518,-0.856322,-0.164347,-0.618646,0.0778183,-0.496044,-0.701193,-0.797573,-0.0840818,-1.13487,-0.361505,-0.848272,-0.949807,-0.215348,-1.26741,-1.07176,-0.188646,-0.982476,-0.493205,-1.44782,-0.897107,-1.41871,-0.190134,-0.459417,-0.642755,-0.586729,-1.28668,-0.686133,-1.76715,-0.929792,-1.30658,-1.12283,-1.37699,-0.539112,-0.951766,-1.11993,-1.33783,-0.143906,-0.685319,-0.663574,-1.47923,-0.708399,-1.08612,-0.0630967,-0.682743,-0.570087,-0.622819,0.492218,0.127175,0.0910276,0.622707,-0.0912326,0.643451,-0.202794,0.419374,0.720162,-0.0130698,0.103653,0.514619,-0.808442,0.114852,-0.250906,-0.593125,0.442523,-1.33488,-0.897207,-0.527053,-0.95919,-0.725729,-1.33244,-1.02375,-1.42701,-0.241143,-0.920169,-0.968706,-1.09152,-1.26072,-1.02454,-1.91159,-0.680947,-2.23635,-2.26169,-2.21467,-1.48267,-1.76052,-1.82146,-2.03937,-0.966453,-1.40198,-1.65117,-2.66614,-1.59145,-1.92379,-0.612037,-1.39807,-1.4696,0.650859,0.379371,0.468249,0.477259,0.349166,0.522792,0.344467,0.550525,0.396667,0.327357,0.503267,0.47411,0.374111,0.691777,0.471319,0.562399,0.644082,0.39114,0.791647,0.710375,0.628796,0.72296,0.673867,0.791244,0.735702,0.806435,0.559995,0.715077,0.724862,0.748669,0.779151,0.735856,0.871197,0.66395,0.903466,0.905655,0.901559,0.814975,0.853275,0.860742,0.884869,0.724412,0.802498,0.83905,0.934999,0.83082,0.872561,0.648405,0.801878,0.812997
658.734,0.985221,0.0393905,8,255,0,-623.474,-0.310588,0.222389,-0.43379,-1.06797,-0.130496,0.0746211,-0.0669443,0.442848,-1.13046,0.580384,0.00168998,0.491216,0.745731,-1.07124,1.35758,-1.17307,1.29479,1.11224,-0.534276,-0.0697166,1.97238,-1.17554,-0.100872,-0.167749,-1.83656,0.735826,-1.1079,-0.633513,0.191748,-0.472201,0.460517,-1.37216,-1.07378,-1.26009,1.54461,-0.0236106,0.438238,-0.244508,-0.939927,-0.89301,-1.76067,0.691704,-1.64332,-0.910929,-0.336208,-0.217881,-1.27349,-0.99854,-0.487409,1.04222,1.29257,0.455477,-2.50737,0.186199,-0.446033,2.02312,0.413102,1.35226,9.36211,-0.567567,0.190078,-0.0661959,0.15059,0.263301,-0.541339,0.534257,-0.586436,0.506453,0.425607,-0.303547,-0.0978181,0.80652,-0.587528,-0.111615,-0.141232,-0.88026,0.258915,-0.557576,-0.347494,0.0179707,-0.276058,0.136995,-0.674604,-0.542464,-0.624974,0.617082,-0.0774002,0.127129,-0.175224,-0.483189,-0.462412,-0.846655,0.239375,-0.794687,-0.470347,-0.215833,-0.163432,-0.630909,-0.509146,-0.282792,0.394602,0.505468,0.134763,-1.17733,0.0155135,-0.264469,0.828992,0.115997,0.531902,-0.46332,0.385282,0.00705266,0.202955,0.558557,-0.287013,0.652984,-0.511331,0.633439,0.667125,-0.146582,0.197438,1.01082,-0.465089,-0.0183196,-0.0115533,-0.748725,0.406784,-1.25689,-0.974047,-0.688587,-0.948089,-0.537729,-1.24473,-1.18535,-1.38072,-0.00306757,-0.894962,-0.724124,-0.931808,-1.00598,-1.16897,-1.64333,-0.43906,-2.31195,-1.90204,-1.63119,-1.61062,-2.11179,-1.88357,-1.65722,-1.01621,-0.873507,-1.25145,-2.77191,-1.41349,-1.67983,-0.425335,-1.18836,-0.976268,0.613801,0.404854,0.498237,0.449435,0.363881,0.571265,0.342317,0.625118,0.346731,0.339141,0.53658,0.4508,0.26682,0.614221,0.50458,0.502888,0.678901,0.399683,0.778491,0.725925,0.665653,0.720731,0.631284,0.776386,0.765909,0.799107,0.500767,0.709913,0.673514,0.717442,0.732232,0.762959,0.837988,0.608035,0.909862,0.870122,0.836333,0.833498,0.892044,0.868021,0.839864,0.734233,0.705475,0.777551,0.941139,0.804315,0.842882,0.604759,0.766447,0.726367
656.449,0.998934,0.0393905,6,127,0,-627.991,-0.495732,0.601904,0.0691583,-0.549369,-0.317442,0.102426,-0.409837,0.405533,-1.66395,1.07341,0.469663,0.456176,0.003657,-1.54285,-0.0983815,-0.298225,-0.0329447,1.45016,-0.950108,-0.716178,1.48331,-2.25434,-0.49648,-0.367062,-1.71056,0.550039,-1.57631,-0.66903,1.78093,-0.696845,-0.555853,-1.93388,-0.546148,-0.827761,0.922559,-0.517025,0.650102,0.000607843,-0.935373,-0.127681,-1.81529,-1.02332,-1.23141,-0.709231,-0.654451,0.581216,-0.0786066,-0.377722,-0.210326,0.754487,0.625269,-0.0398096,-0.906388,-0.127437,0.0320677,1.34197,0.78046,0.90297,9.3921,-1.08462,0.0254685,-0.219373,-0.224842,-0.408353,-1.03551,-0.449734,-0.530777,-0.423197,0.17825,-0.795137,-0.700271,0.191694,-1.32405,-0.611176,-0.558693,-1.10352,-0.186777,-1.04908,-0.681151,0.31239,-0.69243,-0.635254,-1.19409,-0.631318,-0.745521,-0.0357078,-0.619507,-0.146198,-0.40959,-0.789161,-0.461615,-1.146,-0.824828,-0.909214,-0.697453,-0.675238,-0.174134,-0.441714,-0.563016,-0.495131,-0.103867,-0.156269,-0.425981,-0.777407,-0.461516,-0.396832,0.134377,-0.0933337,-0.043652,-0.6685,0.66285,0.279534,0.144169,0.472412,-0.254316,0.159802,-0.106451,0.0482405,1.08648,-0.171679,0.180495,0.851201,-0.863672,-0.142598,-0.00161184,-0.621025,0.414555,-1.44514,-0.9002,-0.180373,-1.02211,-1.05058,-1.35497,-0.969199,-1.19975,-0.318275,-1.3032,-0.83275,-1.02404,-0.913988,-0.954378,-1.69979,-1.09099,-2.29173,-2.03,-1.88895,-1.46529,-1.73573,-1.67717,-1.60928,-1.30652,-1.28148,-1.6479,-2.348,-1.70842,-1.61055,-0.766717,-1.11612,-1.40405,0.661167,0.3401,0.430568,0.46402,0.384046,0.563239,0.460134,0.526588,0.487942,0.252281,0.542815,0.454998,0.299181,0.703427,0.535589,0.500403,0.650452,0.39782,0.809249,0.710991,0.544971,0.735383,0.740885,0.79494,0.72496,0.768481,0.578904,0.786373,0.696936,0.73576,0.713815,0.721995,0.845508,0.748568,0.90819,0.883911,0.868636,0.81234,0.850144,0.842529,0.833311,0.78693,0.782702,0.838607,0.912775,0.846631,0.833487,0.68281,0.753268,0.802825
